Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,,Triple,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,64GB 4GB RAM,32GB 3GB RAM,_1,_1_1,Dual,32GB 2GB RAM,Single_1,16GB 2GB RAM,Protection,NFC,GPRS,EDGE,8GB 1GB RAM,16GB 1GB RAM,Infrared port,Stand-by,Talk time,Music play,Phonebook,Call records,Messaging,Games,Java,SAR EU,Display,Camera,Loudspeaker_1,Audio quality,Battery life,SAR,Keyboard,Browser,Alert types,Clock,Alarm,Languages,Quad,Performance,64GB 3GB RAM,128GB 3GB RAM,256GB 3GB RAM,256GB 4GB RAM,512GB 4GB RAM,Dual_1,128GB 4GB RAM,64GB 2GB RAM,256GB 2GB RAM,128GB 2GB RAM,5G bands,Triple_1,256GB 8GB RAM,128GB 8GB RAM,128GB 12GB RAM,256GB 12GB RAM,512GB 12GB RAM,64GB 6GB RAM,128GB 6GB RAM,512GB 8GB RAM 
asus,Asus Zenfone 2E,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-2e.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,LTE (unspecified),"HSPA, LTE","2015, July. Released 2015, July",Discontinued,148.1 x 71.4 x 10.9 mm (5.83 x 2.81 x 0.43 in),155.1 g (5.47 oz),,Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~65.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Android 5.0 (Lollipop), ZenUI",Intel Atom Z2560,Dual-core 1.6 GHz,PowerVR SGX544MP2,microSDXC (dedicated slot),8GB 1GB RAM,,,"LED flash, panorama, HDR",1080p@30fps,"8 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",No,microUSB 2.0,"Accelerometer, proximity, compass","Li-Po 2500 mAh, non-removable",,"Charcoal Black, Pearl White",,About 110 EUR,,,,,,,2 MP,,,,,,,,,,Up to 19 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asus,Asus Pegasus 2 Plus,https://fdn2.gsmarena.com/vv/bigpic/asus-pegasus-2-plus-.jpg,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 7, 38, 39, 40, 41","HSPA, LTE","2015, July. Released 2015, December",Discontinued,151.8 x 75.5 x 8.1 mm (5.98 x 2.97 x 0.32 in),156 g (5.50 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~72.8% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Android 5.1.1 (Lollipop),Qualcomm MSM8939 Snapdragon 615 (28 nm),Octa-core (4x1.7 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Adreno 405,microSDHC (dedicated slot),32GB 3GB RAM,eMMC 4.5,,"Dual-LED dual-tone flash, HDR, panorama",1080p@30fps,"13 MP, f/2.0, AF",,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot","4.1, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, gyro, proximity, compass","Li-Po 3030 mAh, non-removable",,"Rose Gold, White",X550,About 300 EUR,,,,,,,"8 MP, f/2.0",,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asus,Asus Zenpad S 8.0 Z580CA,https://fdn2.gsmarena.com/vv/bigpic/asus-zenpad-s-80.jpg,No cellular connectivity,N/A,,,,"2015, June. Released 2015, August",Discontinued,203.2 x 134.5 x 6.6 mm (8.0 x 5.30 x 0.26 in),298 g (10.51 oz),,No,"IPS LCD capacitive touchscreen, 16M colors","8.0 inches, 198.2 cm2 (~72.5% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~320 ppi density)",Android 5.0 (Lollipop),Intel Atom Z3560 or Z3580,Quad-core,PowerVR G6430,microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 2GB RAM, 64GB 4GB RAM",Active Pen support,,,Yes,8 MP,,,"Yes, with stereo speakers",Yes,Wi-Fi 802.11 a/b/g/n/ac,"4.1, LE","Yes, GLONASS",No,Type-C 1.0 reversible connector,"Accelerometer, compass","Li-Po 3950 mAh, non-removable (15.2 Wh)",,"Black, White",,,,,,,,,5 MP,,Corning Gorilla Glass 3,,No,No,,,,,Up to 8 h (multimedia),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asus,Asus Zenpad S 8.0 Z580C,https://fdn2.gsmarena.com/vv/bigpic/asus-zenpad-s-80.jpg,No cellular connectivity,N/A,,,,"2015, June. Released 2015, August",Discontinued,203.2 x 134.5 x 6.9 mm (8.0 x 5.30 x 0.27 in),317 g (11.18 oz),,No,"IPS LCD capacitive touchscreen, 16M colors","8.0 inches, 198.2 cm2 (~72.5% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~320 ppi density)",Android 5.0 (Lollipop),Intel Atom Z3530,Quad-core,PowerVR G6430,microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 2GB RAM",,,,Yes,5 MP,,,"Yes, with stereo speakers",Yes,Wi-Fi 802.11 a/b/g/n/ac,"4.1, LE","Yes, GLONASS",No,microUSB 2.0,"Accelerometer, compass","Li-Po 4000 mAh, non-removable (15.2 Wh)",,"Black, White",,,,,,,,,2 MP,,Oleophobic coating,,No,No,,,,,Up to 8 h (multimedia),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asus,Asus Zenpad 8.0 Z380KL,https://fdn2.gsmarena.com/vv/bigpic/asus-zenpad-80.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,"1, 2, 3, 5, 7, 8, 20","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, June. Released 2015, July",Discontinued,209 x 123 x 8.5 mm (8.23 x 4.84 x 0.33 in),350 g (12.35 oz),,Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","8.0 inches, 185.6 cm2 (~72.2% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~189 ppi density)","Android 5.0 (Lollipop), upgradable to 6.0.1 (Marshmallow)",Qualcomm MSM8916 Snapdragon 410 (28 nm)Qualcomm MSM8929 Snapdragon 415 (28 nm),Octa-core (4x Cortex-A53 & 4x Cortex-A53)Octa-core,Adreno 306Adreno 405,microSDXC (dedicated slot),"8GB 1GB RAM, 16GB 2GB RAM",eMMC 4.5,,,1080p@30fps,"5 MP or 8 MP, f/2.0, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE, aptX","Yes, with A-GPS, GLONASS",No,microUSB 2.0,"Accelerometer, proximity, compass","Li-Po 4000 mAh, non-removable (15.2 Wh)",,"Black, White, Aurora Metallic",P024,About 280 EUR,,,,,,,"2 MP, f/2.2",,Corning Gorilla Glass 1,,,,,,,,Up to 10 h (multimedia),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asus,Asus Zenpad 8.0 Z380C,https://fdn2.gsmarena.com/vv/bigpic/asus-zenpad-80.jpg,No cellular connectivity,N/A,,,,"2015, June. Released 2015, July",Discontinued,209 x 123 x 8.5 mm (8.23 x 4.84 x 0.33 in),350 g (12.35 oz),,No,"IPS LCD capacitive touchscreen, 16M colors","8.0 inches, 185.6 cm2 (~72.2% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~189 ppi density)",Android 5.0 (Lollipop),Intel Atom x3-C3200,Quad-core,Mali-450MP4,microSDXC (dedicated slot),"8GB 1GB RAM, 16GB 2GB RAM",,,,Yes,"5 MP, AF 2 MP, no AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, GLONASS",No,microUSB 2.0,"Accelerometer, compass","Li-Po 4000 mAh, non-removable (15.2 Wh)",,"Black, White, Aurora Metallic",,,,,,,,,2 MPVGA,,Oleophobic coating,,No,No,,,,,Up to 8 h (multimedia),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asus,Asus Zenpad C 7.0 Z170MG,https://fdn2.gsmarena.com/vv/bigpic/asus-zenpad-c-70.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 21.1/11.5 Mbps,"2015, June. Released 2015, August",Discontinued,189 x 108 x 9.5 mm (7.44 x 4.25 x 0.37 in),275 g (9.70 oz),,Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","7.0 inches, 137.9 cm2 (~67.6% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)",Android 5.0 (Lollipop),Mediatek MT8382V/W (28 nm),Quad-core Cortex-A7,Mali-400MP2,microSDXC (dedicated slot),"8GB 1GB RAM, 16GB 1GB RAM",,,,Yes,5 MP,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",No,microUSB 2.0,Accelerometer,"Li-Po 3500 mAh, non-removable (13 Wh)",,"Black, White",,,,,,,,,VGA,,Oleophobic coating,,,,,,,,Up to 8 h 30 min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asus,Asus Zenpad C 7.0,https://fdn2.gsmarena.com/vv/bigpic/asus-zenpad-c-70.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100 - Z170CG,,HSPA,"2015, June. Released 2015, July",Discontinued,189 x 108 x 8.4 mm (7.44 x 4.25 x 0.33 in),265 g (9.35 oz),,Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","7.0 inches, 137.9 cm2 (~67.6% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)",Android 5.0 (Lollipop),Intel Atom x3-C3200,Quad-core,Mali-450MP4,microSDXC (dedicated slot),"8GB 1GB RAM, 16GB 1GB RAM",,,,720p@30fps,"5 MP, f/2.0 or 2 MP",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",No,microUSB 2.0,Accelerometer,"Li-Po 3450 mAh, non-removable (13 Wh)",,"Black, White, Red, Aurora Metallic",,About 140 EUR,,,,,,,VGA,,Oleophobic coating,,,,,,,,Up to 8 h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asus,Asus Zenfone Selfie ZD551KL,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-selfie.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"1, 2, 3, 5, 7, 8, 20 - Global","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, June. Released 2015, August",Discontinued,156.5 x 77.2 x 10.8 mm (6.16 x 3.04 x 0.43 in),170 g (6.00 oz),"Glass front (Gorilla Glass 4), plastic back, plastic frame","Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 82.6 cm2 (~68.3% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~403 ppi density)","Android 5.0 (Lollipop), upgradable to 6.0 (Marshmallow), ZenUI",Qualcomm MSM8939 Snapdragon 615 (28 nm),Octa-core (4x1.7 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Adreno 405,microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 3GB RAM","1, 2, 3, 5, 6, 8, 9, 18, 19, 28 - Taiwan",,"Dual-LED dual-tone flash, panorama, HDR",1080p@30fps,"13 MP, f/2.0, 28mm (wide), 1/3"", Laser AF",Dual-LED dual-tone flash,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, hotspot","4.0, A2DP, EDR","Yes, with A-GPS, GLONASS, BDS","FM radio, RDS","microUSB 2.0, USB On-The-Go","Accelerometer, gyro, proximity, compass","Li-Po 3000 mAh, removable",,"Pure White, Chic Pink, Aqua Blue","Z00UD, Z00UDH, Z00UDC, Z00UDB",About 280 EUR,,,"1, 2, 3, 4, 5, 7, 8, 17, 20 - USA",eMMC 4.5,,,"13 MP, f/2.2, AF",,"Corning Gorilla Glass 4, oleophobic coating",,,,,,,,,,,,,,,,"Contrast ratio: 928:1 (nominal), 1.680 (sunlight)",Photo / Video,Voice 65dB / Noise 66dB / Ring 75dB,Noise -92.1dB / Crosstalk -92.5dB,Endurance rating 63h,,,,,,,,,Basemark OS II 2.0: 883Basemark X: 4915,,,,,,,,,,,,,,,,,,,,
asus,Asus Zenfone 2 ZE500CL,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-2-ze500cl.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 28 - Taiwan","HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps","2015, March. Released 2015, March",Discontinued,148.1 x 71.5 x 10.9 mm (5.83 x 2.81 x 0.43 in),155 g (5.47 oz),,Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~65.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Android 5.0 (Lollipop), ZenUI",Intel Atom Z2560,Dual-core 1.6 GHz,PowerVR SGX544MP2,microSDXC (dedicated slot),16GB 2GB RAM,"1, 2, 3, 4, 5, 7, 8, 17, 20 - Global",,"LED flash, panorama, HDR",1080p@30fps,"8 MP, f/2.0, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP, EDR","Yes, with A-GPS, GLONASS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Po 2500 mAh, non-removable",,"Charcoal Black, Pearl White, Cherry Red",Z00D,About 180 EUR,,,,,,,"2 MP, f/2.0",,Corning Gorilla Glass 3,,,,,,,Up to 360 h (3G),Up to 28 h (3G),,,,,,,0.43 W/kg (head),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asus,Asus Zenfone 2 ZE550ML,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-2-ze550ml.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"1, 2, 3, 4, 5, 8, 28 - Taiwan","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, March. Released 2015, March",Discontinued,152.5 x 77.2 x 10.9 mm (6.00 x 3.04 x 0.43 in),170 g (6.00 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~70.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)","Android 5.0 (Lollipop), upgradable to 6.0 (Marshmallow), ZenUI",Intel Atom Z3560,Quad-core 1.8 GHz,PowerVR G6430,microSDXC (dedicated slot),16GB 2GB RAM,TD-SCDMA - China & India,,"Dual-LED dual-tone flash, panorama, HDR",1080p@30fps,"13 MP, f/2.0, AF",,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, hotspot","4.0, A2DP, EDR","Yes, with A-GPS, GLONASS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass","Li-Po 3000 mAh, non-removable",,"Osmium Black, Glamor Red, Ceramic White","Z008D, Z008",About 250 EUR,,,"1, 2, 3, 4, 5, 7, 8, 20 - Global","1, 3, 38, 39, 40, 41 - China & India",,,"5 MP, f/2.0",,Corning Gorilla Glass 3,,,,,,,,,,,,,,,0.35 W/kg (head),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asus,Asus Zenfone 2 ZE551ML,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-2-new.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"1, 2, 3, 4, 5, 8, 9, 18, 19, 28 - Taiwan","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, January. Released 2015, March",Discontinued,152.5 x 77.2 x 10.9 mm (6.00 x 3.04 x 0.43 in),170 g (6.00 oz),"Glass front (Gorilla Glass 3), plastic back, plastic frame","Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~70.8% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Android 5.0 (Lollipop), upgradable to 6.0 (Marshmallow)",Intel Atom Z3580 (4 GB RAM model)Intel Atom Z3560 (2 GB RAM model),Quad-core 2.3 GHz (4 GB RAM model)Quad-core 1.8 GHz (2 GB RAM model),PowerVR G6430,microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 2GB RAM, 64GB 4GB RAM",TD-SCDMA - China & India,,"Dual-LED dual-tone flash, panorama, HDR",1080p@30fps,"13 MP, f/2.0, AF",,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, hotspot","4.0, A2DP, EDR","Yes, with A-GPS, GLONASS","FM radio, RDS","microUSB 2.0, USB On-The-Go","Accelerometer, gyro, proximity, compass","Li-Po 3000 mAh, non-removable","Fast charging 18W, 60% in 40 min (advertised)","Osmium Black, Sheer Gold, Glacier Gray, Glamor Red, Ceramic White","Z00AD, Z00A",About 300 EUR,,,"1, 2, 3, 4, 5, 7, 8, 20 - Global","1, 3, 38, 39, 40, 41 - China & India",,,"5 MP, f/2.0",,Corning Gorilla Glass 3,Yes,,,,,,,,,,,,,,0.35 W/kg (head),,Photo / Video,Voice 62dB / Noise 61dB / Ring 67dB,,Endurance rating 59h,,,,,,,,,Basemark OS II 2.0: 1090Basemark X: 12565,,,,,,,,,,,,,,,,,,,,
asus,Asus Fonepad 7 FE375CL,https://fdn2.gsmarena.com/vv/bigpic/asus-fonepad-7-fe375cl.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1700 / 2100,LTE 700 / 800 / 900 / 1700 / 1800 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, February. Released 2015, March",Discontinued,194.3 x 108.9 x 9.8 mm (7.65 x 4.29 x 0.39 in),299 g (10.55 oz),,Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","7.0 inches, 142.1 cm2 (~67.1% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~216 ppi density)",Android 5.0.1 (Lollipop),Intel Atom Z3530,Quad-core 1.33 GHz,PowerVR G6430,microSDXC (dedicated slot),"8GB 2GB RAM, 16GB 2GB RAM",,,,1080p@30fps,"5 MP, AF",,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",No,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass","Li-Po 3950 mAh, non-removable (15 Wh)",,"Black, White",,About 220 EUR,,,,,,,2 MP,,Oleophobic coating,,,,,,,Up to 397 h (3G),Up to 12 h (multimedia) (2G) / Up to 22 h 30 min (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asus,Asus Zenfone C ZC451CG,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-c.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,,HSPA 42.2/5.76 Mbps,"2015, January. Released 2015, February",Discontinued,136.5 x 67 x 10.9 mm (5.37 x 2.64 x 0.43 in),150 g (5.29 oz),"Glass front, plastic back, plastic frame","Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~61.0% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",Android 4.4.2 (KitKat),Intel Atom Z2520,Dual-core 1.2 GHz,PowerVR SGX544MP2,microSDXC (dedicated slot),8GB 1GB RAM,,,LED flash,1080p@30fps,"5 MP, f/2.0, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, EDR","Yes, with A-GPS, GLONASS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity","Li-Ion 2100 mAh, removable",,"Charcoal Black, Pearl White, Cherry Red",Z007,About 90 EUR,,,,,,,"VGA, f/2.8",,Oleophobic coating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asus,Asus Fonepad 7 FE171CG,https://fdn2.gsmarena.com/vv/bigpic/asus-fonepad-7-2015.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,,HSPA 42.2/5.76 Mbps,"2015, January. Released 2015, January",Discontinued,196 x 110.6 x 7.9 mm (7.72 x 4.35 x 0.31 in),280 g (9.88 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","7.0 inches, 137.9 cm2 (~63.6% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)",Android 4.4 (KitKat),Intel Atom Z2520,Dual-core 1.2 GHz,PowerVR SGX544MP2,microSDXC (dedicated slot),"8GB 1GB RAM, 16GB 2GB RAM",,,LED flash,1080p@30fps,"5 MP or 8 MP, AF",,720p,Yes,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",No,microUSB 2.0,Accelerometer,"Li-Po 3950 mAh, non-removable (15 Wh)",,"Black, White, Gold, Red",K01N,About 160 EUR,,,,,,,2 MP,,Oleophobic coating,,,,,,,,Up to 11 h 30 min (multimedia) (2G) / Up to 34 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asus,Asus Zenfone Zoom ZX550,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-zoom-zx550.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 9, 17, 18, 19, 20, 28, 29","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, January. Released 2015, December",Discontinued,158.9 x 78.8 x 12 mm (6.26 x 3.10 x 0.47 in),185 g (6.53 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 82.6 cm2 (~65.9% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~403 ppi density)","Android 5.0 (Lollipop), ZenUI",Intel Atom Z3580,Quad-core 2.3 GHz,PowerVR G6430,microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 2GB RAM, 64GB 2GB RAM, 128GB 4GB RAM","38, 39, 40, 41",,"Dual-LED dual-tone flash, panorama, HDR",1080p@30fps,"13 MP, f/2.7-4.8, 28-84mm (periscope telephoto zoom), Laser AF, OIS, 3x optical zoom",,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, hotspot","4.0, A2DP, EDR","Yes, with A-GPS, GLONASS",No,"microUSB 2.0, USB On-The-Go","Accelerometer, gyro, proximity, compass","Li-Po 3000 mAh, non-removable",,"Meteorite black, Glacier white",,About 400 EUR,,,,,,,"5 MP, f/2.0",,Corning Gorilla Glass 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asus,Asus Pegasus,https://fdn2.gsmarena.com/vv/bigpic/asus-x002.jpg,GSM / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,TD-SCDMA,"38, 39, 40","TD-SCDMA, TD-LTE","2014, December. Released 2015, May",Discontinued,146 x 73 x 9.9 mm (5.75 x 2.87 x 0.39 in),140 g (4.94 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~64.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 4.4 (KitKat),Mediatek MT6732 (28 nm),Quad-core 1.5 GHz Cortex-A53,Mali-T760MP2,microSDHC (dedicated slot),"8GB 2GB RAM, 16GB 2GB RAM",,,"LED flash, panorama",Yes,"8 MP, f/2.0, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",No,microUSB 2.0,"Accelerometer, proximity, compass","Li-Po 2500 mAh, removable",,"Black, White, Red, Gold",X003,About 80 EUR,,,,,,,"5 MP, f/2.2",,,,Yes,Yes,,,,Up to 174 h (3G),Up to 17 h 40 min (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asus,Asus Zenfone 5 Lite A502CG (2014),https://fdn2.gsmarena.com/vv/bigpic/asus-zenphone-5-lite.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,,HSPA 42.2/5.76 Mbps,"2014, November. Released 2014, November",Discontinued,148.2 x 72.8 x 10.8 mm (5.83 x 2.87 x 0.43 in),160 g (5.64 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~63.9% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)",Android 4.4.2 (KitKat),Intel Atom Z2520,Dual-core 1.2 GHz,PowerVR SGX544MP2,microSDXC (dedicated slot),1GB RAM,,,"LED flash, panorama",720p@30fps,"8 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, EDR","Yes, with A-GPS, GLONASS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass","Li-Po 2500 mAh, non-removable",,"Charcoal Black, Pearl White, Cherry Red",T00K,About 100 EUR,,,,,,,VGA,,Oleophobic coating,,,,,,,Up to 424 h (3G),Up to 21 h 40 min (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
