Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,,Triple,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,64GB 4GB RAM,32GB 3GB RAM,_1,_1_1,Dual,32GB 2GB RAM,Single_1,16GB 2GB RAM,Protection,NFC,GPRS,EDGE,8GB 1GB RAM,16GB 1GB RAM,Infrared port,Stand-by,Talk time,Music play,Phonebook,Call records,Messaging,Games,Java,SAR EU,Display,Camera,Loudspeaker_1,Audio quality,Battery life,SAR,Keyboard,Browser,Alert types,Clock,Alarm,Languages,Quad,Performance,64GB 3GB RAM,128GB 3GB RAM,256GB 3GB RAM,256GB 4GB RAM,512GB 4GB RAM,Dual_1,128GB 4GB RAM,64GB 2GB RAM,256GB 2GB RAM,128GB 2GB RAM,5G bands,Triple_1,256GB 8GB RAM,128GB 8GB RAM,128GB 12GB RAM,256GB 12GB RAM,512GB 12GB RAM,64GB 6GB RAM,128GB 6GB RAM,512GB 8GB RAM
benq_siemens,BenQ-Siemens EF61,https://fdn2.gsmarena.com/vv/bigpic/benqsiemens-ef61.gif,GSM,GSM 900 / 1800 / 1900,,,,"2006, July",Discontinued,88 x 46 x 23 mm (3.46 x 1.81 x 0.91 in),99 g (3.49 oz),,Mini-SIM,"TFT, 256K colors",,128 x 160 pixels,,,,,microSD (dedicated slot),1.5MB,"Second external CSTN, 4096 colors display (96 x 64 pixels)",,,No,1.3 MP,,,No,No,No,Yes,No,No,1.1,,Removable Li-Ion 750 mAh battery,,Whisper,,,,,No,MP3/AAC/WMA player Photo editor Predictive text input Voice memo Stopwatch Organizer,,,,,,,Class 10,No,,,,Up to 225 h,Up to 3 h,,"Yes, Photo call","100 dialed, 100 received, 100 missed calls","SMS, EMS, MMS",Yes + downloadable,"Yes, MIDP 2.0",,,,,,,,,"WAP 2.0/xHTML, HTML","Vibration; Downloadable polyphonic, MP3 ringtones",,,,,,,,,,,,,,,,,,,,,,,,,
benq_siemens,BenQ-Siemens M81,https://fdn2.gsmarena.com/vv/bigpic/benqsiemens-m81.gif,GSM,GSM 900 / 1800 / 1900,,,,"2006, June",Discontinued,105.3 x 47.5 x 18.4 mm (4.15 x 1.87 x 0.72 in),96 g (3.39 oz),,Mini-SIM,"TFT, 256K colors","1.8 inches, 27 x 36 mm, 10.0 cm2 (~20.1% screen-to-body ratio)","132 x 176 pixels, 4:3 ratio (~122 ppi density)",,,,,RS-MMC,27MB,Dust and shock resistant,,LED flash,Yes,1.3 MP,,,No,No,No,Yes,No,No,2.0,,Removable Li-Ion 820 mAh battery,,"Graphite Black, Steel Blue",,,,,No,MP3/AAC player Organizer Voice memo Predictive text input,,,,,,,Class 10,Class 10,,,,Up to 300 h,Up to 5 h,,"Yes, Photo call","10 dialed, 10 received, 10 missed calls","SMS, MMS, EMail, Instant Messaging",Yes + downloadable,"Yes, MIDP 2.0",,,,,,,,,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic, MP3 ringtones",,,,,,,,,,,,,,,,,,,,,,,,,
benq_siemens,BenQ-Siemens A58,https://fdn2.gsmarena.com/vv/bigpic/benqsiemens-a58.gif,GSM,GSM 900 / 1800 / 1900,,,,"2006, May",Cancelled,"102 x 46 x 17.6 mm, 75 cc (4.02 x 1.81 x 0.69 in)",85 g (3.00 oz),,Mini-SIM,"CSTN, 65K colors",,"128 x 128 pixels, 1:1 ratio",,,,,No,6.5MB,No,,,,,,,Yes,No,No,Yes,No,No,No,,Removable Li-Ion 820 mAh battery,,"Mercury Silver, Carbon Black",,,,,iTap Organizer Stopwatch Voice memo,,,,,,,,Class 8,No,,,,Up to 300 h,Up to 6 h,,500 entries,"10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS, Email",Yes + Java downloadable,"Yes, MIDP 2.0",,,,,,,,,WAP 2.0/xHTML,"Vibration; Polyphonic(32), MP3 ringtones",,,,,,,,,,,,,,,,,,,,,,,,,
benq_siemens,BenQ-Siemens A38,https://fdn2.gsmarena.com/vv/bigpic/benqsiemens-a38.gif,GSM,GSM 900 / 1800 / 1900,,,,"2006, May",Discontinued,103.5 x 45.5 x 18.7 mm (4.07 x 1.79 x 0.74 in),90 g (3.17 oz),,Mini-SIM,"CSTN, 65K colors","1.4 inches, 5.8 cm2 (~12.4% screen-to-body ratio)","96 x 64 pixels, 3:2 ratio (~82 ppi density)",,,,,No,256 KB,No,,,,,,,No,No,No,No,No,No,No,,Removable Li-Ion 860 mAh battery,,"Bold Charcoal, X-treme Gray",,,,,iTap Organizer,,,,,,,,No,No,,,,Up to 286 h,Up to 4 h,,300 entries,"10 dialed, 10 received, 10 missed calls","SMS, EMS","Box World, Mini Mouse, Bricks",No,,,,,,,,,No,Vibration; Polyphonic(32) ringtones,,,,,,,,,,,,,,,,,,,,,,,,,
benq_siemens,BenQ-Siemens EF71,https://fdn2.gsmarena.com/vv/bigpic/benqsiemens-ef71.gif,GSM,GSM 900 / 1800 / 1900,,,,"2006, May",Discontinued,90 x 47 x 18.5 mm (3.54 x 1.85 x 0.73 in),100 g (3.53 oz),,Mini-SIM,"TFT, 256K colors","2.2 inches, 34 x 45 mm, 15.2 cm2 (~36.0% screen-to-body ratio)",176 x 220 pixels (~128 ppi density),,,,,microSD (dedicated slot),24MB,"Second external mono display, OLED (128 x 64 pixels)",,,Yes,2 MP,,,No,No,No,Yes,No,No,Proprietary,,Removable Li-Ion 750 mAh battery,,Stellar Aluminum,,,,,No,MP3/AAC/WMA player Photo editor Predictive text input Voice memo Stopwatch Organizer,,,,,,,Class 10,No,,,,Up to 225 h,Up to 3 h,,"500 x 20 fields, Photo call","100 dialed, 100 received, 100 missed calls","SMS, EMS, MMS",Yes + downloadable,"Yes, MIDP 2.0",,,,,,,,,"WAP 2.0/xHTML, HTML","Vibration; Downloadable polyphonic, MP3 ringtones",,,,,,,,,,,,,,,,,,,,,,,,,
benq_siemens,BenQ-Siemens P51,https://fdn2.gsmarena.com/vv/bigpic/benqsiemens-p51.gif,GSM,GSM 850 / 900 / 1800 / 1900,,,,"2006, March",Discontinued,"122 x 60 x 20 mm, 130 cc (4.80 x 2.36 x 0.79 in)",170 g (6.00 oz),,Mini-SIM,"TFT resistive touchscreen, 256K colors","2.8 inches, 42 x 57 mm, 24.3 cm2 (~33.2% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",Microsoft Windows Mobile 5.0 PocketPC,,32-bit Intel XScale PXA272 416 MHz,,MMC/SDIO,"64MB RAM, 192MB ROM",5-way navigation stick,,,QCIF,1.3 MP,,,Yes,No,"Wi-Fi 802.11b/g, VoIP via Wi-Fi","1.2, A2DP",Yes,No,Proprietary,,Removable Li-Ion 1370 mAh battery,,,,,,,No,MP3/MP4 player Handwriting recognition Pocket Office  Voice command,,,,,,,Class 10,No,,,,Up to 150 h,Up to 4 h,,,,,,,,,,,,,,QWERTY,"WAP 2.0/xHTML, HTML","Vibration; Downloadable polyphonic, MP3 ringtones",,,,,,,,,,,,,,,,,,,,,,,,,
benq_siemens,BenQ-Siemens EL71,https://fdn2.gsmarena.com/vv/bigpic/benqsiemens-el71.gif,GSM,GSM 900 / 1800 / 1900,,,,"2006, February",Discontinued,90 x 46.3 x 16.5 mm (3.54 x 1.82 x 0.65 in),94 g (3.32 oz),,Mini-SIM,"TFT, 256K colors","2.0 inches, 30 x 40 mm, 12.4 cm2 (~29.7% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,,,,microSD (dedicated slot),16MB,No,,LED flash,Yes,1.3 MP,,,No,No,No,"1.2, A2DP",No,No,2.0,,Removable Li-Ion 570 mAh battery,,Vibrant grey,,,,,MP3/AAC/WAV player Predictive text input Stopwatch Organizer Voice memo,,,,,,,,Class 10,Class 10,,,,Up to 300 h,Up to 5 h,,"1000 x 20 fields, Photo call","100 dialed, 100 received, 100 missed calls","SMS, MMS, Email, Instant Messaging",Yes + downloadable,"Yes, MIDP 2.0",,,,,,,,,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic, MP3 ringtones",,,,,,,,,,,,,,,,,,,,,,,,,
benq_siemens,BenQ-Siemens CL71,https://fdn2.gsmarena.com/vv/bigpic/benqsiemens-cl71.gif,GSM,GSM 900 / 1800 / 1900,,,,"2006, March",Discontinued,97 x 46.5 x 17.8 mm (3.82 x 1.83 x 0.70 in),115 g (4.06 oz),,Mini-SIM,"TFT, 256K colors",,176 x 220 pixels,,,,,microSD (dedicated slot),24MB,No,,,Yes,1.3 MP,,,Yes,No,No,1.2,No,FM radio,1.1,,Removable Li-Ion 750 mAh battery,,Black,,,,,MP3/AAC/WMA player Predictive text input Voice dial Organizer Stopwatch,,,,,,,,Class 10,No,,,,Up to 170 h,Up to 2 h 20 min,,"Yes, Photo call","10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS",Yes + downloadable,"Yes, MIDP 2.0",,,,,,,,,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic, MP3 ringtones",,,,,,,,,,,,,,,,,,,,,,,,,
benq_siemens,BenQ-Siemens CF61,https://fdn2.gsmarena.com/vv/bigpic/benqsiemens-cf61.gif,GSM,GSM 900 / 1800 / 1900,,,,"2006, March",Discontinued,"88 x 46 x 23 mm, 80 cc (3.46 x 1.81 x 0.91 in)",99 g (3.49 oz),,Mini-SIM,"TFT, 256K colors","1.8 inches, 29 x 35 mm, 10.2 cm2 (~25.2% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,microSD (dedicated slot),1.5MB,"Second external 4K colors display, CSTN (96 x 64 pixels) 5-way navigation key",,,No,1.3 MP,,,Yes,No,No,Yes,No,No,1.1,,Removable Li-Ion 750 mAh battery,,Silver,,,,,No,MP3/AAC/WMA player Predictive text input Organizer Exchangeable front cover Voice memo,,,,,,,Class 10,No,,,,Up to 225 h,Up to 3 h,,"1000 x 20 fields, Photo call","10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS",Yes + downloadable,"Yes, MIDP 2.0",,,,,,,,,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic, MP3 ringtones",,,,,,,,,,,,,,,,,,,,,,,,,
benq_siemens,BenQ-Siemens C81,https://fdn2.gsmarena.com/vv/bigpic/benqsiemens-c81.gif,GSM,GSM 900 / 1800 / 1900,,,,"2006, March",Discontinued,104 x 46.5 x 17.7 mm (4.09 x 1.83 x 0.70 in),90 g (3.17 oz),,Mini-SIM,"TFT, 256K colors","1.8 inches, 27 x 36 mm, 10.0 cm2 (~20.7% screen-to-body ratio)","132 x 176 pixels, 4:3 ratio (~122 ppi density)",,,,,RS-MMC,23MB,No,,,Yes,1.3 MP,,,No,No,No,"1.2, A2DP",No,No,2.0,,Removable Li-Ion 820 mAh battery,,Piano Black,,,,,MP3/AAC player Predictive text input Organizer Voice memo,,,,,,,,Class 10,Class 10,,,,Up to 300 h,Up to 5 h,,"Yes, Photo call","10 dialed, 10 received, 10 missed calls","SMS, MMS, EMail, Instant Messaging",Yes + downloadable,"Yes, MIDP 2.0",,,,,,,,,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic, MP3, AAC ringtones",,,,,,,,,,,,,,,,,,,,,,,,,
benq_siemens,BenQ-Siemens E61,https://fdn2.gsmarena.com/vv/bigpic/benqsiemens-e61.gif,GSM,GSM 900 / 1800 / 1900,,,,"2006, March",Discontinued,101 x 44 x 17 mm (3.98 x 1.73 x 0.67 in),88 g (3.10 oz),,Mini-SIM,"TFT, 65K colors","1.8 inches, 29 x 35 mm, 10.2 cm2 (~22.9% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,miniSD,1MB,No,,,No,VGA,,,Yes,No,No,No,No,No,1.1,,Removable Li-Ion 840 mAh battery,,"Silver, Orange",,,,,AAC/AAC+/AAC++/MIDI/MP3/PCM(WAV)/XMF player Predictive text input Voice memo Organizer Stopwatch,,,,,,,,Class 10,No,,,,Up to 215 h,Up to 3 h 20 min,,"500 x 12 fields, Photo call","20 dialed, 20 received, 20 missed calls","SMS, MMS",Yes,No,,,,,,,,,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic, MP3 ringtones",,,,,,,,,,,,,,,,,,,,,,,,,
benq_siemens,BenQ-Siemens EF91,https://fdn2.gsmarena.com/vv/bigpic/benqsiemens-ef91.gif,GSM / HSPA,GSM 900 / 1800 / 1900,HSDPA 2100,,HSPA,"2006, February",Discontinued,"92 x 46.5 x 23.5 mm, 86 cc (3.62 x 1.83 x 0.93 in)",100 g (3.53 oz),,Mini-SIM,"TFT, 256K colors","2.0 inches, 30 x 40 mm, 12.4 cm2 (~29.0% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,,,,microSD (dedicated slot),32MB,"Second external 65K colors display, OLED(96 x 64 pixels)",,LED flash,Yes,"3.15 MP, AF",,,Yes,No,No,"1.2, A2DP",No,No,Proprietary,,Removable Li-Ion 1000 mAh battery,,Arctic Silver,,,,,3D sound,Video telephony MP3/AAC player Predictive text input Voice memo Stopwatch Organizer,,,VGA videocall camera,,,,,,,,,,,,"Yes, Photo call","10 dialed, 10 received, 10 missed calls","SMS, MMS, Email",Yes + downloadable,"Yes, MIDP 2.0",,,,,,,,,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic, MP3 ringtones",,,,,,,,,,,,,,,,,,,,,,,,,
benq_siemens,BenQ-Siemens S81,https://fdn2.gsmarena.com/vv/bigpic/benqsiemens-s81.gif,GSM / UMTS,GSM 900 / 1800 / 1900,UMTS 2100,,"Yes, 384 kbps","2006, February",Discontinued,109 x 48 x 13 mm (4.29 x 1.89 x 0.51 in),99 g (3.49 oz),,Mini-SIM,"TFT, 256K colors","2.0 inches, 31 x 39 mm, 12.6 cm2 (~24.1% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),,,,,microSD (dedicated slot),30MB,MP3/AAC player Video telephony iTap Stopwatch Organizer,,LED flash,Yes,1.3 MP,,,No,No,No,1.1,No,No,Proprietary,,Removable Li-Ion 920 mAh battery,,Black/Silver,,,,,,,,,VGA videocall camera,,,,,,,,,Up to 320 h,Up to 4 h 50 min,,"Yes, Photo call","10 dialed, 10 received, 10 missed calls","SMS, MMS, Email",Yes,"Yes, MIDP 2.0",,,,,,,,,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic, MP3, AAC ringtones",,,,,,,,,,,,,,,,,,,,,,,,,
benq_siemens,BenQ-Siemens EF51,https://fdn2.gsmarena.com/vv/bigpic/benqsiemens-ef51.gif,GSM,GSM 900 / 1800 / 1900,,,,"2006, February",Discontinued,89 x 49 x 18 mm (3.50 x 1.93 x 0.71 in),95 g (3.35 oz),,Mini-SIM,"TFT, 256K colors","2.2 inches, 40 x 40 mm, 15.6 cm2 (~35.7% screen-to-body ratio)",120 x 128 pixels (~80 ppi density),,,,,miniSD,20MB,GSM 850 / 1800 / 1900 - US version,,,No,1.3 MP,,,No,No,No,"1.2, A2DP",No,FM radio,Proprietary,,Removable Li-Ion 870 mAh battery,,"Flashy White, Black",,,,,No,WMA/MP3/AAC/AAC+ player Predictive text input Voice memo Stopwatch Organizer,,,,,,,Class 10,No,,,,Up to 200 h,Up to 4 h,,"Yes, Photo call","10 dialed, 10 received, 10 missed calls","SMS, MMS",Yes + downloadable,"Yes, MIDP 2.0",,,,,,,,,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic, MP3 ringtones",,,,,,,,,,,,,,,,,,,,,,,,,
