Brand,Model Name,Model Image,Technology,2G bands,3G bands,Speed,Announced,Status,Dimensions,Weight,Keyboard,SIM,Type,Size,Resolution,,OS,CPU,Card slot,Internal,Single,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Browser,_1,Type_1,Stand-by,Talk time,Colors,Price,Chipset,GPU,Features,Alert types,_1_1,GPRS,EDGE,Infrared port,Languages,Phonebook,Call records,Messaging,Games,Java,4G bands,Music play,NFC,Build,Quad,Dual,Features_1,Charging,Models,Performance,Display,Camera,Loudspeaker_1,Battery life,Triple,Protection,128GB 4GB RAM,SAR,64GB 4GB RAM,Dual_1,SAR EU,Clock,Alarm,Audio quality,5G bands,128GB 8GB RAM,128GB 12GB RAM,256GB 12GB RAM,128GB 6GB RAM 
lenovo,Lenovo A830,https://fdn2.gsmarena.com/vv/bigpic/lenovo-a830.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 2100,HSPA,2013. Released 2013,Discontinued,147 x 73 x 9.4 mm (5.79 x 2.87 x 0.37 in),165.4 g (5.82 oz),,"Dual SIM (Mini-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~64.2% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)",,Android 4.2.1 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,microSDXC (dedicated slot),4GB 1GB RAM,"8 MP, AF",720p,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",Yes,"Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,"Li-Ion 2250 mAh, removable",,,"Black, White",About 140 EUR,Mediatek MT6589 (28 nm),PowerVR SGX544,LED flash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38 W/kg (head),,,,,,,,
lenovo,Lenovo A820,https://fdn2.gsmarena.com/vv/bigpic/lenovo-a820.jpg,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,HSPA,2013. Released 2013,Discontinued,135 x 68.2 x 9.9 mm (5.31 x 2.69 x 0.39 in),151 g (5.33 oz),,"Dual SIM (Mini-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~60.6% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)",No,Android 4.1.2 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,microSDHC (dedicated slot),4GB 1GB RAM,"8 MP, AF",720p,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",Yes,"Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,"Li-Ion 2000 mAh, removable",,,Black,About 110 EUR,Mediatek MT6589 (28 nm),PowerVR SGX544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37 W/kg (head),,,,,,,,
lenovo,Lenovo A800,https://fdn2.gsmarena.com/vv/bigpic/lenovo-a800.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 900 / 2100,HSPA,"2013, January. Released 2013, January",Discontinued,133.5 x 68.9 x 11.5 mm (5.26 x 2.71 x 0.45 in),155 g (5.47 oz),,Dual SIM (Mini-SIM),"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~60.7% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",No,Android 4.0.4 (Ice Cream Sandwich),Dual-core 1.2 GHz Cortex-A9,microSDHC (dedicated slot),"4GB (1.65 user available), 512MB RAM","5 MP, AF",720p,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,"Li-Ion 2000 mAh, removable",,,"Black, White",About 120 EUR,Mediatek MT6577T (40 nm),PowerVR SGX531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo A789,https://fdn2.gsmarena.com/vv/bigpic/lenovo-a789.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 2100,HSPA,"2012, June. Released 2012, August",Discontinued,126.6 x 65.4 x 13.2 mm (4.98 x 2.57 x 0.52 in),154.8 g (5.43 oz),,Dual SIM (Mini-SIM),"TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~55.0% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 4.0.4 (Ice Cream Sandwich),Dual-core 1.0 GHz Cortex-A9,microSDHC (dedicated slot),4GB 512MB RAM,"5 MP, AF",720p,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",Yes,"Yes, with A-GPS","FM radio, FM transmitter",microUSB 2.0,"Accelerometer, proximity",,,"Li-Ion 2000 mAh, removable",,,Black,About 150 EUR,Mediatek MT6577 (40 nm),PowerVR SGX531u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44 W/kg (head),,,,,,,,
lenovo,Lenovo A690,https://fdn2.gsmarena.com/vv/bigpic/lenovo-a690.jpg,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 2100,HSPA,"2013, January. Released 2013, January",Discontinued,124 x 65 x 11 mm (4.88 x 2.56 x 0.43 in),134 g (4.73 oz),,Dual SIM (Mini-SIM),"TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~56.5% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",No,Android 2.3.6 (Gingerbread),1.0 GHz Cortex-A9,microSDHC (dedicated slot),"512MB RAM, 512MB",3.15 MP,480p,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",Yes,"Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,"Li-Ion 1500 mAh, removable",,,Black,About 90 EUR,Mediatek MT6575 (40 nm),PowerVR SGX531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25 W/kg (head),,,,,,,,
lenovo,Lenovo S720,https://fdn2.gsmarena.com/vv/bigpic/lenovo-s720.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100,HSPA,"2013, January. Released 2013, January",Discontinued,132.3 x 68.3 x 9.9 mm (5.21 x 2.69 x 0.39 in),140 g (4.94 oz),,Dual SIM (Mini-SIM),"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~61.8% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)",,Android 4.0.4 (Ice Cream Sandwich),Dual-core 1.0 GHz Cortex-A9,microSDHC (dedicated slot),4GB 512MB RAM,"8 MP, AF",720p,1 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","2.1, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,"Li-Ion 2000 mAh, removable",,,"Pink, White",About 230 EUR,Mediatek MT6577 (40 nm),PowerVR SGX531u,LED flash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo P770,https://fdn2.gsmarena.com/vv/bigpic/lenovo-p770.jpg,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 2100,HSPA,"2012, November. Released 2012, November",Discontinued,133 x 67 x 11.9 mm (5.24 x 2.64 x 0.47 in),161 g (5.68 oz),,"Dual SIM (Mini-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~62.6% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)",,Android 4.1 (Jelly Bean),Dual-core 1.2 GHz Cortex-A9,"microSDHC (dedicated slot), 8 GB included",4GB 1GB RAM,"5 MP, AF","Yes,",VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",Yes,"Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,"Li-Ion 3500 mAh, removable",Up to 644 h,Up to 29 h,Black,About 140 EUR,Mediatek MT6577 (40 nm),PowerVR SGX531u,LED flash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo A60+,https://fdn2.gsmarena.com/vv/bigpic/lenovo-a60-plus.jpg,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 - SIM 1 only,HSPA 7.2/5.76 Mbps,2012,Discontinued,115.8 x 60.8 x 11.9 mm (4.56 x 2.39 x 0.47 in),135 g (4.76 oz),,"Dual SIM (Mini-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","3.5 inches, 36.5 cm2 (~51.8% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",No,Android 2.3.6 (Gingerbread),1.0 GHz Cortex-A9,microSDHC (dedicated slot),"256MB RAM, 512MB","2 MP, AF",480p,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","2.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,MP4/WMV/H.264 player MP3/WAV/WMA/eAAC+ player Photo/video editor Document viewer,"Li-Ion 1500 mAh, removable",Up to 192 h (2G) / Up to 192 h (3G),Up to 5 h (2G) / Up to 3 h (3G),Black,About 70 EUR,Mediatek MT6575 (40 nm),PowerVR SGX531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo S560,https://fdn2.gsmarena.com/vv/bigpic/lenovo-lephone-s560.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 2100 - SIM 1 only,HSPA,2012,Discontinued,125 x 63 x 12.3 mm (4.92 x 2.48 x 0.48 in),155 g (5.47 oz),,"Dual SIM (Mini-SIM, dual stand-by)",IPS LCD capacitive touchscreen,"4.0 inches, 45.5 cm2 (~57.8% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",MP4/WMV/H.264 player MP3/WAV/WMA/eAAC+ player Photo/video editor Document viewer,Android 4.0 (Ice Cream Sandwich),Dual-core 1.0 GHz Cortex-A9,microSDHC (dedicated slot),4GB 512MB RAM,"5 MP, AF",480p,VGA,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 b/g/n, hotspot","3.0, A2DP, EDR","Yes, with A-GPS","FM radio, buit-in antenna",microUSB 2.0,"Accelerometer, proximity, compass",,,"Li-Ion 2000 mAh, removable",Up to 250 h,Up to 8 h,Deep Blue,About 180 EUR,Mediatek MT6577 (40 nm),PowerVR SGX531u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo S880,https://fdn2.gsmarena.com/vv/bigpic/lenovo-lephone-s880.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 - SIM 1 only,HSPA 7.2/5.76 Mbps,"2012, August. Released 2012, September",Discontinued,142 x 78 x 9.9 mm (5.59 x 3.07 x 0.39 in),196 g (6.91 oz),,"Dual SIM (Mini-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","5.0 inches, 71.2 cm2 (~64.2% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~187 ppi density)",MP4/WMV/H.264 player MP3/WAV/WMA/eAAC+ player Photo/video editor Document viewer,Android 4.0 (Ice Cream Sandwich),1.0 GHz Cortex-A9,microSDHC (dedicated slot),4GB 512MB RAM,"5 MP, AF",720p,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","3.0, A2DP, EDR","Yes, with A-GPS",FM radio; FM transmitter; built-in antenna,microUSB 2.0,"Accelerometer, proximity, compass",,,"Li-Ion 2250 mAh, removable",Up to 312 h,Up to 17 h,"Black, White",About 280 EUR,Mediatek MT6575 (40 nm),PowerVR SGX531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo A660,https://fdn2.gsmarena.com/vv/bigpic/lenovo-a660.jpg,GSM / HSPA,GSM 900 / 1800 / 1900,HSDPA 2100,HSPA,"2012, September. Released Exp. release 2012, October",Discontinued,125 x 65 x 10.5 mm (4.92 x 2.56 x 0.41 in),138 g (4.87 oz),,Mini-SIM,"Capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~56.1% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",IP67 dust/water resistant (up to 1m for 30 mins),Android 4.0.4 (Ice Cream Sandwich),Dual-core 1.0 GHz Cortex-A9,"microSDHC (dedicated slot), 8 GB included",4GB 512MB RAM,"5 MP, AF",Yes,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",Yes,"Yes, with A-GPS",,microUSB 2.0,"Accelerometer, proximity",,MP4/WMV/H.264 player MP3/WAV/WMA/eAAC+ player Organizer Photo/video editor Document viewer Voice memo/dial Predictive text input,Removable Li-Ion 1500 mAh battery,,,"Black, Orange",About 190 EUR,Mediatek MT6577 (40 nm),PowerVR SGX531u,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corning Gorilla Glass,,,,,,,,,,,,,
lenovo,Lenovo K860,https://fdn2.gsmarena.com/vv/bigpic/lenovo-ideaphone-k860.jpg,GSM / HSPA,GSM 900 / 1800 / 1900,HSDPA 2100,HSPA,"2012, August. Released 2012, August",Discontinued,143.5 x 74.4 x 9.6 mm (5.65 x 2.93 x 0.38 in),193.5 g (6.81 oz),,Mini-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~64.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",MP4/WMV/H.264 player MP3/WAV/WMA/eAAC+ player Organizer Photo/video editor Document viewer Voice memo/dial Predictive text input,Android 4.0.4 (Ice Cream Sandwich),Quad-core 1.4 GHz Cortex-A9,microSDHC (dedicated slot),8GB 1GB RAM,"8 MP, AF",1080p@30fps,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",Yes,"Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass",,,Removable Li-Ion 2250 mAh battery,Up to 336 h,,"Black, Red",About 290 EUR,Exynos 4412 Quad (32 nm),Mali-400MP4,Dual-LED flash,,,,,,,,,,,,,,,,,,,,,,,,,,,Corning Gorilla Glass,,,,,,,,,,,,,
lenovo,Lenovo P700i,https://fdn2.gsmarena.com/vv/bigpic/lenovo-p700i.jpg,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,HSPA 7.2/5.76 Mbps,"2012. Released 2013, January",Discontinued,125.6 x 64.6 x 12.8 mm (4.94 x 2.54 x 0.50 in),162 g (5.71 oz),,"Dual SIM (Mini-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~56.1% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",MP4/WMV/H.264 player MP3/WAV/WMA/eAAC+ player Organizer Photo/video editor Document viewer Voice memo/dial Predictive text input,Android 4.0.4 (Ice Cream Sandwich),Dual-core 1.0 GHz Cortex-A9,"microSDHC (dedicated slot), 2 GB included","4GB (1.85GB user available), 512MB RAM","5 MP, AF",720p@30fps,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","3.0, A2DP, EDR","Yes, with A-GPS",FM radio; FM transmitter,microUSB 2.0,"Accelerometer, proximity, compass",,,Removable Li-Ion 2500 mAh battery,Up to 312 h,Up to 22 h,"Dark Blue, White",About 140 EUR,Mediatek MT6577 (40 nm),PowerVR SGX531u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40 W/kg (head),,,,,,,,
lenovo,Lenovo A65,https://fdn2.gsmarena.com/vv/bigpic/lenovo-a65.jpg,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,HSPA,"2012, July. Released 2012, July",Discontinued,116 x 59.9 x 12.6 mm (4.57 x 2.36 x 0.50 in),-,,"Dual SIM (Mini-SIM, dual stand-by)","TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm2 (~52.5% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",No,Android 2.3.5 (Gingerbread),650 MHz Cortex-A9,"microSDHC (dedicated slot), 4 GB included",220MB,3.15 MP,Yes,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",Yes,"Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,,MP4/WMV/H.264 player MP3/WAV/WMA/eAAC+ player Organizer Photo/video editor Document viewer Voice memo/dial Predictive text input,Removable Li-Ion 1500 mAh battery,,,Black,About 90 EUR,Mediatek MT6573 (65 nm),PowerVR SGX531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo A335,https://fdn2.gsmarena.com/vv/bigpic/lenovo-a335.jpg,GSM,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"2012, January",Discontinued,118.5 x 51.3 x 13.5 mm (4.67 x 2.02 x 0.53 in),102 g (3.60 oz),,"Dual SIM (Mini-SIM, dual stand-by)","TFT, 256K colors","2.6 inches, 20.9 cm2 (~34.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~154 ppi density)",No,,104 MHz,microSDHC (dedicated slot),,VGA,Yes,,,Yes,Yes,No,"2.0, A2DP",No,"FM radio, recording",miniUSB,,,MP3 player Organizer,Removable Li-Ion 1700 mAh battery,Up to 400 h,Up to 7 h,"Black, White",About 40 EUR,Mediatek MT6253,No,LED flash,,,Yes,Yes,,,500 entries,Yes,"SMS, MMS",Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo A185,https://fdn2.gsmarena.com/vv/bigpic/lenovo-a185.jpg,GSM,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"2011, December",Discontinued,118 x 49.8 x 15.8 mm (4.65 x 1.96 x 0.62 in),93 g (3.28 oz),,"Dual SIM (Mini-SIM, dual stand-by)","TFT, 256K colors","2.4 inches, 17.8 cm2 (~30.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",Flashlight,,,microSDHC (dedicated slot),,VGA,Yes,,,Yes,Yes,No,"2.0, A2DP",No,"FM radio, recording",microUSB,,,No,Removable Li-Ion 1800 mAh battery,Up to 545 h,Up to 7 h,Black,About 40 EUR,Mediatek MT6252,,,,MP3 player Organizer,Yes,Yes,,,1000 entries,Yes,"SMS, MMS",Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo S800,https://fdn2.gsmarena.com/vv/bigpic/lenovo-s800.jpg,GSM,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"2011, October",Discontinued,120.5 x 48.5 x 13 mm (4.74 x 1.91 x 0.51 in),124 g (4.37 oz),,Dual SIM (Mini-SIM),"Transparent, monochrome","2.4 inches, 17.8 cm2 (~30.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",No,,104 MHz,microSDHC (dedicated slot),,2 MP,Yes,,,Yes,No,No,"2.0, A2DP",No,"FM radio, recording",miniUSB,Accelerometer,,MP3 player Organizer Voice memo,Removable Li-Ion 650 mAh battery,Up to 350 h,Up to 4 h,"Black, White",About 160 EUR,Mediatek MT6253,No,,,,Yes,Yes,,,1000 entries,Yes,"SMS, MMS",Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo Q350,https://fdn2.gsmarena.com/vv/bigpic/lenovo-q350.jpg,GSM,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"2011, October",Discontinued,110 x 59 x 12.5 mm (4.33 x 2.32 x 0.49 in),100 g (3.53 oz),QWERTY,"Dual SIM (Mini-SIM, dual stand-by)","TFT, 65K colors","2.3 inches, 16.4 cm2 (~25.2% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~174 ppi density)",No,,,microSDHC (dedicated slot),63MB,3.15 MP,Yes,,,Yes,Yes,Wi-Fi 802.11 b/g,"2.0, A2DP",No,"FM radio, recording",microUSB,,,SNS integration MP3 player Organizer Voice memo,Removable Li-Ion 1100 mAh battery,Up to 350 h,Up to 4 h,Red,About 60 EUR,Mediatek MT6235,,,,,Yes,Yes,,,1000 entries,Yes,"SMS, MMS, Email",Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo Q330,https://fdn2.gsmarena.com/vv/bigpic/lenovo-q330.jpg,GSM,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"2011, October",Discontinued,103 x 58 x 13.5 mm (4.06 x 2.28 x 0.53 in),87 g (3.07 oz),QWERTY,"Dual SIM (Mini-SIM, dual stand-by)","TFT, 65K colors","2.3 inches, 16.4 cm2 (~27.4% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~174 ppi density)",No,,104 MHz,microSDHC (dedicated slot),,2 MP,Yes,,,Yes,No,No,"2.0, A2DP",No,"FM radio, recording",miniUSB,,,SNS integration MP3 player Organizer Voice memo,Removable Li-Ion 1000 mAh battery,Up to 300 h,Up to 5 h,"Black, White",About 30 EUR,Mediatek MT6253,No,,,,Yes,Yes,,,1000 entries,Yes,"SMS, MMS, Email, Push Email",Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo A336,https://fdn2.gsmarena.com/vv/bigpic/lenovo-a336.jpg,GSM,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"2011, October",Discontinued,113.5 x 49 x 13.1 mm (4.47 x 1.93 x 0.52 in),92 g (3.25 oz),,"Dual SIM (Mini-SIM, dual stand-by)","TFT, 256K colors","2.4 inches, 17.8 cm2 (~32.1% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",No,,104 MHz,microSDHC (dedicated slot),,VGA,Yes,,,Yes,Yes,No,"2.0, A2DP",No,"FM radio, recording",miniUSB,,,MP3/AAC player Organizer Voice memo,Removable Li-Ion 1400 mAh battery,Up to 250 h,Up to 7 h,"Orange, Green",About 40 EUR,Mediatek MT6253DV,No,,,,Yes,Yes,,,500 entries,Yes,"SMS, MMS",Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo E156,https://fdn2.gsmarena.com/vv/bigpic/lenovo-e156.jpg,GSM,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"2011, October",Discontinued,101 x 44.3 x 14.4 mm (3.98 x 1.74 x 0.57 in),70.2 g (2.47 oz),,"Dual SIM (Mini-SIM, dual stand-by)","TFT, 65K colors","1.5 inches, 7.3 cm2 (~16.2% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~121 ppi density)",No,,,microSDHC (dedicated slot),,,,,,Yes,No,No,No,No,"FM radio, recording",miniUSB,,,MP3/AAC player Organizer Voice memo,Removable Li-Ion 650 mAh battery,Up to 400 h,Up to 4 h,"Black, Red",About 30 EUR,Mediatek MT6223D,,,,,Yes,No,,,500 entries,Yes,"SMS, MMS",Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo LePhone S2,https://fdn2.gsmarena.com/vv/bigpic/Lenovo-LePhone-S2.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1900 / 2100,HSPA,"2012, January. Released 2012, March",Discontinued,122 x 60 x 10.9 mm (4.80 x 2.36 x 0.43 in),120 g (4.23 oz),,Mini-SIM,"LCD capacitive touchscreen, 16M colors","3.8 inches, 41.1 cm2 (~56.1% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~246 ppi density)",Lenovo Magic UI v3.0,Android 2.3.4 (Gingerbread),Dual-core 1.4 GHz Cortex-A9,No,"8GB 512MB RAM, 16 GB 1GB RAM","8 MP, AF",720p@30fps,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","2.1, A2DP, EDR","Yes, with A-GPS",No,microUSB 2.0 (MHL TV-out),"Accelerometer, proximity, compass",,Mobile TV MP4/WMV/H.264 player MP3/WAV/WMA/eAAC+ player Organizer Photo/video editor Document viewer Voice memo/dial Predictive text input,Removable Li-Ion 1500 mAh battery,Up to 400 h (2G) / Up to 400 h (3G),Up to 7 h 30 min (2G) / Up to 5 h (3G),Black,About 370 EUR,,,LED flash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo A60,https://fdn2.gsmarena.com/vv/bigpic/lenovo-a60.jpg,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 - SIM 1 only,HSPA 7.2/5.76 Mbps,2011,Discontinued,116 x 59.9 x 12.6 mm (4.57 x 2.36 x 0.50 in),135 g (4.76 oz),,Dual SIM (Mini-SIM),"TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm2 (~52.5% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",MP4/WMV/H.264 player MP3/WAV/WMA/eAAC+ player Organizer Photo/video editor Document viewer Voice memo/dial Predictive text input,Android 2.3.5 (Gingerbread),650 MHz Cortex-A9,"microSDHC (dedicated slot), 2 GB included",220MB,3.15 MP,Yes,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g, hotspot","2.1, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass",,,Removable Li-Ion 1500 mAh battery,Up to 200 h,Up to 6 h,Gray,About 120 EUR,Mediatek MT6573 (65 nm),PowerVR SGX531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo K800,https://fdn2.gsmarena.com/vv/bigpic/lenovo-k800.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 2100 / 1800,HSPA 21.1/5.76 Mbps,"2012, January. Released 2012, September",Discontinued,130.5 x 71.2 x 11 mm (5.14 x 2.80 x 0.43 in),161 g (5.68 oz),,Mini-SIM,"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~60.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~326 ppi density)",MP4/WMV/H.264 player MP3/WAV/WMA/eAAC+ player Organizer Photo/video editor Document viewer Voice memo/dial/commands Predictive text input,Android 2.3.7 (Gingerbread),1.6 GHz,microSDHC (dedicated slot),16GB 1GB RAM,"8 MP, AF",1080p@30fps,Yes,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","2.1, A2DP, EDR","Yes, with A-GPS",No,microUSB 2.0,"Accelerometer, proximity, compass",,,Removable Li-Ion 1900 mAh battery,,,Black,About 190 EUR,Intel Atom Z2460,PowerVR SGX540,Dual-LED flash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
