Brand,Model Name,Model Image,Technology,2G bands,,3G bands,_1,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,_1_1,Type,Size,Resolution,Protection,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Infrared port,Radio,USB,Sensors,Type_1,Colors,Price,Stand-by,Talk time,SAR,Phonebook,Call records,Messaging,Games,Java,Build,Dual,128GB 6GB RAM,Charging,Models,GPRS,EDGE,SAR EU,Features_1,Keyboard
celkon,Celkon C340,https://fdn2.gsmarena.com/vv/bigpic/celkon-c340.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Flashlight,,No,,,2014,Available,-,-,Dual SIM,Audio/video player,TFT,"1.8 inches, 10.2 cm2",128 x 160 pixels (~114 ppi density),,,,,,microSDHC,,Yes,,Yes,,,Yes,No,No,2.0,No,,,FM radio,microUSB,,"Li-Ion 1000 mAh, removable",Black,,,,,Yes,Yes,SMS,Yes,No,,,,,,Yes,No,1.30 W/kg (head)     0.53 W/kg (body),,
celkon,Celkon C348+,https://fdn2.gsmarena.com/vv/bigpic/celkon-c348-plus.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Flashlight,,No,,,2014,Available,-,-,Dual SIM,Audio/video player,TFT,"1.8 inches, 10.2 cm2",128 x 160 pixels (~114 ppi density),,,,,,microSDHC,,Yes,,Yes,,,Yes,No,No,2.0,No,,,FM radio,microUSB,,"Li-Ion 1000 mAh, removable",Black,,,,,Yes,Yes,SMS,Yes,No,,,,,,No,No,0.65 W/kg (head),,
celkon,Celkon C349+,https://fdn2.gsmarena.com/vv/bigpic/celkon-c349-plus.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Flashlight,,No,,,2014,Available,111.5 x 47 x 14.5 mm (4.39 x 1.85 x 0.57 in),-,Dual SIM,Audio/video player,TFT,"1.8 inches, 10.2 cm2 (~19.5% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,,microSDHC,,Yes,,Yes,,,Yes,No,No,2.0,No,,,FM radio,microUSB,,"Li-Ion 1000 mAh, removable",Black,,,,,Yes,Yes,SMS,Yes,No,,,,,,No,No,0.90 W/kg (head)     0.74 W/kg (body),,
celkon,Celkon C779,https://fdn2.gsmarena.com/vv/bigpic/celkon-c779.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Flashlight,,No,,,2014,Available,-,-,Dual SIM,Audio/video player,TFT,"2.4 inches, 17.8 cm2","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,,microSDHC,,1.3 MP,,Yes,,,Yes,Yes,No,2.0,No,,,FM radio,microUSB,,"Li-Ion 1800 mAh, removable",Black,,,,,Yes,Yes,SMS,Yes,No,,,,,,Yes,No,0.45 W/kg (head)     0.52 W/kg (body),,
celkon,Celkon C66+,https://fdn2.gsmarena.com/vv/bigpic/celkon-c66-plus.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Flashlight,,No,,,2014,Available,116.9 x 49 x 10.5 mm (4.60 x 1.93 x 0.41 in),90 g (3.17 oz),Dual SIM,Audio/video player,TFT,"2.4 inches, 17.8 cm2 (~31.1% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,,microSDHC,,Yes,,Yes,,,Yes,Yes,No,2.0,No,,,FM radio,microUSB,,"Li-Ion 1500 mAh, removable",Black,,,,,Yes,Yes,SMS,Yes,No,,,,,,No,No,0.57 W/kg (head)     0.47 W/kg (body),,
celkon,Celkon C44+,https://fdn2.gsmarena.com/vv/bigpic/celkon-c44-plus.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Flashlight,,No,,,2014,Available,-,-,Dual SIM,Audio/video player,TFT,"2.4 inches, 17.8 cm2","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,,microSDHC,,1.3 MP,,Yes,,,Yes,Yes,No,2.0,No,,,FM radio,microUSB,,"Li-Ion 2000 mAh, removable",Black,,,,,Yes,Yes,SMS,Yes,No,,,,,,Yes,No,0.59 W/kg (head)     0.68 W/kg (body),,
celkon,Celkon A64,https://fdn2.gsmarena.com/vv/bigpic/celkon-a64.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,,,2014,Available,124 x 65 x 10.5 mm (4.88 x 2.56 x 0.41 in),125.6 (4.41 oz),Dual SIM,,TFT capacitive touchscreen,"4.0 inches, 47.6 cm2 (~59.1% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~144 ppi density)",,Android 4.2.2 (Jelly Bean),,Dual-core 1.2 GHz,,microSDHC,512MB 256MB RAM,2 MP,LED flash,Yes,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",2.0,Yes,,,FM radio,microUSB,Accelerometer,Li-Ion 1400 mAh battery,"White, Black",,Up to 150 h,Up to 8 h 20 min,,,,,,,,,,,,Yes,Yes,0.42 W/kg (head)     0.55 W/kg (body),,
celkon,Celkon A66,https://fdn2.gsmarena.com/vv/bigpic/celkon-a66.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,,,2014,Available,136 x 67.2 x 11 mm (5.35 x 2.65 x 0.43 in),98 g (3.46 oz),Dual SIM,,TFT capacitive touchscreen,"4.5 inches, 55.8 cm2 (~61.1% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,Android 4.1.2 (Jelly Bean),,Dual-core 1.2 GHz,,microSDHC,4GB 512MB RAM,3.15 MP,LED flash,Yes,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",2.0,Yes,,,FM radio,microUSB,"Accelerometer, proximity",Li-Ion 2000 mAh battery,"White, Black",,Up to 160 h,Up to 5 h,,,,,,,,,,,,Yes,Yes,0.38 W/kg (head)     0.47 W/kg (body),,
celkon,Celkon A9 Dual,https://fdn2.gsmarena.com/vv/bigpic/celkon-a9-dual.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,,,2014,Available,120.5 x 63.9 x 10.6 mm (4.74 x 2.52 x 0.42 in),116 g (4.09 oz),Dual SIM,,TFT capacitive touchscreen,"3.5 inches, 36.5 cm2 (~47.4% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Android 4.2.2 (Jelly Bean),,Dual-core 1.0 GHz,,microSDHC,512MB 256MB RAM,2 MP,,Yes,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",2.0,Yes,,,FM radio,microUSB 2.0,Accelerometer,Li-Ion 1350 mAh battery,"White, Black",,Up to 240 h,Up to 3 h 20 min,,,,,,,,,,,,Yes,Yes,0.61 W/kg (head)     0.69 W/kg (body),,
celkon,Celkon C4040,https://fdn2.gsmarena.com/vv/bigpic/celkon-c4040.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,No,,Auto call record Reject by SMS MP4/H.263 player MP3/WAV player,,,2014,Available,101 x 52 x 12.5 mm (3.98 x 2.05 x 0.49 in),-,Dual SIM,,TFT touchscreen,"2.4 inches, 17.8 cm2 (~34.0% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,,microSDHC,,1.3 MP,,Yes,,,Yes,Yes,No,2.0,No,,,FM radio,microUSB,,"Li-Ion 1100 mAh, removable",Black,,,,,Yes,Yes,SMS,Yes,No,,,,,,No,No,0.44 W/kg (head)     0.73 W/kg (body),,
celkon,Celkon A 107+,https://fdn2.gsmarena.com/vv/bigpic/celkon-a107-plus.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,,,2014,Available,148 x 77 x 9.6 mm (5.83 x 3.03 x 0.38 in),-,Dual SIM,,TFT capacitive touchscreen,"5.0 inches, 71.2 cm2 (~62.4% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~187 ppi density)",,Android 4.2.2 (Jelly Bean),,Dual-core 1.0 GHz,,microSDHC,4GB 512MB RAM,8 MP,,Yes,1.3 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",2.0,No,,,FM radio,microUSB 2.0,"Accelerometer, proximity",Li-Ion 2100 mAh battery,White,,Up to 350 h,Up to 7 h,,,,,,,,,,,,Yes,Yes,0.67 W/kg (head)     0.60 W/kg (body),,
celkon,Celkon ARR35,https://fdn2.gsmarena.com/vv/bigpic/celkon-arr35.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,No,,Auto call record Reject by SMS MP4/H.263 player MP3/WAV player,,,2014,Available,128 x 68 x 10.2 mm (5.04 x 2.68 x 0.40 in),-,Dual SIM,,TFT touchscreen,"3.5 inches, 36.5 cm2 (~41.9% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,,,,,microSDHC,,2 MP,LED flash,Yes,,,Yes,Yes,No,2.0,No,,,FM radio,microUSB,,Li-Ion 1200 mAh battery,"Black, White",,,,,Yes,Yes,SMS,Yes,No,,,,,,Yes,No,0.66 W/kg (head)     0.53 W/kg (body),,
celkon,Celkon CT 7,https://fdn2.gsmarena.com/vv/bigpic/celkon-ct7.jpg,No cellular connectivity,N/A,,,,,,2014,Available,192 x 110 x 14 mm (7.56 x 4.33 x 0.55 in),-,No,,Capacitive touchscreen,"7.0 inches, 139.5 cm2 (~66.0% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~133 ppi density)",,Android 4.0.3 (Ice Cream Sandwich),,1.0 GHz,,microSDHC (dedicated slot),8GB 1GB RAM,2 MP,,Yes,Yes,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",2.0,No,,,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 3000 mAh, non-removable","Black, White",,Up to 300 h,Up to 10 h,,,,,,,,,,,,No,No,,,
celkon,Celkon CT-888,https://fdn2.gsmarena.com/vv/bigpic/celkon-ct888.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA,2014,Available,-,-,Mini-SIM,,Capacitive touchscreen,"7.0 inches, 137.9 cm2","600 x 1024 pixels, 16:9 ratio (~170 ppi density)",,Android 4.0.4 (Ice Cream Sandwich),,Dual-core 1.2 GHz,,microSDHC (dedicated slot),4GB 512MB RAM,2 MP,,Yes,Yes,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",4.0,Yes,,,FM radio,microUSB 2.0,Accelerometer,"Li-Ion 3500 mAh, non-removable","Black, White",,Up to 300 h,Up to 10 h,,,,,,,,,,,,,,0.46 W/kg (head)     0.52 W/kg (body),,
celkon,Celkon C820,https://fdn2.gsmarena.com/vv/bigpic/celkon-c820.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA,2014,Available,210 x 131 x 10.5 mm (8.27 x 5.16 x 0.41 in),-,Dual SIM,,Capacitive touchscreen,"8.0 inches, 185.6 cm2 (~67.5% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~189 ppi density)",,Android 4.2.2 (Jelly Bean),,Dual-core 1.0 GHz,,microSDHC,4GB 512MB RAM,3.15 MP,,Yes,1.3 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",2.1,Yes,,,FM radio,microUSB 2.0,Accelerometer,"Li-Ion 4000 mAh, non-removable","Black, Silver",,Up to 500 h,Up to 14 h,,,,,,,,,,,,,,0.41 W/kg (head)     0.53 W/kg (body),,
celkon,Celkon C720,https://fdn2.gsmarena.com/vv/bigpic/celkon-c720.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA,2014,Available,194.6 x 124 x 12.1 mm (7.66 x 4.88 x 0.48 in),-,Micro-SIM,,Capacitive touchscreen,"7.0 inches, 136.3 cm2 (~56.5% screen-to-body ratio)","458 x 800 pixels, 16:9 ratio (~132 ppi density)",,Android 4.2.2 (Jelly Bean),,Dual-core 1.0 GHz,,microSDHC (dedicated slot),4GB 512MB RAM,3.15 MP,,Yes,1.3 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",2.0,Yes,,,FM radio,microUSB 2.0,Accelerometer,"Li-Ion 3000 mAh, non-removable",White,,Up to 300 h,Up to 10 h,,,,,,,,,,,,,,0.41 W/kg (head)     0.53 W/kg (body),,
celkon,Celkon S1,https://fdn2.gsmarena.com/vv/bigpic/celkon-s1.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA,"2014, February. Released 2014, February",Discontinued,144 x 71 x 8.9 mm (5.67 x 2.80 x 0.35 in),137 g (4.83 oz),Dual SIM,,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.4% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",,Android 4.2.1 (Jelly Bean),,Quad-core 1.5 GHz,,microSDHC (dedicated slot),16GB 1GB RAM,"13 MP, AF",LED flash,Yes,8 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,,FM radio,microUSB 2.0,"Accelerometer, proximity",Li-Ion 2300 mAh battery,Black,,,,,,,,,,,,,,,,,,,
celkon,Celkon A40,https://fdn2.gsmarena.com/vv/bigpic/celkon-a40.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,,,"2014, January. Released 2014, January",Discontinued,126.2 x 64 x 10.8 mm (4.97 x 2.52 x 0.43 in),126.5 (4.44 oz),Dual SIM,,TFT touchscreen,"4.0 inches, 45.5 cm2 (~56.4% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 4.2.2 (Jelly Bean),,Dual-core 1.3 GHz,,microSDHC (dedicated slot),4GB 512MB RAM,5 MP,,Yes,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",2.0,Yes,,,FM radio,microUSB 2.0,"Accelerometer, proximity",Li-Ion 1500 mAh battery,"White, Yellow, Blue",,,,,,,,,,,,,,,Yes,Yes,,,
celkon,Celkon AR50,https://fdn2.gsmarena.com/vv/bigpic/celkon-ar50.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA,"2013, December. Released 2013, December",Discontinued,144.3 x 73.4 x 9.8 mm (5.68 x 2.89 x 0.39 in),140 g (4.94 oz),Dual SIM,,TFT touchscreen,"5.0 inches, 68.9 cm2 (~65.1% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)",,Android 4.2.2 (Jelly Bean),,Dual-core 1.2 GHz,,microSDHC (dedicated slot),4GB 512MB RAM,5 MP,,Yes,Yes,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","3.0, A2DP",No,,,FM radio,microUSB 2.0,"Accelerometer, proximity",Li-Ion 2000 mAh battery,White,About 60 EUR,,,,,,,,,,,,,,,,0.85 W/kg (head)     0.93 W/kg (body),,
celkon,Celkon AR40,https://fdn2.gsmarena.com/vv/bigpic/celkon-ar40.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA,"2013, December. Released 2013, December",Discontinued,126.2 x 64 x 10.8 mm (4.97 x 2.52 x 0.43 in),126.5 (4.44 oz),Dual SIM,,TFT touchscreen,"4.0 inches, 45.5 cm2 (~56.4% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 4.2.2 (Jelly Bean),,Dual-core 1.3 GHz,,microSDHC (dedicated slot),4GB 512MB RAM,3.15 MP,,Yes,Yes,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",No,,,FM radio,microUSB 2.0,Accelerometer,Li-Ion 1500 mAh battery,Yellow,,,,,,,,,,,,,,,,,0.69 W/kg (head)     0.71 W/kg (body),,
celkon,Celkon AR45,https://fdn2.gsmarena.com/vv/bigpic/celkon-ar45.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 2100 - SIM 1 & SIM 2,,,HSPA,"2013, October. Released 2013, October",Discontinued,-,-,Dual SIM (Mini-SIM),,TFT touchscreen,"4.5 inches, 64.9 cm2",960 x 854 pixels (~286 ppi density),,Android 4.2.2 (Jelly Bean),Mediatek MT6572 (28 nm),Dual-core 1.2 GHz Cortex-A7,Mali-400,microSDHC (dedicated slot),4GB 512MB RAM,5 MP,,Yes,1.3 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",Yes,No,,,FM radio,microUSB 2.0,"Accelerometer, proximity",Li-Ion 2000 mAh battery,White,About 90 EUR,,,,,,,,,,,,,,,,0.74 W/kg (head)     0.68 W/kg (body),,
celkon,Celkon A15,https://fdn2.gsmarena.com/vv/bigpic/celkon-a15.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,,,"2013, October. Released 2013, October",Discontinued,-,-,Dual SIM (Mini-SIM),,TFT touchscreen,"3.5 inches, 36.5 cm2","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Android 4.2.2 (Jelly Bean),,Dual-core 1.0 GHz,,microSDHC (dedicated slot),512MB 256MB RAM,3.15 MP,,Yes,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",Yes,No,,,FM radio,microUSB 2.0,Accelerometer,Li-Ion 1400 mAh battery,White,About 50 EUR,,,,,,,,,,,,,,Class 12,Yes,0.68 W/kg (head)     0.60 W/kg (body),,
celkon,Celkon C7045,https://fdn2.gsmarena.com/vv/bigpic/celkon-c7045.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,No,,Auto call record Reject by SMS MP4/H.263 player MP3/WAV player,,,"2013, September. Released 2013, September",Discontinued,-,-,Dual SIM (Mini-SIM),,TFT touchscreen,"3.5 inches, 36.5 cm2","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,,,,,microSDHC (dedicated slot),,1.3 MP,,Yes,,,Yes,Yes,No,Yes,No,,,FM radio,Proprietary,,"Li-Ion 1200 mAh, removable",Black,About 30 EUR,,,,Yes,Yes,SMS,Yes,No,,,,,,Yes,No,0.59 W/kg (head)     0.40 W/kg (body),,
celkon,Celkon C605,https://fdn2.gsmarena.com/vv/bigpic/celkon-c605.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,No,,Auto call record Reject by SMS MP4/H.263 player MP3/WAV player,,,"2013, September. Released 2013, September",Discontinued,-,-,Dual SIM (Mini-SIM),,TFT,"1.8 inches, 10.2 cm2",128 x 160 pixels (~114 ppi density),,,,,,microSDHC (dedicated slot),,Yes,,Yes,,,Yes,Yes,No,Yes,No,,,FM radio,Proprietary,,"Li-Ion 2200 mAh, removable",Black,About 10 EUR,,,,Yes,Yes,SMS,Yes,No,,,,,,Yes,No,0.49 W/kg (head)     0.63 W/kg (body),,
celkon,Celkon C399,https://fdn2.gsmarena.com/vv/bigpic/celkon-c399.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,No,,Auto call record Reject by SMS MP4/H.263 player MP3/WAV player,,,"2013, September. Released 2013, September",Discontinued,-,-,Dual SIM (Mini-SIM),,TFT,"2.4 inches, 17.8 cm2","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,,microSDHC (dedicated slot),,1.3 MP,,Yes,,,Yes,Yes,No,Yes,No,,,FM radio,Proprietary,,"Li-Ion 1800 mAh, removable",Black,About 20 EUR,,,,Yes,Yes,SMS,Yes,No,,,,,,Yes,No,0.98 W/kg (head)     0.86 W/kg (body),,
celkon,Celkon C76,https://fdn2.gsmarena.com/vv/bigpic/celkon-c76.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,No,,Auto call record Reject by SMS MP4/H.263 player MP3/WAV player,,,"2013, September. Released 2013, September",Discontinued,-,-,Dual SIM (Mini-SIM),,TFT,"2.8 inches, 24.3 cm2","240 x 320 pixels, 4:3 ratio (~143 ppi density)",,,,,,microSDHC (dedicated slot),,1.3 MP,,Yes,,,Yes,Yes,No,Yes,No,,,FM radio,Proprietary,,"Li-Ion 1400 mAh, removable",Black,About 20 EUR,,,,Yes,Yes,SMS,Yes,No,,,,,,Yes,No,0.39 W/kg (head)     0.45 W/kg (body),,
celkon,Celkon C64,https://fdn2.gsmarena.com/vv/bigpic/celkon-c64.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,No,,Auto call record Reject by SMS MP4/H.263 player MP3/WAV player,,,"2013, September. Released 2013, September",Discontinued,-,-,Dual SIM (Mini-SIM),,TFT,"2.6 inches, 20.9 cm2","240 x 320 pixels, 4:3 ratio (~154 ppi density)",,,,,,microSDHC (dedicated slot),,1.3 MP,,Yes,,,Yes,Yes,No,Yes,No,,,FM radio,Proprietary,,"Li-Ion 1400 mAh, removable",Black,About 20 EUR,,,,Yes,Yes,SMS,Yes,No,,,,,,Yes,No,0.42 W/kg (head)     0.40 W/kg (body),,
celkon,Celkon C63,https://fdn2.gsmarena.com/vv/bigpic/celkon-c63.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,No,,Auto call record Reject by SMS MP4/H.263 player MP3/WAV player,,,"2013, September. Released 2013, September",Discontinued,-,-,Dual SIM (Mini-SIM),,TFT,"2.6 inches, 20.9 cm2","240 x 320 pixels, 4:3 ratio (~154 ppi density)",,,,,,microSDHC (dedicated slot),,Yes,,Yes,,,Yes,Yes,No,Yes,No,,,FM radio,Proprietary,,"Li-Ion 1400 mAh, removable",Black,About 20 EUR,,,,Yes,Yes,SMS,Yes,No,,,,,,Yes,No,0.48 W/kg (head)     0.63 W/kg (body),,
celkon,Celkon Monalisa 5,https://fdn2.gsmarena.com/vv/bigpic/celkon-monalisa-5.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA 7.2/5.76 Mbps,"2013, September. Released 2013, December",Discontinued,131.1 x 66.9 x 9 mm (5.16 x 2.63 x 0.35 in),120.5 g (4.23 oz),Dual SIM (Mini-SIM and Micro-SIM),,TFT capacitive touchscreen,"4.5 inches, 55.8 cm2 (~63.6% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)",,Android 4.1.2 (Jelly Bean),Qualcomm MSM8225Q Snapdragon S4 Play,Quad-core 1.2 GHz Cortex-A5,Adreno 203,microSDHC (dedicated slot),4GB 1GB RAM,8 MP,,Yes,Yes,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",Yes,Yes,,,FM radio,microUSB 2.0,"Accelerometer, proximity",Li-Ion 1800 mAh battery,"Black, White",,Up to 200 h,Up to 5 h,,,,,,,,,,,,,,0.68 W/kg (head)     0.72 W/kg (body),,
celkon,Celkon A112,https://fdn2.gsmarena.com/vv/bigpic/celkon-a112.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 2100,,,"Yes, 384 kbps","2013, August. Released 2013, August",Discontinued,-,-,Dual SIM (Mini-SIM),,TFT capacitive touchscreen,"5.0 inches, 68.9 cm2","480 x 854 pixels, 16:9 ratio (~196 ppi density)",,Android 4.2.0 (Jelly Bean),,Dual-core 1.2 GHz,,microSDHC (dedicated slot),4GB 512MB RAM,8 MP,,Yes,1.3 MP,,Yes,Yes,Wi-Fi 802.11 b/g/n,Yes,No,,,,microUSB 2.0,"Proximity, gyro",Li-Ion 2000 mAh battery,Black/White,About 90 EUR,,,,,,,,,,,,,,,,0.95 W/kg (head)     0.84 W/kg (body),,
celkon,Celkon A63,https://fdn2.gsmarena.com/vv/bigpic/celkon-a63.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,,,"2013, August. Released 2013, August",Discontinued,-,-,Dual SIM (Mini-SIM),,TFT capacitive touchscreen,"4.0 inches, 45.5 cm2","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 4.2.0 (Jelly Bean),,Dual-core 1.2 GHz,,microSDHC (dedicated slot),512MB 256MB RAM,3.15 MP,,Yes,VGA,,Yes,Yes,Wi-Fi 802.11 b/g/n,Yes,No,,,,microUSB 2.0,"Proximity, gyro",Li-Ion 1500 mAh battery,Black,About 50 EUR,,,,,,,,,,,,,,Class 12,Class 12,0.91 W/kg (head)     0.63 W/kg (body),,
celkon,Celkon A60,https://fdn2.gsmarena.com/vv/bigpic/celkon-a60.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,,,"2013, August. Released 2013, August",Discontinued,-,-,Dual SIM (Mini-SIM),,TFT capacitive touchscreen,"4.5 inches, 55.8 cm2","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,Android 4.0.4 (Ice Cream Sandwich),,Dual-core 1.0 GHz,,microSDHC (dedicated slot),512MB 256MB RAM,3.15 MP,,Yes,VGA,,Yes,Yes,Wi-Fi 802.11 b/g/n,Yes,No,,,,microUSB 2.0,Gyro,Li-Ion 1400 mAh battery,White,,,,,,,,,,,,,,,Class 12,Class 12,0.42 W/kg (head)     0.35 W/kg (body),,
celkon,Celkon A20,https://fdn2.gsmarena.com/vv/bigpic/celkon-a20.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 2100,,,"Yes, 384 kbps","2013, August. Released 2013, August",Discontinued,-,-,Dual SIM (Mini-SIM),,TFT capacitive touchscreen,"4.0 inches, 45.5 cm2","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 4.2.0 (Jelly Bean),,Dual-core 1.2 GHz,,microSDHC (dedicated slot),256MB 512MB RAM,3.15 MP,,Yes,VGA,,Yes,Yes,Wi-Fi 802.11 b/g/n,Yes,No,,,,microUSB 2.0,"Proximity, gyro",Li-Ion 1500 mAh battery,Black,About 60 EUR,,,,,,,,,,,,,,,,0.88 W/kg (head)     0.60 W/kg (body),,
celkon,Celkon A10,https://fdn2.gsmarena.com/vv/bigpic/celkon-a10.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 2100,,,"Yes, 384 kbps","2013, August. Released 2013, August",Discontinued,-,-,Dual SIM (Mini-SIM),,TFT capacitive touchscreen,"3.5 inches, 36.5 cm2","320 x 400 pixels, 3:2 ratio (~165 ppi density)",,Android 4.2.0 (Jelly Bean),,Dual-core 1.0 GHz,,microSDHC (dedicated slot),256MB 512MB RAM,1.3 MP,,Yes,VGA,,Yes,Yes,Wi-Fi 802.11 b/g/n,Yes,No,,,,microUSB 2.0,Gyro,Li-Ion 1500 mAh battery,Black,About 50 EUR,,,,,,,,,,,,,,,,,,
celkon,Celkon C5050 Star,https://fdn2.gsmarena.com/vv/bigpic/celkon-c5050.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,No,,,,,"2013, August. Released 2013, August",Discontinued,-,-,Dual SIM (Mini-SIM),,TFT touchscreen,"2.8 inches, 24.3 cm2","240 x 320 pixels, 4:3 ratio (~143 ppi density)",,,,,,microSDHC (dedicated slot),,1.3 MP,,Yes,,,Yes,Yes,No,Yes,No,,,Stereo FM radio,Proprietary,,"Li-Ion 1000 mAh, removable",Black,,,,,500 entries,Yes,SMS,Yes,No,,,,,,Yes,No,0.61 W/kg (head)     0.92 W/kg (body),,
