Brand,Model Name,Model Image,Technology,2G bands,,3G bands,_1,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,_1_1,Type,Size,Resolution,Protection,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Infrared port,Radio,USB,Sensors,Type_1,Colors,Price,Stand-by,Talk time,SAR,Phonebook,Call records,Messaging,Games,Java,Build,Dual,128GB 6GB RAM,Charging,Models,GPRS,EDGE,SAR EU,Features_1,Keyboard
celkon,Celkon C203,https://fdn2.gsmarena.com/vv/bigpic/celkon-c203.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Flashlight,,No,,,2012,Discontinued,107 x 47 x 14.6 mm (4.21 x 1.85 x 0.57 in),-,Dual SIM (Mini-SIM),Audio/video player Auto call record,TFT,"1.8 inches, 10.2 cm2 (~20.3% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,,microSDHC (dedicated slot),,1.3 MP,,Yes,,,Yes,No,No,2.0,No,,,Stereo FM radio,microUSB,,Removable Li-Ion 1500 mAh battery,Black/Red,,Up to 550 h,Up to 6 h 40 min,,500 entries,"20 dialed, 20 received, 20 missed calls",SMS,Yes,No,,,,,,No,No,,,
celkon,Celkon C17,https://fdn2.gsmarena.com/vv/bigpic/celkon-c17.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Flashlight,,No,,,2012,Discontinued,111 x 49.6 x 14.5 mm (4.37 x 1.95 x 0.57 in),-,Dual SIM (Mini-SIM),Audio/video player,TFT,"2.4 inches, 17.8 cm2 (~32.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,,microSDHC (dedicated slot),,Yes,,Yes,,,Yes,No,No,2.0,No,,,Stereo FM radio,microUSB,,Removable Li-Ion 1000 mAh battery,Black,,Up to 400 h,Up to 6 h,,300 entries,"20 dialed, 20 received, 20 missed calls",SMS,Yes,No,,,,,,No,No,,,
celkon,Celkon C75,https://fdn2.gsmarena.com/vv/bigpic/celkon-c75.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,No,,Audio player Video Player King movies Social networking Auto call record,,,2012,Discontinued,110 x 62 x 13 mm (4.33 x 2.44 x 0.51 in),-,Dual SIM (Mini-SIM),,TFT touchscreen,"3.2 inches, 30.5 cm2 (~44.7% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~180 ppi density)",,,,,,microSDHC (dedicated slot),,1.3 MP,,Yes,,,Yes,Yes,No,2.0,No,,,Stereo FM radio,microUSB,,Removable Li-Ion 1200 mAh battery,Black,,Up to 400 h,Up to 9 h 20 min,,1000 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS",Yes,Yes,,,,,,Yes,No,,,
celkon,Celkon i4,https://fdn2.gsmarena.com/vv/bigpic/celkon-i4.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,No,,Audio player Video Player King movies Social networking,,,2012,Discontinued,112 x 61 x 10 mm (4.41 x 2.40 x 0.39 in),-,Dual SIM (Mini-SIM),,TFT touchscreen,"3.5 inches, 36.5 cm2 (~53.4% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,,,,,microSDHC (dedicated slot),,3 MP,,Yes,,,Yes,Yes,No,2.0,No,,,Stereo FM radio,microUSB,,Li-Ion 1200 mAh battery,Black/Silver,,Up to 400 h,Up to 5 h,,1000 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS",Yes,Yes,,,,,,Yes,Yes,,,
celkon,Celkon A7,https://fdn2.gsmarena.com/vv/bigpic/celkon-a7.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,No,,Audio player Video Player C-Bank King movies Social networking,,,2012,Discontinued,-,-,Dual SIM (Mini-SIM),,TFT touchscreen,"3.2 inches, 29.1 cm2","240 x 400 pixels, 5:3 ratio (~146 ppi density)",,,,,,microSDHC (dedicated slot),,2 MP,,Yes,,,Yes,TBD,No,Yes,No,,,Stereo FM radio,Proprietary,,Li-Ion 1450 mAh battery,Black,,Up to 500 h,Up to 6 h 40 min,,2000 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS",Yes,Yes,,,,,,Yes,No,,,
celkon,Celkon A88,https://fdn2.gsmarena.com/vv/bigpic/celkon-a88.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,MP3/WAV/eAAC player MP4/H.264 player Document viewer Organizer Voice memo/dial Predictive text input,Yes,,,,2012,Discontinued,116 x 60.5 x 13.2 mm (4.57 x 2.38 x 0.52 in),-,Dual SIM (Mini-SIM),,TFT capacitive touchscreen,"3.5 inches, 36.5 cm2 (~52.0% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Android 2.3.5 (Gingerbread),Mediatek MT6513,650 MHz Cortex-A9,PowerVR SGX531,microSDHC (dedicated slot),,3.15 MP,,Yes,Yes,,Yes,Yes,Wi-Fi 802.11 b/g,2.0,Yes,,,Stereo FM radio,microUSB,Accelerometer,Li-Ion 1450 mAh battery,Black/Golden,,Up to 500 h,Up to 6 h 40 min,,,,,,,,,,,,Yes,Yes,,,
celkon,Celkon C770 Dj,https://fdn2.gsmarena.com/vv/bigpic/celkon-c770-dj.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Flashlight,Yes,No,,,2012,Discontinued,118 x 52 x 12.9 mm (4.65 x 2.05 x 0.51 in),-,Dual SIM (Mini-SIM),Audio/video player Auto call record,TFT,"2.4 inches, 17.8 cm2 (~29.1% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,,microSDHC (dedicated slot),,2 MP,,Yes,,,Yes,Yes,No,2.0,No,,,Stereo FM radio,microUSB,,Removable Li-Ion 1350 mAh battery,Black/Red,,Up to 350 h,Up to 9 h 10 min,,Yes,Yes,"SMS, MMS",Yes,No,,,,,,Yes,No,,,
celkon,Celkon C769,https://fdn2.gsmarena.com/vv/bigpic/celkon-c769.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,No,Yes,Audio/video player Auto call record,,,2012,Discontinued,117.5 x 52 x 13.2 mm (4.63 x 2.05 x 0.52 in),-,Dual SIM (Mini-SIM),,TFT touchscreen,"2.6 inches, 20.9 cm2 (~34.3% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~154 ppi density)",,,,,,microSDHC (dedicated slot),,1.3 MP,,Yes,,,Yes,Yes,No,2.0,No,,,Stereo FM radio,microUSB,,Removable Li-Ion 1450 mAh battery,Black/Red,,Up to 500 h,Up to 6 h 40 min,,Yes,Yes,"SMS, MMS",Yes,No,,,,,,Yes,No,,,
celkon,Celkon C349,https://fdn2.gsmarena.com/vv/bigpic/celkon-c349.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,No,,Audio/video player,,,2012,Discontinued,-,-,Dual SIM (Mini-SIM),,TFT,"1.8 inches, 10.2 cm2",176 x 220 pixels (~157 ppi density),,,,,,microSDHC (dedicated slot),,1.3 MP,,Yes,,,Yes,No,No,No,No,,,Stereo FM radio,microUSB,,Removable Li-Ion 1000 mAh battery,Black,,Up to 400 h,Up to 5 h,,500 contacts,Yes,SMS,Yes,No,,,,,,No,No,,,
celkon,Celkon C337,https://fdn2.gsmarena.com/vv/bigpic/celkon-c337.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,No,,Audio/video player,,,2012,Discontinued,-,-,Dual SIM (Mini-SIM),,TFT,"2.0 inches, 12.6 cm2",176 x 220 pixels (~141 ppi density),,,,,,microSDHC (dedicated slot),,1.3 MP,,Yes,,,Yes,No,No,2.0,No,,,Stereo FM radio,microUSB,,Removable Li-Ion 1000 mAh battery,"Black, Black/Red",,Up to 400 h,Up to 5 h,,500 contacts,Yes,SMS,Yes,No,,,,,,Yes,No,,,
celkon,Celkon C260,https://fdn2.gsmarena.com/vv/bigpic/celkon-c260.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,No,,Audio/video player,,,2012,Discontinued,117.5 x 52 x 11.5 mm (4.63 x 2.05 x 0.45 in),-,Dual SIM (Mini-SIM),,TFT,"2.6 inches, 20.9 cm2 (~34.3% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~154 ppi density)",,,,,,microSDHC (dedicated slot),,1.3 MP,,Yes,,,Yes,No,No,2.0,No,,,Stereo FM radio,microUSB,,Removable Li-Ion 1500 mAh battery,Black,,Up to 550 h,Up to 6 h 40 min,,1000 contacts,Yes,"SMS, MMS",Yes,No,,,,,,Yes,No,,,
celkon,Celkon C70,https://fdn2.gsmarena.com/vv/bigpic/celkon-c70.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,No,,Audio/video player,,,2012,Discontinued,-,-,Dual SIM (Mini-SIM),,TFT,"2.2 inches, 15.2 cm2",176 x 220 pixels (~128 ppi density),,,,,,microSDHC (dedicated slot),,1.3 MP,,Yes,,,Yes,No,No,2.0,No,,,Stereo FM radio,microUSB,,Removable Li-Ion 800 mAh battery,Silver,,Up to 200 h,Up to 5 h 50 min,,500 contacts,Yes,"SMS, MMS",Yes,No,,,,,,Yes,No,,,
celkon,Celkon C55,https://fdn2.gsmarena.com/vv/bigpic/celkon-c55.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,No,,Audio/video player SNS applications,,,2012,Discontinued,95 x 48 x 15 mm (3.74 x 1.89 x 0.59 in),126 g (4.44 oz),Dual SIM (Mini-SIM),,TFT,"2.2 inches, 15.2 cm2 (~33.4% screen-to-body ratio)",176 x 220 pixels (~128 ppi density),,,,,,microSDHC (dedicated slot),,1.3 MP,,Yes,,,Yes,,No,2.0,No,,,Stereo FM radio,microUSB,,Removable Li-Ion 1000 mAh battery,Black/Gray,,Up to 400 h,Up to 5 h,,500 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS",Yes,No,,,,,,Yes,No,,,
celkon,Celkon A9,https://fdn2.gsmarena.com/vv/bigpic/celkon-a9.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,No,,SNS applications MP3/WAV/eAAC player MP4/H.264 player Document viewer Organizer Voice memo/dial Predictive text input,,,2012,Discontinued,120 x 62 x 12.9 mm (4.72 x 2.44 x 0.51 in),110 g (3.88 oz),Dual SIM (Mini-SIM),,"TFT capacitive touchscreen, 256K colors","3.5 inches, 34.9 cm2 (~46.9% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~267 ppi density)",,,,,,microSDHC (dedicated slot),,3.15 MP,,Yes,,,Yes,Yes,No,2.0,No,,,Stereo FM radio,microUSB,,Li-Ion 1450 mAh battery,Black,,Up to 500 h,Up to 6 h 40 min,,2000 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS",Yes,Yes,,,,,,Yes,No,,,
celkon,Celkon A99,https://fdn2.gsmarena.com/vv/bigpic/celkon-a99.jpg,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,MP3/WAV/eAAC player MP4/H.264 player Document viewer Organizer Voice memo/dial Predictive text input,HSDPA 850 / 900 / 1900 / 2100,,,HSPA,2012,Discontinued,121.4 x 64 x 11.3 mm (4.78 x 2.52 x 0.44 in),120 g (4.23 oz),Dual SIM (Mini-SIM),,"TFT capacitive touchscreen, 256K colors","4.0 inches, 47.6 cm2 (~61.3% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~144 ppi density)",,Android 2.3.5 (Gingerbread),,650 MHz,,microSDHC (dedicated slot),,3.15 MP,,Yes,Yes,,Yes,Yes,"Wi-Fi 802.11 b/g, hotspot","2.1, A2DP","Yes, with A-GPS",,,"Stereo FM radio, RDS, recording; FM transmitter",microUSB 2.0,"Accelerometer, proximity, compass",Li-Ion 1200 mAh battery,Black,,Up to 400 h,Up to 3 h,,,,,,,,,,,,,,,,
celkon,Celkon C3030,https://fdn2.gsmarena.com/vv/bigpic/celkon-c3030.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Flashlight,,No,,,2012,Discontinued,120 x 56 x 16 mm (4.72 x 2.20 x 0.63 in),152 g (5.36 oz),Dual SIM (Mini-SIM),Audio/video player,TFT,"2.6 inches, 20.9 cm2 (~31.2% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~154 ppi density)",,,,,,microSDHC (dedicated slot),,1.3 MP,,Yes,,,Yes,Yes,No,2.0,No,,,Stereo FM radio,microUSB,,Removable Li-Ion 3000 mAh battery,"Black, Red",,Up to 750 h,Up to 13 h 20 min,,300 entries,Yes,"SMS, MMS",Yes,No,,,,,,Yes,No,,,
celkon,Celkon C90,https://fdn2.gsmarena.com/vv/bigpic/celkon-c90.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,No,,Audio/video player,,,2012,Discontinued,101 x 52 x 12.3 mm (3.98 x 2.05 x 0.48 in),86 g (3.03 oz),Dual SIM (Mini-SIM),,TFT touchscreen,"2.4 inches, 17.8 cm2 (~34.0% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,,microSDHC (dedicated slot),,1.3 MP,,Yes,,,Yes,,No,2.0,No,,,Stereo FM radio,microUSB,,Removable Li-Ion 1000 mAh battery,"Black/Red, White/Red",About 30 EUR,Up to 300 h,Up to 8 h 20 min,,500 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS",Yes,No,,,,,,Yes,No,,,
celkon,Celkon C909,https://fdn2.gsmarena.com/vv/bigpic/celkon-c909.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,No,,Audio/video player,,,2011,Discontinued,115 x 52 x 11.4 mm (4.53 x 2.05 x 0.45 in),78 g (2.75 oz),Dual SIM (Mini-SIM),,TFT,"2.4 inches, 17.8 cm2 (~29.8% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,,microSDHC (dedicated slot),,1.3 MP,,Yes,,,Yes,,No,2.0,No,,,Stereo FM radio,microUSB,,Removable Li-Ion 1000 mAh battery,"Black, Black/Red",,Up to 400 h,Up to 5 h,,1000 entries,Yes,"SMS, MMS",Yes,Yes,,,,,,Yes,No,,,
celkon,Celkon C60,https://fdn2.gsmarena.com/vv/bigpic/celkon-c60.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,No,,Audio/video player,,,2012,Discontinued,100 x 47 x 14.8 mm (3.94 x 1.85 x 0.58 in),74 g (2.61 oz),Dual SIM (Mini-SIM),,TFT,"2.0 inches, 12.6 cm2 (~26.8% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),,,,,,microSDHC (dedicated slot),,1.3 MP,,Yes,,,Yes,,No,2.0,No,,,Stereo FM radio,microUSB,,Removable Li-Ion 1000 mAh battery,"Black, White",,Up to 300 h,Up to 3 h 30 min,,500 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS",Yes,Yes,,,,,,Yes,No,,,
celkon,Celkon C305,https://fdn2.gsmarena.com/vv/bigpic/celkon-c305.jpg,GSM,GSM 850 / 1900 - SIM 1 & SIM 2,Flashlight,,No,,,2011,Discontinued,105 x 43 x 15 mm (4.13 x 1.69 x 0.59 in),73 g (2.57 oz),Dual SIM (Mini-SIM),Audio/video player,TFT,"1.8 inches, 10.3 cm2 (~22.8% screen-to-body ratio)",186 x 220 pixels (~160 ppi density),,,,,,microSDHC (dedicated slot),,1.3 MP,,Yes,,,Yes,Yes,No,2.0,No,,,Stereo FM radio,microUSB,,Removable Li-Ion 850 mAh battery,Black/Red,,Up to 160 h,Up to 5 h,,500 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS",Yes,No,,,,,,Yes,No,,,
celkon,Celkon C220,https://fdn2.gsmarena.com/vv/bigpic/celkon-c220.jpg,GSM,GSM 850 / 1900 - SIM 1 & SIM 2,Flashlight,,No,,,2011,Discontinued,112 x 47 x 13 mm (4.41 x 1.85 x 0.51 in),96 g (3.39 oz),Dual SIM (Mini-SIM),Audio/video player,TFT,"2.2 inches, 15.0 cm2 (~28.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",,,,,,microSDHC (dedicated slot),,1.3 MP,LED flash,Yes,,,Yes,No,No,2.0,No,,,Stereo FM radio,microUSB,,Removable Li-Ion 1500 mAh battery,Black/Silver,,Up to 650 h,Up to 10 h 50 min,,500 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS",Yes,No,,,,,,Yes,No,,,
celkon,Celkon C303,https://fdn2.gsmarena.com/vv/bigpic/celkon-c303.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Flashlight,,No,,,2011,Discontinued,112 x 45 x 12 mm (4.41 x 1.77 x 0.47 in),78 g (2.75 oz),Dual SIM (Mini-SIM),Audio/video player Mobile tracker,TFT,"2.0 inches, 12.6 cm2 (~25.0% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),,,,,,microSDHC (dedicated slot),,1.3 MP,,Yes,,,Yes,Yes,No,2.0,No,,,Stereo FM radio,microUSB,,Removable Li-Ion 1000 mAh battery,Black/Orange,,Up to 500 h,Up to 4 h,,1000 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS",Yes,No,,,,,,Yes,No,,,
celkon,Celkon C201,https://fdn2.gsmarena.com/vv/bigpic/celkon-c201.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,No,,Audio/video player,,,2011,Discontinued,105 x 44.4 x 14.8 mm (4.13 x 1.75 x 0.58 in),87 g (3.07 oz),Dual SIM (Mini-SIM),,TFT,"1.8 inches, 10.2 cm2 (~21.9% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,,microSDHC (dedicated slot),,1.3 MP,,Yes,,,Yes,,No,2.0,No,,,Stereo FM radio,microUSB,,Removable Li-Ion 1000 mAh battery,"Black, Orange",,Up to 350 h,Up to 4 h,,100 entries,"20 dialed, 20 received, 20 missed calls",SMS,Yes,No,,,,,,No,No,,,
celkon,Celkon C202,https://fdn2.gsmarena.com/vv/bigpic/celkon-c202.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Flashlight,,No,,,2011,Discontinued,115 x 45 x 13 mm (4.53 x 1.77 x 0.51 in),103 g (3.63 oz),Dual SIM (Mini-SIM),Audio/video player,TFT,"2.2 inches, 15.2 cm2 (~29.4% screen-to-body ratio)",176 x 220 pixels (~128 ppi density),,,,,,microSDHC (dedicated slot),,2 MP,,Yes,,,Yes,No,No,2.0,No,,,Stereo FM radio,microUSB,,Removable Li-Ion 1000 mAh battery,Black/Red,,Up to 350 h,Up to 4 h,,500 entries,"20 dialed, 20 received, 20 missed calls",SMS,Yes,No,,,,,,No,No,,,
celkon,Celkon C404,https://fdn2.gsmarena.com/vv/bigpic/celkon-c404.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Flashlight,,No,,,2011,Discontinued,117 x 50 x 14 mm (4.61 x 1.97 x 0.55 in),120 g (4.23 oz),Dual SIM (Mini-SIM),Audio/video player,TFT,"2.4 inches, 17.8 cm2 (~30.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,,microSDHC (dedicated slot),,1.3 MP,,Yes,,,Yes,No,No,2.0,No,,,Stereo FM radio,microUSB,,Removable Li-Ion 2000 mAh battery,"Black/Blue, Black/Red",,Up to 650 h,Up to 11 h 40 min,,500 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS",Yes,No,,,,,,Yes,No,,,
celkon,Celkon C5050,https://fdn2.gsmarena.com/vv/bigpic/celkon-c5050.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,No,,,,,2011,Discontinued,101.6 x 57 x 14.5 mm (4.0 x 2.24 x 0.57 in),89 g (3.14 oz),Dual SIM (Mini-SIM),,TFT touchscreen,"2.8 inches, 24.3 cm2 (~41.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",,,,,,microSDHC (dedicated slot),,2 MP,,Yes,,,Yes,Yes,No,2.0,No,,,Stereo FM radio,microUSB,,Removable Li-Ion 1000 mAh battery,Black/Red,About 40 EUR,Up to 400 h,Up to 5 h,,500 entries,Yes,"SMS, MMS",Yes,No,,,,,,Yes,No,,,
celkon,Celkon C227,https://fdn2.gsmarena.com/vv/bigpic/celkon-c227.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,No,,Audio/video player,,,2011,Discontinued,117 x 57 x 11 mm (4.61 x 2.24 x 0.43 in),107 g (3.77 oz),Dual SIM (Mini-SIM),,TFT touchscreen,"2.8 inches, 22.3 cm2 (~33.5% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~167 ppi density)",,,,,,microSDHC (dedicated slot),,3.15 MP,LED flash,Yes,,,Yes,Yes,No,2.0,No,,,Stereo FM radio,microUSB,,Removable Li-Ion 1000 mAh battery,Black,About 50 EUR,Up to 300 h,Up to 3 h,,2000 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS, EMS, Email, Push Email",Yes,Yes,,,,,,Yes,Yes,,,QWERTY
celkon,Celkon i9,https://fdn2.gsmarena.com/vv/bigpic/celkon-i9.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Flashlight,,No,,,2011,Discontinued,105 x 45 x 14.8 mm (4.13 x 1.77 x 0.58 in),81 g (2.86 oz),Dual SIM (Mini-SIM),Audio/video player,TFT,"2.4 inches, 18.1 cm2 (~38.4% screen-to-body ratio)",176 x 220 pixels (~117 ppi density),,,,,,microSDHC (dedicated slot),,Yes,,Yes,,,Yes,Yes,No,2.0,No,,,Stereo FM radio,microUSB,,Li-Ion 1000 mAh battery,"Black, White",,Up to 500 h,Up to 4 h,,500 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS",Yes,No,,,,,,Yes,No,,,
celkon,Celkon C2010,https://fdn2.gsmarena.com/vv/bigpic/celkon-c2010.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Flashlight,,No,,,2011,Discontinued,120 x 55.8 x 14.3 mm (4.72 x 2.20 x 0.56 in),146 g (5.15 oz),Dual SIM (Mini-SIM),Audio/video player,TFT,"2.8 inches, 24.3 cm2 (~36.3% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",,,,,,microSDHC (dedicated slot),,2 MP,,Yes,,,Yes,Yes,No,2.0,No,,,Stereo FM radio,microUSB,,Removable Li-Ion 2000 mAh battery,Black/Silver,,Up to 600 h,Up to 10 h 50 min,,500 entries,Yes,"SMS, MMS",Yes,No,,,,,,Yes,No,,,
celkon,Celkon C207,https://fdn2.gsmarena.com/vv/bigpic/celkon-c207.jpg,GSM,GSM 850 / 1900 - SIM 1 & SIM 2,Flashlight,,No,,,2011,Discontinued,107 x 45 x 12 mm (4.21 x 1.77 x 0.47 in),87 g (3.07 oz),Dual SIM (Mini-SIM),Audio/video player,TFT,"1.8 inches, 1.80, 10.2 cm2 (~21.2% screen-to-body ratio)",176 x 220 pixels (~157 ppi density),,,,,,microSDHC (dedicated slot),,1.3 MP,,Yes,,,Yes,Yes,No,2.0,No,,,Stereo FM radio,microUSB,,Removable Li-Ion 1000 mAh battery,"Black/Red, Black/Orange",,Up to 500 h,Up to 4 h,,1000 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS",Yes,No,,,,,,Yes,No,,,
celkon,Celkon A1,https://fdn2.gsmarena.com/vv/bigpic/celkon-a1.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,No,,MP3/WAV/eAAC player MP4/H.264 player Document viewer Organizer Voice memo/dial Predictive text input,,,2011,Discontinued,113.5 x 54.5 x 12.3 mm (4.47 x 2.15 x 0.48 in),127 g (4.48 oz),Dual SIM (Mini-SIM),,TFT touchscreen,"3.2 inches, 29.1 cm2 (~47.1% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~146 ppi density)",,Android 2.2.1 (Froyo),,,,microSDHC (dedicated slot),,3.15 MP,,Yes,,,Yes,Yes,Wi-Fi 802.11 b/g,2.0,"Yes, with A-GPS",,,Stereo FM radio,2.0,,Li-Ion 1000 mAh battery,Black,,Up to 400 h,Up to 5 h,,,,,,,,,,,,Yes,Yes,,,
celkon,Celkon C609,https://fdn2.gsmarena.com/vv/bigpic/celkon-c609.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Flashlight,,No,,,2011,Discontinued,112 x 47 x 14 mm (4.41 x 1.85 x 0.55 in),98 g (3.46 oz),Dual SIM (Mini-SIM),Audio/video player,TFT,"2.0 inches, 12.6 cm2 (~23.9% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),,,,,,microSDHC (dedicated slot),,1.3 MP,,Yes,,,Yes,Yes,No,2.0,No,,,Stereo FM radio,microUSB,,Removable Li-Ion 1800 mAh battery,"Black/Blue, Black/Red",,Up to 600 h,Up to 7 h 30 min,,500 entries,Yes,"SMS, MMS",Yes,No,,,,,,Yes,No,,,
celkon,Celkon C102,https://fdn2.gsmarena.com/vv/bigpic/celkon-c102.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Flashlight,,No,,,2011,Discontinued,111 x 46 x 15.3 mm (4.37 x 1.81 x 0.60 in),78 g (2.75 oz),Dual SIM (Mini-SIM),Audio/video player,TFT,"1.8 inches, 10.2 cm2 (~20.0% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,,microSDHC (dedicated slot),,,,,,,Yes,No,No,No,No,,,Stereo FM radio,microUSB,,Removable Li-Ion 1000 mAh battery,Black/Orange,,Up to 500 h,Up to 4 h,,500 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS",Yes,No,,,,,,Yes,No,,,
celkon,Celkon C77,https://fdn2.gsmarena.com/vv/bigpic/celkon-c77.jpg,GSM,GSM 850 / 1900 - SIM 1 & SIM 2,No,,Audio/video player King movies,,,2011,Discontinued,110.2 x 53.4 x 12.2 mm (4.34 x 2.10 x 0.48 in),93 g (3.28 oz),Dual SIM (Mini-SIM),,TFT touchscreen,"2.8 inches, 22.3 cm2 (~37.9% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~167 ppi density)",,,,,,microSDHC (dedicated slot),,1.3 MP,,Yes,,,Yes,Yes,No,2.0,No,,,Stereo FM radio,microUSB,,Removable Li-Ion 1200 mAh battery,Gray,,Up to 400 h,Up to 9 h 10 min,,2000 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS",Yes,Yes,,,,,,Yes,No,,,
celkon,Celkon C100,https://fdn2.gsmarena.com/vv/bigpic/celkon-c100.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,No,,Audio/video player,,,2011,Discontinued,113 x 48.5 x 15.5 mm (4.45 x 1.91 x 0.61 in),69 g (2.43 oz),Dual SIM (Mini-SIM),,TFT,"1.8 inches, 10.2 cm2 (~18.6% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,,microSD (dedicated slot),,Yes,,Yes,,,Yes,No,No,2.0,No,,,Stereo FM radio,microUSB,,Removable Li-Ion 1000 mAh battery,"Black/Red, Black/Blue",,Up to 500 h,Up to 4 h,,100 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS",Yes,No,,,,,,Yes,No,,,
