Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,,Triple,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,64GB 4GB RAM,32GB 3GB RAM,_1,_1_1,Dual,32GB 2GB RAM,Single_1,16GB 2GB RAM,Protection,NFC,GPRS,EDGE,8GB 1GB RAM,16GB 1GB RAM,Infrared port,Stand-by,Talk time,Music play,Phonebook,Call records,Messaging,Games,Java,SAR EU,Display,Camera,Loudspeaker_1,Audio quality,Battery life,SAR,Keyboard,Browser,Alert types,Clock,Alarm,Languages,Quad,Performance,64GB 3GB RAM,128GB 3GB RAM,256GB 3GB RAM,256GB 4GB RAM,512GB 4GB RAM,Dual_1,128GB 4GB RAM,64GB 2GB RAM,256GB 2GB RAM,128GB 2GB RAM
apple,Apple iPad mini 2,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-mini2.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 13, 17, 18, 19, 20, 25, 26 - A1490","HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps, EV-DO Rev.A 3.1 Mbps","2013, October. Released 2013, November",Discontinued,200 x 134.7 x 7.5 mm (7.87 x 5.30 x 0.30 in),331 g (Wi-Fi) / 341 g (3G/LTE) (11.68 oz),,Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","7.9 inches, 193.3 cm2 (~71.7% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~324 ppi density)","iOS 7, upgradable to iPadOS 12.4.6",Apple A7 (28 nm),Dual-core 1.3 GHz Cyclone (ARM v8-based),PowerVR G6430 (quad-core graphics),No,"16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM, 128GB 1GB RAM",CDMA 800 / 1900,,HDR,1080p@30fps,"5 MP, f/2.4, 33mm (standard), AF","face detection, FaceTime over Wi-Fi or Cellular",720p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n, dual-band","4.0, A2DP, EDR","Yes, with A-GPS, GLONASS",No,"2.0, proprietary reversible connector","Accelerometer, gyro, compass","Li-Po 6470 mAh, non-removable (24.3 Wh)",,"Space Gray/Black, Silver/White","A1489, A1490, A1491",About 270 EUR,,,CDMA2000 1xEV-DO,Siri natural language commands and dictation,,,1.2 MP,,Oleophobic coating,,,,,,,,Up to 10 h (multimedia),,,,,,,0.99 W/kg (body),Contrast ratio: 804:1 (nominal),Photo / Video,Voice 65dB / Noise 62dB / Ring 72dB,Noise -93.8dB / Crosstalk -82.9dB,,1.19 W/kg (body),,,,,,,,Basemark X: 13286,,,,,,,,,,
apple,Apple iPhone 5s,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-5s-ofic.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - all models,"HSDPA 850 / 900 / 1700 / 1900 / 2100 - A1533 (GSM), A1453","1, 2, 3, 4, 5, 8, 13, 17, 19, 20, 25 - A1533 GSM, A1533 CDMA","HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps, EV-DO Rev.A 3.1 Mbps","2013, September 10","Available. Released 2013, September 20",123.8 x 58.6 x 7.6 mm (4.87 x 2.31 x 0.30 in),112 g (3.95 oz),"Glass front (Gorilla Glass), aluminum back, aluminum frame",Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","4.0 inches, 44.1 cm2 (~60.8% screen-to-body ratio)","640 x 1136 pixels, 16:9 ratio (~326 ppi density)","iOS 7, upgradable to iOS 12.4.6",Apple A7 (28 nm),Dual-core 1.3 GHz Cyclone (ARM v8-based),PowerVR G6430 (quad-core graphics),No,"16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM","CDMA 800 / 1700 / 1900 / 2100 - A1533 (CDMA), A1453",,"Dual-LED dual-tone flash, HDR","1080p@30fps, 720p@120fps","8 MP, f/2.2, 29mm (standard), 1/3"", 1.5µm, AF","face detection, HDR, FaceTime over Wi-Fi or Cellular",720p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",No,"2.0, proprietary reversible connector","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Po 1560 mAh, non-removable (5.92 Wh)",,"Space Gray, White/Silver, Gold","A1453, A1457, A1518, A1528, A1530, A1533",About 330 EUR,,,"CDMA2000 1xEV-DO - A1533 (CDMA), A1453",Siri natural language commands and dictation,,,"1.2 MP, f/2.4, 31mm (standard)",,"Corning Gorilla Glass, oleophobic coating",,,,,,,Up to 250 h (2G) / Up to 250 h (3G),Up to 10 h (2G) / Up to 10 h (3G),Up to 40 h,,,,,,1.00 W/kg (head)     0.80 W/kg (body),Contrast ratio: 1219:1 (nominal) / 3.565:1 (sunlight),Photo / Video,Voice 68dB / Noise 66dB / Ring 69dB,Noise -93.6dB / Crosstalk -90.3dB,Endurance rating 54h,1.12 W/kg (head)     1.18 W/kg (body),,,,,,,,Basemark X: 14341,,,,,,,,,,
apple,Apple iPhone 5c,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-5c-new2.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - all versions,"HSDPA 850 / 900 / 1700 / 1900 / 2100 - A1532 (GSM), A1532 (CDMA), A1456","1, 2, 3, 4, 5, 8, 13, 17, 19, 20, 25 - A1532 GSM, A1532 CDMA","HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps, EV-DO Rev.A 3.1 Mbps","2013, September 10","Available. Released 2013, September 20",124.4 x 59.2 x 9 mm (4.90 x 2.33 x 0.35 in),132 g (4.66 oz),"Glass front, plastic back, plastic frame",Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","4.0 inches, 44.1 cm2 (~59.9% screen-to-body ratio)","640 x 1136 pixels, 16:9 ratio (~326 ppi density)","iOS 7, upgradable to iOS 10.3.3",Apple A6 (32 nm),Dual-core 1.3 GHz Swift (ARM v7-based),PowerVR SGX 543MP3 (triple-core graphics),No,"8GB 1GB RAM, 16GB 1GB RAM, 32GB 1GB RAM","CDMA 800 / 1700 / 1900 / 2100 - A1532 (CDMA), A1456",,"LED flash, panorama, HDR",1080p@30fps,"8 MP, f/2.4, 33mm (standard), 1/3.2"", 1.4µm, AF","face detection, FaceTime over Wi-Fi or Cellular",720p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE","Yes, with A-GPS, GLONASS",No,"2.0, proprietary reversible connector","Accelerometer, gyro, proximity, compass","Li-Po 1510 mAh, non-removable (5.73 Wh)",,"White, Blue, Green, Yellow, Pink","A1456, A1507, A1516, A1529, A1532",About 300 EUR,,,"HSDPA 850 / 900 / 1900 / 2100 - A1507, A1529CDMA2000 1xEV-DO - A1533 (CDMA), A1453",Siri natural language commands and dictation,,,1.2 MP,,,,,,,,,Up to 250 h (2G) / Up to 250 h (3G),Up to 10 h (3G),Up to 40 h,,,,,,1.00 W/kg (head)     0.96 W/kg (body),Contrast ratio: 1233:1 (nominal) / 3.512:1 (sunlight),Photo / Video,Voice 66dB / Noise 65dB / Ring 66dB,Noise -93.9dB / Crosstalk -80.3dB,Endurance rating 52h,1.15 W/kg (head)     1.17 W/kg (body),,,,,,,,Basemark X: 2225,,,,,,,,,,
apple,Apple iPad mini Wi-Fi,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-mini-final.jpg,No cellular connectivity,N/A,,,,"2012, October. Released 2012, November",Discontinued,200 x 134.7 x 7.2 mm (7.87 x 5.30 x 0.28 in),308 g (10.86 oz),,No,"IPS LCD capacitive touchscreen, 16M colors","7.9 inches, 193.3 cm2 (~71.7% screen-to-body ratio)","768 x 1024 pixels, 4:3 ratio (~162 ppi density)","iOS 6, upgradable to iOS 9.3.5",Apple A5 (45 nm),Dual-core 1.0 GHz Cortex-A9,PowerVR SGX543MP2,No,"16GB 512MB RAM, 32GB 512MB RAM, 64GB 512MB RAM",Siri natural language commands and dictation,,"Face detection, FaceTime over Wi-Fi",1080p@30fps,"5 MP, AF",,720p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n, dual-band","4.0, A2DP, EDR",No,No,"2.0, proprietary reversible connector","Accelerometer, gyro, compass","Li-Po 4490 mAh, non-removable (16.7 Wh)",,"Black/Slate, White/Silver",A1432,About 200 EUR,,,,,,,1.2 MP,,Oleophobic coating,,No,No,,,,,Up to 10 h (multimedia),,,,,,,,,Photo / Video,,,,,,,,,,,,,,,,,,,,,,
apple,Apple iPad mini Wi-Fi + Cellular,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-mini-final.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900  - A1454; A1455,HSDPA 850 / 900 / 1900 / 2100  - A1454; A1455,"4, 17 - A1454","HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps, EV-DO Rev.A 3.1 Mbps","2012, October. Released 2012, November",Discontinued,200 x 134.7 x 7.2 mm (7.87 x 5.30 x 0.28 in),312 g (11.01 oz),,Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","7.9 inches, 193.3 cm2 (~71.7% screen-to-body ratio)","768 x 1024 pixels, 4:3 ratio (~162 ppi density)","iOS 6, upgradable to iOS 9.3.5",Apple A5 (45 nm),Dual-core 1.0 GHz Cortex-A9,PowerVR SGX543MP2,No,"16GB 512MB RAM, 32GB 512MB RAM, 64GB 512MB RAM",CDMA 800 / 1900 / 2100  - A1455,,"face detection, FaceTime over Wi-Fi or Cellular",1080p@30fps,"5 MP, AF",,720p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n, dual-band","4.0, A2DP, EDR","Yes, with A-GPS, GLONASS",No,"2.0, proprietary reversible connector","Accelerometer, gyro, compass","Li-Po 4490 mAh, non-removable (16.7 Wh)",,"Black/Slate, White/Silver",,About 300 EUR,,,LTE 700 / 850 / 1800 / 1900 / 2100  - A1455,Siri natural language commands and dictation,,,1.2 MP,,Oleophobic coating,,,,,,,,Up to 10 h (multimedia),,,,,,,,Contrast ratio: 812:1 (nominal),,Voice 68dB / Noise 65dB / Ring 75dB,Noise -82.8dB / Crosstalk -80.8dB,,,,,,,,,,,,,,,,,,,,
apple,Apple iPad 4 Wi-Fi,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-3-new.jpg,No cellular connectivity,N/A,,,,"2012, October. Released 2012, November",Discontinued,241.2 x 185.7 x 9.4 mm (9.50 x 7.31 x 0.37 in),652 g (1.44 lb),,No,"IPS LCD capacitive touchscreen, 16M colors","9.7 inches, 291.4 cm2 (~65.1% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~264 ppi density)","iOS 6, upgradable to iOS 10.3",Apple A6X (32 nm),Dual-core 1.4 GHz,PowerVR SGX554MP4 (quad-core graphics),No,"16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM, 128GB 1GB RAM",Siri natural language commands and dictation,,"Face detection, FaceTime over Wi-Fi",1080p@30fps,"5 MP, AF",,720p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band","4.0, A2DP",No,No,"2.0, proprietary reversible connector","Accelerometer, gyro, compass","Li-Po 11560 mAh, non-removable (42.5 Wh)",,"Black, White",,About 350 EUR,,,,,,,1.2 MP,,"Scratch-resistant glass, oleophobic coating",,No,No,,,,Up to 720 h,Up to 10 h,,,,,,,,,Photo / Video,,,,,,,,,,,,,,,,,,,,,,
apple,Apple iPad 4 Wi-Fi + Cellular,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-3-new.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - A1459/ A1460,HSDPA 850 / 900 / 1900 / 2100 - A1459/ A1460,"4, 17 - A1459","HSPA 42.2/5.76 Mbps, LTE, EV-DO Rev.A 3.1 Mbps","2012, October. Released 2012, November",Discontinued,241.2 x 185.7 x 9.4 mm (9.50 x 7.31 x 0.37 in),662 g (1.46 lb),,Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","9.7 inches, 291.4 cm2 (~65.1% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~264 ppi density)","iOS 6, upgradable to iOS 10.3",Apple A6X (32 nm),Dual-core 1.4 GHz,PowerVR SGX554MP4 (quad-core graphics),No,"16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM, 128GB 1GB RAM",CDMA 800 / 1900 / 2100 - A1460,,"face detection, FaceTime over Wi-Fi or Cellular",1080p@30fps,"5 MP, AF",,720p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",No,"2.0, proprietary reversible connector","Accelerometer, gyro, compass","Li-Po 11560 mAh, non-removable (42.5 Wh)",,"Black, White","A1459, A1460",About 500 EUR,,,CDMA2000 1xEV-DO - A1460,Siri natural language commands and dictation,,,1.2 MP,,"Scratch-resistant glass, oleophobic coating",,,,,,,Up to 720 h,Up to 9 h,,,,,,,,Contrast ratio: 762:1 (nominal),,Voice 67dB / Noise 66dB / Ring 75dB,Noise -85.7dB / Crosstalk -85.2dB,,,,,,,,,,,,,,,,,,,,
apple,Apple iPhone 5,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-5-ofic.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - GSM A1428,HSDPA 850 / 900 / 1700 / 1900 / 2100 - GSM A1428,"4, 17 - GSM A1428","HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps, EV-DO Rev.A 3.1 Mbps","2012, September 12. Released 2012, September  21",Discontinued,123.8 x 58.6 x 7.6 mm (4.87 x 2.31 x 0.30 in),112 g (3.95 oz),"Glass front (Gorilla Glass), aluminum back, aluminum frame",Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","4.0 inches, 44.1 cm2 (~60.8% screen-to-body ratio)","640 x 1136 pixels, 16:9 ratio (~326 ppi density)","iOS 6, upgradable to iOS 10.3.3",Apple A6 (32 nm),Dual-core 1.3 GHz Swift (ARM v7-based),PowerVR SGX 543MP3 (triple-core graphics),No,"16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM",CDMA 800 / 1900 / 2100 - CDMA A1429,,"LED flash, panorama, HDR",1080p@30fps,"8 MP, f/2.4, 33mm (standard), 1/3.2"", 1.4µm, AF","face detection, FaceTime over Wi-Fi or Cellular",720p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot","4.0, A2DP, LE","Yes, with A-GPS, GLONASS",No,"2.0, proprietary reversible connector","Accelerometer, gyro, proximity, compass",Non-removable Li-Po 1440 mAh battery (5.45 Wh),,"Black/Slate, White/Silver","A1428, A1429, A1442",About 340 EUR,,,CDMA2000 1xEV-DO - CDMA A1429,Siri natural language commands and dictation,,,"1.2 MP, f/2.4, 35mm (standard)",,"Corning Gorilla Glass, oleophobic coating",,,,,,,Up to 225 h (2G) / Up to 225 h (3G),Up to 8 h (2G) / Up to 8 h (3G),Up to 40 h,,,,,,0.95 W/kg (head)     0.90 W/kg (body),Contrast ratio: 1320:1 (nominal) / 3.997:1 (sunlight),Photo / Video,Voice 66dB / Noise 66dB / Ring 67dB,Noise -91.3dB / Crosstalk -76.5dB,Endurance rating 51h,1.18 W/kg (head)     1.18 W/kg (body),,,,,,,,Basemark X: 2229,,,,,,,,,,
apple,Apple iPad 3 Wi-Fi + Cellular,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-3-new.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,"4, 17 - AT&T","HSPA 42.2/5.76 Mbps, LTE, EV-DO Rev.A 3.1 Mbps","2012, March. Released 2012, March 16",Discontinued,241.2 x 185.7 x 9.4 mm (9.50 x 7.31 x 0.37 in),662 g (1.46 lb),,Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","9.7 inches, 291.4 cm2 (~65.1% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~264 ppi density)","iOS 5.1, upgradable to iOS 9.3.5",Apple A5X (45 nm),Dual-core 1.0 GHz Cortex-A9,PowerVR SGX543MP4 (quad-core graphics),No,"16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM",CDMA 800 / 1900 - for Verizon,,,1080p@30fps,"5 MP, AF",,480p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot","4.0, A2DP","Yes, with A-GPS",No,2.0,"Accelerometer, gyro, compass",Non-removable Li-Po 11560 mAh battery (42.5 Wh),,"Black, White","A1430, A1403",About 400 EUR,,,CDMA2000 1xEV-DO - for Verizon,13 - for Verizon,,,"VGA, videocalling over Wi-Fi only",,"Scratch-resistant glass, oleophobic coating",,,,,,,Up to 720 h,Up to 9 h,,,,,,,,,Photo / Video,,,,,,,,,,,,,,,,,,,,,,
apple,Apple iPad 3 Wi-Fi,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-3-new.jpg,No cellular connectivity,N/A,,,,"2012, March. Released 2012, March 16",Discontinued,241.2 x 185.7 x 9.4 mm (9.50 x 7.31 x 0.37 in),652 g (1.44 lb),,No,"IPS LCD capacitive touchscreen, 16M colors","9.7 inches, 291.4 cm2 (~65.1% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~264 ppi density)","iOS 5.1, upgradable to iOS 9.3.5",Apple A5X (45 nm),Dual-core 1.0 GHz Cortex-A9,PowerVR SGX543MP4 (quad-core graphics),No,"16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM",,,,1080p@30fps,"5 MP, AF",,480p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band","4.0, A2DP",No,No,2.0,"Accelerometer, gyro, compass",Non-removable Li-Po 11560 mAh battery (42.5 Wh),,"Black, White",A1416,About 290 EUR,,,,,,,"VGA, videocalling over Wi-Fi only",,"Scratch-resistant glass, oleophobic coating",,No,No,,,,Up to 720 h,Up to 10 h,,,,,,,,Contrast ratio: 779:1 (nominal),,Voice 66dB / Noise 66dB / Ring 77dB,Noise -90.9dB / Crosstalk -92.7dB,,,,,,,,,,,,,,,,,,,,
apple,Apple iPhone 4s,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-4s-new.jpg,GSM / CDMA / HSPA / EVDO,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,,HSPA 14.4/5.76 Mbps,"2011, October 04","Available. Released 2011, October 14",115.2 x 58.6 x 9.3 mm (4.54 x 2.31 x 0.37 in),140 g (4.94 oz),"Glass front (Gorilla Glass), glass back, aluminum frame",Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","3.5 inches, 36.5 cm2 (~54.0% screen-to-body ratio)","640 x 960 pixels, 3:2 ratio (~330 ppi density)","iOS 5, upgradable to iOS 9.3.5",Apple A5 (45 nm),Dual-core 1.0 GHz Cortex-A9,PowerVR SGX543MP2,No,"8GB 512MB RAM, 16GB 512MB RAM, 32GB 512MB RAM, 64GB 512MB RAM",CDMA 800 / 1900,,"LED flash, panorama, HDR",1080p@30fps,"8 MP, f/2.4, 35mm (standard), 1/3.2"", 1.4µm, AF",,480p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE","Yes, with A-GPS, GLONASS",No,2.0,"Accelerometer, gyro, proximity, compass",Non-removable Li-Po 1432 mAh battery (5.3 Wh),,"Black, White","A1431, A1387",About 190 EUR,,,CDMA2000 1xEV-DO,Siri natural language commands and dictation,,,"VGA, videocalling over Wi-Fi and 3G",,"Corning Gorilla Glass, oleophobic coating",,,,,,,Up to 200 h (2G) / Up to 200 h (3G),Up to 14 h (2G) / Up to 8 h (3G),Up to 40 h,,,,,,0.99 W/kg (head)     0.99 W/kg (body),Contrast ratio: 1261:1 (nominal) / 2.269:1 (sunlight),Photo / Video,Voice 65dB / Noise 64dB / Ring 74dB,Noise -91.2dB / Crosstalk -93.0dB,Endurance rating 45h,1.18 W/kg (head)     0.98 W/kg (body),,,,,,,,,,,,,,,,,,
apple,Apple iPad 2 Wi-Fi + 3G,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad2-new.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,,HSPA 14.4/2 Mbps,"2011, March. Released 2011, March",Discontinued,241.2 x 185.7 x 8.8 mm (9.50 x 7.31 x 0.35 in),607 g (1.34 lb),,Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","9.7 inches, 291.4 cm2 (~65.1% screen-to-body ratio)","768 x 1024 pixels, 4:3 ratio (~132 ppi density)","iOS 4, upgradable to iOS 9.3.5",Apple A5 (45 nm),Dual-core 1.0 GHz Cortex-A9,PowerVR SGX543MP2,No,"16GB 512MB RAM, 32GB 512MB RAM, 64GB 512MB RAM",,,,720p@30fps,0.7 MP,,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band","2.1, A2DP, EDR","Yes, with A-GPS",No,2.0,"Accelerometer, gyro, compass",Non-removable Li-Po 6930 mAh battery (25 Wh),,"Black, White","A1396, A1397",About 370 EUR,,,,,,,VGA,,"Scratch-resistant glass, oleophobic coating",,,,,,,Up to 720 h,Up to 9 h,,,,,,,1.19 W/kg (body),Contrast ratio: 775:1 (nominal),Video,Voice 65dB / Noise 65dB / Ring 75dB,Noise -91.0dB / Crosstalk -93.0dB,,,,HTML (Safari),,,,,,,,,,,,,,,,
apple,Apple iPad 2 Wi-Fi,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad2-new.jpg,No cellular connectivity,N/A,,,,"2011, March. Released 2011, March",Discontinued,241.2 x 185.7 x 8.8 mm (9.50 x 7.31 x 0.35 in),601 g (1.32 lb),,No,"IPS LCD capacitive touchscreen, 16M colors","9.7 inches, 291.4 cm2 (~65.1% screen-to-body ratio)","768 x 1024 pixels, 4:3 ratio (~132 ppi density)","iOS 4, upgradable to iOS 9.3.5",Apple A5 (45 nm),Dual-core 1.0 GHz Cortex-A9,PowerVR SGX543MP2,No,"16GB 512MB RAM, 32GB 512MB RAM, 64GB 512MB RAM",,,,720p@30fps,0.7 MP,,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band","2.1, A2DP, EDR",No,No,2.0,"Accelerometer, gyro, compass",Non-removable Li-Po 6930 mAh battery (25 Wh),,"Black, White",A1395,About 200 EUR,,,,,,,VGA,,"Scratch-resistant glass, oleophobic coating",,No,No,,,,Up to 720 h,Up to 10 h,,,,,,,,,,,,,,,HTML (Safari),,,,,,,,,,,,,,,,
apple,Apple iPad 2 CDMA,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad2-new.jpg,CDMA / EVDO,CDMA 800 / 1900,CDMA2000 1xEV-DO,,EV-DO Rev.A 3.1 Mbps,"2011, March. Released 2011, March",Discontinued,241.2 x 185.7 x 8.8 mm (9.50 x 7.31 x 0.35 in),607 g (1.34 lb),,Mini-SIM,"IPS LCD capacitive touchscreen, 16M colors","9.7 inches, 291.4 cm2 (~65.1% screen-to-body ratio)","768 x 1024 pixels, 4:3 ratio (~132 ppi density)","iOS 4, upgradable to iOS 9.2.1",Apple A5 (45 nm),Dual-core 1.0 GHz Cortex-A9,PowerVR SGX543MP2,No,"16GB 512MB RAM, 32GB 512MB RAM, 64GB 512MB RAM",iCloud cloud service MP3/WAV player MP4/H.264 player Document viewer,,,720p@30fps,0.7 MP,,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band","2.1, A2DP, EDR","Yes, with A-GPS",No,2.0,"Accelerometer, gyro, compass",Non-removable Li-Po 6930 mAh battery (25 Wh),,"Black, White",,About 200 EUR,,,,,,,VGA,,"Scratch-resistant glass, oleophobic coating",,,,,,,,,,,,,,,,,,,,,,,HTML (Safari),,,,,,,,,,,,,,,,
apple,Apple iPhone 4,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-4-ofic-final.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,,HSPA 7.2/5.76 Mbps,"2010, June. Released 2010, June",Discontinued,115.2 x 58.6 x 9.3 mm (4.54 x 2.31 x 0.37 in),137 g (4.83 oz),"Glass front (Gorilla Glass), glass back, stainless steel frame",Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","3.5 inches, 36.5 cm2 (~54.0% screen-to-body ratio)","640 x 960 pixels, 3:2 ratio (~330 ppi density)","iOS 4, upgradable to iOS 7.1.2",Apple A4 (45 nm),1.0 GHz Cortex-A8,PowerVR SGX535,No,"8GB 512MB RAM, 16GB 512MB RAM, 32GB 512MB RAM",Scratch-resistant glass back panel,,"LED flash, HDR",720p@30fps,"5 MP, f/2.8, 1/3.2"", 1.75µm, AF",,480p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","2.1, A2DP","Yes, with A-GPS",No,2.0,"Accelerometer, gyro, proximity, compass",Non-removable Li-Po 1420 mAh battery,,"Black, White","A1349, A1332",About 200 EUR,,,,,,,"VGA, videocalling over Wi-Fi only",,"Corning Gorilla Glass, oleophobic coating",,,,,,,Up to 300 h (2G) / Up to 300 h (3G),Up to 14 h (2G) / Up to 7 h (3G),Up to 40 h,,,,,,0.93 W/kg (head)     0.74 W/kg (body),Contrast ratio: 1242:1 (nominal) / 2.016:1 (sunlight),Photo / Video,Voice 65dB / Noise 60dB / Ring 66dB,Noise -90.1dB / Crosstalk -89.6dB,,1.17 W/kg (head)     1.11 W/kg (body),,HTML5 (Safari),,,,,,,,,,,,,,,,
apple,Apple iPhone 4 CDMA,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone4-cdma.jpg,CDMA / EVDO,CDMA 800 / 1900,CDMA2000 1xEV-DO,,EV-DO Rev.A 3.1 Mbps,"2011, January. Released 2011, February",Discontinued,115.2 x 58.6 x 9.3 mm (4.54 x 2.31 x 0.37 in),137 g (4.83 oz),,Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","3.5 inches, 36.5 cm2 (~54.0% screen-to-body ratio)","640 x 960 pixels, 3:2 ratio (~330 ppi density)","iOS 4, upgradable to iOS 7.1.1",Apple A4 (45 nm),1.0 GHz Cortex-A8,PowerVR SGX535,No,"16GB 512MB RAM, 32GB 512MB RAM",Videocalling over Wi-Fi only,,"LED flash, HDR",720p@30fps,"5 MP, AF",,,Yes,Yes,Wi-Fi 802.11 b/g/n,"2.1, A2DP","Yes, with A-GPS",No,2.0,"Accelerometer, gyro, proximity, compass",Non-removable Li-Po 1420 mAh battery,,"Black, White",,About 150 EUR,,,iCloud cloud service MP3/WAV player MP4/H.264 player Document viewer,,,,,,"Corning Gorilla Glass, oleophobic coating",,,,,,,,,,,,,,,,,,,,,1.18 W/kg (head)     0.87 W/kg (body),,HTML5 (Safari),,,,,,,,,,,,,,,,
