Brand,Model Name,Model Image,Technology,2G bands,,3G bands,_1,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,_1_1,Type,Size,Resolution,Protection,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Infrared port,Radio,USB,Sensors,Type_1,Colors,Price,Stand-by,Talk time,SAR,Phonebook,Call records,Messaging,Games,Java,Build,Dual,128GB 6GB RAM,Charging,Models,GPRS,EDGE,SAR EU,Features_1,Keyboard,Alert types,Browser,Languages,Clock,Alarm,5G bands,Camera,Loudspeaker_1,Audio quality,Triple,Dual_1,Battery life,Performance,Display,64GB 6GB RAM,64GB 4GB RAM,128GB 4GB RAM,Music play,32GB 4GB RAM,4GB,Quad,256GB 8GB RAM,128GB 8GB RAM,256GB 6GB RAM,Triple_1,64GB 3GB RAM
honor,Honor 7X,https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-7x.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,eMMC 5.1,HSDPA 850 / 900 / 1900 / 2100,,"1, 3, 5, 7, 8, 20, 40","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2017, December","Available. Released 2017, December",156.5 x 75.3 x 7.6 mm (6.16 x 2.96 x 0.30 in),165 g (5.82 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","5.93 inches, 90.7 cm2 (~77.0% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~407 ppi density)",,"Android 7.0 (Nougat), upgradable to Android 8.0 (Oreo), EMUI 5.1",Kirin 659 (16 nm),Octa-core (4x2.36 GHz Cortex-A53 & 4x1.7 GHz Cortex-A53),Mali-T830 MP2,microSDXC (uses shared SIM slot),"32GB 3GB RAM, 32GB 4GB RAM, 64GB 4GB RAM","8 MP, f/2.0, 27mm (wide)","LED flash, HDR, panorama",1080p@30fps,,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP, EDR, LE","Yes, with A-GPS, GLONASS",,,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity, compass","Li-Ion 3340 mAh, non-removable","Black, Blue, Gold, Red, Gray",About 180 EUR,Up to 647 h (3G),Up to 21 h (3G),,,,,,,"Glass front, aluminum back, aluminum frame","16 MP, f/2.2, 26mm (wide), 1/2.9"", 1.25µm, PDAF 2 MP, (depth)",,,"BND-AL10, BND-TL10, BND-L21, BND-L22, BND-L24, BND-L31, BND-L2, BND-L34, BND-AL00",,,,,,,,,,,,Photo / Video,Voice 66dB / Noise 71dB / Ring 85dB,Noise -89.5dB / Crosstalk -86.6dB,,,Endurance rating 77h,AnTuTu: 67636 (v7)GeekBench: 3535 (v4.4)GFXBench: 2.8fps (ES 3.1 onscreen),"Contrast ratio: 1941 (nominal), 2.734 (sunlight)",,,,,,,,,,,,
honor,Honor 6C Pro,https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-v9-play.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,eMMC 5.1,HSDPA 900 / 2100,,"1, 3, 5, 7, 8, 20, 40","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2017, October","Available. Released 2017, November",147.9 x 73.2 x 7.7 mm (5.82 x 2.88 x 0.30 in),145 g (5.11 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",,"S-IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~68.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~282 ppi density)",,"Android 7.0 (Nougat), EMUI 5.1",Mediatek MT6750 (28 nm),Octa-core (4x 1.5GHz Cortex-A53 & 4x 1.0GHz Cortex-A53),Mali-T860MP2,microSDXC (uses shared SIM slot),32GB 3GB RAM,"13 MP, f/2.2, PDAF","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.2",,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","v4.1, A2DP, LE","Yes, with A-GPS, GLONASS",,,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity, compass","Li-Ion 3000 mAh, non-removable","Black, Blue, Gold",About 170 EUR,,,,,,,,,,,,,"JMM-AL00, JMM-AL10, JMM-TL00, JMM-TL10, JMM-L22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honor,Honor 9,https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-9-1.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 850 / 900 / 1900 / 2100,,"1, 3, 5, 7, 8, 20, 38, 40, 41","HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/150 Mbps","2017, June","Available. Released 2017, July",147.3 x 70.9 x 7.5 mm (5.80 x 2.79 x 0.30 in),155 g (5.47 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",,"LTPS IPS LCD capacitive touchscreen, 16M colors","5.15 inches, 73.1 cm2 (~70.0% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~428 ppi density)",Corning Gorilla Glass 3,"Android 7.0 (Nougat), upgradable to Android 9.0 (Pie), EMUI 9.1",Kirin 960 (16 nm),Octa-core (4x2.4 GHz Cortex-A73 & 4x1.8 GHz Cortex-A53),Mali-G71 MP8,microSDXC (uses shared SIM slot),"64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM","8 MP, f/2.0","Dual-LED dual-tone flash, HDR, panorama","4K@30fps, 1080p@30fps (gyro-EIS), 1080p@60fps",,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",Yes,Yes,No,"Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Po 3200 mAh, non-removable","Glacier Grey, Sapphire Blue, Midnight Black, Gold, Blue Bird, Robin Egg Blue",About 220 EUR,,,,,,,,,"Glass front (Gorilla Glass 3), glass back, aluminum frame","12 MP, f/2.2, 27mm (wide), PDAF, 2x lossless zoom 20 MP B/W, f/2.2, 27mm (wide), 1/2.7""",,"Fast charging 18W, 40% in 30 min (advertised)","STF-AL00, STF-AL10, STF-AL10, STF-TL10, STF-L09, STF-L09S",,,,,,,,,,,,Photo / Video,Voice 68dB / Noise 71dB / Ring 80dB,Noise -89.1dB / Crosstalk -86.7dB,,,Endurance rating 77h,AnTuTu: 156984 (v7)GeekBench: 6457 (v4.4)GFXBench: 14fps (ES 3.1 onscreen),"Contrast ratio: 1479:1 (nominal), 3.289 (sunlight)",,,,,,,,,,,,
honor,Honor 6A (Pro),https://fdn2.gsmarena.com/vv/bigpic/huawei-nonor-6a.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,eMMC 5.1,HSDPA 850 / 900 / 1900 / 2100,,LTE (unspecified),"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2017, May","Available. Released 2017, July",143.7 x 71 x 8.2 mm (5.66 x 2.80 x 0.32 in),143 g (5.04 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,"Android 7.0 (Nougat), EMUI 5.1",Qualcomm MSM8937 Snapdragon 430 (28 nm),Octa-core 1.5 GHz Cortex-A53,Adreno 505,microSDXC (uses shared SIM slot),"16GB 2GB RAM, 32GB 3GB RAM","13 MP, 28mm (wide), PDAF","LED flash, HDR, panorama",1080p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.1, A2DP, LE","Yes, with A-GPS, GLONASS",,,FM radio,microUSB 2.0,"Fingerprint (rear-mounted, region dependent), accelerometer, proximity, compass","Li-Po 3020 mAh, non-removable","Gold, Silver, Dark Gray, Blue, Pink",About 130 EUR,,,,,,,,,"Glass front, aluminum back, aluminum frame",,,,"DLI-AL10, DLI-TL20, DLI-TL10, DLI-L42, DLI-L22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honor,Honor 8 Pro,https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-8-pro.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 850 / 900 / 1900 / 2100,,"1, 3, 5, 7, 8, 20, 38, 40","HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/150 Mbps","2017, April","Available. Released 2017, April",157 x 77.5 x 7 mm (6.18 x 3.05 x 0.28 in),184 g (6.49 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",,"LTPS IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 89.6 cm2 (~73.6% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~515 ppi density)",Corning Gorilla Glass 3,"Android 7.0 (Nougat), upgradable to Android 9.0 (Pie), EMUI 9.1",Kirin 960 (16 nm),Octa-core (4x2.4 GHz Cortex-A73 & 4x1.8 GHz Cortex-A53),Mali-G71 MP8,microSDXC (uses shared SIM slot),"64GB 4GB RAM, 64GB 6GB RAM","12 MP, f/2.2, PDAF, Laser AF 12 MP B/W, f/2.2, AF","Dual-LED dual-tone flash, HDR, panorama","4K@30fps, 1080p@60fps","8 MP, f/2.0",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, DLNA, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",Yes,Yes,No,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 4000 mAh, non-removable","Pearl White, Midnight Black, Navy Blue",About 310 EUR,Up to 504 h (3G),Up to 30 h (3G),,,,,,,"Glass front (Gorilla Glass 3), aluminum back, aluminum frame",,,Fast charging 18W,"DUK-AL20, DUK-TL30, DUK-L09",,,,,,,,,,,,Photo / Video,Voice 64dB / Noise 71dB / Ring 87dB,Noise -93.3dB / Crosstalk -93.3dB,,,Endurance rating 77h,GFXBench: 7.9fps (ES 3.1 onscreen),"Contrast ratio: 1404:1 (nominal), 3.341 (sunlight)",,,,,,,,,,,,
honor,Honor Magic,https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-magic.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),CDMA 800,HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100 & TD-SCDMA,,"1, 2, 4, 5, 6, 8, 19, 38, 39, 40, 41","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2016, December","Available. Released 2016, December",146.1 x 69.9 x 7.8 mm (5.75 x 2.75 x 0.31 in),145 g (5.11 oz),"Dual SIM (Nano-SIM, dual stand-by)",,"AMOLED capacitive touchscreen, 16M colors","5.09 inches, 71.4 cm2 (~69.9% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~577 ppi density)",,"Android 6.0 (Marshmallow), Magic Live UI",Kirin 950 (16 nm),Octa-core (4x2.3 GHz Cortex-A72 & 4x1.8 GHz Cortex A53),Mali-T880 MP4,No,64GB 4GB RAM,"8 MP, f/2.0","Dual-LED dual-tone flash, panorama, HDR",1080p@30fps,,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, EDR, LE","Yes, with A-GPS, GLONASS, BDS",Yes,,FM radio,"Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Ion 2900 mAh, non-removable","Golden Black, Porcelain White",About 350 EUR,,,,,,,,,,"12 MP, f/2.2, PDAF 12 MP B/W, f/2.2, PDAF",,"Fast charging 40W, 90% in 30 min (advertised)",NTS-AL00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honor,Honor V8,https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-v8.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 850 / 900 / 1900 / 2100,,"1, 3, 4, 7","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2016, May","Available. Released 2016, May",157 x 77.6 x 7.8 mm (6.18 x 3.06 x 0.31 in),170 g (6.00 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",,"IPS-NEO LCD capacitive touchscreen, 16M colors","5.7 inches, 89.6 cm2 (~73.5% screen-to-body ratio)","1080 x 1920 pixels (KNT-AL10, KNT-TL10) (~386 ppi pixel density)1440 x 2560 pixels (KNT-AL20), 16:9 ratio (~515 ppi density)",Corning Gorilla Glass 3,"Android 6.0 (Marshmallow), EMUI 4.1","Kirin 950 (16 nm) (KNT-AL10, KNT-TL10)Kirin 955 (16 nm) (KNT-AL20)",Octa-core (4x2.3 GHz Cortex-A72 & 4x1.8 GHz Cortex A53)Octa-core (4x2.5 GHz Cortex-A72 & 4x1.8 GHz Cortex A53),Mali-T880 MP4,microSDXC (uses shared SIM slot),"32GB 4GB RAM (AL10,TL10), 64GB 4GB RAM (AL20)","12 MP, f/2.2, 27mm (wide), 1/2.9"", 1.25µm, PDAF 12 MP B/W","Dual-LED dual-tone flash, panorama, HDR","1080p@60fps, 1080p@30fps, 720p@120fps","8 MP, f/2.4",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, DLNA, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS","Yes (KNT-AL10, KNT-AL20)",Yes,No,Type-C 1.0 reversible connector,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 3500 mAh, non-removable","Silver, Gold, Rose Gold",About 290 EUR,,,,,,,,,,,,,"KNT-AL10, KNT-TL10, KNT-AL20, KNT-UL10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honor,Honor Pad 2,https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-pad-2-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,eMMC 4.5,HSDPA 850 / 900 / 1900 / 2100,,LTE (unspecified),"HSPA 42.2/5.76 Mbps, LTE","2016, October","Available. Released 2016, October",209.3 x 123 x 8.1 mm (8.24 x 4.84 x 0.32 in),340 g (11.99 oz),Nano-SIM,,"IPS LCD capacitive touchscreen, 16M colors","8.0 inches, 185.6 cm2 (~72.1% screen-to-body ratio)","1200 x 1920 pixels, 16:10 ratio (~283 ppi density)",,"Android 6.0 (Marshmallow), EMUI 4.1",Qualcomm MSM8939 Snapdragon 615 (28 nm),Octa-core (4x1.2 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53),Adreno 405,microSDXC (dedicated slot),"16GB 3GB RAM, 32GB 3GB RAM","8 MP, f/2.0, AF","LED flash, HDR, panorama",1080p@30fps,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP, LE","Yes, with A-GPS, GLONASS/ BDS (region dependent)",,,No,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass","Li-Po 4800 mAh, non-removable","Gold, White",About 230 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honor,Honor 6X,https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-6x-2016.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 900 / 1900 / 2100,,"1, 3, 7, 8, 38","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, October","Available. Released 2016, October",150.9 x 76.2 x 8.2 mm (5.94 x 3.00 x 0.32 in),162 g (5.71 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",,"LTPS IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 82.6 cm2 (~71.8% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~403 ppi density)",,"Android 6.0 (Marshmallow), upgradable to 7.0 (Nougat), EMUI 5",Kirin 655 (16 nm),Octa-core (4x2.1 GHz Cortex-A53 & 4x1.7 GHz Cortex-A53),Mali-T830MP2,microSDXC (uses shared SIM slot),"32GB 3GB RAM, 64GB 4GB RAM",8 MP,"LED flash, HDR, panorama",1080p@30fps,,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP, EDR, LE","Yes, with A-GPS, GLONASS, BDS",,,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity, compass","Li-Ion 3340 mAh, non-removable","Gray, Gold, Silver",About 180 EUR,Up to 650 h (3G),Up to 23 h (3G),,,,,,,"Glass front, aluminum back, aluminum frame","12 MP, 1/2.9"", 1.25µm, PDAF 2 MP, (depth)",,,"BLN-AL10, BLL-L22, BLN-L21, BLL-L21, BLN-L22, BLL-L23, BLN-L24, BLN-AL40, BLN-TL10, BLN-AL20",,,,,,,,,,,,,Voice 68dB / Noise 67dB / Ring 79dB,Noise - 87.9 / Crosstalk - 86.4,,,Endurance rating 84h,GFXBench: 4.8fps (ES 3.1 onscreen),,,,,,,,,,,,,
honor,Honor Holly 3,https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-5a.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,,,LTE (unspecified),"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, October","Available. Released 2016, October",154.3 x 77.1 x 8.5 mm (6.07 x 3.04 x 0.33 in),168 g (5.93 oz),"Dual SIM (Micro-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~70.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,"Android 6.0 (Marshmallow), EMUI 4.1",Kirin 620 (28 nm),Octa-core 1.2 GHz Cortex-A53,Mali-450MP4,microSDXC (dedicated slot),16GB 2GB RAM,"13 MP, f/2.0, 28mm (wide), AF","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, 24mm (wide), 1/4"", 1.12µm",,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP or 4.1, A2DP, LE","Yes, with A-GPS, GLONASS",,,FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Po 3100 mAh, non-removable","Black, White, Gold",About 140 EUR,,,,,,,,,,,,,"CAM-L03, CAM-L23, CAM-L21, CAM-UL00, CAM-L32",Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honor,Honor Note 8,https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-note8.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,CDMA 800,HSDPA 850 / 900 / 1900 / 2100,CDMA2000 1xEV-DO / TD-SCDMA,"1, 3, 7, 38, 39, 40, 41","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps or LTE-A (2CA) Cat6 300/50 Mbps","2016, August","Available. Released 2016, September",178.8 x 90.9 x 7.2 mm (7.04 x 3.58 x 0.28 in),219 g (7.72 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",,"Super AMOLED capacitive touchscreen, 16M colors","6.6 inches, 121.2 cm2 (~74.6% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~443 ppi density)",Corning Gorilla Glass 3,"Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo), EMUI 4.1",Kirin 955 (16 nm),Octa-core (4x2.5 GHz Cortex-A72 & 4x1.8 GHz Cortex-A53),Mali-T880 MP4,microSDXC (uses shared SIM slot),"32GB 4GB RAM, 64GB 4GB RAM, 128GB 4GB RAM","13 MP, f/2.0, AF, OIS","Dual-LED dual-tone flash, HDR, panorama",4K@30fps,"5 MP, f/2.0",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, EDR, LE","Yes, with A-GPS, GLONASS, BDS",,,FM radio,"Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 4500 mAh, non-removable","White, Gold, Gray",About 250 EUR,,,,,,,,,,,,Charging 10W,EDI-AL10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honor,Honor 8,https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-8r1.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Custom function back button,HSDPA 900 / 1900 / 2100,,"1, 3, 7, 8, 20","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2016, July","Available. Released 2016, July",145.5 x 71 x 7.5 mm (5.73 x 2.80 x 0.30 in),153 g (5.40 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",,"LTPS IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.9 cm2 (~72.5% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~423 ppi density)",Corning Gorilla Glass 3,"Android 6.0 (Marshmallow), upgradable to Android 8.0 (Oreo), EMUI 8",Kirin 950 (16 nm),Octa-core (4x2.3 GHz Cortex-A72 & 4x1.8 GHz Cortex A53),Mali-T880 MP4,microSDXC (uses shared SIM slot),"32GB 4GB RAM, 64GB 4GB RAM","12 MP, f/2.2, 35mm (standard), 1/2.9"", 1.25µm, PDAF, Laser AF 12 MP B/W, f/2.2, 35mm (standard), 1/2.9"", 1.25µm","Dual-LED dual-tone flash, HDR, panorama","1080p@60fps, 1080p@30fps, 720p@120fps","8 MP, f/2.4, 1/3.2"", 1.4µm",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, EDR, LE","Yes, with A-GPS, GLONASS, BDS",Yes,Yes,No,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 3000 mAh, non-removable","Pearl White, Midnight Black, Sapphire Blue, Gold",About 200 EUR,,,,,,,,,"Glass front (Gorilla Glass 3), glass back, aluminum frame",,,"Fast charging 18W, 47% in 30 min (advertised)","FRD-L19 FRD-L14, FRD-L04, FRD-AL00, FRD-TL00, FRD-AL10, FRD-L09, FRD-L02, FRD-L19, FRD-L14, FRD-DL00",,,1.45 W/kg (head),,,,,,,,,Photo / Video,Voice 67dB / Noise 66dB / Ring 82dB,Noise -98.3dB / Crosstalk -97.3dB,,,Endurance rating 70h,Basemark OS II 2.0: 2099Basemark X: 16592,"Contrast ratio: 1243:1 (nominal), 3.346 (sunlight)",,,,,,,,,,,,
honor,Honor 5A,https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-5a-new.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 850 / 900 / 1900 / 2100,,"1, 3, 7, 8, 20","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, June","Available. Released 2016, June",144.2 x 72.5 x 9 mm (5.68 x 2.85 x 0.35 in),140 g (4.94 oz),"Dual SIM (Micro-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~65.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,"Android 5.1 (Lollipop), EMUI 3.1",Mediatek MT6735P (28 nm),Quad-core 1.0 GHz Cortex-A53,Mali-T720MP2,microSDXC (dedicated slot),16GB 2GB RAM,"13 MP, f/2.0, 28mm (wide), AF","Dual-LED flash, panorama, HDR",1080p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,,FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 2200 mAh, removable","Black, White, Gold",About 120 EUR,,,,,,,,,,,,,"CAM-AL00, CAM-TL00",,,,LED flash,,,,,,,,,,,,,,,,,,,,,,,,,,,
honor,Honor 5c,https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-5c-1.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 - EU model,HSDPA 900 / 2100 / TD-SCDMA - NEM-UL10,"1, 3, 38, 39, 40, 41 - NEM-UL10","1, 3, 7, 8, 20 - EU model","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, April","Available. Released 2016, May",147.1 x 73.8 x 8.3 mm (5.79 x 2.91 x 0.33 in),156 g (5.50 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","38, 39, 40 - NEM-TL00H","IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~68.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)",,"Android 6.0 (Marshmallow), upgradable to 7.0 (Nougat), EMUI 4.1",Kirin 650 (16 nm),Octa-core (4x2.0 GHz Cortex-A53 & 4x1.7 GHz Cortex-A53),Mali-T830MP2,microSDXC (uses shared SIM slot),16GB 2GB RAM,"13 MP, f/2.0, AF","LED flash, panorama, HDR",1080p@30fps,"8 MP, f/2.0",,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.1, A2DP, LE","Yes, with A-GPS, GLONASS/ BDS (region dependent)",,,FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 3000 mAh, non-removable","Silver, Gray, Gold",About 170 EUR,,,1.26 W/kg (head)     0.43 W/kg (body),,,,,,,,,,"NEM-UL10, NEM-TL00H, NEM-L21, NMO-L31, NMO-L22, NMO-L23, NMO-L01, NEM-L22, NEM-L51, NEM-AL10",,,1.56 W/kg (head)     1.24 W/kg (body),,,,,,,,,Photo / Video,Voice 66dB / Noise 71dB / Ring 74dB,Noise -90.4dB / Crosstalk -87.9dB,,,Endurance rating 75h,Basemark OS II 2.0: 1221Basemark X: 7735,"Contrast ratio: 733 (nominal),  2.506 (sunlight)",,,,,,,,,,,,
