Brand,Model Name,Model Image,Technology,2G bands,,3G bands,_1,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,_1_1,Type,Size,Resolution,Protection,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Infrared port,Radio,USB,Sensors,Type_1,Colors,Price,Stand-by,Talk time,SAR,Phonebook,Call records,Messaging,Games,Java,Build,Dual,128GB 6GB RAM,Charging,Models,GPRS,EDGE,SAR EU,Features_1,Keyboard,Alert types,Browser,Languages,Clock,Alarm,5G bands,Camera,Loudspeaker_1,Audio quality,Triple,Dual_1,Battery life,Performance,Display,64GB 6GB RAM,64GB 4GB RAM,128GB 4GB RAM,Music play,32GB 4GB RAM,4GB,Quad,256GB 8GB RAM,128GB 8GB RAM,256GB 6GB RAM,Triple_1,64GB 3GB RAM
honor,Honor 30S,https://fdn2.gsmarena.com/vv/bigpic/honor-30s.jpg,GSM / CDMA / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,CDMA 800 & TD-SCDMA,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,HDR10,"1, 2, 3, 4, 5, 6, 8, 18, 19, 26, 34, 38, 39, 40, 41","HSPA 42.2/5.76 Mbps, LTE-A, 5G","2020, March 30","Available. Released 2020, April 07",162.3 x 75 x 8.6 mm (6.39 x 2.95 x 0.34 in),190 g (6.70 oz),"Dual SIM (Nano-SIM, dual stand-by)",32-bit/192kHz audio,"LTPS IPS LCD capacitive touchscreen, 16M colors","6.5 inches, 102.0 cm2 (~83.8% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~405 ppi density)",Aluminosilicate glass,"Android 10, Magic UI 3, no Google Play Services",Kirin 820 5G (7nm),Octa-core (1x2.36 GHz Cortex-A76 & 3x2.22 GHz Cortex-A76 & 4x1.84 GHz Cortex-A55),Mali-G57 6,"NM (Nano Memory), up to 256GB (uses shared SIM slot)","128GB 8GB RAM, 256GB 8GB RAM","16 MP, f/2.0, (wide)","LED flash, HDR, panorama","4K@30fps, 1080p@30fps, 720p@960fps, gyro-EIS",,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.1, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,,No,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 4000 mAh, non-removable","Black, Blue, Green, Gradient, Butterfly Feather Red",About 310 EUR,,,,,,,,,"Glass front (Aluminosilicate glass), glass back, aluminum frame",,,"Fast charging 40W, 70% in 30 min",CDY-AN90,,,,HDR,,,,,,,"1, 3, 41, 78, 79 SA/NSA",,,,,,,,,,,,,,,"64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8µm, PDAF 8 MP, f/2.4, 80mm (telephoto), AF, 3x optical zoom 8 MP, f/2.4, 17mm (ultrawide) 2 MP, f/2.4, (depth)",,,,,
honor,Honor Play 9A,https://fdn2.gsmarena.com/vv/bigpic/honor-play-9a-r.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,CDMA 800 & TD-SCDMA,HSDPA 850 / 900 / 2100,eMMC 5.1,"1, 3, 5, 8, 34, 38, 39, 40, 41","HSPA 42.2/5.76 Mbps, LTE-A Cat4 150/50 Mbps","2020, March 30","Available. Released 2020, April 03",159.1 x 74.1 x 9 mm (6.26 x 2.92 x 0.35 in),185 g (6.53 oz),"Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","6.3 inches, 95.8 cm2 (~81.3% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~278 ppi density)",,"Android 10, Magic UI 3.0, no Google Play Services",Mediatek MT6765 Helio P35 (12nm),Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),PowerVR GE8320,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM","8 MP, f/2.0, (wide)","LED flash, HDR, panorama",1080p@30fps,,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,,FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity","Li-Po 5000 mAh, non-removable","Blue Water Emerald, Jasper Green, Dark Night Black",About 120 EUR,,,,,,,,,"Glass front, plastic back, plastic frame","13 MP, f/1.8, (wide), PDAF 2 MP, (depth)",,Battery charging 10W,"MOA-AL00, MOA-TL00, MED-AL20, MOA-AL20",,,,HDR,,,,,,,,,,,,,,,,,,,,,,,,,,,
honor,Honor View30 Pro,https://fdn2.gsmarena.com/vv/bigpic/honor-view30-pro.jpg,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,UFS 3.0,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 26, 34, 38, 39, 40, 41","HSPA 42.2/5.76 Mbps, LTE-A, 5G (2+ Gbps DL)","2020, February 24","Available. Released 2020, April 27",162.7 x 75.8 x 8.8 mm (6.41 x 2.98 x 0.35 in),206 g (7.27 oz),"Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","6.57 inches, 104.7 cm2 (~84.9% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~400 ppi density)",Yes,"Android 10, Magic UI 3, no Google Play Services",Kirin 990 5G (7 nm+),Octa-core (2x2.86 GHz Cortex-A76 & 2x2.36 GHz Cortex-A76 & 4x1.95 GHz Cortex-A55),Mali-G76 MP16,No,"128GB 8GB RAM, 256GB 8GB RAM",,"LED flash, HDR, panorama","4K@30fps, 1080p@30fps, 720p@960fps, (gyro-EIS)",,"4K@30fps, 1080p@30fps",Yes,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.1, A2DP, LE","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS",Yes,Yes,No,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 4100 mAh, non-removable","Ocean Blue, Midnight Black, Icelandic frost, Sunrise Orange",,,,,,,,,,"Glass front, glass back, aluminum frame","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm 8 MP, f/2.2, 17mm (ultrawide)",,"Fast charging 40W, 70% in 30 min (advertised) Fast wireless charging 27W, 52% in 30 min (advertised) Reverse wireless charging",,,,,HDR,,,,,,,"1, 3, 41, 77, 78, 79 SA/NSA",,,,"40 MP, f/1.6, 27mm (wide), 1/1.7"", PDAF, Laser AF, OIS 8 MP, f/2.4, 80mm (telephoto), 1/4.0"", PDAF, OIS, 3x optical zoom 12 MP, f/2.2, 16mm (ultrawide), 1.4µm, AF",,,,,,,,,,,,,,,,
honor,Honor View30,https://fdn2.gsmarena.com/vv/bigpic/honor-view30.jpg,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,UFS 3.0,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 26, 34, 38, 39, 40, 41","HSPA 42.2/5.76 Mbps, LTE-A, 5G (2+ Gbps DL)","2020, February 24","Available. Released 2020, April 27",162.7 x 75.8 x 8.9 mm (6.41 x 2.98 x 0.35 in),213 g (7.51 oz),"Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","6.57 inches, 104.2 cm2 (~84.5% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~401 ppi density)",Yes,"Android 10, Magic UI 3, no Google Play Services",Kirin 990 (7 nm),Octa-core (2x2.86 GHz Cortex-A76 & 2x2.09 GHz Cortex-A76 & 4x1.86 GHz Cortex-A55),Mali-G76 MP16,No,"128GB 6GB RAM, 128GB 8GB RAM",,"LED flash, HDR, panorama","4K@30fps, 1080p@30fps, 720p@960fps, (gyro-EIS)",,1080p@30fps,Yes,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.1, A2DP, LE","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS",Yes,,No,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 4200 mAh, non-removable","Ocean Blue, Midnight Black, Icelandic Frost, Sunrise Orange",,,,,,,,,,"Glass front, glass back, aluminum frame","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm 8 MP, f/2.2, 17mm (ultrawide)",,"Fast charging 40W, 70% in 30 min (advertised)",,,,,HDR,,,,,,,"1, 3, 41, 77, 78, 79 SA/NSA",,,,"40 MP, f/1.8, 27mm (wide), 1/1.7"", PDAF, Laser AF 8 MP, f/2.4, 80mm (telephoto), 1/4.0"", PDAF, OIS, 3x optical zoom 8 MP, f/2.4, 16mm (ultrawide)",,,,,,,,,,,,,,,,
honor,Honor V30 Pro,https://fdn2.gsmarena.com/vv/bigpic/honor-v30-pro.jpg,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,UFS 3.0,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 26, 34, 38, 39, 40, 41","HSPA 42.2/5.76 Mbps, LTE-A, 5G (2+ Gbps DL)","2019, November","Available. Released 2019, December",162.7 x 75.8 x 8.8 mm (6.41 x 2.98 x 0.35 in),206 g (7.27 oz),"Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","6.57 inches, 104.7 cm2 (~84.9% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~400 ppi density)",Yes,"Android 10, Magic UI 3",Kirin 990 5G (7 nm+),Octa-core (2x2.86 GHz Cortex-A76 & 2x2.36 GHz Cortex-A76 & 4x1.95 GHz Cortex-A55),Mali-G76 MP16,No,"128GB 8GB RAM, 256GB 8GB RAM",,"LED flash, HDR, panorama","4K@30fps, 1080p@30fps, 720p@960fps, (gyro-EIS)",,"4K@30fps, 1080p@30fps",Yes,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.1, A2DP, LE","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS",Yes,Yes,No,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 4100 mAh, non-removable","Ocean Blue, Galaxy Black, Icelandic frost",About 500 EUR,,,,,,,,,"Glass front, glass back, aluminum frame","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm 8 MP, f/2.2, 17mm (ultrawide)",,"Fast charging 40W, 70% in 30 min (advertised) Fast wireless charging 27W Reverse wireless charging",OXF-AN10,,,,HDR,,,,,,,"1, 3, 41, 77, 78, 79 SA/NSA",Photo / Video,,,"40 MP, f/1.6, 27mm (wide), 1/1.7"", PDAF, Laser AF, OIS 8 MP, f/2.4, 80mm (telephoto), 1/4.0"", PDAF, OIS, 3x optical zoom 12 MP, f/2.2, 16mm (ultrawide), 1.4µm, AF",,,"AnTuTu: 381241 (v7), 500571 (v8) GeekBench: 12824 (v4.4), 3204 (v5.1) GFXBench: 35fps (ES 3.1 onscreen)",,,,,,,,,,,,,
honor,Honor V30,https://fdn2.gsmarena.com/vv/bigpic/honor-v30.jpg,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,UFS 3.0,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 26, 34, 38, 39, 40, 41","HSPA 42.2/5.76 Mbps, LTE-A, 5G (2+ Gbps DL)","2019, November","Available. Released 2019, December",162.7 x 75.8 x 8.9 mm (6.41 x 2.98 x 0.35 in),213 g (7.51 oz),"Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","6.57 inches, 104.7 cm2 (~84.9% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~400 ppi density)",Yes,"Android 10, Magic UI 3",Kirin 990 (7 nm),Octa-core (2x2.86 GHz Cortex-A76 & 2x2.09 GHz Cortex-A76 & 4x1.86 GHz Cortex-A55),Mali-G76 MP16,No,"128GB 6GB RAM, 128GB 8GB RAM",,"LED flash, HDR, panorama","4K@30fps, 1080p@30fps, 720p@960fps, (gyro-EIS)",,1080p@30fps,Yes,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.1, A2DP, LE","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS",Yes,,No,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 4200 mAh, non-removable","Ocean Blue, Galaxy Black, Icelandic frost, Sunrise Orange",About 430 EUR,,,,,,,,,"Glass front, glass back, aluminum frame","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm 8 MP, f/2.2, 17mm (ultrawide)",,"Fast charging 40W, 70% in 30 min (advertised)",OXF-AN00,,,,HDR,,,,,,,"1, 3, 41, 77, 78, 79 SA/NSA",,,,"40 MP, f/1.8, 27mm (wide), 1/1.7"", PDAF, Laser AF 8 MP, f/2.4, 80mm (telephoto), 1/4.0"", PDAF, OIS, 3x optical zoom 8 MP, f/2.4, 16mm (ultrawide)",,,,,,,,,,,,,,,,
honor,Honor MagicWatch 2,https://fdn2.gsmarena.com/vv/bigpic/honor-magic-watch2-.jpg,No cellular connectivity,N/A,50m water resistant,N/A,No,N/A,No,"2019, November","Available. Released 2019, December",45.9 x 45.9 x 10.7 mm (1.81 x 1.81 x 0.42 in),41 g (1.45 oz),No,Only 46mm series support Bluetooth calling,"OLED capacitive touchscreen, 16M colors","1.39 inches, 12.5 cm2 (~59.4% screen-to-body ratio)","454 x 454 pixels, 1:1 ratio (~326 ppi density)",,Huawei wearable platform,,,,No,4GB,,,,,,Yes (46mm only),No,No,"5.1, LE, EDR","Yes, with GLONASS, GALILEO",,,No,No,"Accelerometer, gyro, heart rate, barometer, compass","Li-Ion 455 mAh, non-removable","Charcoal Black, Flax Brown, Agate Black, Sarkura Gold",About 180 EUR,,,,,,,,,"Glass front, ceramic back, stainless steel frame",,,,"HEB-B19, MNS-B19",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honor,Honor 9X,https://fdn2.gsmarena.com/vv/bigpic/honor-9x-global-new.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,UFS 2.1,HSDPA 850 / 900 / 1900 / 2100,,"1, 3, 7, 8, 20, 38, 40, 41","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 400/50 Mbps","2019, October 28","Available. Released 2019, November 14",163.5 x 77.3 x 8.8 mm (6.44 x 3.04 x 0.35 in),196.8 g (6.95 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",,"LTPS IPS LCD capacitive touchscreen, 16M colors","6.59 inches, 106.6 cm2 (~84.3% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~391 ppi density)",,"Android 9.0 (Pie), EMUI 9.1",Kirin 710F (12 nm),Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),Mali-G51 MP4,microSDXC (uses shared SIM slot),"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM","Motorized pop-up 16 MP, f/2.2, 26mm (wide), 1/3.06"", 1.0µm","LED flash, HDR, panorama",1080p@30/60fps,,1080p@60fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,,FM radio,"2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 4000 mAh, non-removable","Midnight Black, Sapphire Blue","$ 164.87 / € 179.97 / £ 179.99 / ₹ 17,999",,,,,,,,,"Glass front, glass back, aluminum frame",,$ 201.03,Charging 10W,STK-LX1,,,,,,,,,,,,Photo / Video,Voice 65dB / Noise 71dB / Ring 81dB,Noise -94.3dB / Crosstalk -69.8dB,"48 MP, f/1.8, 27mm (wide), 1/2.0"", 0.8µm, PDAF 8 MP, f/2.4, 13mm (ultrawide) 2 MP, f/2.4, (depth)",,Endurance rating 99h,"AnTuTu: 140362 (v7), 187528 (v8) GeekBench: 5345 (v4.4) GFXBench: 6.5fps (ES 3.1 onscreen)",Contrast ratio: 1285:1 (nominal),,$ 209.95,$ 177.99,,,,,,,,,
honor,Honor 20 lite (China),https://fdn2.gsmarena.com/vv/bigpic/honor-20-lite-youth.jpg,GSM / CDMA / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,CDMA 800 & TD-SCDMA,HSDPA 850 / 900 / 1900 / 2100,600 nits typ. brightness (advertised),"1, 3, 5, 8, 38, 39, 40, 41","HSPA 42.2/5.76 Mbps, LTE","2019, October","Available. Released 2019, October",157.2 x 73.2 x 7.7 mm (6.19 x 2.88 x 0.30 in),171.5 g (6.07 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",,"AMOLED capacitive touchscreen, 16M colors","6.3 inches, 95.8 cm2 (~83.3% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~418 ppi density)",,"Android 9.0 (Pie), EMUI 9.1",Kirin 710F (12 nm),Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),Mali-G51 MP4,microSDXC (uses shared SIM slot),"64GB 4GB RAM, 64GB 6GB RAM, 128GB 6GB RAM, 128GB 8GB RAM","16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm","LED flash, HDR, panorama",1080p@30fps,,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,,FM radio,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, proximity, compass","Li-Po 4000 mAh, non-removable","Black, Green, Blue/Pink",About 220 EUR,,,,,,,,,,,,Fast charging 20W,"LRA-AL00, LRA-TL00",,,,HDR,,,,,,,,,,,"48 MP, f/1.8, 28mm (wide), 1/2.0"", 0.8µm, PDAF 8 MP, f/2.4, 13mm (ultrawide) 2 MP, f/2.4, (depth)",,,,,,,,,,,,,,,,
honor,Honor Play 3e,https://fdn2.gsmarena.com/vv/bigpic/honor-play-3e.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,CDMA 800 & TD-SCDMA,HSDPA 850 / 900 / 2100,eMMC 5.1,"1, 3, 5, 8, 38, 39, 40, 41","HSPA 42.2/5.76 Mbps, LTE-A","2019, September","Available. Released 2019, September",147.1 x 70.8 x 8.5 mm (5.79 x 2.79 x 0.33 in),146 g (5.15 oz),"Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","5.71 inches, 81.4 cm2 (~78.1% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~295 ppi density)",,"Android 9.0 (Pie), EMUI 9.1",Mediatek MT6762R Helio P22 (12 nm),Octa-core (4x2.0 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53),PowerVR GE8320,microSDXC (dedicated slot),"32GB 2GB RAM, 64GB 3GB RAM","13 MP, f/1.8, PDAF","LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.2",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,,FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity","Li-Po 3020 mAh, non-removable","Magic Night Black, Platinum Gold, Aurora Blue",About 90 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honor,Honor Play 3,https://fdn2.gsmarena.com/vv/bigpic/honor-play-3.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,CDMA 800 & TD-SCDMA,HSDPA 850 / 900 / 1900 / 2100,IP5x,"1, 3, 5, 7, 8, 34, 38, 39, 40, 41","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 400/50 Mbps","2019, September","Available. Released 2019, September",159.8 x 76.1 x 8.1 mm (6.29 x 3.00 x 0.32 in),176 g (6.21 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","6.39 inches, 100.2 cm2 (~82.4% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~269 ppi density)",,"Android 9.0 (Pie), EMUI 9.1",Kirin 710F (12 nm),Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),Mali-G51 MP4,microSDXC (uses shared SIM slot),"64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM","8 MP, f/2.0","LED flash, HDR, panorama",1080p@30fps,,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,,FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass","Li-Po 4000 mAh, non-removable","Magic Night Black, Aurora Blue, Charm Red",About 130 EUR,,,,,,,,,"Glass front, plastic back, plastic frame",,,Charging 10W,,,,,HDR,,,,,,,,,,,"48 MP, f/1.8, 27mm (wide), 1/2.0"", 0.8µm, PDAF 8 MP, f/2.4, 13mm (ultrawide), 1/4.0"", 1.12µm 2 MP, f/2.4, (depth)",,,,,,,,,,,,,,,,
honor,Honor 20S,https://fdn2.gsmarena.com/vv/bigpic/honor-20s.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,CDMA 800 & TD-SCDMA,HSDPA 800 / 850 / 900 / 1700(AWS) / 2100,32-bit/192kHz audio,"1, 3, 4, 5, 8, 19, 34, 38, 39, 40, 41","HSPA 42.2/5.76 Mbps, LTE-A","2019, September","Available. Released 2019, October",154.3 x 74 x 7.9 mm (6.07 x 2.91 x 0.31 in),172 g (6.07 oz),"Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","6.26 inches, 96.2 cm2 (~84.2% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~412 ppi density)",,"Android 9.0 (Pie), Magic 2.1",Kirin 810 (7 nm),Octa-core (2x2.27 GHz Cortex-A76 & 6x1.88 GHz Cortex-A55),Mali-G52 MP6,No,"128GB 6GB RAM, 128GB 8GB RAM","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm","LED flash, HDR, panorama",1080p@30fps,,1080p@30fps,Yes,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, aptX HD, LE","Yes, with A-GPS, GLONASS, BDS, GALILEO, QZSS",,,No,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 3750 mAh, non-removable","Black, Blue, White",About 250 EUR,,,,,,,,,"Glass front, glass back, aluminum frame",,,Fast charging 20W,,,,,HDR,,,,,,,,,,,"48 MP, f/1.8, 28mm (wide), 1/2.0"", 0.8µm, PDAF 8 MP, f/2.4, 13mm (ultrawide) 2 MP, f/2.4, (macro)",,,,,,,,,,,,,,,,
honor,Honor 9X Pro,https://fdn2.gsmarena.com/vv/bigpic/honor-9x-pro.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,CDMA 800 & TD-SCDMA,HSDPA 850 / 900 / 2100,CDMA2000 1xEV-DO,"1, 3, 7, 8, 20, 38, 40, 41 - International","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat12 600/50 Mbps","2019, July 23","Available. Released 2019, August 09",163.5 x 77.3 x 8.8 mm (6.44 x 3.04 x 0.35 in),202 g (7.13 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","1, 3, 5, 8, 38, 39, 40, 41 - China","LTPS IPS LCD capacitive touchscreen, 16M colors","6.59 inches, 106.6 cm2 (~84.3% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~391 ppi density)",,"Android 9.0 (Pie), upgradable to Android 10, EMUI 9.1, no Google Play Services",Kirin 810 (7 nm),Octa-core (2x2.27 GHz Cortex-A76 & 6x1.88 GHz Cortex-A55),Mali-G52 MP6,microSDXC (uses shared SIM slot),"128GB 8GB RAM, 256GB 6GB RAM, 256GB 8GB RAM","Motorized pop-up 16 MP, f/2.2, 26mm (wide), 1/3.06"", 1.0µm","LED flash, HDR, panorama","1080p@30fps, gyro-EIS",,1080p@60fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE (International)5.0, A2DP, LE (China)","Yes, with A-GPS, GLONASS, BDS",,,FM radio,"2.0, Type-C 1.0 reversible connector","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 4000 mAh, non-removable","Midnight Black, Phantom Purple",$ 261.37 / € 235.00 / £ 244.67,,,,,,,,,"Glass front, glass back, aluminum frame",,,Charging 10W,"HLK-AL10, HLK-TL10, HLK-L41, HLK-L42",,,,,,,,,,,,Photo / Video,-31.1 LUFS (Below average),,"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF 8 MP, f/2.4, 120˚ (ultrawide) 2 MP, f/2.4, (depth)",,Endurance rating 104h,"AnTuTu: 312668 (v8) GeekBench: 7836 (v4.4), 1911 (v5.1) GFXBench: 18fps (ES 3.1 onscreen)",Contrast ratio: 1319:1 (nominal),,,,,,,,$ 269.99,,$ 261.37,,
