Brand,Model Name,Model Image,Technology,2G bands,,3G bands,_1,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,_1_1,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Price,256GB 8GB RAM,Quad,Models,128GB 4GB RAM,Dual,64GB 4GB RAM,Triple,Performance,Display,Camera,Loudspeaker_1,Battery life,128GB 6GB RAM,SAR,32GB 3GB RAM,32GB 2GB RAM,Protection,256GB 12GB RAM,SAR EU,Audio quality,Infrared port,Dual_1,Talk time,Stand-by,GPRS,EDGE,Keyboard,Phonebook,Call records,Messaging,Games,Java,Music play,Browser,Alert types,Languages,Clock,Alarm,16GB 2GB RAM,128GB 8GB RAM,64GB 6GB RAM,16GB 1GB RAM,4GB 512MB,Five,8GB 1GB RAM,32GB 4GB RAM,4GB 512MB RAM,16GB 3GB RAM 
nokia,Nokia E66,https://fdn2.gsmarena.com/vv/bigpic/nokia-e66.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1900 - American version,HSDPA 900 / 2100,2.5 mm audio jack,,,HSPA 3.6/0.384 Mbps,"2008, June. Released 2008, July",Discontinued,"107.5 x 49.5 x 13.6 mm, 62.6 cc (4.23 x 1.95 x 0.54 in)",121 g (4.27 oz),,Mini-SIM,"MP3/AAC/MP4 player Document viewer (Word, Excel, PowerPoint, PDF) incl. MS Office 2007 support via free update Push to talk Voice command/dial Turn-to-mute Organizer VoIP Printing","TFT, 16M colors","2.4 inches, 17.8 cm2 (~33.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)","Symbian OS 9.2, Series 60 v3.1 UI",,369 MHz ARM 11,,microSDHC (dedicated slot),110MB 128MB RAM,"3.15 MP, AF",LED flash,320p@15fps,Videocall camera,,,Yes,No,Wi-Fi 802.11 b/g,"2.0, A2DP","Yes, with A-GPS; Nokia Maps",,FM radio,microUSB 2.0,Accelerometer,Removable Li-Ion 1000 mAh battery (BL-4U),,"White Steel, Grey Steel, Black, Red",About 180 EUR,,,,,,,,,,,Voice 66dB / Noise 66dB / Ring 66dB,,,1.01 W/kg (head)     0.36 W/kg (body),,,,,1.20 W/kg (head),Noise -72.3dB / Crosstalk -72.9dB,Yes,,Up to 7 h 30 m (2G) / 7 h 30 min (3G),Up to 264 h (2G) / 336 h (3G),,,,,,,,,,"WAP 2.0/xHTML, HTML","Vibration; Downloadable polyphonic, monophonic, MP3 ringtones",,,,,,,,,,,,,
nokia,Nokia 703,https://fdn2.gsmarena.com/vv/bigpic/nokia-703.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,HSDPA 850 / 900 / 1700 / 1900 / 2100,TV-out MP4/H.264/WMV player MP3/WAV/еAAC+/WMA player Document viewer/editor,,,HSPA,Not officially announced yet,Discontinued,117 x 65 x 12 mm (4.61 x 2.56 x 0.47 in),114 g (4.02 oz),,Mini-SIM,,"LED-backlit IPS LCD, capacitive touchscreen, 16M colors","3.7 inches, 39.0 cm2 (~51.2% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~252 ppi density)",Microsoft Windows Phone 7,,1.0 GHz,,No,8GB 512MB RAM,5 MP,LED flash,720p@30fps,,,,Yes,Yes,Wi-Fi 802.11 b/g/n,Yes,"Yes, with A-GPS",,"Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion battery,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nokia,Nokia 6600 fold,https://fdn2.gsmarena.com/vv/bigpic/nokia-6600fold.jpg,GSM / UMTS,GSM 850 / 900 / 1800 / 1900,"Second external, hidden OLED display (128 x 160 pixels), 1.36 inches",UMTS 850 / 2100,Push-to-open mechanism MP3/AAC/AAC+/eAAC+/WMA player Nokia Maps / Nokia Search Predictive text input Voice memo/commands,,,"Yes, 384 kbps","2008, April. Released 2008, August",Discontinued,"87.7 x 44 x 15.9 mm, 52 cc (3.45 x 1.73 x 0.63 in)",110 g (3.88 oz),,Mini-SIM,,"OLED, 16M colors","2.13 inches, 14.0 cm2 (~36.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~188 ppi density)",,,,,microSDHC (dedicated slot),18MB,2 MP,LED flash,480p@15fps,VGA videocall camera,,,Yes,No,No,"2.0, A2DP",No,,"Stereo FM radio, RDS",microUSB 2.0,,Removable Li-Ion 860 mAh battery (BL-4CT),,"Mysterious black, Sophisticated purple",About 160 EUR,,,,,,,,,,,Voice 66dB / Noise 62dB / Ring 64dB,,,0.63 W/kg (head)     0.91 W/kg (body),,,,,0.61 W/kg (head),Noise -82.6dB / Crosstalk -81.2dB,,,Up to 4 h (2G) / 4 h (3G),Up to 300 h,,,,"Yes, Photocall",Yes,"SMS, MMS, Email",Yes,"Yes, MIDP 2.0",,"WAP 2.0/xHTML, HTML (Opera mini)","Vibration; Downloadable polyphonic, MP3 ringtones",,,,,,,,,,,,,
nokia,Nokia 6600 slide,https://fdn2.gsmarena.com/vv/bigpic/nokia-6600slide.jpg,GSM / UMTS,GSM 850 / 900 / 1800 / 1900,MP3/AAC/AAC+/eAAC+/WMA player Nokia Maps Predictive text input Voice memo/commands,UMTS 850 / 2100,,,,"Yes, 384 kbps","2008, April. Released 2008, August",Discontinued,"90 x 45 x 14 mm, 52 cc (3.54 x 1.77 x 0.55 in)",110 g (3.88 oz),,Mini-SIM,,"TFT, 16M colors","2.2 inches, 15.0 cm2 (~37.0% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",,,,,microSDHC (dedicated slot),18MB,"3.15 MP, AF",LED flash,480p@15fps,Videocall camera,,,Yes,No,No,"2.0, A2DP",No,,"Stereo FM radio, RDS","microUSB 2.0, USB On-The-Go",Accelerometer,Removable Li-Ion 1000 mAh battery (BL-4U),,Black,About 150 EUR,,,,,,,,,,,Voice 66dB / Noise 64dB / Ring 66dB,,,0.51 W/kg (head)     0.47 W/kg (body),,,,,0.76 W/kg (head),Noise -82.7dB / Crosstalk -81.9dB,,,Up to 4 h,Up to 340 h,,,,"Yes, Photocall",Yes,"SMS, MMS, Email, Instant Messaging",Yes,"Yes, MIDP 2.0",,"WAP 2.0/xHTML, HTML (Opera mini 4)","Vibration; Downloadable polyphonic, MP3 ringtones",,,,,,,,,,,,,
nokia,Nokia 3600 slide,https://fdn2.gsmarena.com/vv/bigpic/nokia-3600slide.jpg,GSM,GSM 850 / 900 / 1800 / 1900,Five-way navigation key,,No,,,,"2008, April. Released 2008, August",Discontinued,"97.8 x 47.2 x 14.5 mm, 60 cc (3.85 x 1.86 x 0.57 in)",97.3 g (3.42 oz),,Mini-SIM,MP3/AAC/eAAC+ player TV-out Nokia Maps Predictive text input Voice memo/commands,"TFT, 16M colors","2.0 inches, 12.4 cm2 (~26.8% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,,,,"microSDHC (dedicated slot), 512 MB included",30MB,"3.15 MP, AF",LED flash,480p@15fps,,,,Yes,No,No,"2.0, A2DP",No,,"Stereo FM radio, RDS",microUSB 2.0,,Removable Li-Ion 860 mAh battery (BL-4S),,"Charcoal, Wine",About 120 EUR,,,,,,,,,,,Voice 67dB / Noise 66dB / Ring 75dB,,,1.01 W/kg (head)     0.78 W/kg (body),,,,,0.69 W/kg (head),Noise -70.7dB / Crosstalk -71.1dB,,,Up to 5 h 30 min,Up to 280 h,"Class 32, 100 kbps","Class 32, 296 kbits",,"2000 entries, Photocall",Yes,"SMS, MMS, Email, Instant Messaging",Yes,"Yes, MIDP 2.0",,"WAP 2.0/xHTML, HTML (Opera mini 4)","Vibration; Downloadable polyphonic, MP3 ringtones",,,,,,,,,,,,,
nokia,Nokia 5320 XpressMusic,https://fdn2.gsmarena.com/vv/bigpic/nokia-5320.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1900 - American version,HSDPA 900 / 2100,8-way Navi key,,,HSPA 3.6/0.384 Mbps,"2008, April. Released 2008, July",Discontinued,"108 x 46 x 15 mm, 67 cc (4.25 x 1.81 x 0.59 in)",90 g (3.17 oz),,Mini-SIM,Nokia Say and Play (voice control to player) WMV/RV/MP4/3GP player MP3/WMA/WAV/RA/AAC/M4A player Voice memo Voice dial Organizer Up to 24 h music time,"TFT, 16M colors","2.0 inches, 12.4 cm2 (~24.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)","Symbian OS 9.3, S60 rel. 3.2",,369 MHz ARM 11,,"microSDHC (dedicated slot), 512 MB included",140MB,2 MP,LED flash,320p@15fps,Videocall camera,,,Yes,Yes,No,"2.0, A2DP",No,,"Stereo FM radio, RDS",microUSB,,Removable Li-Ion 890 mAh battery (BL-5B),,"Blue, Red",About 130 EUR,,,,,,,,,,,Voice 74dB / Noise 66dB / Ring 78dB,,,1.21 W/kg (head)     0.86 W/kg (body),,,,,1.30 W/kg (head),Noise -90.6dB / Crosstalk -73.7dB,,,Up to 3 h 30 min (2G) / 2 h 30 min (3G),Up to 250 h (2G) / 240 h (3G),,,,,,,,,,"WAP 2.0/xHTML, HTML","Vibration; Downloadable polyphonic, MP3, AAC, 3D ringtones",,,,,,,,,,,,,
nokia,Nokia 5220 XpressMusic,https://fdn2.gsmarena.com/vv/bigpic/nokia-5220.jpg,GSM,GSM 900 / 1800 / 1900,GSM 850 / 1800 / 1900 - American version,,Wallpaper creator,,,,"2008, April. Released 2008, July",Discontinued,"108 x 43.5 x 10.5 mm, 53 cc (4.25 x 1.71 x 0.41 in)",78 g (2.75 oz),,Mini-SIM,MP3/MP4 player Voice memo Voice dial Organizer Up to 24 h music time,"TFT, 256K colors","2.0 inches, 12.4 cm2 (~26.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,,,,microSDHC (dedicated slot),30MB,2 MP,,QCIF,,,,"Yes, with stereo speakers",Yes,No,"2.0, A2DP",No,,"Stereo FM radio, RDS",microUSB,,Removable Li-Ion 1020 mAh battery (BL-5CT),,"Blue, Red, Green",About 110 EUR,,,,,,,,,,,Voice 73dB / Noise 68dB / Ring 75dB,,,0.92 W/kg (head)     0.85 W/kg (body),,,,,1.01 W/kg (head),Noise -91.7dB / Crosstalk -73.1dB,,,Up to 5 h 15 min,Up to 406 h,Class 32,Class 32,,"2000 entries, Photocall","20 dialed, 20 received, 20 missed calls","SMS, MMS 1.3 (up to 600KB), Email, Push Email, IM",Yes  + Downloadable,"Yes, MIDP 2.1",,"WAP 2.0/xHTML, HTML, Opera Mini","Vibration; Downloadable polyphonic, MP3, AAC, 3D, video ringtones",,,,,,,,,,,,,
nokia,Nokia 6212 classic,https://fdn2.gsmarena.com/vv/bigpic/nokia-6112-classic.jpg,GSM / UMTS,GSM 850 / 900 / 1800 / 1900,"Downloadable wallpapers, screensavers",UMTS 850 / 2100,Nokia Xpress Audio messaging Push to talk MP3/MP4 player Voice memo Organizer Stop watch Countdown timer World Clock II Active standby screen,,,"Yes, 384 kbps","2008, April. Released 2009, April",Discontinued,"114.7 x 47.1 x 14.5 mm, 66.1 cc (4.52 x 1.85 x 0.57 in)",88 g (3.10 oz),,Mini-SIM,,"TFT, 16M colors","2.0 inches, 12.4 cm2 (~22.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,,,,microSDHC (dedicated slot),22MB,2 MP,LED flash,Yes,CIF videocall camera,,,Yes,No,No,"2.0, A2DP",No,Yes,Stereo FM radio,microUSB,,Removable Li-Ion 1000 mAh battery (BL-4U),,Black,About 190 EUR,,,,,,,,,,,,,,0.82 W/kg (head)     1.06 W/kg (body),,,,,0.79 W/kg (head),,,,Up to 3 h 20 min (2G) / 2 h 45 min (3G),Up to 300 h (2G) / 288 h (3G),,,,"Yes, up to 2000 entries, Photocall","20 dialed, 20 received, 20 missed calls","SMS, MMS, Email, Push E-Mail, IM",Yes  + Downloadable,"Yes, MIDP 2.0",,"WAP 2.0/xHTML, HTML (Opera Mini)","Vibration; Downloadable polyphonic, MP3, AAC ringtones",,,,,,,,,,,,,
nokia,Nokia 5000,https://fdn2.gsmarena.com/vv/bigpic/nokia-5000.jpg,GSM,GSM 900 / 1800,GSM 850 / 1900 - American version,,"Downloadable wallpapers, screensavers",,,,"2008, April. Released 2008, June",Discontinued,"106 x 46 x 11.1 mm, 54 cc (4.17 x 1.81 x 0.44 in)",74 g (2.61 oz),,Mini-SIM,MP3/AAC/WAV/ARM player  Nokia Xpress Audio Messaging Advanced calculator Organizer,"TFT, 65K colors","2.0 inches, 12.4 cm2 (~25.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,,,,No,12MB,1.3 MP,,Yes,,,,Yes,No,No,2.0,No,,FM radio,No,,Removable Li-Ion 700 mAh battery (BL-4B),,"Cyber Green, Neon Blue, Perfect Purple",About 70 EUR,,,,,,,,,,,,,,1.10 W/kg (head)     0.69 W/kg (body),,,,,0.69 W/kg (head),,,,Up to 4 h 45 min,Up to 336 h,Class 10,Class 6 (downlink only),,"1000 entries, Photocall","20 dialed, 20 received, 20 missed calls","SMS, MMS, Email",Yes,"Yes, MIDP 2.0",,"WAP 2.0/xHTML, HTML (Opera mini 4)","Vibration; Downloadable polyphonic, MP3 ringtones",,,,,,,,,,,,,
nokia,Nokia 7070 Prism,https://fdn2.gsmarena.com/vv/bigpic/nokia-7070-prism.jpg,GSM,GSM 900 / 1800,GSM 850 / 1900 - US version,,No,,,,"2008, April. Released 2008, August",Discontinued,"87.5 x 44 x 15.8 mm, 52 cc (3.44 x 1.73 x 0.62 in)",78 g (2.75 oz),,Mini-SIM,Nokia Xpress Audio Messaging Light indicator Predictive text input Organizer,"TFT, 65K colors","1.8 inches, 10.2 cm2 (~26.5% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,No,11MB,,,,,,,Yes,No,No,No,No,,No,No,,Removable Li-Ion 700 mAh battery (BL-4B),,"Black & Pink accent, Black & Blue accent",About 50 EUR,,,,,,,,,,,,,,,,,,,0.61 W/kg (head),,,,Up to 5 h,Up to 416 h,Class 10,Class 6,,"1000 entries, Photocall","20 dialed, 20 received, 20 missed calls","SMS, MMS",Yes  + downloadable,"Yes, MIDP 2.0",,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic, MP3 ringtones",,,,,,,,,,,,,
nokia,Nokia 2680 slide,https://fdn2.gsmarena.com/vv/bigpic/nokia-2680-slide.jpg,GSM,GSM 900 / 1800,GSM 850 / 1900 - American version,,No,,,,"2008, April. Released 2008, September",Discontinued,"99 x 47 x 15 mm, 61.7 cc (3.90 x 1.85 x 0.59 in)",97 g (3.42 oz),,Mini-SIM,MP3 player  Nokia Xpress Audio Messaging Advanced calculator Organizer DARP (for improved network usage efficiency),"TFT, 65K colors","1.8 inches, 10.2 cm2 (~21.9% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,No,12MB 4MB RAM 32MB ROM,VGA,,128x96@7fps,,,,Yes,No,No,"2.0, A2DP, EDR",No,,"FM radio, recording",No,,Removable Li-Ion 860 mAh battery (BL-4S),,"Slate Gray, Night Blue, Orange, Violet",About 70 EUR,,,,,,,,,,,,,,1.28 W/kg (head)     0.47 W/kg (body),,,,,0.64 W/kg (head),,,,Up to 3 h 30 min,Up to 420 h,Class 10,Class 6,,"Yes, 1000 entries","20 dialed, 20 received, 20 missed calls","SMS, MMS, Email",Yes,"Yes, MIDP 2.1",,WAP 2.0/xHTML,"Vibration, MP3 ringtones",,,,,,,,,,,,,
nokia,Nokia 1680 classic,https://fdn2.gsmarena.com/vv/bigpic/nokia-1680-classic.jpg,GSM,GSM 900 / 1800,GSM 850 / 1900 - American version,,Themes and wallpapers,,,,"2008, April. Released 2008, July",Discontinued,"108 x 46 x 15 mm, 66 cc (4.25 x 1.81 x 0.59 in)",73.7 g (2.57 oz),,Mini-SIM,Nokia Xpress Audio Messaging Organizer Voice memo,"TFT, 65K colors","1.85 inches, 10.8 cm2 (~21.7% screen-to-body ratio)",128 x 160 pixels (~111 ppi density),,,,,No,11MB,VGA,,Yes,,,,Yes,No,No,No,No,,No,No,,Removable Li-Ion 700 mAh battery (BL-5CA),,"Black, Slate Gray, Wine Red, Deep Plum",About 40 EUR,,,,,,,,,,,,,,1.39 W/kg (head)     1.09 W/kg (body),,,,,0.98 W/kg (head),,,,Up to 7 h 40 min,Up to 424 h,Class 10,Class 6,,Up to 1000 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS, Email, Instant Messaging",Yes,"Yes, MIDP 2.1",,WAP 2.0/xHTML,"Vibration; Polyphonic(24), MP3 ringtones",,,,,,,,,,,,,
nokia,Nokia 6300i,https://fdn2.gsmarena.com/vv/bigpic/nokia-6300i.jpg,GSM,GSM 900 / 1800 / 1900,"Downloadable wallpapers, screensavers",,No,,,,"2008, March. Released 2008, April",Discontinued,"106.4 x 43.6 x 11.7 mm, 56 cc (4.19 x 1.72 x 0.46 in)",93 g (3.28 oz),,Mini-SIM,Nokia Maps Push to talk MP3/MP4/AAC/ACC+/eAAC+/WMA player  Voice memo Voice command Predictive text input Organizer,"TFT, 16M colors","2.0 inches, 31 x 41 mm, 12.4 cm2 (~26.7% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,,,,"microSD (dedicated slot), 512 MB included",30MB,2 MP,,QCIF,,,,Yes,No,"Wi-Fi 802.11b/g, UMA technology","2.0, A2DP",No,,"Stereo FM radio, RDS",miniUSB,,Removable Li-Ion 860 mAh battery (BL-4C),,Grey,About 120 EUR,,,,,,,,,,,,,,1.08 W/kg (head)     0.30 W/kg (body),,,,,0.97 W/kg (head),,,,Up to 3 h 30 min,Up to 340 h,Class 10,Class 10,,"1000 entries, Photocall","20 dialed, 20 received, 20 missed calls","SMS, MMS, Email",Yes  + Downloadable,"Yes, MIDP 2.0",,"WAP 2.0/xHTML, HTML (Opera mini)","Vibration; Downloadable polyphonic, MP3 ringtones",,,,,,,,,,,,,
nokia,Nokia N96,https://fdn2.gsmarena.com/vv/bigpic/nokia-n96.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1900 - American version,HSDPA 900 / 2100,Dual slide design Built-in kickstand,,,HSPA 3.6/0.384 Mbps,"2008, February. Released 2008, September",Discontinued,"103 x 55 x 18 mm, 92 cc (4.06 x 2.17 x 0.71 in)",125 g (4.41 oz),,Mini-SIM,"DVB-H TV broadcast receiver WMV/RV/MP4/3GP player MP3/WMA/WAV/RA/AAC/M4A player TV-out Organizer Document viewer (Word, Excel, PowerPoint, PDF) Predictive text input Push to talk  Voice dial/memo","TFT, 16M colors","2.8 inches, 24.3 cm2 (~42.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)","Symbian OS 9.3, S60 rel. 3.2",,264 MHz Dual ARM 9,,microSDHC (dedicated slot),16GB 128MB RAM,"5 MP, AF","Carl Zeiss optics, LED flash",480p@30fps,VGA videocall camera,,,Yes,Yes,"Wi-Fi 802.11 b/g, UPnP technology","2.0, A2DP","Yes, with A-GPS; Nokia Maps",,"Stereo FM radio, RDS",microUSB 2.0,Accelerometer,Removable Li-Ion 950 mAh battery (BL-5F),,"Black, Silver, Quartz",About 220 EUR,,,,,,,,,,,Voice 73dB / Noise 76dB / Ring 78dB,,,0.68 W/kg (head)     0.89 W/kg (body),,,,,0.82 W/kg (head),Noise -90.6dB / Crosstalk -73.5dB,,,Up to 3 h 40 min (2G) / 2 h 36 min (3G),Up to 220 h (2G) / 192 h (3G),,,,,,,,,Up to 14 h,"WAP 2.0/xHTML, HTML, RSS reader","Vibration, MP3, WAV ringtones",,,,,,,,,,,,,
nokia,Nokia N78,https://fdn2.gsmarena.com/vv/bigpic/nokia-n78.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1900 - American version,HSDPA 900 / 2100,Touch-sensitive Navi wheel,,,HSPA 3.6/0.384 Mbps,"2008, February. Released 2008, May",Discontinued,"113 x 49 x 15.1 mm, 76.5 cc (4.45 x 1.93 x 0.59 in)",101.8 g (3.56 oz),,Mini-SIM,"WMV/RV/MP4/3GP player MP3/WMA/WAV/RA/AAC/M4A player Push to Talk Voice command/dial Organizer Printing Document viewer (Word, Excel, PowerPoint, PDF) Predictive text input Photo/video editor","TFT, 16M colors","2.4 inches, 17.8 cm2 (~32.2% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)","Symbian, S60 rel. 3.2",,369 MHz ARM 11,,microSD (dedicated slot),76MB 96MB RAM,"3.15 MP, AF","Carl Zeiss optics, LED flash",480p@15fps,CIF videocall camera,,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 b/g, UPnP technology","2.0, A2DP","Yes, with A-GPS; Nokia Maps",,"Stereo FM radio, RDS; FM transmitter",microUSB 2.0,,Removable Li-Ion 1200 mAh battery (BL-6F),,"Brown, Blue, White",About 170 EUR,,,,,,,,,,,Voice 70dB / Noise 66dB / Ring 75dB,,,1.26 W/kg (head)     1.04 W/kg (body),,,,,1.00 W/kg (head),Noise -76.1dB / Crosstalk -72.37dB,,,Up to 4 h 20 min (2G) / 3 h 10 min (3G),Up to 320 h (2G) / 312 h (3G),,,,,,,,,,"WAP 2.0/xHTML, HTML, RSS feeds","Vibration; Downloadable polyphonic, MP3 ringtones",,,,,,,,,,,,,
nokia,Nokia 6220 classic,https://fdn2.gsmarena.com/vv/bigpic/nokia-6220cl.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,"Downloadable wallpapers, screensavers",HSDPA 900 / 2100,2.5 mm audio jack,,,HSPA 3.6/0.384 Mbps,"2008, February. Released 2008, July",Discontinued,"108 x 47 x 15 mm, 66 cc (4.25 x 1.85 x 0.59 in)",90 g (3.17 oz),,Mini-SIM,"Push to talk WMV/RV/MP4/3GP player MP3/WMA/WAV/RA/AAC/M4A player Document viewer (Word, Excel, PowerPoint, PDF) TV-out Voice memo Predictive text input","TFT, 16M colors","2.2 inches, 15.0 cm2 (~29.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)","Symbian OS 9.3, S60 rel. 3.2",,369 MHz ARM 11,,microSDHC (dedicated slot),120MB 128MB RAM,"5 MP, AF","Carl Zeiss optics, xenon flash",480p@30fps,Videocall camera,,,Yes,No,No,"2.0, A2DP","Yes, with A-GPS; Nokia Maps",,"Stereo FM radio, RDS",microUSB 2.0,,Removable Li-Ion 900 mAh battery (BP-5M),,"Black and Cyan, Purple",About 160 EUR,,,,,,,,,,,Voice 70dB / Noise 65dB / Ring 69dB,,,1.12 W/kg (head)     0.44 W/kg (body),,,,,0.75 W/kg (head),Noise -75.4dB / Crosstalk -74.0dB,,,Up to 3 h 30 min (2G) / 2 h 30 min (3G),Up to 250 h (2G) / 240 h (3G),,,,,,,,,Up to 13 h,"WAP 2.0/xHTML, HTML","Vibration; Downloadable polyphonic, MP3, AAC ringtones",,,,,,,,,,,,,
nokia,Nokia 6210 Navigator,https://fdn2.gsmarena.com/vv/bigpic/nokia-6210navi.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1900 - American version,HSDPA 900 / 2100,2.5 mm audio jack,,,HSPA 3.6/0.384 Mbps,"2008, February. Released 2008, July",Discontinued,"103 x 49 x 14.9 mm, 89 cc (4.06 x 1.93 x 0.59 in)",117 g (4.13 oz),,Mini-SIM,"WMV/RV/MP4/3GP player MP3/WMA/WAV/RA/AAC/M4A player Document viewer (Word, Excel, PowerPoint, PDF) Predictive text input Voice command/memo Push to talk  Organizer Printing","TFT, 16M colors","2.4 inches, 17.8 cm2 (~35.3% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)","Symbian OS 9.3, S60 rel. 3.2",,369 MHz ARM 11,,microSDHC (dedicated slot),120MB 128MB RAM,"3.15 MP, AF",LED flash,480p@15fps,Videocall camera,,,Yes,No,No,"2.0, A2DP","Yes, with A-GPS; Nokia Maps",,"Stereo FM radio, RDS",miniUSB 2.0,"Accelerometer, compass",Removable Li-Ion 950 mAh battery (BL-5F),,"Black, Red",About 150 EUR,,,,,,,,,,,Voice 65dB / Noise 65dB / Ring 72dB,,,0.83 W/kg (head)     1.05 W/kg (body),,,,,0.76 W/kg (head),,,,Up to 3 h 40 min (2G) / 2 h 48 min (3G),Up to 220 h (2G) / 240 h (3G),,,,,,,,,,"WAP 2.0/xHTML, HTML","Vibration; Downloadable polyphonic, MP3, AAC ringtones",,,,,,,,,,,,,
nokia,Nokia 6124 classic,https://fdn2.gsmarena.com/vv/bigpic/nokia-6124.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,"Downloadable wallpapers, screensavers",HSDPA 900 / 2100,"Push to talk WMV/RV/MP4/3GP player MP3/WMA/WAV/RA/AAC/M4A player Document viewer (Word, Excel, PowerPoint, PDF) Voice memo Predictive text input",,,HSPA,"2008, March. Released 2008, June",Discontinued,"105 x 46 x 15 mm, 66 cc (4.13 x 1.81 x 0.59 in)",93 g (3.28 oz),,Mini-SIM,,"TFT, 16M colors","2.0 inches, 12.4 cm2 (~25.6% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)","Symbian 9.2, S60 rel. 3.1",,369 MHz ARM 11,,microSD (dedicated slot),35MB 64MB RAM 128MB ROM,2 MP,LED flash,Yes,CIF videocall camera,,,Yes,No,No,"2.0, A2DP",No,,Stereo FM radio,miniUSB,,Removable Li-Ion 890 mAh battery (BL-5B),,"Black, White",About 140 EUR,,,,,,,,,,,,,,0.58 W/kg (head)     0.78 W/kg (body),,,,,1.11 W/kg (head),,,,Up to 3 h 10 min (2G) / 2 h 24 min (3G),Up to 230 h (2G) / 240 h (3G),,,,,,,,,,"WAP 2.0/xHTML, HTML","Vibration; Downloadable polyphonic, MP3, AAC ringtones",,,,,,,,,,,,,
nokia,Nokia 6650 fold,https://fdn2.gsmarena.com/vv/bigpic/nokia-6650.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,"Second external TFT display, 256K colors (128 x 160 pixels) Downloadable screensavers,  wallpapers",HSDPA 850 / 2100,No,,,HSPA 3.6/0.384 Mbps,"2008, March. Released 2008, June",Discontinued,99.7 x 47 x 16.2 mm (3.93 x 1.85 x 0.64 in),112 g (3.95 oz),,Mini-SIM,WMV/RV/MP4/3GP player MP3/WMA/WAV/RA/AAC/M4A player  Predictive text input Organizer Voice dial/memo,"TFT, 16M colors","2.2 inches, 15.0 cm2 (~32.0% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)","Symbian, Series 60 v3.2 UI",,369 MHz ARM 11,,microSD (dedicated slot),30MB,2 MP,LED flash,Yes,,,,Yes,No,No,"2.0, A2DP","Yes, with A-GPS",,Stereo FM radio,Proprietary,,Removable Li-Ion 1500 mAh battery (BP-4L),,"Silver, Black",About 80 EUR,,,,,,,,,,,,,,0.87 W/kg (head)     0.70 W/kg (body),,,,,0.64 W/kg (head),,,,Up to 6 h (2G) / 4 h (3G),Up to 350 h (2G) / 360 h (3G),,,,,,,,,,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic, MP3 ringtones",,,,,,,,,,,,,
