Brand,Model Name,Model Image,Technology,2G bands,,3G bands,_1,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,_1_1,Type,Size,Resolution,Protection,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Infrared port,Radio,USB,Sensors,Type_1,Colors,Price,Stand-by,Talk time,SAR,Phonebook,Call records,Messaging,Games,Java,Build,Dual,128GB 6GB RAM,Charging,Models,GPRS,EDGE,SAR EU,Features_1,Keyboard,Alert types,Browser,Languages,Clock,Alarm,5G bands,Camera,Loudspeaker_1,Audio quality,Triple,Dual_1
gigabyte,Gigabyte GSmart MS800,https://fdn2.gsmarena.com/vv/bigpic/ms800.jpg,GSM / HSPA,GSM 900 / 1800 / 1900,Pocket Office  MP3/eAAC+/WMA/WAV/AMR player WMV/MP4/3gp player Organizer Business card scanner Predictive text input,HSDPA 2100,,,HSPA 3.6/0.384 Mbps,"2008, February. Released 2008, September",Discontinued,116 x 59 x 15 mm (4.57 x 2.32 x 0.59 in),133 g (4.69 oz),Mini-SIM,,"TFT resistive touchscreen, 65K colors","2.8 inches, 24.3 cm2 (~35.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",,Microsoft Windows Mobile 6.0 Professional,,Marvell PXA270 520MHz,,microSD (dedicated slot),"64MB RAM, 256MB ROM",2 MP,,Yes,VGA videocall camera,,Yes,No,Wi-Fi 802.11b/g,"2.0, A2DP","Yes, with A-GPS; SiRF Star III chipset",,,"Stereo FM radio, RDS",miniUSB 1.1,,Removable Li-Po 1300 mAh battery,Black,About 360 EUR,Up to 150 h,Up to 4 h,,,,,,,,,,,,,,,,,"Vibration; Downloadable polyphonic, MP3, WAV, WMA ringtones",WAP 2.0/xHTML,,,,,,,,,
gigabyte,Gigabyte GSmart MW998,https://fdn2.gsmarena.com/vv/bigpic/gsmart_mw998.jpg,GSM,GSM 850 / 900 / 1800 / 1900,No,,Pocket Office  MP3/AAC/AAC+/WMA/OGG/AMR player WMV/MP4 player Organizer,,,"2008, February. Released 2008",Discontinued,110.5 x 55.5 x 18.5 mm (4.35 x 2.19 x 0.73 in),140 g (4.94 oz),Mini-SIM,,"TFT resistive touchscreen, 256K colors (65K effective)","2.6 inches, 20.9 cm2 (~34.1% screen-to-body ratio)","480 x 640 pixels, 4:3 ratio (~308 ppi density)",,Microsoft Windows Mobile 6.0 Professional,,Marvell PXA270 520MHz,,microSD (dedicated slot),"64MB RAM, 256MB ROM","2 MP, AF",,Yes,,,No,No,Wi-Fi 802.11b/g,2.0,No,,,No,miniUSB 1.1,,Removable Li-Ion 1300 mAh battery,Black,,Up to 150 h,Up to 4 h,,,,,,,,,,,,Class 10,No,,,,"Vibration; Downloadable polyphonic, MP3, WAV, WMA ringtones","WAP 2.0/xHTML, HTML",,,,,,,,,
gigabyte,Gigabyte GSmart MW700,https://fdn2.gsmarena.com/vv/bigpic/gsmart-mw700.jpg,GSM,GSM 900 / 1800 / 1900,No,,Pocket Office  MP3/eAAC+/WMA/WAV/AMR player WMV/MP4/3gp player Organizer Business card scanner Predictive text input,,,"2008, February. Released 2008",Discontinued,116 x 59 x 15 mm (4.57 x 2.32 x 0.59 in),133 g (4.69 oz),Mini-SIM,,"TFT resistive touchscreen, 65K colors","2.8 inches, 24.3 cm2 (~35.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",,Microsoft Windows Mobile 6.0 Professional,,Marvell PXA270 520MHz,,microSD (dedicated slot),"64MB RAM, 256MB ROM","2 MP, AF",,Yes,,,Yes,No,Wi-Fi 802.11b/g,"2.0, A2DP","Yes, with A-GPS; SiRF Star III chipset",,,"Stereo FM radio, RDS",miniUSB 1.1,,Removable Li-Po 1300 mAh battery,White Light,,Up to 150 h,Up to 4 h,,,,,,,,,,,,Class 12,Class 10,,,,"Vibration; Downloadable polyphonic, MP3, WAV, WMA ringtones",WAP 2.0/xHTML,,,,,,,,,
gigabyte,Gigabyte GSmart,https://fdn2.gsmarena.com/vv/bigpic/Gigabyte-GSmart.jpg,GSM / HSPA,GSM 900 / 1800,Trackball,HSDPA 900 / 2100,,,HSPA 7.2/0.384 Mbps,Not officially announced yet,Cancelled,103 x 54 x 13.4 mm (4.06 x 2.13 x 0.53 in),-,Mini-SIM,Dedicated search key MP3/eAAC+/WAV/WMA9 player MP4/H.264/WMV9 player Photo editor Organizer Voice memo Predictive text input,"TFT capacitive touchscreen, 256K colors","2.8 inches, 24.3 cm2 (~43.7% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",,Android 1.6 (Donut),Qualcomm MSM7225 Snapdragon S1,528 MHz ARM 11,No,microSDHC (dedicated slot),"256MB RAM, 512MB","2 MP, AF",,Yes,,,Yes,Yes,Wi-Fi 802.11 b/g,"2.0, A2DP","Yes, with A-GPS",,,,Proprietary,Accelerometer,Removable Li-Ion 1500 mAh battery,Black,,,,,,,,,,,,,,,,,,,,,HTML,,,,,,,,,
gigabyte,Gigabyte GSmart i350,https://fdn2.gsmarena.com/vv/bigpic/gigabyte-i350.gif,GSM,GSM 850 / 900 / 1800 / 1900,No,,Pocket Office  MP3/AAC/AAC+/WMA/OGG/AMR player WMV/MP4 player Java Organizer,,,"2007, June. Released 2008, December",Discontinued,110 x 54 x 18 mm (4.33 x 2.13 x 0.71 in),130 g (4.59 oz),Mini-SIM,,"TFT resistive touchscreen, 256K colors (65K effective)","2.6 inches, 20.9 cm2 (~35.2% screen-to-body ratio)","480 x 640 pixels, 4:3 ratio (~308 ppi density)",,Microsoft Windows Mobile 6.0 Professional,,Intel XScale PXA270 520 MHz,,"miniSD, SDHC",256MB 64MB RAM,"2 MP, AF",LED flash,Yes,,,No,No,Wi-Fi 802.11b/g,2.0,"Yes, SiRF Star III chipset",,,No,miniUSB 2.0,,Removable Li-Ion 1300 mAh battery,"Black, White",,Up to 160 h,,,,,,,,,,,,,Class 12,No,,,,"Vibration; Downloadable polyphonic, MP3, MIDI ringtones",WAP 2.0/xHTML,,,,,,,,,
gigabyte,Gigabyte GSmart q60,https://fdn2.gsmarena.com/vv/bigpic/gigabyte-q60.gif,GSM / HSPA,GSM 900 / 1800 / 1900,"Intel XScale PXA270, 520MHz",HSDPA 2100,Pocket Office  MP3/AAC/AAC+/WMA/OGG/AMR player WMV/MP4 player Organizer,,HSPA,"2007, February",Cancelled,111 x 64 x 14 mm (4.37 x 2.52 x 0.55 in),,Mini-SIM,,"TFT resistive touchscreen, 256K colors (65K effective)","2.5 inches, 19.4 cm2 (~27.2% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~160 ppi density)",,Microsoft Windows Mobile 6 Professional,,Intel XScale PXA270 520MHz,,microSD (dedicated slot),"96MB RAM, 256MB ROM","2 MP, AF",LED flash,Yes,VGA videocall camera,,No,No,No,2.0,No,,,No,miniUSB 2.0,,Removable Li-Ion battery,Silver,,,,,,,,,,,,,,,,,,,QWERTY,"Vibration; Downloadable polyphonic, MP3, MIDI ringtones","WAP 2.0/xHTML, HTML (IE)",,,,,,,,,
gigabyte,Gigabyte GSmart t600,https://fdn2.gsmarena.com/vv/bigpic/gigabyte-t600.gif,GSM,GSM 850 / 900 / 1800 / 1900,"Intel XScale PXA270, 520MHz",,No,,,"2007, February",Discontinued,110 x 55.5 x 18.5 mm (4.33 x 2.19 x 0.73 in),140 g (4.94 oz),Mini-SIM,DVB-H/T TV broadcast receiver Pocket Office  MP3/AAC/AAC+/WMA/OGG/AMR player WMV/MP4 player T-DMB radio Organizer,"TFT resistive touchscreen, 65K colors","2.6 inches, 20.9 cm2 (~34.3% screen-to-body ratio)","480 x 640 pixels, 4:3 ratio (~308 ppi density)",,Microsoft Windows Mobile 6 Professional,,Intel XScale PXA270 520MHz,,microSD (dedicated slot),153MB 64MB RAM 256MB ROM,"2 MP, AF",LED flash,320p,,,No,No,Wi-Fi 802.11b/g,2.0,No,,,T-DMB radio,miniUSB 2.0,,Removable Li-Ion 1300 mAh battery,White,,Up to 150 h,Up to 3 h,,,,,,,,,,,,Class 10,No,,,,"Vibration; Downloadable polyphonic, MP3, MIDI ringtones","WAP 2.0/xHTML, HTML (IE)",,,,,,,,,
gigabyte,Gigabyte GSmart i300,https://fdn2.gsmarena.com/vv/bigpic/gigabyte-i300.gif,GSM,GSM 900 / 1800 / 1900,"Intel XScale PXA272, 520MHz",,No,,,"2006, Q2",Discontinued,102.5 x 51.5 x 19 mm (4.04 x 2.03 x 0.75 in),116 g (4.09 oz),Mini-SIM,Pocket Office  MP3/AAC/AAC+/WMA/OGG/AMR player WMV/MP4 player Organizer,"TFT resistive touchscreen, 256K colors (65K effective)","2.4 inches, 17.8 cm2 (~33.8% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,Microsoft Windows Mobile 5.0 for PocketPC Phone Edition(AKU2),,Intel XScale PXA272 520MHz,,miniSD,"64MB RAM, 256MB ROM","2.1 MP, AF",LED flash,Yes,,,No,No,Wi-Fi 802.11b/g,2.0,"Yes, SiRF Star III chipset",,,No,miniUSB 2.0,,Removable Li-Ion 920 mAh battery,Silver,About 300 EUR,Up to 110 h,Up to 3 h,,,,,,,,,,,,Class 10,No,,,,"Vibration; Downloadable polyphonic, MP3, MIDI ringtones",WAP 2.0/xHTML,,,,,,,,,
gigabyte,Gigabyte GSmart i120,https://fdn2.gsmarena.com/vv/bigpic/gigabyte-g-smarti120.gif,GSM,GSM 900 / 1800 / 1900,No,,Analog TV tuner (NTSC/PAL/Secam) Pocket Office  MP3/AAC/AAC+/WMA/OGG/AMR player WMV/MP4 player Wise Talk Smart Input Audio Mixer ZIP Tool Organizer,,,"2006, December",Discontinued,106.6 x 53.2 x 19.8 mm (4.20 x 2.09 x 0.78 in),130 g (4.59 oz),Mini-SIM,,"TFT resistive touchscreen, 256K colors (65K effective)","2.4 inches, 17.8 cm2 (~31.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,Microsoft Windows Mobile 5.0 for PocketPC Phone Edition(AKU3.3),,Intel PXA272 416 MHz,,miniSD,"64MB RAM, 256MB ROM",2 MP,LED flash,Yes,,,No,No,Wi-Fi 802.11 b/g,1.2,No,,,FM radio,miniUSB 1.1,,Removable Li-Ion 920/1300 mAh battery,Silver-black,About 320 EUR,Up to 125 h,Up to 3.5 h,,,,,,,,,,,,Class 10,No,,,,"Vibration; Downloadable polyphonic, MP3, WMA, AMR, MID ringtones","WAP 2.0/xHTML, HTML (PocketIE)",,,,,,,,,
gigabyte,Gigabyte GSmart 2005,https://fdn2.gsmarena.com/vv/bigpic/gigabyte-g-smart.gif,GSM,GSM 900 / 1800 / 1900,No,,TV-receiver: NTSC/PAL 3D maps Voice navigation system MP3/MP4 player Organizer,,,2005,Discontinued,109 x 53.5 x 24 mm (4.29 x 2.11 x 0.94 in),153 g (5.40 oz),Mini-SIM,,"TFT resistive touchscreen, 256K colors (65K effective)","2.4 inches, 17.8 cm2 (~30.6% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,Microsoft Windows Mobile 5.0 for PocketPC Phone Edition(AKU2),,Intel PXA272 416 MHz,,miniSD,"64MB RAM, 64MB ROM",2.1 MP,LED flash,Yes,,,No,No,Wi-Fi 802.11b,1.2,No,,,FM radio,miniUSB 1.1,,Removable Li-Ion 840 mAh battery,Black,About 170 EUR,Up to 110 h,Up to 3 h,,,,,,,,,,,,Class 10,No,,,,"Vibration; Downloadable polyphonic, MP3, WMA, AMR, MID ringtones",WAP 2.0,,,,,,,,,
gigabyte,Gigabyte GSmart i,https://fdn2.gsmarena.com/vv/bigpic/gigabyte-g-smarti.gif,GSM,GSM 900 / 1800 / 1900,No,,TV-receiver: NTSC/PAL Pocket Ghost Zip Tool MP3/MP4 player Organizer,,,2005,Discontinued,106.2 x 53 x 19.5 mm (4.18 x 2.09 x 0.77 in),130 g (4.59 oz),Mini-SIM,,"TFT resistive touchscreen, 256K colors (65K effective)","2.4 inches, 17.8 cm2 (~31.7% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,Microsoft Windows Mobile 5.0 for PocketPC Phone Edition(AKU2),,Intel PXA272 416 MHz,,miniSD,"64MB RAM, 64MB ROM",2.1 MP,LED flash,Yes,,,No,No,Wi-Fi 802.11b,1.2,No,,,FM radio,miniUSB 1.1,,Removable Li-Ion 920/1300 mAh battery,Silver,About 190 EUR,Up to 170 h,Up to 3 h 30 min,,,,,,,,,,,,Class 10,No,,,,"Vibration; Downloadable polyphonic, MP3, WMA, AMR, MID ringtones",WAP 2.0,,,,,,,,,
gigabyte,Gigabyte GSmart i (128),https://fdn2.gsmarena.com/vv/bigpic/gigabyte-g-smarti128.gif,GSM,GSM 900 / 1800 / 1900,No,,Analog TV tuner (NTSC/PAL/Secam) Pocket Office  Windows MPlayer 10 Organizer Voice memo,,,2005,Discontinued,106.6 x 53.2 x 19.8 mm (4.20 x 2.09 x 0.78 in),130 g (4.59 oz),Mini-SIM,,"TFT resistive touchscreen, 256K colors (65K effective)","2.4 inches, 17.8 cm2 (~31.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,Microsoft Windows Mobile 5.0 for PocketPC Phone Edition(AKU2),,Intel PXA272 416 MHz,,miniSD,"64MB RAM, 128MB ROM",2 MP,LED flash,Yes,,,Yes,No,Wi-Fi 802.11 b/g,1.2,No,,,FM radio,miniUSB 1.1,,Removable Li-Ion 920/1300 mAh battery,Silver,About 270 EUR,Up to 125 h,Up to 3 h 30 min,,,,,,,,,,,,Class 10,No,,,,"Vibration; Downloadable polyphonic, MP3, WMA, AMR, MID ringtones",WAP 2.0/xHTML,,,,,,,,,
gigabyte,Gigabyte g-YoYo,https://fdn2.gsmarena.com/vv/bigpic/gigabyte-g-yoyo.gif,GSM,GSM 900 / 1800 / 1900,No,,GPS Applications MP3/MP4 player Organizer,,,2006,Discontinued,99.7 x 48.5 x 19.8 mm (3.93 x 1.91 x 0.78 in),105g (3.70 oz),Mini-SIM,,"TFT resistive touchscreen, 256K colors","2.0 inches, 12.6 cm2 (~26.0% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),,,,,,miniSD,64MB,2 MP,,Yes,,,No,No,No,No,Yes,,,No,No,,Removable Li-Ion 1050 mAh battery,Silver,,Up to 300 h,Up to 5 h,,500 entries,"20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS",3D game/ 3-axis games,No,,,,,,Class 10,No,,,,"Vibration; Downloadable polyphonic, MP3 ringtones",WAP 2.0,,,,,,,,,
gigabyte,Gigabyte g-Cam,https://fdn2.gsmarena.com/vv/bigpic/gigabyte-g-cam.gif,GSM,GSM 900 / 1800 / 1900,- Dual display (half and full-screen),,,,,2005,Discontinued,105 x 46 x 24.1 mm (4.13 x 1.81 x 0.95 in),113g (3.99 oz),Mini-SIM,MP3/MP4 player Personal Yellow Page Text to speech Tv-out PC Sync PictBridge photo plug-and-print Organizer,"TFT resistive touchscreen, 256K colors","2.0 inches, 12.6 cm2 (~26.1% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),,,,,,miniSD,,"5 MP, AF",xenon flash,Yes,,,No,No,No,No,No,,,No,Proprietary,,Removable Li-Ion 700 mAh battery,Silver,,Up to 200 h,Up to 3 h,,500 entries,"20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS",Yes,"Yes, MIDP 2.0",,,,,,Class 10,No,,,,"Vibration; Downloadable polyphonic, MIDI, MP3, WAV ringtones",WAP 2.0,,,,,,,,,
gigabyte,Gigabyte Barbie,https://fdn2.gsmarena.com/vv/bigpic/gigabyte-barbie.gif,GSM,GSM 900 / 1800 / 1900,,,No,,,"2005, December",Discontinued,96.7 x 54 x 25.6 mm (3.81 x 2.13 x 1.01 in),106 g (3.74 oz),Mini-SIM,BMI calculator Food calorie index MP3/MP4 player Organizer,"TFT, 260K colors","2.0 inches, 12.6 cm2 (~24.1% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),,,,,,miniSD,,1 MP,,Yes,,,No,No,No,No,No,,,No,No,,Removable Li-Ion 700 mAh battery,"Blue, Pink, Orange",,Up to 240 h,Up to 5 h,,500 entries,"20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS",Yes,Yes,,,,,,Class 10,No,,,,"Vibration; Downloadable polyphonic, MP3 ringtones",WAP 2.0,,,,,,,,,
gigabyte,Gigabyte g-re (b),https://fdn2.gsmarena.com/vv/bigpic/gigabyte-g-re.gif,GSM,GSM 900 / 1800 / 1900,,,No,,,2005,Discontinued,96.7 x 54 x 25.6 mm (3.81 x 2.13 x 1.01 in),106 g (3.74 oz),Mini-SIM,MP3/MP4 player 3-axis motion sensor Organizer,"TFT, 2.6M colors","2.0 inches, 12.6 cm2 (~24.1% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),,,,,,miniSD,,1.3 MP,,Yes,,,No,No,No,No,No,,,No,No,,Removable Li-Ion 700 mAh battery,"Hippy Orange, Hip-Hop Blue",,Up to 240 h,Up to 5 h,,500 entries,"20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS",Yes,Yes,,,,,,Class 10,No,,,,"Vibration; Downloadable polyphonic, MP3 ringtones",WAP 2.0,,,,,,,,,
gigabyte,Gigabyte g-re (o),https://fdn2.gsmarena.com/vv/bigpic/gigabyte-g-re.gif,GSM,GSM 900 / 1800 / 1900,,,No,,,2005,Discontinued,96.7 x 54 x 25.6 mm (3.81 x 2.13 x 1.01 in),106 g (3.74 oz),Mini-SIM,MP3/MP4 player 3-axis motion sensor Organizer,"TFT, 2.6M colors","2.0 inches, 12.6 cm2 (~24.1% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),,,,,,miniSD,,1.3 MP,,Yes,,,No,No,No,No,No,,,No,No,,Removable Li-Ion 700 mAh battery,"Hippy Orange, Hip-Hop Blue",,Up to 240 h,Up to 5 h,,500 entries,"20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS",Yes,Yes,,,,,,Class 10,No,,,,"Vibration; Downloadable polyphonic, MP3 ringtones",WAP 2.0,,,,,,,,,
gigabyte,Gigabyte Snoopy,https://fdn2.gsmarena.com/vv/bigpic/gigabyte-snoopy.gif,GSM,GSM 900 / 1800 / 1900,,,No,,,2005,Discontinued,96.7 x 54 x 25.6 mm (3.81 x 2.13 x 1.01 in),106 g (3.74 oz),Mini-SIM,MP3/MP4 player Organizer,"TFT, 2.6M colors","2.0 inches, 12.6 cm2 (~24.1% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),,,,,,miniSD,,1 MP,,Yes,,,No,No,No,No,No,,,No,No,,Removable Li-Ion 700 mAh battery,White,,Up to 240 h,Up to 5 h,,500 entries,"20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS",Snoopy,Yes,,,,,,Class 10,No,,,,"Vibration; Downloadable polyphonic, MP3 ringtones",WAP 2.0,,,,,,,,,
gigabyte,Gigabyte Keroro,https://fdn2.gsmarena.com/vv/bigpic/gigabyte-keroro.gif,GSM,GSM 900 / 1800 / 1900,,,No,,,2005,Discontinued,96.7 x 54 x 25.6 mm (3.81 x 2.13 x 1.01 in),106 g (3.74 oz),Mini-SIM,MP3/MP4 player English Tutor Lunar and solar calendar Calorie Calculator Organizer,"TFT, 2.6M colors","2.0 inches, 12.6 cm2 (~24.1% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),,,,,,miniSD,,1.3 MP,,Yes,,,No,No,No,No,No,,,No,No,,Removable Li-Ion 700 mAh battery,White,,Up to 240 h,Up to 5 h,,500 entries,"20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS",Snoopy,No,,,,,,Class 10,No,,,,"Vibration; Downloadable polyphonic, MP3 ringtones",WAP 2.0,,,,,,,,,
gigabyte,Gigabyte Doraemon,https://fdn2.gsmarena.com/vv/bigpic/gigabyte-doraemon.gif,GSM,GSM 900 / 1800 / 1900,,,No,,,2005,Discontinued,96.7 x 54 x 25.6 mm (3.81 x 2.13 x 1.01 in),106 g (3.74 oz),Mini-SIM,MP3/MP4 player Organizer,"TFT, 2.6M colors","2.0 inches, 12.6 cm2 (~24.1% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),,,,,,miniSD,,1 MP,,Yes,,,No,No,No,No,No,,,No,No,,Removable Li-Ion 700 mAh battery,Black,,Up to 240 h,Up to 5 h,,500 entries,"20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS",Doraemon,Yes,,,,,,Class 10,No,,,,"Vibration; Downloadable polyphonic, MP3 ringtones",WAP 2.0,,,,,,,,,
gigabyte,Gigabyte g-X5,https://fdn2.gsmarena.com/vv/bigpic/gigabyte-g-x5.gif,GSM,GSM 900 / 1800 / 1900,,,No,,,"2005, September",Discontinued,96.7 x 54 x 25.6 mm (3.81 x 2.13 x 1.01 in),106 g (3.74 oz),Mini-SIM,E-map Built-in 3 axis sensor MP3/MP4 player Organizer,"TFT, 2.6M colors","2.0 inches, 12.6 cm2 (~24.1% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),,,,,,miniSD,,1 MP,,Yes,,,No,No,No,No,No,,,No,No,,Removable Li-Ion 700 mAh battery,Black,,Up to 240 h,Up to 5 h,,500 entries,"20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS",Yes,Yes,,,,,,Class 10,No,,,,"Vibration; Downloadable polyphonic, MP3 ringtones",WAP 2.0,,,,,,,,,
