Brand,Model Name,Model Image,Technology,2G bands,GPRS,EDGE,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Video,,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,_1,Type_1,Stand-by,Talk time,Colors,SAR EU,Features,Single_1,Video_1,Music play,3G bands,Speed,Price,Keyboard,Phonebook,Call records,Messaging,Games,Java,SAR,_1_1,Browser,Protection,Camera,Loudspeaker_1,Audio quality,Display,Battery life,Models,Infrared port,Alert types,Clock,Alarm,4G bands,5G bands,Build,Triple,Features_1,NFC,Charging,Performance,Quad,256GB 8GB RAM,128GB 4GB RAM,64GB 3GB RAM,128GB 6GB RAM,64GB 6GB RAM,Dual,64GB 4GB RAM,32GB 3GB RAM 
sony,Sony Xperia T2 Ultra,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-t2-ultra-ss.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - all versions,,,"2014, January","Available. Released 2014, May",165.2 x 83.8 x 7.7 mm (6.50 x 3.30 x 0.30 in),171.7 g (D5303)/ 172.4 g (D5306) (6.07 oz),Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm2 (~71.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~245 ppi density)","Android 4.3 (Jelly Bean), upgradable to 5.1 (Lollipop)",Qualcomm MSM8928 Snapdragon 400 (28 nm),Quad-core 1.4 GHz Cortex-A7,Adreno 305,microSDHC (dedicated slot),8GB 1GB RAM,"13 MP, f/2.3, AF","1080p@30fps, HDR",HSDPA 850 / 900 / 1700 / 1900 / 2100 - D5306,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, aptX","Yes, with A-GPS, GLONASS","FM radio, RDS","microUSB 2.0 (MHL TV-out), USB On-The-Go","Accelerometer, gyro, proximity, compass","2, 4, 7, 17 - D5306","Li-Ion 3000 mAh, non-removable",Up to 1071 h (2G) / Up to 1046 h (3G),Up to 14 h (2G) / Up to 24 h (3G),"Black, White, Purple",1.22 W/kg (head)     1.53 W/kg (body),"LED flash, HDR",1.1 MP,720p@30fps,Up to 93 h,HSDPA 850 / 900 / 2100 - D5303,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",About 230 EUR,,,,,,,1.22 W/kg (head)     1.10 W/kg (body),ANT+,,,Photo / Video,Voice 74dB / Noise 66dB / Ring 75dB,Noise -90.5dB / Crosstalk -92.2dB,"Contrast ratio: 1287 (nominal), 1.740 (sunlight)",Endurance rating 96h,D5303,,,,,"1, 3, 5, 7, 8, 20 - D5303",,,,,Yes,,,,,,,,,,,
sony,Sony Xperia Z1s,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-z1s-ofic.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,,,"2014, January. Released 2014, January",Discontinued,145.7 x 73.9 x 8.6 mm (5.74 x 2.91 x 0.34 in),162 g (5.71 oz),Micro-SIM,"TFT capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~64.0% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)","Android 4.3 (Jelly Bean), upgradable to 5.1 (Lollipop)",Qualcomm MSM8974 Snapdragon 800 (28 nm),Quad-core 2.2 GHz Krait 400,Adreno 330,microSDXC (dedicated slot),32GB 2GB RAM,"20.7 MP, 1/2.3"", AF","1080p@30fps, HDR",IP58 dust proof and water resistant over 1.5 meter and 30 minutes,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS","Stereo FM radio, RDS","microUSB 2.0 (MHL TV-out), USB On-The-Go; magnetic connector","Accelerometer, gyro, proximity, compass",Triluminos display X-Reality Engine,"Li-Ion 3000 mAh, non-removable",Up to 600 h (2G) / Up to 620 h (3G),Up to 15 h (2G) / Up to 15 h (3G),Black,,"LED flash, HDR, panorama",2 MP,1080p@30fps,Up to 40 h,HSDPA 850 / 900 / 1700 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",About 260 EUR,,,,,,,0.72 W/kg (head)     1.25 W/kg (body),ANT+,,Shatter proof glass,,,,,,C6916,,,,,"4, 17",,,,,Yes,,,,,,,,,,,
sony,Sony Xperia Z1 Compact,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-z1-compact-new.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,,,"2014, January","Available. Released 2014, January",127 x 64.9 x 9.5 mm (5.0 x 2.56 x 0.37 in),137 g (4.83 oz),Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","4.3 inches, 51.0 cm2 (~61.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~342 ppi density)","Android 4.3 (Jelly Bean), upgradable to 5.1 (Lollipop)",Qualcomm MSM8974 Snapdragon 800 (28 nm),Quad-core 2.2 GHz Krait 400,Adreno 330,microSDXC (dedicated slot),16GB 2GB RAM,"20.7 MP, f/2.0, 1/2.3"", AF","1080p@30fps, HDR",IP58 dust proof and water resistant over 1.5 meter and 30 minutes,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, aptX","Yes, with A-GPS, GLONASS","Stereo FM radio, RDS","microUSB 2.0 (MHL TV-out), USB On-The-Go; magnetic connector","Accelerometer, gyro, proximity, compass",Triluminos display X-Reality Engine,"Li-Ion 2300 mAh, non-removable",Up to 670 h (2G) / Up to 600 h (3G),Up to 10 h (2G) / Up to 18 h (3G),"Black, White, Pink, Lime",0.74 W/kg (head)     0.73 W/kg (body),"LED flash, HDR, panorama",2 MP,1080p@30fps,Up to 94 h,HSDPA 850 / 900 / 1700 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",About 320 EUR,,,,,,,1.43 W/kg (head)     1.00 W/kg (body),ANT+,,Shatter proof glass,Photo / Video,Voice 60dB / Noise 58dB / Ring 66dB,Noise -91.7dB / Crosstalk -41.7dB,"Contrast ratio: 1819 (nominal), 1.772 (sunlight)",Endurance rating 65h,"550, SO-02F",,,,,"1, 2, 3, 4, 5, 7, 8, 20",,"Glass front, plastic back, plastic frame",,,Yes,,,,,,,,,,,
sony,Sony Xperia Z1,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-z1-ofic.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - all versions,,,"2013, September. Released 2013, September",Discontinued,144 x 74 x 8.5 mm (5.67 x 2.91 x 0.33 in),170 g (6.00 oz),Micro-SIM,"TFT capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~64.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)","Android 4.2 (Jelly Bean), upgradable to 5.1 (Lollipop)",Qualcomm MSM8974 Snapdragon 800 (28 nm),Quad-core 2.2 GHz Krait 400,Adreno 330,microSDXC (dedicated slot),16GB 2GB RAM,"20.7 MP, f/2.0, 27mm (wide), 1/2.3"", AF","1080p@30fps, HDR","1, 2, 4, 5, 7, 8, 17 - C6906",Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, aptX","Yes, with A-GPS, GLONASS","Stereo FM radio, RDS","microUSB 2.0 (MHL TV-out), USB On-The-Go; magnetic connector","Accelerometer, gyro, proximity, compass",IP58 dust proof and water resistant over 1.5 meter and 30 minutes,"Li-Ion 3000 mAh, non-removable",Up to 880 h (2G) / Up to 850 h (3G),Up to 13 h 50 min (2G) / Up to 15 h (3G),"Black, White, Purple",0.77 W/kg (head),"LED flash, HDR, panorama",2 MP,1080p@30fps,Up to 110 h,HSDPA 850 / 900 / 1700 / 1900 / 2100 - all versions,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",About 330 EUR,,,,,,,0.75 W/kg (head)     1.15 W/kg (body),ANT+,,Shatter proof glass,Photo / Video,Voice 65dB / Noise 62dB / Ring 65dB,Noise -91.8dB / Crosstalk -89.9dB,"Contrast ratio: 1513 (nominal), 2.950 (sunlight)",Endurance rating 53h,"C6903, C6902, C6906, SO-01F, SOL23",,,,,"1, 2, 3, 4, 5, 7, 8, 20 - C6903, C6943",,"Glass front, glass back, aluminum frame",,,Yes,,Basemark X: 9399,,,,,,,,,
sony,Sony Xperia Z Ultra,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-z-ultra.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - all versions,,,"2013, June. Released 2013, July",Discontinued,179.4 x 92.2 x 6.5 mm (7.06 x 3.63 x 0.26 in),212 g (7.48 oz),Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","6.4 inches, 112.9 cm2 (~68.3% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~344 ppi density)","Android 4.2 (Jelly Bean), upgradable to 5.1 (Lollipop)",Qualcomm MSM8274 or MSM8974 Snapdragon 800 (28 nm),Quad-core 2.2 GHz Krait 400,Adreno 330,microSDXC (dedicated slot),16GB 2GB RAM,"8 MP, f/2.4, AF","1080p@30fps, HDR","1, 2, 3, 4, 5, 7, 8, 20 - C6833",Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, aptX","Yes, with A-GPS, GLONASS","Stereo FM radio, RDS","microUSB 2.0 (MHL TV-out), USB On-The-Go","Accelerometer, gyro, proximity, compass",IP58 dust proof and water resistant over 1.5 meter and 30 minutes,"Li-Ion 3050 mAh, non-removable",Up to 790 h (2G) / Up to 820 h (3G),Up to 14 h (2G) / Up to 16 h (3G),"Black, White, Purple",0.34 W/kg (head),HDR,2 MP,1080p@30fps,Up to 120 h,HSDPA 850 / 900 / 1700 / 1900 / 2100 - all versions,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",About 280 EUR,,,,,,,1.01 W/kg (head)     1.54 W/kg (body),ANT+,,Shatter proof glass,Photo / Video,Voice 63dB / Noise 60dB / Ring 59dB,Noise -92.5dB / Crosstalk -90.7dB,Contrast ratio: 1001:1 (nominal) / 1.578:1 (sunlight),Endurance rating 52h,"C6833, C6802, C6806",,,,,"1, 2, 4, 5, 7, 8, 17 - C6806",,,,,Yes,,Basemark X: 11606,,,,,,,,,
sony,Sony Xperia C,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-c.jpg,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"2013, June. Released 2013, July",Discontinued,141.5 x 74.2 x 8.9 mm (5.57 x 2.92 x 0.35 in),153 g (5.40 oz),"Dual SIM (Micro-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~65.6% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)",Android 4.2.2 (Jelly Bean),Mediatek MT6589 (28 nm),Quad-core 1.2 GHz Cortex-A7,PowerVR SGX544,microSDHC (dedicated slot),4GB 1GB RAM,"8 MP, f/2.6, AF",1080p@30fps,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS","microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass",,"Li-Ion 2390 mAh, non-removable",Up to 588 h (2G) / Up to 605 h (3G),Up to 14 h (2G) / Up to 12 h 25 min (3G),"Black, White, Purple",0.52 W/kg (head),"LED flash, HDR",VGA,,Up to 111 h,HSDPA 900 / 2100,HSPA 42.2/11.5 Mbps,About 220 EUR,,,,,,,0.54 W/kg (head)     0.36 W/kg (body),,,Yes,Photo / Video,Voice 65dB / Noise 61dB / Ring 75dB,Noise -83.5dB / Crosstalk -80.1dB,"Contrast ratio: 962:1 (nominal), 1.283 (sunlight)",Endurance rating 68h,C2305,,,,,,,,,,,,,,,,,,,,,
sony,Sony Xperia M,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-m.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - all versions,,,"2013, June. Released 2013, August",Discontinued,124 x 62 x 9.3 mm (4.88 x 2.44 x 0.37 in),115 g (4.06 oz),"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","4.0 inches, 44.1 cm2 (~57.3% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~245 ppi density)","Android 4.1 (Jelly Bean)/ 4.2.2 - C2004/C2005 models, upgradable to 4.3 (Jelly Bean)",Qualcomm Snapdragon S4 Plus MSM8227,Dual-core 1.0 GHz Krait,Adreno 305,microSDHC (dedicated slot),4GB 1GB RAM,"5 MP, f/2.8, AF",720p@30fps,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 - C2004/C2005,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS","Stereo FM radio, RDS","microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass","HSDPA 850 / 1700 / 1900 / 2100 - C1904, C2004","Li-Po 1750 mAh, removable",Up to 552 h (2G) / Up to 454 h (3G),Up to 10 h 18 min (2G) / Up to 9 h (3G),"Black, White, Purple, Yellow (single sim model only)",0.86 W/kg (head),"LED flash, HDR, panorama",VGA,,Up to 39 h 24 min,"HSDPA 900 / 2100 - C1905, C2005",HSPA 21.1/5.76 Mbps,About 130 EUR,,,,,,,0.84 W/kg (head)     1.30 W/kg (body),,,Scratch-resistant glass,Photo / Video,Voice 66dB / Noise 65dB / Ring 75dB,Noise -87.7dB / Crosstalk -88.5dB,Contrast ratio: 983:1 (nominal) / 1.473:1 (sunlight),Endurance rating 54h,"C1904, C1905, C2004, C2005",,,,,,,,,,Yes,,,,,,,,,,,
sony,Sony Xperia ZR,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-zr.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - all versions,,,"2013, May. Released 2013, June",Discontinued,131.3 x 67.3 x 10.5 mm (5.17 x 2.65 x 0.41 in),138 g (4.87 oz),Micro-SIM,"TFT capacitive touchscreen, 16M colors","4.55 inches, 57.1 cm2 (~64.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~323 ppi density)","Android 4.1.2 (Jelly Bean), upgradable to 5.1.1 (Lollipop)",Qualcomm APQ8064 Snapdragon S4 Pro,Quad-core 1.5 GHz Krait,Adreno 320,microSDXC (dedicated slot),8GB 2GB RAM,"13.1 MP, f/2.4, AF","1080p@30fps, HDR",HSDPA 850 / 900 / 1700 / 1900 / 2100 - C5502,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS","Stereo FM radio, RDS",microUSB 2.0 (MHL TV-out),"Accelerometer, gyro, proximity, compass",IP58 dust proof and water resistant over 1.5 meter and 30 minutes,"Li-Ion 2300 mAh, removable",Up to 470 h (2G) / Up to 520 h (3G),Up to 11 h (2G) / Up to 13 h (3G),"Black, White, Pink, Mint",0.79 W/kg (head),"LED flash, HDR",VGA,,Up to 45 h,HSDPA 850 / 900 / 2100 - C5503,"HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps",About 230 EUR,,,,,,,1.25 W/kg (head)     0.76 W/kg (body),,,Shatter proof glass,Photo / Video,Voice 65dB / Noise 60dB / Ring 66dB,Noise -87.8dB / Crosstalk -88.3dB,Contrast ratio: 1004:1 (nominal) / 2.672:1 (sunlight),Endurance rating 62h,"C5503, C5502",,,,,"1, 3, 5, 7, 8, 20 - C5503",,"Glass front, plastic back, plastic frame",,,Yes,,,,,,,,,,,
sony,Sony Xperia L,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-l-new.jpg,GSM / HSPA,"GSM 850 / 900 / 1800 / 1900 - C2104, C2105",,,"2013, March. Released 2013, May",Discontinued,128.7 x 65 x 9.7 mm (5.07 x 2.56 x 0.38 in),137 g (4.83 oz),Mini-SIM,"TFT capacitive touchscreen, 16M colors","4.3 inches, 51.0 cm2 (~60.9% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~228 ppi density)","Android 4.1 (Jelly Bean), upgradable to 4.2.2 (Jelly Bean)",Qualcomm MSM8230 Snapdragon 400 (28 nm),Dual-core 1.0 GHz Krait,Adreno 305,microSDHC (dedicated slot),"8GB (5.8GB user available), 1GB RAM","8 MP, f/2.4, AF","720p@30fps, HDR",HSDPA 850 / 1700 / 1900 / 2100 - C2104,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",eMMC 4.5,"Li-Ion 1750 mAh, removable",Up to 498 h (2G) / Up to 454 h (3G),Up to 8 h 30 min (2G) / Up to 9 h (3G),"Black, White, Red",0.69 W/kg (head),"LED flash, HDR",VGA,,Up to 43 h 12 min,HSDPA 900 / 2100 - C2105,HSPA 21.1/5.76 Mbps,About 130 EUR,,,,,,,0.79 W/kg (head)     1.38 W/kg (body),,,Scratch-resistant glass,Photo / Video,Voice 72dB / Noise 67dB / Ring 79dB,Noise -87.0dB / Crosstalk -88.0dB,Contrast ratio: 1077:1 (nominal) / 1.351:1 (sunlight),Endurance rating 39h,"C2105, C2104",,,,,,,,,,Yes,,,,,,,,,,,
sony,Sony Xperia SP,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia_sp.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - all versions,,,"2013, March. Released 2013, April",Discontinued,130.6 x 67.1 x 10 mm (5.14 x 2.64 x 0.39 in),155 g (5.47 oz),Micro-SIM,"TFT capacitive touchscreen, 16M colors","4.6 inches, 58.3 cm2 (~66.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~319 ppi density)","Android 4.1 (Jelly Bean), upgradаble to 4.3 (Jelly Bean)",Qualcomm MSM8960T Snapdragon S4 Pro,Dual-core 1.7 GHz Krait,Adreno 320,microSDHC (dedicated slot),"8GB (5.8GB user available), 1GB RAM","8 MP, f/2.4, AF",1080p@30fps,HSDPA 850 / 900 / 1700 / 1900 / 2100 - C5302,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS","Stereo FM radio, RDS",microUSB 2.0 (MHL TV-out),"Accelerometer, gyro, proximity, compass",HSDPA 850 / 900 / 1900 / 2100 - C5306,"Li-Ion 2370 mAh, non-removable",Up to 635 h (2G) / Up to 734 h (3G),Up to 10 h 25 min (2G) / Up to 19 h (3G),"Black, White, Red",0.79 W/kg (head),"LED flash, HDR",VGA,,Up to 39 h,HSDPA 850 / 900 / 2100 - C5303,"HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps",About 180 EUR,,,,,,,0.63 W/kg (head)     1.08 W/kg (body),"1, 2, 4, 5 - C5306",,Corning Gorilla Glass,Photo / Video,Voice 66dB / Noise 61dB / Ring 68dB,Noise -86.9dB / Crosstalk -88.3dB,Contrast ratio: 816:1 (nominal) / 1.733:1 (sunlight),Endurance rating 51h,"C5302, C5303, C5306",,,,,"1, 3, 5, 7, 8, 20 - C5303",,,,,Yes,,,,,,,,,,,
sony,Sony Xperia Tablet Z Wi-Fi,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-tablet-z-new.jpg,No cellular connectivity,N/A,No,No,"2013, February. Released 2013, May",Discontinued,266 x 172 x 6.9 mm (10.47 x 6.77 x 0.27 in),495 g (1.09 lb),No,"LED-backlit LCD, capacitive touchscreen, 16M colors","10.1 inches, 295.8 cm2 (~64.7% screen-to-body ratio)","1200 x 1920 pixels, 16:10 ratio (~224 ppi density)","Android 4.1.2 (Jelly Bean), upgradable to 5.1.1 (Lollipop)",Qualcomm APQ8064 Snapdragon 600,Quad-core 1.5 GHz Krait,Adreno 320,microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 2GB RAM","8.1 MP, AF","1080p@30fps, HDR",IP57 dust proof and water resistant,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS (market dependant)","Stereo FM radio, RDS",microUSB 2.0 (MHL TV-out),"Accelerometer, gyro, compass",3D surround sound,"Li-Po 6000 mAh, non-removable",Up to 890 h,Up to 10 h (multimedia),"Black, White",1.69 W/kg (body),HDR,2.2 MP,1080p@30fps,Up to 110 h,,,About 300 EUR,,,,,,,1.49 W/kg (body),,,Shatter proof glass,,Voice 66dB / Noise 64dB / Ring 70dB,Noise -87.0dB / Crosstalk -87.8dB,Contrast ratio: 996:1 (nominal),,"SGP311, SGP312",Yes,,,,,,,,,Yes,,,,,,,,,,,
sony,Sony Xperia Tablet Z LTE,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-tablet-z-new.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,,,"2013, February. Released 2013, May",Discontinued,266 x 172 x 6.9 mm (10.47 x 6.77 x 0.27 in),495 g (1.09 lb),Micro-SIM,"LED-backlit LCD, capacitive touchscreen, 16M colors","10.1 inches, 295.8 cm2 (~64.7% screen-to-body ratio)","1200 x 1920 pixels, 16:10 ratio (~224 ppi density)","Android 4.1.2 (Jelly Bean), upgradable to 5.1.1 (Lollipop)",Qualcomm APQ8064 Snapdragon S4 Pro,Quad-core 1.5 GHz Krait,Adreno 320,microSDXC (dedicated slot); microSDHC (SGP351),16GB 2GB RAM,"8.1 MP, AF","1080p@30fps, HDR",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - SGP351,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS","Stereo FM radio, RDS",microUSB 2.0 (MHL TV-out),"Accelerometer, gyro, compass",4 - SGP351,"Li-Po 6000 mAh, non-removable",Up to 1230 h (2G) / Up to 1270 h (3G),Up to 10 h (multimedia),"Black, White",1.69 W/kg (body),"HDR, panorama",2.2 MP,1080p@30fps,Up to 110 h,HSDPA 850 / 900 / 2100 - SGP321,"HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps",About 350 EUR,,,,,,,,3D surround sound,,Shatter proof glass,Photo / Video,Voice 66dB / Noise 64dB / Ring 70dB,Noise -87.0dB / Crosstalk -87.8dB,Contrast ratio: 996:1 (nominal),,"SGP321, SO-03E, SGP351",Yes,,,,"1, 3, 5, 7, 8, 20 - SGP321",,,,,Yes,,,,,,,,,,,
sony,Sony Xperia Z,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-z.jpg,GSM / HSPA / LTE,"GSM 850 / 900 / 1800 / 1900 - C6602, C6603",,,"2013, January. Released 2013, February",Discontinued,139 x 71 x 7.9 mm (5.47 x 2.80 x 0.31 in),146 g (5.15 oz),Micro-SIM,"TFT capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~69.8% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)","Android 4.1.2 (Jelly Bean), upgradable to 5.1.1 (Lollipop)",Qualcomm APQ8064 Snapdragon S4 Pro,Quad-core 1.5 GHz Krait,Adreno 320,microSDXC (dedicated slot),16GB 2GB RAM,"13.1 MP, f/2.4, AF","1080p@30fps, HDR",HSDPA 850 / 900 / 1700 / 1900 / 2100 - C6602,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS","Stereo FM radio, RDS","microUSB 2.0 (MHL TV-out), USB On-The-Go","Accelerometer, gyro, proximity, compass",IP57 dust/water resistant (up to 1m. and 30 mins),"Li-Ion 2330 mAh, non-removable",Up to 550 h (2G) / Up to 530 h (3G),Up to 11 h (2G) / Up to 14 h (3G),"Black, White, Purple",0.48 W/kg (head),"LED flash, HDR",2.2 MP,1080p@30fps,Up to 40 h,HSDPA 850 / 900 / 2100 - C6603,"HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps",About 270 EUR,,,,,,,1.05 W/kg (head)     0.56 W/kg (body),,,Shatter proof glass,Photo / Video,Voice 60dB / Noise 58dB / Ring 61dB,Noise -81.9dB / Crosstalk -81.3dB,Contrast ratio: 705:1 (nominal) / 2.462:1 (sunlight),Endurance rating 48h,"C6603, C6602, C6616, C6606",,,,,"1, 3, 5, 7, 8, 20 - C6603",,"Glass front, glass back, plastic frame",,,Yes,,,,,,,,,,,
sony,Sony Xperia ZL,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-zl.jpg,GSM / HSPA / LTE,"GSM 850 / 900 / 1800 / 1900  - C6502, C6503, C6506",,,"2013, January. Released 2013, March",Discontinued,131.6 x 69.3 x 9.8 mm (5.18 x 2.73 x 0.39 in),151 g (5.33 oz),Micro-SIM,"TFT capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~75.6% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)","Android 4.1.2 (Jelly Bean), upgradable to 5.1.1 (Lollipop)",Qualcomm APQ8064 Snapdragon S4 Pro,Quad-core 1.5 GHz Krait,Adreno 320,microSDXC (dedicated slot),16GB 2GB RAM,"13 MP, AF","1080p@30fps, HDR",HSDPA 850 / 900 / 2100  - C6503,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS","Stereo FM radio, RDS",microUSB 2.0 (MHL TV-out),"Accelerometer, gyro, proximity, compass, barometer (C6502 only)","1, 3, 5, 7, 8, 20 - C6503",Li-Ion 2370 mAh  battery,Up to 500 h (2G) / Up to 500 h (3G),Up to 10 h (2G) / Up to 13 h (3G),"Black, White, Red",0.63 W/kg (head),"LED flash, HDR",2 MP,1080p@30fps,Up to 40 h,"HSDPA 850 / 900 / 1700 / 1900 / 2100  - C6502, C6506","HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps",About 260 EUR,,,,,,,0.96 W/kg (head)     1.47 W/kg (body),,,Shatter proof glass,Photo / Video,Voice 74dB / Noise 66dB / Ring 82dB,Noise -88.2dB / Crosstalk -88.9dB,Contrast ratio: 1294:1 (nominal) / 2.352:1 (sunlight),Endurance rating 44h,"C6503, C65023, C6506, C6502",Yes,,,,"1, 2, 4, 5, 17 - C6506",,,,,Yes,,,,,,,,,,,
