Brand,Model Name,Model Image,Technology,2G bands,GPRS,EDGE,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Video,,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,_1,Type_1,Stand-by,Talk time,Colors,SAR EU,Features,Single_1,Video_1,Music play,3G bands,Speed,Price,Keyboard,Phonebook,Call records,Messaging,Games,Java,SAR,_1_1,Browser,Protection,Camera,Loudspeaker_1,Audio quality,Display,Battery life,Models,Infrared port,Alert types,Clock,Alarm,4G bands,5G bands,Build,Triple,Features_1,NFC,Charging,Performance,Quad,256GB 8GB RAM,128GB 4GB RAM,64GB 3GB RAM,128GB 6GB RAM,64GB 6GB RAM,Dual,64GB 4GB RAM,32GB 3GB RAM 
sony,Sony Xperia M2 Aqua,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-m2.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - all models,,,"2014, August. Released 2014, September",Discontinued,140 x 72 x 8.6 mm (5.51 x 2.83 x 0.34 in),149 g (5.26 oz),Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","4.8 inches, 63.5 cm2 (~63.0% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~229 ppi density)","Android 4.4.2 (KitKat), upgradable to 5.1.1 (Lollipop)",Qualcomm MSM8926-2 Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,microSDHC (dedicated slot),8GB 1GB RAM,"8 MP, f/2.4, AF","1080p@30fps, HDR",HSDPA 850 / 1700 / 1900 / 2100 - D2406,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, aptX, LE","Yes, with A-GPS, GLONASS","FM radio, RDS","microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass","2, 4, 7, 17 - D2406","Li-Ion 2300 mAh, non-removable",Up to 595 h (2G) / Up to 641 h (3G),Up to 11 h 23 min (2G) / Up to 12 h 11 min (3G),"Black, White, Copper",0.66 W/kg (head)     0.86 W/kg (body),"LED flash, HDR, panorama",VGA,480p,Up to 37 h 11 min,HSDPA 850 / 900 / 2100 - D2403,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",About 200 EUR,,,,,,,0.69 W/kg (head)     1.25 W/kg (body),ANT+,,Scratch-resistant glass,Photo / Video,,,,Endurance rating 71h,"D2403, D2406",,,,,"1, 3, 5, 7, 8, 20 - D2403",,,,,Yes,,,,,,,,,,,
sony,Sony Xperia Z3 Compact,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-z3-compact.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,,,"2014, September","Available. Released 2014, September",127.3 x 64.9 x 8.6 mm (5.01 x 2.56 x 0.34 in),129 g (4.55 oz),Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","4.6 inches, 58.3 cm2 (~70.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~319 ppi density)","Android 4.4.4 (KitKat), upgradable to 6.0 (Marshmallow)",Qualcomm MSM8974AC Snapdragon 801 (28 nm),Quad-core 2.5 GHz Krait 400,Adreno 330,microSDXC (dedicated slot),16GB 2GB RAM,"20.7 MP, f/2.0, 25mm (wide), 1/2.3"", 1.12µm, AF","4K@30fps,1080p@60fps, 720p@120fps, HDR",HSDPA 850 / 900 / 1900 / 2100 - D5833,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, LE, aptX","Yes, with A-GPS, GLONASS","Stereo FM radio, RDS","microUSB 2.0 (MHL TV-out), USB On-The-Go; magnetic connector","Accelerometer, gyro, proximity, compass, barometer","1, 3, 5, 7, 8, 28, 40 - D5833","Li-Ion 2600 mAh, non-removable",Up to 880 h (2G) / Up to 920 h (3G),Up to 12 h (2G) / Up to 14 h (3G),"Black, White, Green, Orange",0.69 W/kg (head)     0.90 W/kg (body),"LED flash, HDR, panorama","2.2 MP, f/2.8",1080p@30fps,Up to 110 h,HSDPA 850 / 900 / 1700 / 1900 / 2100 - D5803,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",About 300 EUR,,,,,,,0.95 W/kg (head)     1.10 W/kg (body),ANT+,,Shatter proof glass,Photo / Video,Voice 65dB / Noise 62dB / Ring 73dB,Noise -85.2dB / Crosstalk -85.3dB,"Contrast ratio: 942:1 (nominal), 2.616 (sunlight)",Endurance rating 101h,"D5803, D5833, SO-02G",,,,,"1, 2, 3, 4, 5, 7, 8, 13, 17, 20 - D5803",,"Glass front, glass back, plastic frame",,,Yes,Fast charging 18W Quick Charge 2.0,Basemark X: 12080,,,,,,,,,
sony,Sony Xperia C3 Dual,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-c3.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"2014, July. Released 2014, August",Discontinued,156.2 x 78.7 x 7.6 mm (6.15 x 3.10 x 0.30 in),149.7 g (5.29 oz),"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~67.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)","Android 4.4.2 (KitKat), upgradable to 5.1 (Lollipop)",Qualcomm MSM8926 Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,microSDHC (dedicated slot),8GB 1GB RAM,"8 MP, f/2.3, AF","1080p, HDR",eMMC 4.5,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS","FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",ANT+,"Li-Ion 2500 mAh, non-removable",Up to 1040 h (2G) / Up to 960 h (3G),Up to 11 h (2G) / Up to 25 h (3G),"Black, White, Mint",0.53 W/kg (head)     0.36 W/kg (body),"LED flash, panorama, HDR","5 MP, f/2.3",720p,Up to 65 h,HSDPA 850 / 900 / 1900 / 2100,HSPA 42.2/5.76 Mbps,About 250 EUR,,,,,,,0.91 W/kg (head)     0.84 W/kg (body),,,,Photo / Video,Voice 66dB / Noise 61dB / Ring 75dB,Noise -87.0dB / Crosstalk -89.0dB,"Contrast ratio: 1153:1 (nominal), 2.120 (sunlight)",Endurance rating 91h,D2502,,,,,,,,,LED flash,Yes,,Basemark OS II 2.0: 175,,,,,,,,,
sony,Sony Xperia C3,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-c3.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,,,"2014, July. Released 2014, August",Discontinued,156.2 x 78.7 x 7.6 mm (6.15 x 3.10 x 0.30 in),149.7 g (5.29 oz),Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~67.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)","Android 4.4.2 (KitKat), upgradable to 5.1 (Lollipop)",Qualcomm MSM8926 Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,microSDHC (dedicated slot),8GB 1GB RAM,"8 MP, f/2.3, AF","1080p, HDR",eMMC 4.5,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS","FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",ANT+,"Li-Ion 2500 mAh, non-removable",Up to 1040 h (2G) / Up to 1000 h (3G),Up to 11 h (2G) / Up to 25 h (3G),"Black, White, Mint",0.53 W/kg (head)     0.38 W/kg (body),"LED flash, panorama, HDR","5 MP, f/2.3",720p,Up to 67 h,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",About 190 EUR,,,,,,,0.91 W/kg (head)     1.24 W/kg (body),,,,,,,,,D2533,,,,,"1, 3, 7, 8, 28",,,,LED flash,Yes,,,,,,,,,,,
sony,Sony Xperia Z2a,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-z2a.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,,,"2014, June. Released 2014, July",Discontinued,137 x 72 x 11 mm (5.39 x 2.83 x 0.43 in),163 g (5.75 oz),Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~69.9% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",Android 4.4.2 (KitKat),Qualcomm MSM8974AB Snapdragon 801 (28 nm),Quad-core 2.3 GHz Krait 400,Adreno 330,microSDXC (dedicated slot),16GB 3GB RAM,"20.7 MP, 1/2.3"", AF","4K@30fps, 1080p@60fps, 720p@120fps, HDR",IP58 dust proof and water resistant over 1.5 meter and 30 minutes,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, aptX","Yes, with A-GPS, GLONASS","FM radio, RDS","microUSB 2.0 (MHL 3 TV-out), USB On-The-Go","Accelerometer, gyro, proximity, compass, barometer",Triluminos display X-Reality Engine,"Li-Ion 3000 mAh, non-removable",Up to 700 h (2G) / Up to 770 h (3G),Up to 13 h (2G) / Up to 19 h (3G),"Black, White, Turquoise",,"LED flash, HDR, panorama",VGA,720p@30fps,Up to 120 h,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",About 250 EUR,,,,,,,,ANT+,,Shatter proof glass,,,,,,D6563,,,,,"1, 2, 3, 5, 7, 8, 28",,,,,Yes,,,,,,,,,,,
sony,Sony Xperia T3,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-t3.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - all versions,,,"2014, June. Released 2014, July",Discontinued,150.7 x 77 x 7 mm (5.93 x 3.03 x 0.28 in),148 g (5.22 oz),Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.3 inches, 77.4 cm2 (~66.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~277 ppi density)",Android 4.4.2 (KitKat),"Qualcomm MSM8928-2 Snapdragon 400 (28 nm) (D5103,D5106)/ Qualcomm MSM8228 (D5102)",Quad-core 1.4 GHz Cortex-A7,Adreno 305,microSDHC (dedicated slot),8GB 1GB RAM,"8 MP, f/2.4, AF","1080p@30fps, HDR",HSDPA 850 / 900 / 1900 / 2100 - D5102,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, LE, aptX","Yes, with A-GPS, GLONASS","Stereo FM radio, RDS","microUSB 2.0, USB On-The-Go","Accelerometer, gyro, proximity, compass",HSDPA 850 / 1700 / 1900 / 2100 - D5106,"Li-Ion 2500 mAh, non-removable",Up to 639 h (2G) / Up to 688 h (3G),Up to 12 h 46 min (2G) / Up to 14 h 47 min (3G),"Black, White, Purple",0.36 W/kg (head),"LED flash, HDR, panorama",1.1 MP,720p@30fps,Up to 63 h,HSDPA 900 / 2100 - D5103,"HSPA 42.2/21.1(D5102)/5.76 Mbps, LTE Cat4 150/50 Mbps",About 200 EUR,,,,,,,0.48 W/kg (head)     0.97 W/kg (body),ANT+,,,Photo / Video,Voice 69dB / Noise 66dB / Ring 75dB,Noise -89.1dB / Crosstalk -46.5dB,"Contrast ratio: 963 (nominal), 2.609 (sunlight)",Endurance rating 75h,"D5103, D5102",,,,,"1, 3, 7, 8, 20 - D5103",,,,,Yes,,,,,,,,,,,
sony,Sony SmartWatch 3 SWR50,https://fdn2.gsmarena.com/vv/bigpic/sony-smartwatch-3-swr50.jpg,No cellular connectivity,N/A,No,No,"2014, February. Released 2014, October",Discontinued,51 x 36 x 10 mm (2.01 x 1.42 x 0.39 in),76 g (38 g body) (2.68 oz),No,"TFT capacitive touchscreen, 65K colors","1.6 inches, 8.3 cm2 (~45.0% screen-to-body ratio)","320 x 320 pixels, 1:1 ratio (~283 ppi density)",Android Wear OS,,Quad-core 1.2 GHz Cortex-A7,,No,4GB 512MB RAM,,,IP68 dust/water resistant (up to 1.5m for 30 mins),Yes,No,Wi-Fi 802.11 b/g,"4.0, A2DP",Yes,No,microUSB,"Accelerometer, gyro, compass",No,"Li-Po 420 mAh, non-removable",Up to 96 h (mixed usage),,"Leather Brown, Leather Black, Silver, Black, Yellow",,,,,,,,About 160 EUR,,,,,,,,MP3 player Voice dial/commands,,,,,,,,,,,,,,,"Glass front, stainless steel frame",,,Yes,,,,,,,,,,,
sony,Sony SmartWatch 2 SW2,https://fdn2.gsmarena.com/vv/bigpic/sony-smartwatch-2.jpg,No cellular connectivity,N/A,No,No,"2013, June. Released 2013, October",Discontinued,42 x 41 x 9 mm (1.65 x 1.61 x 0.35 in),122.5 g (4.34 oz),No,"TFT capacitive touchscreen, 65K colors","1.6 inches, 8.1 cm2 (~46.8% screen-to-body ratio)",220 x 176 pixels (~176 ppi density),Android OS compatible,,,,No,,,,IP57 dust/water resistant (up to 1m. and 30 mins) Compatible with standard 24mm straps,Yes,No,No,3.0,No,No,microUSB,Yes,Always-on display,"Li-Ion 225 mAh, removable",Up to 96 h (mixed usage),,"Leather Brown, Black, Silver",,,,,,,,About 80 EUR,,,,,,,,MP3 player Voice dial/commands,,,,,,,,,,,,,,,"Glass front, aluminum frame",,,Yes,,,,,,,,,,,
sony,Sony Xperia M2,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-m2.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - all models,,,"2014, February. Released 2014, May",Discontinued,139.7 x 71.1 x 8.6 mm (5.5 x 2.80 x 0.34 in),148 g (5.22 oz),Micro-SIM,"TFT capacitive touchscreen, 16M colors","4.8 inches, 63.5 cm2 (~63.9% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~229 ppi density)","Android 4.3 (Jelly Bean), upgradable to 5.1 (Lollipop)","Qualcomm MSM8926 Snapdragon 400 (28 nm) (D2303, D2306)Qualcomm MSM8226 Snapdragon 400 (28 nm) (D2305)",Quad-core 1.2 GHz Cortex-A7,Adreno 305,microSDHC (dedicated slot),8GB 1GB RAM,"8 MP, f/2.4, AF","1080p@30fps, HDR",HSDPA 850 / 1700 / 1900 / 2100 - D2306,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, aptX","Yes, with A-GPS, GLONASS","FM radio, RDS","microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass",HSDPA 850 / 900 / 1900 / 2100 - D2305,"Li-Ion 2300 mAh, non-removable",Up to 588 h (2G) / Up to 633 h (3G),Up to 13 h 25 min (2G) / Up to 14 h 36 min (3G),"Black, White, Purple",0.77 W/kg (head)     0.78 W/kg (body),"LED flash, HDR, panorama",VGA,480p,Up to 58 h 25 min,HSDPA 850 / 900 / 2100 - D2303,"HSPA 42.2(D2303, D2306)/21.1(D2305)/5.76 Mbps, LTE Cat4 150/50 Mbps",About 170 EUR,,,,,,,0.70 W/kg (head)     1.13 W/kg (body),ANT+,,Corning Gorilla Glass 3,Photo / Video,Voice 66dB / Noise 66dB / Ring 75dB,Noise -86.6dB / Crosstalk -88.1dB,"Contrast ratio: 1000:1 (nominal), 1.393 (sunlight)",Endurance rating 67h,"D2303, D2305, D2306",,,,,"1, 3, 5, 7, 8, 20 - D2303",,,,,Yes,,,,,,,,,,,
sony,Sony Xperia M2 dual,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-m2.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"2014, February. Released 2014, April",Discontinued,139.7 x 71.1 x 8.6 mm (5.5 x 2.80 x 0.34 in),148 g (5.22 oz),"Dual SIM (Micro-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","4.8 inches, 63.5 cm2 (~63.9% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~229 ppi density)","Android 4.3 (Jelly Bean), upgradable to 5.1 (Lollipop)",Qualcomm MSM8226-0 Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,microSDHC (dedicated slot),8GB 1GB RAM,"8 MP, AF","1080p@30fps, HDR",eMMC 4.5,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, aptX","Yes, with A-GPS, GLONASS","FM radio, RDS","microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass",ANT+,"Li-Ion 2300 mAh, non-removable",Up to 580 h (2G) / Up to 597 h (3G),Up to 11 h 14 min (2G) / Up to 12 h (3G),"Black, White, Purple",0.77 W/kg (head)     0.78 W/kg (body),"LED flash, HDR, panorama",VGA,480p,Up to 37 h,HSDPA 850 / 900 / 1900 / 2100,HSPA 21.1/5.76 Mbps,About 180 EUR,,,,,,,0.70 W/kg (head)     1.13 W/kg (body),,,Corning Gorilla Glass 3,,,,,,D2302,,,,,,,,,,Yes,,,,,,,,,,,
sony,Sony Xperia Z2 Tablet LTE,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-z2-tablet.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - all models,,,"2014, February. Released 2014, March",Discontinued,266 x 172 x 6.4 mm (10.47 x 6.77 x 0.25 in),439 g (15.49 oz),Micro-SIM,"TFT capacitive touchscreen, 16M colors","10.1 inches, 295.8 cm2 (~64.7% screen-to-body ratio)","1200 x 1920 pixels, 16:10 ratio (~224 ppi density)","Android 4.4.2 (KitKat), upgradable to 5.1.1 (Lollipop)",Qualcomm MSM8974AB Snapdragon 801 (28 nm),Quad-core 2.3 GHz Krait 400,Adreno 330,microSDXC (dedicated slot),16GB 3GB RAM,"8.1 MP, AF","1080p@30fps, 720p@30fps (HDR), stereo sound rec.","1, 2, 3, 4, 5, 7, 8 - SGP551","Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, aptX","Yes, with A-GPS, GLONASS","FM radio, RDS",microUSB 2.0 (MHL 3 TV-out); magnetic connector,"Accelerometer, gyro, compass",IP58 dust proof and water resistant over 1.5 meter and 30 minutes,"Li-Po 6000 mAh, non-removable",Up to 1240 h (2G) / Up to 1200 h (3G),Up to 13 h (multimedia),"Black, White (SGP521) / Black (SGP541, SGP551)",,"HDR, panorama",2.2 MP,1080p@30fps,Up to 188 h,"HSDPA 850 / 900 / 1700 / 1900 / 2100 - SGP541, SGP521, SGP551","HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps",About 350 EUR,,,,,,,,ANT+,,Shatter proof glass,Photo / Video,,,,,,Yes,,,,"1, 2, 3, 4, 5, 7, 8, 13, 17, 20 - SGP521",,,,,Yes,Fast charging 18W Quick Charge 2.0,,,,,,,,,,
sony,Sony Xperia Z2 Tablet Wi-Fi,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-z2-tablet.jpg,No cellular connectivity,N/A,No,No,"2014, February. Released 2014, March",Discontinued,266 x 172 x 6.4 mm (10.47 x 6.77 x 0.25 in),426 g (15.03 oz),No,"TFT capacitive touchscreen, 16M colors","10.1 inches, 295.8 cm2 (~64.7% screen-to-body ratio)","1200 x 1920 pixels, 16:10 ratio (~224 ppi density)","Android 4.4.2 (KitKat), upgradable to 6.0 (Marshmallow)",Qualcomm APQ8074AB Snapdragon 801 (28 nm),Quad-core 2.3 GHz Krait 400,Adreno 330,microSDXC (dedicated slot),"16GB 3GB RAM, 32GB 3GB RAM","8.1 MP, AF","1080p@30fps, 720p@30fps (HDR), stereo sound rec.",IP58 dust proof and water resistant over 1.5 meter and 30 minutes,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, aptX","Yes, with GLONASS","FM radio, RDS",microUSB 2.0 (MHL 3 TV-out); magnetic connector,"Accelerometer, gyro, compass",Triluminos display X-Reality Engine,"Li-Po 6000 mAh, non-removable",Up to 1420 h,Up to 13 h (multimedia),"Black, White",,"HDR, panorama",2.2 MP,1080p@30fps,Up to 200 h,,,About 380 EUR,,,,,,,,ANT+,,Shatter proof glass,,,,,,,Yes,,,,,,,,,Yes,Fast charging 18W Quick Charge 2.0,,,,,,,,,,
sony,Sony Xperia Z2,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-z2-new.jpg,GSM / HSPA / LTE,"GSM 850 / 900 / 1800 / 1900 - D6502, D6503, D6543",,,"2014, February","Available. Released 2014, April",146.8 x 73.3 x 8.2 mm (5.78 x 2.89 x 0.32 in),163 g (5.75 oz),Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~69.3% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)","Android 4.4.2 (KitKat), upgradable to 6.0 (Marshmallow)",Qualcomm MSM8974AB Snapdragon 801 (28 nm),Quad-core 2.3 GHz Krait 400,Adreno 330,microSDXC (dedicated slot),16GB 3GB RAM,"20.7 MP, f/2.0, 1/2.3"", 1.12µm, AF","4K@30fps, 1080p@60fps, 720p@120fps, HDR","1, 2, 3, 4, 5, 7, 8 - D6543","Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, aptX","Yes, with A-GPS, GLONASS","FM radio, RDS","microUSB 2.0 (MHL TV-out), USB On-The-Go; magnetic connector","Accelerometer, gyro, proximity, compass, barometer",IP58 dust proof and water resistant over 1.5 meter and 30 minutes,"Li-Ion 3200 mAh, non-removable",Up to 690 h (2G) / Up to 740 h (3G),Up to 15 h (2G) / Up to 19 h (3G),"Black, White, Purple",0.38 W/kg (head),"LED flash, HDR, panorama",2.2 MP,1080p@30fps,Up to 120 h,"HSDPA 850 / 900 / 1700 / 1900 / 2100 - D6502, D6503, D6543","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",About 260 EUR,,,,,,,1.34 W/kg (head)     0.82 W/kg (body),ANT+,,Shatter proof glass,Photo / Video,Voice 66dB / Noise 64dB / Ring 75dB,Noise -88.2dB / Crosstalk -88.9dB,"Contrast ratio: 1195 (nominal), 1.944 (sunlight)",Endurance rating 89h,"D6503, D6502, SO-03F, Xperia Z2",,,,,"1, 2, 3, 4, 5, 7, 8, 13, 17, 20 - D6503",,"Glass front, glass back, aluminum frame",,,Yes,Fast charging 18W Quick Charge 2.0 - Japan only,,,,,,,,,,
sony,Sony Xperia E1 dual,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-e1.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - all versions,,,"2014, January. Released 2014, March",Discontinued,118 x 62.4 x 12 mm (4.65 x 2.46 x 0.47 in),122 g (4.30 oz),"Dual SIM (Mini-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~61.8% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","Android 4.3 (Jelly Bean), upgradable to 4.4.2 (KitKat), Timescape UI",Qualcomm MSM8210 Snapdragon 200 (28 nm),Dual-core 1.2 GHz Cortex-A7,Adreno 302,microSDHC (dedicated slot),4GB 512MB RAM,3.15 MP,SVGA@20fps,HSDPA 900 / 2100 - D2105,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS","FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",eMMC 4.5,"Li-Ion 1750 mAh, removable",Up to 366 h (2G) / Up to 441 h (3G),Up to 8 h 13 min (2G) / Up to 8 h 41 min (3G),"Black, Purple, White",0.63 W/kg (head)     0.65 W/kg (body),"HDR, panorama",,,,HSDPA 850 / 1900 / 2100 - D2104/D2114,HSPA 21.1/5.76 Mbps,About 120 EUR,,,,,,,0.72 W/kg (head)     1.35 W/kg (body),No,,Scratch-resistant glass,,,,,,"D2105, D2104, D2114",,,,,,,,,,,,,,,,,,,,,
sony,Sony Xperia E1,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-e1.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - all versions,,,"2014, January. Released 2014, March",Discontinued,118 x 62.4 x 12 mm (4.65 x 2.46 x 0.47 in),120 g (4.23 oz),Mini-SIM,"TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~61.8% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","Android 4.3 (Jelly Bean), upgradable to 4.4.2 (KitKat), Timescape UI",Qualcomm MSM8210 Snapdragon 200 (28 nm),Dual-core 1.2 GHz Cortex-A7,Adreno 302,microSDHC (dedicated slot),4GB 512MB RAM,"3.15 MP, f/2.5",SVGA@20fps,HSDPA 900 / 2100 - D2005,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS","FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",eMMC 4.5,"Li-Ion 1700 mAh, removable",Up to 498 h (2G) / Up to 454 h (3G),Up to 8 h 13 min (2G) / Up to 8 h 41 min (3G),"Black, Purple, White",0.65 W/kg (head)     0.81 W/kg (body),"HDR, panorama",,,,HSDPA 850 / 1900 / 2100 - D2004,HSPA 21.1/5.76 Mbps,About 140 EUR,,,,,,,0.71 W/kg (head)     1.33 W/kg (body),No,,Scratch-resistant glass,Photo,Voice 63dB / Noise 65dB / Ring 75dB,Noise -83.3dB / Crosstalk -80.1dB,Contrast ratio: 1.372 (sunlight),Endurance rating 56h,"D2004, D2005",,,,,,,,,,,,,,,,,,,,,
sony,Sony Xperia T2 Ultra dual,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-t2-ultra-ss.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"2014, January","Available. Released 2014, March",165.2 x 83.8 x 7.7 mm (6.50 x 3.30 x 0.30 in),171.8 g (6.03 oz),"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm2 (~71.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~245 ppi density)","Android 4.3 (Jelly Bean), upgradable to 5.1.1 (Lollipop)",Qualcomm MSM8228 Snapdragon 400 (28 nm),Quad-core 1.4 GHz Cortex-A7,Adreno 305,microSDHC (dedicated slot),8GB 1GB RAM,"13 MP, AF","1080p@30fps, HDR",Triluminos display,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, aptX","Yes, with A-GPS, GLONASS","FM radio, RDS",microUSB 2.0 (MHL TV-out),"Accelerometer, gyro, proximity, compass",eMMC 4.5,"Li-Ion 3000 mAh, non-removable",Up to 1120 h (2G) / Up to 1093 h (3G),Up to 16 h (2G) / Up to 30 h (3G),"Black, White, Purple",0.49 W/kg (head)     0.82 W/kg (body),"LED flash, HDR",1.1 MP,720p@30fps,Up to 89 h,HSDPA 850 / 900 / 1900 / 2100 - SIM 1,HSPA 42.2/5.76 Mbps,About 280 EUR,,,,,,,1.22 W/kg (head)     1.10 W/kg (body),ANT+,,,,Voice 74dB / Noise 66dB / Ring 75dB,Noise -90.5dB / Crosstalk -92.2dB,"Contrast ratio: 1287 (nominal), 1.740 (sunlight)",,D5322,,,,,,,,,,Yes,,,,,,,,,,,
