Brand,Model Name,Model Image,Technology,2G bands,,3G bands,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,_1,OS,Chipset,CPU,GPU,Card slot,Internal,Quad,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,_1_1,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,Protection,Triple,Performance,Display,Camera,Loudspeaker_1,Battery life,128GB 6GB RAM,128GB 8GB RAM,256GB 12GB RAM,128GB 12GB RAM,Dual,Single_1,Audio quality,Dual_1,Triple_1,Stand-by,SAR,Talk time,Music play,Infrared port,GPRS,EDGE,SAR EU,Keyboard,Phonebook,Call records,Messaging,Games,Java,Browser
xolo,XOLO Q900,https://fdn2.gsmarena.com/vv/bigpic/xolo-q900.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA 42.2/11.5 Mbps,"2013, October. Released 2013, October",Discontinued,137 x 70 x 9.9 mm (5.39 x 2.76 x 0.39 in),138 g (4.87 oz),,Dual SIM,"TFT capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~63.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~312 ppi density)",,Android 4.2.2 (Jelly Bean),Mediatek MT6589 (28 nm),Quad-core 1.2 GHz Cortex-A7,PowerVR SGX544,microSDHC (dedicated slot),4GB 1GB RAM,,"LED flash, panorama, HDR",1080p@30fps,"8 MP, AF",,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Po 1800 mAh, removable",,White,,About 120 EUR,,,,,,,,,,,,,2 MP,,,,Up to 384 h (2G) / Up to 298 h (3G),,Up to 13 h (2G) / Up to 10 h (3G),,,,,0.51 W/kg (head)     0.40 W/kg (body),,,,,,,
xolo,XOLO A600,https://fdn2.gsmarena.com/vv/bigpic/xolo-a600.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA 21.1/5.76 Mbps,"2013, October. Released 2013, October",Discontinued,136 x 67 x 9 mm (5.35 x 2.64 x 0.35 in),-,,Dual SIM,IPS LCD capacitive touchscreen,"4.5 inches, 55.8 cm2 (~61.3% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)",,Android 4.2 (Jelly Bean),Mediatek MT6572W,Dual-core 1.3 GHz Cortex-A7,Mali-400,microSDHC (dedicated slot),4GB 512MB RAM,,"LED flash, panorama",720p@30fps,"5 MP, AF",,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot",3.0,"Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Po 1900 mAh, removable",,"Black, White",,About 80 EUR,,,,,,,,,,,,,VGA,,,,Up to 650 h (2G) / Up to 366 h (3G),,Up to 22 h (2G) / Up to 10 h (3G),,,,,0.82 W/kg (head)     0.74 W/kg (body),,,,,,,
xolo,XOLO A500L,https://fdn2.gsmarena.com/vv/bigpic/xolo-a500l.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA 21.1/5.76 Mbps,"2013, October. Released 2013, October",Discontinued,124.8 x 64.6 x 11.9 mm (4.91 x 2.54 x 0.47 in),-,,Dual SIM,TFT capacitive touchscreen,"4.0 inches, 45.5 cm2 (~56.5% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 4.2 (Jelly Bean),Mediatek MT6572W,Dual-core 1.3 GHz Cortex-A7,Mali-400,microSDHC (dedicated slot),4GB 512MB RAM,,"LED flash, panorama",Yes,3.15 MP,,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 1500 mAh, removable",,Black,,About 80 EUR,,,,,,,,,,,,,VGA,,,,Up to 681 h (2G) / Up to 556 h (3G),,Up to 13 h (2G) / Up to 7 h 30 min (3G),,,,,0.33 W/kg (head)     0.51 W/kg (body),,,,,,,
xolo,XOLO Q700i,https://fdn2.gsmarena.com/vv/bigpic/xolo-q700i.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA 21.1/11.5 Mbps,"2013, October. Released 2013, October",Discontinued,135.8 x 67.5 x 10.2 mm (5.35 x 2.66 x 0.40 in),151.3 g (5.33 oz),,Dual SIM (Mini-SIM),"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~60.9% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)",,Android 4.2 (Jelly Bean),Mediatek MT6589W-M,Quad-core 1.2 GHz Cortex-A7,PowerVR SGX544,microSDHC (dedicated slot),4GB 1GB RAM,,"LED flash, panorama, HDR",720p@30fps,"8 MP, AF",,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","3.0, A2DP","Yes, with A-GPS",,FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass","Li-Ion 2400 mAh, removable",,White,,About 120 EUR,,,,,,,,,,,,,2 MP,,,,Up to 378 h,,Up to 17 h 40 min (2G) / Up to 16 h 30 min (3G),,,,,0.76 W/kg (head)     0.65 W/kg (body),,,,,,,
xolo,XOLO Play Tab 7.0,https://fdn2.gsmarena.com/vv/bigpic/xolo-play-tab.jpg,No cellular connectivity,N/A,No,,,,,"2013, October. Released 2013, October",Discontinued,194.6 x 122.6 x 10.6 mm (7.66 x 4.83 x 0.42 in),338 g (11.92 oz),,No,"IPS LCD capacitive touchscreen, 16M colors","7.0 inches, 142.1 cm2 (~59.6% screen-to-body ratio)","1280 x 800 pixels, 16:10 ratio (~216 ppi density)",,Android 4.1 (Jelly Bean),Nvidia Tegra 3,Quad-core 1.2 GHz,,microSDHC (dedicated slot),8GB 1GB RAM,,,720p,2 MP,,,Yes,Yes,,"Wi-Fi 802.11 a/b/g/n, dual band","4.0, A2DP","Yes, with A-GPS",,No,microUSB 2.0,"Accelerometer, compass","Li-Ion 4000 mAh, non-removable",,Black,,About 110 EUR,,,,,,,,,,,,,,,,,Up to 330 h,,,,Yes,No,No,,,,,,,,
xolo,XOLO Tab,https://fdn2.gsmarena.com/vv/bigpic/xolo-tab-1.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,HSDPA 2100,,,HSPA 21.1/5.76 Mbps,"2013, September. Released 2013, September",Discontinued,214.2 x 154.9 x 11.3 mm (8.43 x 6.10 x 0.44 in),480 g (1.06 lb),,Yes,"IPS LCD capacitive touchscreen, 16M colors","8.0 inches, 198.2 cm2 (~59.7% screen-to-body ratio)","768 x 1024 pixels, 4:3 ratio (~160 ppi density)",,Android 4.1 (Jelly Bean),Qualcomm MSM8225Q Snapdragon S4 Play,Quad-core 1.2 GHz Cortex-A5,Adreno 203,microSDXC (dedicated slot),4GB 1GB RAM,,,Yes,2 MP,,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot",3.0,"Yes, with A-GPS",,FM radio,microUSB 2.0,Accelerometer,"Li-Ion 4000 mAh, non-removable",,White,,About 120 EUR,,,,,,,,,,,,,VGA,,,,Up to 360 h (2G) / Up to 360 h (3G),,Up to 16 h (2G) / Up to 12 h (3G),,Yes,,,,,,,,,,
xolo,XOLO Q1000s,https://fdn2.gsmarena.com/vv/bigpic/xolo-q1000s.jpg,GSM / HSPA,GSM 900 / 1800,,HSDPA 2100,,,HSPA 42.2/11.5 Mbps,"2013, August. Released 2013, August",Discontinued,147 x 72.1 x 7 mm (5.79 x 2.84 x 0.28 in),158 g (5.57 oz),,Mini-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~65.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Android 4.2 (Jelly Bean),Mediatek MT6589T (28 nm),Quad-core 1.5 GHz Cortex-A7,PowerVR SGX544MP2,No,16GB 1GB RAM,,"LED flash, panorama, HDR",1080p@30fps,"13 MP, AF",,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Po 2500 mAh, removable",,Black,,About 170 EUR,,,,,,,,,,,,,5 MP,,,,Up to 327 h,,Up to 22 h 30 min,,,,,0.80 W/kg (head)     0.85 W/kg (body),,,,,,,
xolo,XOLO A500S,https://fdn2.gsmarena.com/vv/bigpic/xolo-a500s.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA 21.1/5.76 Mbps,"2013, August. Released 2013, August",Discontinued,125 x 63.2 x 9 mm (4.92 x 2.49 x 0.35 in),120 g (4.23 oz),,"Dual SIM (Mini-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~57.6% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 4.2 (Jelly Bean),Mediatek MT6572W,Dual-core 1.3 GHz Cortex-A7,Mali-400,microSDHC (dedicated slot),4GB 512MB RAM,,LED flash,720p@30fps,5 MP,,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot",3.0,"Yes, with A-GPS",,FM Radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 1400 mAh, removable",,"Black, White, Red, Blue",,About 120 EUR,,,,,,,,,,,,,VGA,,,,Up to 492 h (2G) / Up to 470 h (3G),,Up to 10 h (2G) / Up to 8 h (3G),,,,,0.93 W/kg (head)     0.81 W/kg (body),,,,,,,
xolo,XOLO Play,https://fdn2.gsmarena.com/vv/bigpic/xolo-play.jpg,GSM / HSPA,GSM 900 / 1800,,HSDPA 900 / 2100,,,HSPA 21.1/5.76 Mbps,"2013, July. Released 2013, July",Discontinued,138.4 x 70 x 10.4 mm (5.45 x 2.76 x 0.41 in),167 g (5.89 oz),,Mini-SIM,"IPS LCD capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~62.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~312 ppi density)",,Android 4.1.1 (Jelly Bean),Nvidia Tegra 3,Quad-core 1.5 GHz,ULP GeForce,microSDHC (dedicated slot),4GB 1GB RAM,,LED flash,1080p@30fps,"8 MP, AF",,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot",3.0,"Yes, with A-GPS",,No,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 2000 mAh, removable",,Black,,About 170 EUR,,,,,,,,,,,,,2 MP,,,,Up to 227 h,,Up to 11 h,,,,,0.45 W/kg (head)     0.61 W/kg (body),,,,,,,
xolo,XOLO Q600,https://fdn2.gsmarena.com/vv/bigpic/lava-xolo-q600.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA 21.1/11.5 Mbps,"2013, July. Released 2013, July",Discontinued,133.5 x 67 x 11.9 mm (5.26 x 2.64 x 0.47 in),147.7 g (5.19 oz),,Dual SIM (Mini-SIM),TFT capacitive touchscreen,"4.5 inches, 55.8 cm2 (~62.4% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,Android 4.2 (Jelly Bean),Mediatek MT6589 (28 nm),Quad-core 1.2 GHz Cortex-A7,PowerVR SGX544,microSDHC (dedicated slot),4GB 512MB RAM,,"LED flash, HDR, panorama",720p@30fps,"5 MP, AF",,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot",3.0,"Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, compass","Li-Ion 2000 mAh, removable",,White,,About 120 EUR,,,,,,,,,,,,,VGA,,,,Up to 333 h (2G) / Up to 242 h (3G),,Up to 13 h 30 min (2G) / Up to 10 h (3G),,,,,0.77 W/kg (head)     0.87 W/kg (body),,,,,,,
xolo,XOLO X1000,https://fdn2.gsmarena.com/vv/bigpic/lava-x1000.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,HSDPA 850 / 900 / 1900 / 2100,,,HSPA 21.1/5.76 Mbps,"2013, March. Released 2013, March",Discontinued,133.9 x 67.6 x 9.1 mm (5.27 x 2.66 x 0.36 in),140 g (4.94 oz),,Mini-SIM,"TFT capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~67.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~312 ppi density)",,"Android 4.0.4 (Ice Cream Sandwich), upgradable to 4.1 (Jelly Bean)",Intel Atom Z2480,2 GHz,PowerVR SGX540,microSDHC (dedicated slot),8GB 1GB RAM,,LED flash,1080p@30fps,"8 MP, AF",,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","2.1, A2DP, EDR","Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, gyro, proximity, compass","Li-Ion 1900 mAh, removable",,Black,,About 170 EUR,,,,,,,,,,,,,1.3 MP,,,,Up to 336 h,,Up to 9 h 30 min,,,,,1.30 W/kg (head)     1.22 W/kg (body),,,,,,,
xolo,XOLO X910,https://fdn2.gsmarena.com/vv/bigpic/lava-x910.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 850 / 900 / 1900 / 2100,,,HSPA 21.1/11.5 Mbps,"2013, May. Released 2013, May",Discontinued,126 x 64.7 x 10 mm (4.96 x 2.55 x 0.39 in),150 g (5.29 oz),,Dual SIM (Mini-SIM),"IPS LCD capacitive touchscreen, 16M colors","4.3 inches, 51.0 cm2 (~62.5% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~256 ppi density)",,Android 4.0.4 (Ice Cream Sandwich),Intel Atom Z2460,1.6 GHz,PowerVR SGX540,microSDHC (dedicated slot),4GB 1GB RAM,,LED flash,1080p@30fps,"5 MP, AF",,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot",2.1,"Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 2000 mAh, removable",,"White, Black",,About 140 EUR,,,,,,,,,,,,,VGA,,,,,,,,,,,,,,,,,,
xolo,XOLO X500,https://fdn2.gsmarena.com/vv/bigpic/lava-x500.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,No,HSDPA 850 / 900 / 1900 / 2100,,,HSPA 21.1/5.76 Mbps,"2013, January. Released 2013, January",Discontinued,110.5 x 61 x 12.6 mm (4.35 x 2.40 x 0.50 in),132 g (4.66 oz),,Dual SIM (Mini-SIM),"IPS LCD capacitive touchscreen, 16M colors","3.5 inches, 36.5 cm2 (~54.1% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Android 4.0 (Ice Cream Sandwich),Intel Atom Z2420,1.2 GHz,PowerVR SGX540,microSDHC (dedicated slot),4GB 512MB RAM,,LED flash,1080p@30fps,"5 MP, AF",,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot",2.1,"Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 1500 mAh, removable",,Black,,About 100 EUR,,,,,,,,,,,,,,,,,Up to 405 h (2G) / Up to 383 h (3G),,Up to 10 h (2G) / Up to 9 h 40 min (3G),,,,,,,,,,,,
xolo,XOLO Q1000,https://fdn2.gsmarena.com/vv/bigpic/lava-q1000.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,HSDPA 900 / 2100,,,HSPA 42.2/11.5 Mbps,"2013, May. Released 2013, May",Discontinued,143.5 x 70.8 x 8.8 mm (5.65 x 2.79 x 0.35 in),171.1 g (6.03 oz),,Dual SIM (Mini-SIM),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,"Android 4.2 (Jelly Bean), upgradable to 4.4.2 (KitKat)",Mediatek MT6589 (28 nm),Quad-core 1.2 GHz Cortex-A7,PowerVR SGX544,microSDHC (dedicated slot),4GB 1GB RAM,,LED flash,1080p@30fps,"8 MP, AF",,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,FM radio,2.0,"Accelerometer, proximity","Li-Ion 2100 mAh, removable",,"Black, White",,About 150 EUR,,,,,,,,,,,,,1.2 MP,,,,Up to 350 h (2G) / Up to 346 h (3G),,Up to 14 h (2G) / Up to 10 h 30 min (3G),,,,,0.80 W/kg (head)     0.67 W/kg (body),,,,,,,
xolo,XOLO Q800,https://fdn2.gsmarena.com/vv/bigpic/lava-q800.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 900 / 2100,,,HSPA 21.1/5.76 Mbps,"2013, February. Released 2013, February",Discontinued,135.5 x 67 x 9.6 mm (5.33 x 2.64 x 0.38 in),143.5 g (5.04 oz),,Dual SIM (Mini-SIM),"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~61.5% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)",,Android 4.1.2 (Jelly Bean),Mediatek MT6589M (28 nm),Quad-core 1.2 GHz Cortex-A7,PowerVR SGX544,microSDHC (dedicated slot),4GB 1GB RAM,,LED flash,Yes,"8 MP, AF",,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,"FM radio, recording",microUSB 2.0,"Accelerometer, gyro, proximity, compass","Li-Ion 2100 mAh, removable",,"Black, White",,About 130 EUR,,,,,,,,,,,,,1 MP,,,,Up to 360 h (2G) / Up to 360 h (3G),,Up to 16 h (2G) / Up to 10 h (3G),,,,,0.65 W/kg (head)     0.95 W/kg (body),,,,,,,
xolo,XOLO Q700,https://fdn2.gsmarena.com/vv/bigpic/lava-q700.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA 21.1/11.5 Mbps,"2013, May. Released 2013, May",Discontinued,135.8 x 67.5 x 10.2 mm (5.35 x 2.66 x 0.40 in),151.3 g (5.33 oz),,Dual SIM (Mini-SIM),"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~60.9% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)",,Android 4.2 (Jelly Bean),Mediatek MT6589W-M,Quad-core 1.2 GHz Cortex-A7,PowerVR SGX544,microSDHC (dedicated slot),4GB 1GB RAM,,"LED flash, HDR, panorama",720p@30fps,"5 MP, AF",,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",3.0,"Yes, with A-GPS",,FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, compass","Li-Ion 2400 mAh, removable",,"Coffee Brown, Blue, Black",,About 100 EUR,,,,,,,,,,,,,VGA,,,,Up to 380 h,,Up to 17 h (2G) / Up to 16 h (3G),,,,,0.86 W/kg (head)     0.55 W/kg (body),,,,,,,
