Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,,Dual,Features,Video,Single,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Type_1,Colors,Price,Build,Dual_1,Features_1,Charging,GPRS,EDGE,Phonebook,Call records,_1,Alert types,Messaging,Browser,Clock,Alarm,Games,Java,_1_1,Stand-by,Talk time,Protection,NFC,Single_1,Models,SAR EU,Music play,Infrared port,Languages,Keyboard,SAR,5G bands,Quad,128GB 6GB RAM,Triple,Performance,Display,Camera,Loudspeaker_1,Audio quality,Battery life 
htc,HTC One SC,https://fdn2.gsmarena.com/vv/bigpic/htc-one-sc.jpg,GSM / CDMA / EVDO,CDMA 800 / 1900,CDMA2000 1xEV-DO,,EV-DO Rev.A 3.1 Mbps,"2012, August. Released 2012, Q4",Discontinued,128 x 66.9 x 8.9 mm (5.04 x 2.63 x 0.35 in),116 g (4.09 oz),Mini-SIM,"Super LCD2 capacitive touchscreen, 16M colors","4.3 inches, 52.6 cm2 (~61.5% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~217 ppi density)","Android 4.0 (Ice Cream Sandwich), Sense UI",,Dual-core 1.0 GHz,,microSDHC (dedicated slot),4GB 1GB RAM,GSM 900 / 1800 / 1900,,LED flash,720p,"5 MP, AF",,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP, aptX","Yes, with A-GPS",No,microUSB 2.0,"Accelerometer, proximity",Removable Li-Ion 1800 mAh battery,"Black, White, Orange",About 220 EUR,,,,,,,,,No,,,,,,,,MP4/H.264/WMV player MP3/eAAC+/WMA/WAV player Document viewer Voice memo/dial Predictive text input,,,,,,,,,,,,,,,,,,,,,,
htc,HTC Desire X,https://fdn2.gsmarena.com/vv/bigpic/htc-desire-x-ofic.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 900 / 2100,,HSPA 7.2/5.76 Mbps,"2012, August. Released 2012, October",Discontinued,118.5 x 62.3 x 9.3 mm (4.67 x 2.45 x 0.37 in),114 g (4.02 oz),"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)","Super LCD capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~61.7% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","Android 4.0 (Ice Cream Sandwich), upgradable to 4.1.1 (Jelly Bean), Sense UI 4",Qualcomm MSM8225 Snapdragon S4 Play,Dual-core 1.0 GHz Cortex-A5,Adreno 203,microSDHC (dedicated slot),4GB 768MB RAM,HSDPA 850 / 2100,,LED flash,480p@30fps,"5 MP, AF",,Yes,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","4.0, A2DP, aptX","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity",Removable Li-Ion 1650 mAh battery,"White/Black, Prussian Blue",About 190 EUR,,,,,,,,,No,,,,,,,,Dropbox (25 GB cloud storage) MP4/H.264/WMV player MP3/eAAC+/WMA/WAV player Organizer Document viewer Photo viewer/editor Voice memo/dial Predictive text input,Up to 833 h (2G) / Up to 750 h (3G),Up to 20 h (2G) / Up to 10 h (3G),,,,,,,,,,1.11 W/kg (head)     0.63 W/kg (body),,,,,,Contrast ratio: 1275:1 (nominal) / 1.878:1 (sunlight),Photo,Voice 63dB / Noise 61dB / Ring 69dB,Noise -81.0dB / Crosstalk -80.0dB,Endurance rating 42h
htc,HTC Desire VT,https://fdn2.gsmarena.com/vv/bigpic/htc-desire-vt.jpg,GSM / HSPA,GSM 900 / 1800 / 1900,HSDPA 1900 / 2100 / TD-SCDMA,,HSPA,"2012, June. Released 2012, August",Discontinued,119.5 x 62.2 x 9.6 mm (4.70 x 2.45 x 0.38 in),118 g (4.16 oz),Mini-SIM,"Capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~61.3% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","Android 4.0 (Ice Cream Sandwich), Sense UI 4",Qualcomm MSM7227A Snapdragon S1,1.0 GHz Cortex-A5,Adreno 200,microSDHC (dedicated slot),4GB 512MB RAM,No,,LED flash,720p,"5 MP, AF",,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot, DLNA","4.0, A2DP, aptX","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity",Removable Li-Ion 1650 mAh battery,"Black, White",About 200 EUR,,,,,,,,,Beats Audio,,,,,,,,MP4/H.264/WMV player MP3/eAAC+/WMA/WAV player Organizer Document viewer Voice memo/dial Predictive text input,,,,,,,,,,,,,,,,,,,,,,
htc,HTC Desire XC,https://fdn2.gsmarena.com/vv/bigpic/htc-desire-xc.jpg,GSM / CDMA / EVDO,CDMA 800 / 1900 - SIM 1,CDMA2000 1xEV-DO - SIM 1,,EV-DO Rev.A 3.1 Mbps,"2013, July. Released 2013, July",Discontinued,119.5 x 62.3 x 9.4 mm (4.70 x 2.45 x 0.37 in),107 g (3.77 oz),"Dual SIM (Mini-SIM, dual stand-by)",TFT capacitive touchscreen,"4.0 inches, 45.5 cm2 (~61.2% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 4.0 (Ice Cream Sandwich),,Dual-core 1.0 GHz,,microSDHC (dedicated slot),4GB 768MB RAM,GSM 900 / 1800 / 1900 - SIM 2,,LED flash,480p@30fps,"5 MP, AF",,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, aptX","Yes, with A-GPS",No,microUSB 2.0,"Accelerometer, proximity","Li-Ion 1650 mAh, removable",Black/White,About 180 EUR,,,,,,,,,No,,,,,,,,Beats Audio,,,,,,,,,,,,1.49 W/kg (head)     0.64 W/kg (body),,,,,,,,,,
htc,HTC Desire VC,https://fdn2.gsmarena.com/vv/bigpic/htc-desire-vc.jpg,GSM / CDMA / EVDO,GSM 900 / 1800 / 1900,CDMA2000 1xEV-DO,,EV-DO Rev.A 3.1 Mbps,"2012, June. Released 2012, July",Discontinued,119.5 x 62.3 x 9.5 mm (4.70 x 2.45 x 0.37 in),119 g (4.20 oz),"Dual SIM (Mini-SIM, dual stand-by)","Capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~61.2% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","Android 4.0 (Ice Cream Sandwich), Sense UI 4",Qualcomm MSM7227A Snapdragon S1,1.0 GHz Cortex-A5,Adreno 200,microSDHC (dedicated slot),4GB 512MB RAM,CDMA 800 / 1900,,LED flash,Yes,"5 MP, AF",,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot, DLNA","3.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity",Removable Li-Ion 1650 mAh battery,"Black, White",About 150 EUR,,,,,,,,,No,,,,,,,,MP4/H.264/WMV player MP3/eAAC+/WMA/WAV player Organizer Document viewer Voice memo/dial Predictive text input,,,,,,,,,,,,,,,,,,,,,,
htc,HTC Desire V,https://fdn2.gsmarena.com/vv/bigpic/htc-desire-v.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 - SIM 1 only,,HSPA 7.2/5.76 Mbps,"2012, June. Released 2012, June",Discontinued,118.5 x 62.3 x 9.3 mm (4.67 x 2.45 x 0.37 in),114 g (4.02 oz),"Dual SIM (Mini-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~61.7% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","Android 4.0 (Ice Cream Sandwich), Sense UI 4",Qualcomm MSM7227A Snapdragon S1,1.0 GHz Cortex-A5,Adreno 200,microSDHC (dedicated slot),4GB 512MB RAM,No,,LED flash,w480p@21fps,"5 MP, AF",,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, aptX","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity",Removable Li-Ion 1650 mAh battery,"Black, White",About 160 EUR,,,,,,,,,Beats Audio,,,,,,,,Dropbox (25 GB cloud storage) DivX/XviD/MP4/H.264/WMV player MP3/eAAC+/WMA/WAV player Organizer Document editor Voice memo/dial Predictive text input,,,,,,,,,,,,0.55 W/kg (head)     0.43 W/kg (body),,,,,,,Photo,,,
htc,HTC Desire C,https://fdn2.gsmarena.com/vv/bigpic/htc-desire-c1.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 14.4/5.76 Mbps,"2012, May. Released 2012, June",Discontinued,107.2 x 60.6 x 12.3 mm (4.22 x 2.39 x 0.48 in),100 g (3.53 oz),Mini-SIM,"Capacitive touchscreen, 16M colors","3.5 inches, 36.5 cm2 (~56.1% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)","Android 4.0 (Ice Cream Sandwich), not upgradable to 4.1 (Jelly Bean), Sense UI 4",Qualcomm MSM7225A Snapdragon S1,600 MHz Cortex-A5,Adreno 200,microSDHC (dedicated slot),4GB 512MB RAM,No,,,Yes,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","3.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity",Removable Li-Ion 1230 mAh battery,"Polar White, Stealth Black, Flamenco Red",About 120 EUR,,,,,,,,,Beats Audio,,,,,,,,DivX/XviD/MP4/H.264/WMV player Dropbox (25 GB cloud storage) MP3/eAAC+/WMA/WAV player Organizer Document viewer/editor Voice memo/dial Predictive text input,,,,Optional,,,,,,,,0.75 W/kg (head)     0.64 W/kg (body),,,,,,Contrast ratio: 723 (nominal) / 1.300:1 (sunlight),Photo,Voice 64dB / Noise 64dB / Ring 72dB,Noise -87.3dB / Crosstalk -84.5dB,
htc,HTC J,https://fdn2.gsmarena.com/vv/bigpic/htc-j.jpg,GSM / CDMA / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 2100,,HSPA,"2012, April. Released 2012, August",Discontinued,131.5 x 66 x 9.5 mm (5.18 x 2.60 x 0.37 in),137 g (4.83 oz),Mini-SIM,"AMOLED capacitive touchscreen, 16M colors","4.3 inches, 51.0 cm2 (~58.7% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~256 ppi density)","Android 4.0.4 (Ice Cream Sandwich), Sense UI 4",,Dual-core 1.5 GHz,,microSDHC (dedicated slot),16GB 1GB RAM,CDMA 800,,LED flash,1080p@30fps,"8 MP, AF",720p,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, hotspot; WiMAX 802.16 e","4.0, A2DP","Yes, with A-GPS",No,microUSB 2.0,"Accelerometer, gyro, proximity, compass",Removable Li-Ion 1810 mAh battery,"Black, white, red",About 220 EUR,,,,,,,,,MP3/AAC+/WAV/WMA player MP4/H.264/WMV player Organizer Document viewer Photo viewer/editor Voice memo/dial/commands Predictive text input,,,,,,,,,,,,,1.3 MP,,,,,,,,,,,,,,,,,
htc,HTC DROID Incredible 4G LTE,https://fdn2.gsmarena.com/vv/bigpic/htc-droid-incredible-4g-lte.jpg,CDMA / HSPA / EVDO / LTE,CDMA 800 / 1900,CDMA2000 1xEV-DO,13 - Verizon,"HSPA, LTE, EV-DO Rev. A 3.1 Mbps","2012, May. Released 2012, July",Discontinued,121.9 x 61 x 11.7 mm (4.80 x 2.40 x 0.46 in),132 g (4.66 oz),Mini-SIM,"S-LCD capacitive touchscreen, 16M colors","4.0 inches, 44.1 cm2 (~59.3% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~275 ppi density)","Android 4.0.3 (Ice Cream Sandwich), Sense UI 4",Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.2 GHz Krait,Adreno 225,microSDHC (dedicated slot),8GB 1GB RAM,HSDPA 850 / 1900,,LED flash,"1080p@30fps, stereo sound rec.","8 MP, AF",720p,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP","Yes, with A-GPS",No,microUSB 2.0 (MHL TV-out),"Accelerometer, gyro, proximity, compass",Non-removable Li-Ion 1700 mAh battery,Black,About 270 EUR,,,,,,,,,DivX/XviD/MP4/H.264/WMV player MP3/eAAC+/WMA/WAV player Document viewer/editor Voice memo/dial/commands Predictive text input,,,,,,,,,,,Corning Gorilla Glass,Yes,1.3 MP,,,,,,,,,,,,,,,,Noise -83.0dB / Crosstalk -82.5dB,Endurance rating 42h
htc,HTC Evo 4G LTE,https://fdn2.gsmarena.com/vv/bigpic/htc-evo-4g-lte-sprint.jpg,CDMA / EVDO / LTE,CDMA 800 / 1900,CDMA2000 1xEV-DO,25,"LTE Cat3 100/50 Mbps, EV-DO Rev.A 3.1 Mbps","2012, April. Released 2012, May",Discontinued,134.8 x 68.9 x 8.9 mm (5.31 x 2.71 x 0.35 in),134 g (4.73 oz),Mini-SIM,"Super IPS LCD2 capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~65.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~312 ppi density)","Android 4.0.3 (Ice Cream Sandwich), Sense UI 4",Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.5 GHz Krait,Adreno 225,microSDHC (dedicated slot),16GB 1GB RAM,Built-in kickstand,,LED flash,"1080p@30fps, stereo sound rec.","8 MP, AF",720p,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0 (MHL TV-out),"Accelerometer, gyro, proximity, compass",Non-removable Li-Ion 2000 mAh battery,"Gray, White",About 180 EUR,,,,,,,,,MP4/DivX/Xvid/H.264/WMV player MP3/eAAC+/WMA/WAV player Document editor Voice memo/dial/commands Predictive text input,,,,,,,,,,Up to 7 h 30 min,Corning Gorilla Glass,Yes,1.3 MP,,,,,,,0.72 W/kg (head)     1.29 W/kg (body),,,,,,,,,,
htc,HTC One XC,https://fdn2.gsmarena.com/vv/bigpic/htc-one-xc.jpg,GSM / CDMA / EVDO,CDMA 800 / 1900,CDMA2000 1xEV-DO,,EV-DO Rev.A 3.1 Mbps,"2012, June. Released 2012, August",Discontinued,134.8 x 69 x 9.5 mm (5.31 x 2.72 x 0.37 in),138.5 g (4.87 oz),Mini-SIM,"Capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~65.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~312 ppi density)","Android 4.0 (Ice Cream Sandwich), Sense UI",,Dual-core 1.5 GHz,,No,16GB 1GB RAM,GSM 900 / 1800 / 1900,,LED flash,"1080p@24fps, stereo sound rec.","8 MP, AF",720p,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",Yes,"Yes, with A-GPS",FM radio,microUSB 2.0 (MHL TV-out),"Accelerometer, gyro, proximity, compass",Removable Li-Ion 2000 mAh battery,Black,About 200 EUR,,,,,,,,,MP4/H.264/WMV player MP3/eAAC+/WMA/WAV player Document viewer Voice memo/dial/commands Predictive text input,,,,,,,,,,,,,1.3 MP,,,,,,,,,,,,,,,,,
htc,HTC One X,https://fdn2.gsmarena.com/vv/bigpic/htc-one-x-global.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,,HSPA 21.1/5.76 Mbps,"2012, February. Released 2012, May",Discontinued,134.4 x 69.9 x 8.9 mm (5.29 x 2.75 x 0.35 in),130 g (4.59 oz),Micro-SIM,"Super IPS LCD2 capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~64.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~312 ppi density)","Android 4.0 (Ice Cream Sandwich), upgradable to 4.1.1 (Jelly Bean), Sense UI",Nvidia Tegra 3,Quad-core 1.5 GHz,ULP GeForce,No,"16/32GB (26GB user available), 1GB RAM",TD-SCDMA - HTC One XT,,LED flash,"1080p@24fps, stereo sound rec.","8 MP, AF",720p,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, aptX","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0 (MHL TV-out),"Accelerometer, gyro, proximity, compass",Non-removable Li-Po 1800 mAh battery,"Gray, White",About 170 EUR,,,,,,,,,,,,,,,,,,,,Corning Gorilla Glass,Yes,1.3 MP,One X,,,,,,0.68 W/kg (head)     0.70 W/kg (body),,,,,,Contrast ratio: 1410:1 (nominal) / 2.158:1 (sunlight),Photo / Video,Voice 65dB / Noise 66dB / Ring 75dB,Noise -82.1dB / Crosstalk -80.7dB,Endurance rating 37h
htc,HTC One X AT&T,https://fdn2.gsmarena.com/vv/bigpic/htc-one-x-ofic.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1900 / 2100,"4, 17","HSPA 21.1/5.76 Mbps, LTE Cat3 100/50 Mbps","2012, February. Released 2012, May",Discontinued,134.8 x 69.9 x 8.9 mm (5.31 x 2.75 x 0.35 in),129 g (4.55 oz),Mini-SIM,"Super IPS LCD2 capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~64.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~312 ppi density)","Android 4.0 (Ice Cream Sandwich), upgradable to 4.1 (Jelly Bean), Sense UI",Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.5 GHz Krait,Adreno 225,No,16GB 1GB RAM,MP4/H.264/WMV player MP3/eAAC+/WMA/WAV player Document viewer/editor Voice memo/dial/commands Predictive text input,,LED flash,"1080p@30fps, stereo sound rec.","8 MP, AF",720p,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, aptX","Yes, with A-GPS",No,microUSB 2.0 (MHL TV-out),"Accelerometer, gyro, proximity, compass",Non-removable Li-Po 1800 mAh battery,"Gray, White",About 190 EUR,,,,,,,,,,,,,,,,,,Up to 300 h,Up to 8 h 30 min,Corning Gorilla Glass,Yes,1.3 MP,,,,,,,0.60 W/kg (head)     1.29 W/kg (body),,,,,,,,,,
htc,HTC One XL,https://fdn2.gsmarena.com/vv/bigpic/htc-one-xl-global.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,"3, 7","HSPA 21.1/5.76 Mbps, LTE Cat3 100/50 Mbps","2012, February. Released 2012, May",Discontinued,134.8 x 69.9 x 8.9 mm (5.31 x 2.75 x 0.35 in),129 g (4.55 oz),Micro-SIM,"Super IPS LCD2 capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~64.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~312 ppi density)","Android 4.0 (Ice Cream Sandwich), upgradable to 4.1 (Jelly Bean), Sense UI",Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.5 GHz Krait,Adreno 225,No,32GB 1GB RAM,MP4/H.264/WMV player MP3/eAAC+/WMA/WAV player Document viewer/editor Voice memo/dial/commands Predictive text input,,LED flash,"1080p@30fps, stereo sound rec.","8 MP, AF",720p,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, aptX","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0 (MHL TV-out),"Accelerometer, gyro, proximity, compass",Non-removable Li-Po 1800 mAh battery,"Gray, White",About 180 EUR,,,,,,,,,,,,,,,,,,,,Corning Gorilla Glass,Yes,1.3 MP,,,,,,,0.60 W/kg (head)     1.29 W/kg (body),,,,,,,,,,
htc,HTC One S C2,https://fdn2.gsmarena.com/vv/bigpic/htc-one-s-new.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 2100,,HSPA,"2012, May. Released 2012, June",Discontinued,130.9 x 65 x 7.8 mm (5.15 x 2.56 x 0.31 in),119.5 g (4.20 oz),Micro-SIM,"Super AMOLED capacitive touchscreen, 16M colors","4.3 inches, 51.0 cm2 (~59.9% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~256 ppi density)","Android 4.0 (Ice Cream Sandwich), upgradable to 4.1 (Jelly Bean), Sense UI",Qualcomm MSM8260 Snapdragon S3,Dual-core 1.7 GHz Scorpion,Adreno 220,No,16GB 1GB RAM,MP4/H.264/WMV player MP3/eAAC+/WMA/WAV player Document viewer Voice memo/dial Predictive text input,,LED flash,"1080p@30fps, stereo sound rec.","8 MP, AF",,Yes,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","4.0, A2DP, aptX","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0 (MHL TV-out),"Accelerometer, gyro, proximity, compass",Non-removable Li-Po 1650 mAh battery,Black,About 180 EUR,,,,,,,,,,,,,,,,,,,,Corning Gorilla Glass,,VGA,,0.69 W/kg (head),,,,,,,,,,,Contrast ratio: Infinite (nominal) / 2.901:1 (sunlight),,Voice 65dB / Noise 64dB / Ring 76dB,Noise -91.0dB / Crosstalk -92.6dB,Endurance rating 35h
htc,HTC One S,https://fdn2.gsmarena.com/vv/bigpic/htc-one-s-new.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 2100,,HSPA 42.2/5.76 Mbps,"2012, February. Released 2012, April",Discontinued,130.9 x 65 x 7.8 mm (5.15 x 2.56 x 0.31 in),119.5 g (4.20 oz),Micro-SIM,"Super AMOLED capacitive touchscreen, 16M colors","4.3 inches, 51.0 cm2 (~59.9% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~256 ppi density)","Android 4.0 (Ice Cream Sandwich), upgradable to 4.1.1 (Jelly Bean), Sense UI",Qualcomm MSM8290,Dual-core 1.5 GHz Krait,Adreno 225,No,16GB 1GB RAM,HSDPA 850 / 1700 / 1900 / 2100  - for T-Mobile,,LED flash,"1080p@30fps, stereo sound rec.","8 MP, AF",,Yes,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","4.0, A2DP, aptX","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0 (MHL TV-out),"Accelerometer, gyro, proximity, compass",Non-removable Li-Po 1650 mAh battery,Black,About 220 EUR,,,,,,,,,MP4/H.264/WMV player MP3/eAAC+/WMA/WAV player Document viewer Voice memo/dial Predictive text input,,,,,,,,,Up to 317 h,Up to 10 h 30 min,Corning Gorilla Glass,,VGA,,,,,,,1.00 W/kg (head)     0.81 W/kg (body),,,,,,Contrast ratio: Infinite (nominal) / 2.901:1 (sunlight),Photo / Video,Voice 65dB / Noise 64dB / Ring 76dB,Noise -91.0dB / Crosstalk -92.6dB,Endurance rating 35h
htc,HTC One V,https://fdn2.gsmarena.com/vv/bigpic/htc-one-v.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 2100,,HSPA,"2012, February. Released 2012, April",Discontinued,120.3 x 59.7 x 9.2 mm (4.74 x 2.35 x 0.36 in),115 g (4.06 oz),Mini-SIM,"Super LCD2 capacitive touchscreen, 16M colors","3.7 inches, 39.0 cm2 (~54.3% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~252 ppi density)","Android 4.0.3 (Ice Cream Sandwich), not upgradable to 4.1 (Jelly Bean), Sense UI 4",Qualcomm MSM8255 Snapdragon S2,1.0 GHz Scorpion,Adreno 205,microSDHC (dedicated slot),"4GB (1GB user available), 512MB RAM",No,,LED flash,720p,"5 MP, AF",,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP, aptX","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity",Non-removable Li-Ion 1500 mAh battery,"Black, Brown",About 130 EUR,,,,,,,,,Beats Audio,,,,,,,,DivX/XviD/MP4/H.264/WMV player MP3/eAAC+/WMA/WAV player Document editor Voice memo/dial Predictive text input,,,,,,,0.87 W/kg (head),,,,,0.87 W/kg (head)     0.77 W/kg (body),,,,,,Contrast ratio: 1053:1 (nominal) / 1.685:1 (sunlight),Photo / Video,Voice 66dB / Noise 65dB / Ring 67dB,Noise -81.7dB / Crosstalk -90.5dB,Endurance rating 31h
htc,HTC Velocity 4G Vodafone,https://fdn2.gsmarena.com/vv/bigpic/vodafone-velocity-4g-vodafone.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,"7, 20","HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps","2012, February. Released 2012, May",Discontinued,128.8 x 67 x 11.3 mm (5.07 x 2.64 x 0.44 in),163.8 g (5.75 oz),Mini-SIM,"S-LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~64.7% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)","Android 2.3, Sense UI 3.5",Qualcomm MSM8260 Snapdragon S3,Dual-core 1.5 GHz Scorpion,Adreno 220,microSDHC (dedicated slot),16GB 1GB RAM,MP3/AAC+/WAV/WMA player MP4/H.264/WMV player Organizer Document viewer Voice memo/dial/commands Predictive text input,,Dual-LED flash,1080p@30fps,"8 MP, AF",720p,Yes,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","3.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0 (MHL TV-out),"Accelerometer, gyro, proximity, compass",Removable Li-Ion 1620 mAh battery,"Black, White",About 160 EUR,,,,,,,,,,,,,,,,,,Up to 293 h (2G) / Up to 248 h (3G),Up to 7 h 40 min (2G) / Up to 5 h 10 min (3G),,,1.3 MP,,,,,,,,,,,,,,,,,
htc,HTC Velocity 4G,https://fdn2.gsmarena.com/vv/bigpic/htc-velocity-4g-ofic.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 2100,3,"HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps","2012, January. Released 2012, January",Discontinued,128.8 x 67 x 11.3 mm (5.07 x 2.64 x 0.44 in),163.8 g (5.75 oz),Mini-SIM,"S-LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~64.7% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)","Android 2.3.7 (Gingerbread), upgradable to 4.0.4 (Ice Cream Sandwich), Sense UI 3.5",Qualcomm MSM8260 Snapdragon S3,Dual-core 1.5 GHz Scorpion,Adreno 220,microSDHC (dedicated slot),"16GB (13GB user available), 1GB RAM",HSDPA 900 / 2100,,Dual-LED flash,"1080p@60fps, 1080p@30fps","8 MP, AF",720p,Yes,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","3.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0 (MHL TV-out),"Accelerometer, gyro, proximity, compass",Removable Li-Ion 1620 mAh battery,Black,About 200 EUR,,,,,,,,,7,,,,,,,,MP3/AAC+/WAV/WMA player MP4/H.264/WMV player Organizer Document viewer Voice memo/dial/commands Predictive text input,Up to 293 h (2G) / Up to 248 h (3G),Up to 7 h 40 min (2G) / Up to 5 h 10 min (3G),,,1.3 MP,,,,,,,,,,,,,,,,,
