Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,,Dual,Features,Video,Single,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Type_1,Colors,Price,Build,Dual_1,Features_1,Charging,GPRS,EDGE,Phonebook,Call records,_1,Alert types,Messaging,Browser,Clock,Alarm,Games,Java,_1_1,Stand-by,Talk time,Protection,NFC,Single_1,Models,SAR EU,Music play,Infrared port,Languages,Keyboard,SAR,5G bands,Quad,128GB 6GB RAM,Triple,Performance,Display,Camera,Loudspeaker_1,Audio quality,Battery life 
htc,HTC Desire 200,https://fdn2.gsmarena.com/vv/bigpic/htc-desire-200.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 7.2/5.76 Mbps,"2013, June. Released 2013, July",Discontinued,107.7 x 60.8 x 11.9 mm (4.24 x 2.39 x 0.47 in),100 g (3.53 oz),Mini-SIM,Capacitive touchscreen,"3.5 inches, 36.5 cm2 (~55.7% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)","Android 4 (Ice Cream Sandwich), Sense UI 4",,1.0 GHz,,microSDHC (dedicated slot),4GB 512MB RAM,No,,,480p,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, aptX","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 1230 mAh, removable","Black, White",About 100 EUR,,,,,,,,,Beats Audio,,,,,,,,,Up to 821 h (2G) / Up to 693 h (3G),Up to 10 h 50 min (2G) / Up to 7 h 20 min (3G),,,,,,,,,,,,,,,,,,,,
htc,HTC Desire 600 dual sim,https://fdn2.gsmarena.com/vv/bigpic/htc-desire-600.jpg,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,,HSPA 7.2/5.76 Mbps,"2013, May. Released 2013, June",Discontinued,134.8 x 67 x 9.3 mm (5.31 x 2.64 x 0.37 in),130 g (4.59 oz),"Dual SIM (Micro-SIM, dual stand-by)","Super LCD2 capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~61.8% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)",Android 4.1.2 (Jelly Bean),Qualcomm MSM8625Q Snapdragon 200 (45 nm),Quad-core 1.2 GHz Cortex-A5,Adreno 203,microSDXC (dedicated slot),8GB 1GB RAM,eMMC 4.5,,LED flash,720p@24fps,"8 MP, 1/3.2"", 1.4µm, AF",,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot, DLNA","4.0, A2DP, aptX","Yes, with A-GPS, GLONASS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity","Li-Ion 1860 mAh, removable","Black, White",About 290 EUR,,,,,,,,,Beats Audio,,,,,,,,,Up to 539 h (2G) / Up to 577 h (3G),Up to 11 h 20 min (2G) / Up to 11 h (3G),,Yes (Market dependent),1.6 MP,,,,,,,1.30 W/kg (head)     0.48 W/kg (body),,,,,,Contrast ratio: 1161:1 (nominal) / 2.262:1 (sunlight),Photo / Video,Voice 66dB / Noise 74dB / Ring 62dB,Noise -91.3dB / Crosstalk -89.6dB,Endurance rating 53h
htc,HTC First,https://fdn2.gsmarena.com/vv/bigpic/htc-first.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,"2, 4, 5, 17 - AT&T",HSPA,"2013, April. Released 2013, April",Discontinued,126 x 65 x 8.9 mm (4.96 x 2.56 x 0.35 in),123.9 g (4.34 oz),Micro-SIM,"Super LCD capacitive touchscreen, 16M colors","4.3 inches, 51.0 cm2 (~62.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~342 ppi density)","Android 4.1 (Jelly Bean), Facebook Home UI",Qualcomm MSM8930 Snapdragon 400 (28 nm),Dual-core 1.4 GHz Krait,Adreno 305,No,16GB 1GB RAM,HSDPA 850 / 1900 / 2100 - AT&T,,LED flash,1080p@30fps,"5 MP, AF",,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot","4.0, A2DP, LE","Yes, with A-GPS, GLONASS",FM radio,microUSB 2.0,"Accelerometer, gyro, proximity, compass","Li-Po 2000 mAh, non-removable","White, Black, Red, Pale Blue",About 200 EUR,,,,,,,,,eMMC 4.5,,,,,,,,,Up to 432 h,Up to 14 h 20 min,Corning Gorilla Glass,Yes,1.6 MP,,,,,,,,,,,,,,,,Noise -89.7dB / Crosstalk -88.8dB,Endurance rating 57h
htc,HTC One Dual Sim,https://fdn2.gsmarena.com/vv/bigpic/htc-one-m7-new1.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1900 / 2100 - SIM 1,,HSPA 21.1/5.76 Mbps,"2013, June. Released 2013, August",Discontinued,137.8 x 69.3 x 10.4 mm (5.43 x 2.73 x 0.41 in),156 g (5.50 oz),"Dual SIM (Micro-SIM, dual stand-by)","Super LCD3 capacitive touchscreen, 16M colors","4.68 inches, 60.4 cm2 (~63.2% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~471 ppi density)","Android 4.1.2 (Jelly Bean), upgradable to 5 (Lollipop), Sense UI 5",Qualcomm APQ8064T Snapdragon 600,Quad-core 1.7 GHz Krait 300,Adreno 320,microSDXC (dedicated slot),32GB 2GB RAM,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,,LED flash,"1080p@30fps, 720p@60fps, HDR, stereo sound rec.","4 MP, 1/3"", 2µm, AF, OIS",1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, aptX","Yes, with A-GPS, GLONASS","Stereo FM radio, RDS",microUSB 2.0 (MHL TV-out),"Accelerometer, gyro, proximity, compass","Li-Po 2300 mAh, non-removable","Silver, Black",About 300 EUR,,,HDR,,,,,,HSDPA 900 / 2100 - SIM 1,,,,,,,,,Up to 500 h (2G) / Up to 480 h (3G),Up to 27 h (2G) / Up to 18 h (3G),Corning Gorilla Glass 2,Yes (Market dependent),2.1 MP,"One dual sim, One 802w",,,Yes,,,1.27 W/kg (head),,,,,,,,,,
htc,HTC One,https://fdn2.gsmarena.com/vv/bigpic/htc-one-m7-new1.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,"3, 7, 20 - EMEA","HSPA, LTE Cat3 100/50 Mbps","2013, February. Released 2013, March",Discontinued,137.4 x 68.2 x 9.3 mm (5.41 x 2.69 x 0.37 in),143 g (5.04 oz),Micro-SIM,"Super LCD3 capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~65.0% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~469 ppi density)","Android 4.1.2 (Jelly Bean), upgradable to 5 (Lollipop), Sense UI 5",Qualcomm APQ8064T Snapdragon 600,Quad-core 1.7 GHz Krait 300,Adreno 320,No,"32GB 2GB RAM, 64GB 2GB RAM","2, 4, 5, 17 - AT&T",,LED flash,"1080p@30fps, 720p@60fps, HDR, stereo sound rec.","4 MP, f/2.0, 28mm (wide), 1/3"", 2µm, AF, OIS",1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, aptX","Yes, with A-GPS, GLONASS","Stereo FM radio, RDS","microUSB 2.0 (MHL TV-out), USB On-The-Go","Accelerometer, gyro, proximity, compass","Li-Po 2300 mAh, non-removable","Black, Silver, Red, Blue, Gold",About 270 EUR,"Glass front (Gorilla Glass 2), aluminum back, aluminum frame",,HDR,,,,,,"3, 7 - Asia",,,,,,,,"4, 17 - T-Mobile",Up to 500 h (2G) / Up to 480 h (3G),Up to 27 h (2G) / Up to 18 h (3G),Corning Gorilla Glass 2,Yes (Market dependent),2.1 MP,"One, PN071, HTC6500LVW",0.86 W/kg (head)     0.36 W/kg (body),,Yes,,,0.66 W/kg (head)     0.40 W/kg (body),,,,,Basemark X: 4315,Contrast ratio: 1541:1 (nominal) / 2.504:1 (sunlight),Photo / Video,Voice 69dB / Noise 66dB / Ring 75dB,Noise -92.4dB / Crosstalk -92.4dB,Endurance rating 48h
htc,HTC Desire U,https://fdn2.gsmarena.com/vv/bigpic/htc-desire-u-t327w.jpg,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,,HSPA,"2013, January. Released 2013, June",Discontinued,118.5 x 62.3 x 9.3 mm (4.67 x 2.45 x 0.37 in),114 g (4.02 oz),"Dual SIM (Mini-SIM, dual stand-by)","Super LCD capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~61.7% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 4.0 (Ice Cream Sandwich),,1.0 GHz,,microSDHC (dedicated slot),4GB 512MB RAM,No,,LED flash,w480p@30fps,"5 MP, AF",,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, aptX",No,No,microUSB 2.0,"Accelerometer, proximity","Li-Ion 1650 mAh, removable","White, Black, Orange",About 150 EUR,,,,,,,,,Beats Audio,,,,,,,,,,,,Optional,,,,,,,,1.31 W/kg (head)     0.96 W/kg (body),,,,,,,,,,
htc,HTC Desire 400 dual sim,https://fdn2.gsmarena.com/vv/bigpic/htc-one-su.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,,HSPA 14.4/5.76 Mbps,"2012, December. Released 2012, December",Discontinued,128 x 66.9 x 8.9 mm (5.04 x 2.63 x 0.35 in),119 g (4.20 oz),"Dual SIM (Mini-SIM, dual stand-by)","Super LCD2 capacitive touchscreen, 16M colors","4.3 inches, 52.6 cm2 (~61.5% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~217 ppi density)","Android OS (Jelly Bean), Sense UI",,Dual-core 1.0 GHz,,microSDHC (dedicated slot),4GB 1GB RAM,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2 - China version,,LED flash,720p,"5 MP, AF",,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP, aptX","Yes, with A-GPS",No,microUSB 2.0,"Accelerometer, proximity",Removable Li-Ion 1800 mAh battery,"Black, White, Blue",About 240 EUR,,,,,,,,,No,,,,,,,,MP4/H.264/WMV player MP3/eAAC+/WMA/WAV player Document viewer Voice memo/dial Predictive text input,,,,,,,,,,,,,,,,,,,,,,
htc,HTC Butterfly,https://fdn2.gsmarena.com/vv/bigpic/htc-bitterfly.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 2100,LTE (market dependent),"HSPA, LTE Cat3 100/50 Mbps","2012, December. Released 2013, January",Discontinued,143 x 70.5 x 9.1 mm (5.63 x 2.78 x 0.36 in),140 g (4.94 oz),Micro-SIM,"Super LCD3 capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~68.4% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)","Android 4.1.1 (Jelly Bean), upgradable to 4.4.2 (KitKat), Sense UI 5",Qualcomm APQ8064 Snapdragon 600,Quad-core 1.5 GHz Krait,Adreno 320,microSDHC (dedicated slot),"16GB (11GB user available), 2GB RAM",HSDPA 850 / 900 / 1900 / 2100,,"LED flash, HDR","1080p@30fps, stereo sound rec.","8 MP, AF",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, aptX","Yes, with A-GPS, GLONASS","Stereo FM radio, RDS",microUSB 2.0 (MHL TV-out),"Accelerometer, gyro, proximity, compass","Li-Po 2020 mAh, non-removable",Black,About 330 EUR,,,,,,,,,,,,,,,,,,,,Corning Gorilla Glass 2,Yes (Market dependent),2.1 MP,,,,,,,0.97 W/kg (head)     0.79 W/kg (body),,,,,Basemark X: 5642,Contrast ratio: 1104:1 (nominal) / 1.873:1 (sunlight),Photo / Video,Voice 69dB / Noise 70dB / Ring 77dB,Noise -82.5dB / Crosstalk -80.8dB,Endurance rating 45h
htc,HTC DROID DNA,https://fdn2.gsmarena.com/vv/bigpic/htc-droid-dna-new.jpg,GSM / CDMA / HSPA / EVDO / LTE,CDMA 800 / 1900,CDMA2000 1xEV-DO,13 - Verizon,"HSPA, LTE Cat3 100/50 Mbps, EV-DO Rev.A 3.1 Mbps","2012, November. Released 2012, November",Discontinued,141 x 70.5 x 9.7 mm (5.55 x 2.78 x 0.38 in),141.7 g (4.97 oz),Micro-SIM,"Super LCD3 capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~69.3% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)","Android 4.1 (Jelly Bean), upgradable to 4.2 (Jelly Bean), Sense UI 4+",Qualcomm APQ8064 Snapdragon S4 Pro,Quad-core 1.5 GHz Krait,Adreno 320,No,"16GB (11GB user available), 2GB RAM",GSM 850 / 900 / 1800 / 1900,,"LED flash, HDR","1080p@30fps, stereo sound rec.","8 MP, AF",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, aptX","Yes, with A-GPS, GLONASS",No,microUSB 2.0 (MHL TV-out),"Accelerometer, gyro, proximity, compass","Li-Ion 2020 mAh, non-removable",Black,About 280 EUR,,,,,,,,,HSDPA 850 / 900 / 1900 / 2100,,,,,,,,,Up to 353 h,Up to 12 h 40 min,Corning Gorilla Glass 2,Yes,2.1 MP,"HTC6435LVW 4G, HTC6435LVW",,,,,,0.50 W/kg (head)     0.66 W/kg (body),,,,,,,,,Noise -83.1dB / Crosstalk -83.0dB,Endurance rating 49h
htc,HTC One SV CDMA,https://fdn2.gsmarena.com/vv/bigpic/htc-one-sv.jpg,CDMA / EVDO / LTE,CDMA 800 / 1700 / 1900 / 2100,CDMA2000 1xEV-DO,"2, 4, 12 - Boost Mobile","LTE Cat3 100/50 Mbps, EV-DO Rev.A 3.1 Mbps","2012, November. Released 2012, December",Discontinued,128 x 66.9 x 9.2 mm (5.04 x 2.63 x 0.36 in),122 g (4.30 oz),Micro-SIM,"Super LCD2 capacitive touchscreen, 16M colors","4.3 inches, 52.6 cm2 (~61.5% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~217 ppi density)","Android 4.0.4 (Ice Cream Sandwich), Sense UI",,Dual-core 1.2 GHz,,microSDHC (dedicated slot),8GB 1GB RAM,25 - Sprint,,LED flash,1080p@30fps,"5 MP, AF",720p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, hotspot","4.0, A2DP, aptX","Yes, with A-GPS, GLONASS",No,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 1800 mAh, removable","Black, White",About 180 EUR,,,,,,,,,Beats Audio,,,,,,,,,,,Corning Gorilla Glass 2,Yes,1.6 MP,,,,,,,,,,,,,,,,,
htc,HTC One SV,https://fdn2.gsmarena.com/vv/bigpic/htc-one-sv.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 1900 / 2100 - EU,"3, 7, 20 - EU","HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps","2012, November. Released 2013, January",Discontinued,128 x 66.9 x 9.2 mm (5.04 x 2.63 x 0.36 in),122 g (4.30 oz),Micro-SIM,"Super LCD2 capacitive touchscreen, 16M colors","4.3 inches, 52.6 cm2 (~61.5% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~217 ppi density)","Android 4.0.4 (Ice Cream Sandwich), upgradable to 4.1.2 (Jelly Bean), Sense UI",Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.2 GHz Krait,Adreno 305,microSDHC (dedicated slot),8GB 1GB RAM,HSDPA 850 / 900 / 1900 / 2100 - Asia,,LED flash,1080p@30fps,"5 MP, AF",720p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, hotspot","4.0, A2DP, aptX","Yes, with A-GPS, GLONASS",FM radio,microUSB 2.0 (MHL TV-out),"Accelerometer, proximity, compass","Li-Ion 1800 mAh, removable","Black, White",About 200 EUR,,,,,,,,,"3, 7 - Asia",,,,,,,,Beats Audio,,,Corning Gorilla Glass 2,Yes,1.6 MP,,,,,,,0.61 W/kg (head)     0.93 W/kg (body),,,,,,,,,Noise -82.3dB / Crosstalk -81.5dB,Endurance rating 38h
htc,HTC Desire SV,https://fdn2.gsmarena.com/vv/bigpic/htc-desire-sv.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,,HSPA,"2012, November. Released 2012, November",Discontinued,129.7 x 67.9 x 10.7 mm (5.11 x 2.67 x 0.42 in),131 g (4.62 oz),Dual SIM (Micro-SIM),"Super LCD2 capacitive touchscreen, 16M colors","4.3 inches, 52.6 cm2 (~59.8% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~217 ppi density)","Android 4.0.4 (Ice Cream Sandwich), Sense UI",Qualcomm MSM8225 Snapdragon S4 Play,Dual-core 1.0 GHz Cortex-A5,Adreno 203,microSDHC (dedicated slot),4GB 768MB RAM,No,,LED flash,480p@30fps,"8 MP, AF",,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 1620 mAh, removable","Radical Yellow, Stealth Black",About 270 EUR,,,,,,,,,Beats Audio,,,,,,,,Dropbox (25 GB cloud storage) MP4/H.264/WMV player MP3/eAAC+/WMA/WAV player Document viewer Photo viewer/editor,,,,,,,,,,,,0.64 W/kg (head)     0.69 W/kg (body),,,,,,,,,,
htc,HTC One VX,https://fdn2.gsmarena.com/vv/bigpic/htc-one-vx.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1900,"4, 17","HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps","2012, October. Released 2012, November",Discontinued,133.5 x 67.6 x 9.2 mm (5.26 x 2.66 x 0.36 in),124.7 g (4.37 oz),Micro-SIM,"Super LCD2 capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~61.9% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)","Android 4.0 (Ice Cream Sandwich), Sense UI 4",Qualcomm MSM8930 Snapdragon 400 (28 nm),Dual-core 1.2 GHz Krait,Adreno 305,microSDHC (dedicated slot),8GB 1GB RAM,eMMC 4.5,,"LED flash, HDR",1080p@30fps,"5 MP, AF",,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, hotspot","4.0, A2DP, aptX","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 1800 mAh, non-removable","White, Black, Gray",About 290 EUR,,,,,,,,,DivX/XviD/MP4/H.264/WMV player MP3/eAAC+/WMA/WAV/FLAC player Document viewer,,,,,,,,,,,,Yes,VGA,,,,,,,1.16 W/kg (head)     1.23 W/kg (body),,,,,,,,,,
htc,HTC One X+,https://fdn2.gsmarena.com/vv/bigpic/htc-one-x-plus-ofic.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,"4, 17 - AT&T","HSPA 21.1/5.76 Mbps - Global versionHSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps - AT&T version","2012, October. Released 2012, November",Discontinued,134.4 x 69.9 x 8.9 mm (5.29 x 2.75 x 0.35 in),135 g (4.76 oz),Micro-SIM,"Super LCD2 capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~64.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~312 ppi density)","Android 4.1.1 (Jelly Bean), Sense UI 4",NVIDIA Tegra 3 AP37,Quad-core 1.7 GHz,ULP GeForce 2,No,"32GB 1GB RAM, 64GB 1GB RAM",HSDPA 850 / 1900 / 2100 - for AT&T,,"LED flash, HDR",1080p@28ps,"8 MP, AF",720p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, hotspot","4.0, A2DP, aptX","Yes, with A-GPS, GLONASS","Stereo FM radio, RDS",microUSB 2.0 (MHL TV-out),"Accelerometer, gyro, proximity, compass",Non-removable Li-Ion 2100 mAh battery,"Stealth Black, Polar White",About 220 EUR,,,,,,,,,Dropbox (25 GB cloud storage) DivX/XviD/MP4/H.264/WMV player MP3/eAAC+/WMA/WAV player Document viewer Voice memo/dial/commands Predictive text input,,,,,,,,,Up to 360 h,Up to 12 h 45 min,Corning Gorilla Glass,Yes,1.6 MP,,,,,,,0.86 W/kg (head)     0.72 W/kg (body),,,,,,Contrast ratio: 1521 (nominal),Photo / Video,Voice 64dB / Noise 65dB / Ring 74dB,Noise -82.4dB / Crosstalk -81.5dB,Endurance rating 44h
htc,HTC Windows Phone 8X CDMA,https://fdn2.gsmarena.com/vv/bigpic/htc-8x-cdma.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,13,"HSPA, LTE Cat3 100/50 Mbps, EV-DO Rev.A 3.1 Mbps","2012, November. Released 2012, November",Discontinued,132.4 x 66.2 x 10.1 mm (5.21 x 2.61 x 0.40 in),132.1 g (4.66 oz),Micro-SIM,"S-LCD2 capacitive touchscreen, 16M colors","4.3 inches, 51.0 cm2 (~58.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~342 ppi density)",Microsoft Windows Phone 8,,Dual-core 1.5 GHz,,No,16GB 1GB RAM,CDMA 800 / 1900,,LED flash,1080p@30fps,"8 MP, AF",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band","3.1, A2DP, EDR","Yes, with A-GPS, GLONASS",No,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 1800 mAh, non-removable","California Blue, Graphite Black, Flame Red",About 200 EUR,,,,,,,,,CDMA2000 1xEV-DO,,,,,,,,,Up to 300 h,Up to 15 h,Corning Gorilla Glass 2,Yes,2.1 MP,,,,,,,0.69 W/kg (head)     0.85 W/kg (body),,,,,,,,,,
htc,HTC Windows Phone 8X,https://fdn2.gsmarena.com/vv/bigpic/htc-8x.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,"2, 4, 5, 17 - AT&T","HSPA, LTE Cat3 100/50 Mbps, EV-DO Rev.A 3.1 Mbps (LTE for AT&T version)","2012, September. Released 2012, November",Discontinued,132.4 x 66.2 x 10.1 mm (5.21 x 2.61 x 0.40 in),130 g (4.59 oz),Micro-SIM,"S-LCD2 capacitive touchscreen, 16M colors","4.3 inches, 51.0 cm2 (~58.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~342 ppi density)","Microsoft Windows Phone 8, upgradable to 8.1.1",Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.5 GHz Krait,Adreno 225,No,16GB 1GB RAM,HSDPA 850 / 1900 / 2100 - AT&T,,LED flash,1080p@30fps,"8 MP, AF",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band","3.1, A2DP, EDR/ 4.0, LE after Amber update","Yes, with A-GPS, GLONASS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass",Non-removable Li-Ion 1800 mAh battery,"California Blue, Graphite Black, Flame Red, Limelight Yellow",About 170 EUR,,,,,,,,,OneDrive (15 GB cloud storage) MP3/WAV/eAAC+/WMA player MP4/H.264/WMV player Document viewer/editor Video/photo editor Voice memo/command/dial Predictive text input,,,,,,,,,,,Corning Gorilla Glass 2,Yes,2.1 MP,,,,,,,0.59 W/kg (head)     0.32 W/kg (body),,,,,,Contrast ratio: 1020:1 (nominal) / 1.873:1 (sunlight),Photo / Video,Voice 66dB / Noise 66dB / Ring 75dB,Noise -83.2dB / Crosstalk -74.8dB,Endurance rating 31h
htc,HTC Windows Phone 8S,https://fdn2.gsmarena.com/vv/bigpic/htc-8s.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA,"2012, September. Released 2012, November",Discontinued,120.5 x 63 x 10.3 mm (4.74 x 2.48 x 0.41 in),113 g (3.99 oz),Micro-SIM,"S-LCD capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~60.0% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","Microsoft Windows Phone 8, upgradable to WP8 GDR3",Qualcomm  Snapdragon S4,Dual-core 1.0 GHz Krait,Adreno 305,microSDHC (dedicated slot),4GB 512MB RAM,No,,LED flash,720p@30fps,"5 MP, AF",,Yes,Yes,Wi-Fi 802.11 b/g/n,"3.1, A2DP, EDR/ 4.0, LE after Amber update","Yes, with A-GPS, GLONASS",FM radio,microUSB 2.0,"Accelerometer, proximity",Non-removable Li-Po 1700 mAh battery,"Domino, Fiesta Red, Atlantic Blue, High-Rise Gray",About 150 EUR,,,,,,,,,Beats Audio,,,,,,,,OneDrive (15 GB cloud storage) MP3/WAV/WMA/eAAC+ player MP4/WMV/H.264/H.263 player Document viewer Voice memo/dial Predictive text input,,,Corning Gorilla Glass,,,,,,,,,0.97 W/kg (head)     1.08 W/kg (body),,,,,,Contrast ratio: 1318:1 (nominal),Photo / Video,Voice 66dB / Noise 65dB / Ring 75dB,Noise -79.7dB / Crosstalk -75.3dB,
htc,HTC One ST,https://fdn2.gsmarena.com/vv/bigpic/htc-one-st.jpg,GSM,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,TD-SCDMA,,HSPA,"2012, August. Released 2012, Q4",Discontinued,128 x 66.9 x 9.3 mm (5.04 x 2.63 x 0.37 in),115 g (4.06 oz),Mini-SIM,"Super LCD2 capacitive touchscreen, 16M colors","4.3 inches, 52.6 cm2 (~61.5% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~217 ppi density)","Android 4.0 (Ice Cream Sandwich), Sense UI",,Dual-core 1.0 GHz,,microSDHC (dedicated slot),4GB 1GB RAM,No,,LED flash,720p,"5 MP, AF",,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP, aptX","Yes, with A-GPS",No,microUSB 2.0,"Accelerometer, proximity",Removable Li-Ion 1800 mAh battery,"Black, White, Red",About 200 EUR,,,,,Yes,Yes,,,Beats Audio,,,,,,,,MP4/H.264/WMV player MP3/eAAC+/WMA/WAV player Document viewer Voice memo/dial Predictive text input,,,,,,,,,,,,,,,,,,,,,,
