Brand,Model Name,Model Image,Technology,2G bands,GPRS,EDGE,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Video,,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,_1,Type_1,Stand-by,Talk time,Colors,SAR EU,Features,Single_1,Video_1,Music play,3G bands,Speed,Price,Keyboard,Phonebook,Call records,Messaging,Games,Java,SAR,_1_1,Browser,Protection,Camera,Loudspeaker_1,Audio quality,Display,Battery life,Models,Infrared port,Alert types,Clock,Alarm
sony_ericsson,Sony Ericsson WT18i,https://fdn2.gsmarena.com/vv/bigpic/sony-ericsson-wt18i.jpg,GSM,GSM 900 / 1800 / 1900,Up to 80 kbps,Up to 237 kbps,"2011, May. Released 2011, Q3",Discontinued,106 x 56.5 x 14.3 mm (4.17 x 2.22 x 0.56 in),110 g (3.88 oz),Mini-SIM,"TFT capacitive touchscreen, 16M colors","3.2 inches, 30.5 cm2 (~50.9% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~180 ppi density)","Android-based, OMS 2.5",,"806 MHz, Marvell PXA 920",,microSDHC (dedicated slot),150MB,3.15 MP,480p@24fps,Timescape UI,Yes,Yes,Wi-Fi 802.11 b/g/n,"2.1, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",Walkman player MP4/H.264/WMV player MP3/eAAC+/WMA/WAV player TrackID music recognition Voice memo Predictive text input,Removable Li-Po 1200 mAh battery,Up to 200 h (2G) / Up to 200 h (3G),Up to 6 h (2G) / Up to 6 h (3G),"Black, White",,,Yes,,,TD-SCDMA,HSPA 2.8/2 Mbps,About 230 EUR,,,,,,,,,HTML,Scratch-resistant glass,,,,,,,,,,
sony_ericsson,Sony Ericsson W8,https://fdn2.gsmarena.com/vv/bigpic/se-w8.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,,"2011, April. Released 2011, May",Discontinued,99 x 54 x 15 mm (3.90 x 2.13 x 0.59 in),104 g (3.67 oz),Mini-SIM,"TFT capacitive touchscreen, 16M colors","3.0 inches, 26.8 cm2 (~50.1% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~192 ppi density)",Android 2.1 (Eclair),Qualcomm MSM7227 Snapdragon S1,600 MHz ARM 11,Adreno 200,microSDHC (dedicated slot),128MB 168MB RAM,3.15 MP,480p@30fps,HSDPA 850 / 1900 / 2100,Yes,Yes,Wi-Fi 802.11 b/g,"2.1, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",Timescape UI,Removable Li-Po 1200 mAh battery,Up to 446 h (2G) / Up to 476 h (3G),Up to 4 h 45 min,"Azure, Orange, Red",,,,,Up to 23 h 40 min,HSDPA 900 / 2100,HSPA 7.2/2 Mbps,About 100 EUR,,,,,,,,Walkman player MP4/H.264/WMV player MP3/eAAC+/WMA/WAV player TrackID music recognition Voice memo Predictive text input,HTML,Scratch-resistant glass,Photo,Voice 66dB / Noise 62dB / Ring 69dB,Noise -86.8dB / Crosstalk -84.1dB,Contrast ratio: 737:1 (nominal),,,,,,
sony_ericsson,Sony Ericsson Xperia PLAY,https://fdn2.gsmarena.com/vv/bigpic/Sony-Ericsson-Xperia-Play-ofic.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,,"2011, February. Released 2011, March",Discontinued,119 x 62 x 16 mm (4.69 x 2.44 x 0.63 in),175 g (6.17 oz),Mini-SIM,"LED-backlit LCD, capacitive touchscreen, 16M colors","4.0 inches, 44.1 cm2 (~59.8% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~245 ppi density)",Android 2.3.4 (Gingerbread),Qualcomm MSM8255 Snapdragon S2,1.0 GHz Scorpion,Adreno 205,"microSDHC (dedicated slot), 8 GB included",400MB 512MB RAM,"5 MP, AF",720p,HSDPA 850 / 1900 / 2100  / 800,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","2.1, A2DP, EDR","Yes, with A-GPS, GLONASS",No,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass",Touch-sensitive gaming controls PSP like gaming buttons Timescape UI,Removable Li-Ion 1500 mAh battery,Up to 425 h (2G) / Up to 413 h (3G),Up to 8 h 25 min (2G) / Up to 6 h 25 min (3G),"Black, White, Stealth Blue (for Play 4G), Orange",0.36 W/kg (head),LED flash,VGA,,Up to 31 h,HSDPA 900 / 2100,HSPA 7.2/5.76 Mbps,About 140 EUR,,,,,,,,Dedicated game store MP4/H.264/WMV player MP3/eAAC+/WMA/WAV player Organizer Document viewer/editor Voice memo/dial/commands Predictive text input (Swype),"WAP 2.0/xHTML, HTML5, Adobe Flash",,Photo,Voice 66dB / Noise 62dB / Ring 79dB,Noise -89.6dB / Crosstalk -91.0dB,,,,,,,
sony_ericsson,Sony Ericsson Xperia pro,https://fdn2.gsmarena.com/vv/bigpic/sony-ericsson-xperia-pro-new.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,,"2011, February. Released  2011, October",Discontinued,120 x 57 x 15.3 mm (4.72 x 2.24 x 0.60 in),142 g (5.01 oz),Mini-SIM,"LED-backlit LCD, capacitive touchscreen, 16M colors","3.7 inches, 37.7 cm2 (~55.2% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~265 ppi density)","Android 2.3 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",Qualcomm MSM8255 Snapdragon S2,1.0 GHz Scorpion,Adreno 205,"microSDHC (dedicated slot), 8 GB included","1GB (320MB user available), 512MB RAM","8 MP, AF",720p@30fps,HSDPA 850 / 1900 / 2100  / 800 - MK16a,Yes,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","2.1, A2DP","Yes, with A-GPS; GLONASS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity",ANT+ Type & Send feature HDMI port MP4/H.264/WMV player MP3/WMA/WAV/eAAC+ player TrackID music recognition Organizer Office Suite Pro document viewer/editor Voice memo/dial/commands Predictive text input,Removable Li-Po 1500 mAh battery,Up to 430 h (2G) / Up to 400 h (3G),Up to 6 h 55 min (2G) / Up to 7 h (3G),"Black, Silver, Red",0.88 W/kg (head),LED flash,VGA,,Up to 31 h,HSDPA 900 / 2100 - MK16i,HSPA 7.2/5.76 Mbps,About 190 EUR,QWERTY,,,,,,,,"HTML, Adobe Flash",Scratch-resistant glass,Photo / Video,Voice 75dB / Noise 66dB / Ring 75dB,Noise -89.7dB / Crosstalk -88.1dB,Contrast ratio: 928:1 (nominal),Endurance rating 37h,,,,,
sony_ericsson,Sony Ericsson Xperia Neo,https://fdn2.gsmarena.com/vv/bigpic/sony-ericsson-xperia-neo.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,,"2011, February. Released 2011, March",Discontinued,116 x 57 x 13 mm (4.57 x 2.24 x 0.51 in),126 g (4.44 oz),Mini-SIM,"LED-backlit LCD, capacitive touchscreen, 16M colors","3.7 inches, 37.7 cm2 (~57.1% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~265 ppi density)","Android 2.3.4 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",Qualcomm MSM8255 Snapdragon S2,1.0 GHz Scorpion,Adreno 205,"microSDHC (dedicated slot), 8 GB included",320MB 512MB RAM,"8 MP, AF",720p@30fps,HSDPA 850 / 1900 / 2100,Yes,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","2.1, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",ANT+ HDMI port MP4/H.264/WMV player MP3/WMA/WAV/eAAC+ player TrackID music recognition Organizer Document viewer Voice memo/dial/commands Predictive text input,Removable Li-Ion 1500 mAh battery,Up to 430 h (2G) / Up to 400 h (3G),Up to 6 h 55 min (2G) / Up to 7 h (3G),"Blue Gradient, Red, Silver",1.10 W/kg (head),LED flash,Yes,,Up to 31 h,HSDPA 900 / 2100,HSPA 7.2/5.76 Mbps,About 110 EUR,,,,,,,,,"HTML, Adobe Flash",Scratch-resistant glass,Photo / Video,Voice 65dB / Noise 61dB / Ring 65dB,Noise -89.8dB / Crosstalk -92.2dB,Contrast ratio: 1670:1 (nominal),,,,,,
sony_ericsson,Sony Ericsson Xperia Arc,https://fdn2.gsmarena.com/vv/bigpic/sony-ericsson-XPERIA-arc.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,,"2011, January. Released 2011, March",Discontinued,125 x 63 x 8.7 mm (4.92 x 2.48 x 0.34 in),117 g (4.13 oz),Mini-SIM,"LED-backlit LCD, capacitive touchscreen, 16M colors","4.2 inches, 48.6 cm2 (~61.7% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~233 ppi density)","Android 2.3 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",Qualcomm MSM8255 Snapdragon S2,1.0 GHz Scorpion,Adreno 205,"microSDHC (dedicated slot), 8 GB included",320MB 512MB RAM,"8 MP, AF",720p@30fps,HSDPA 850 / 1900 / 2100  / 800 - LT15a,Yes,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","2.1, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",No,Removable Li-Po 1500 mAh battery,Up to 430 h (2G) / Up to 400 h (3G),Up to 7 h (2G) / Up to 7 h (3G),"Midnight Blue, Misty Silver",0.66 W/kg (head),LED flash,,,Up to 31 h,HSDPA 900 / 2100 - LT15i,HSPA 7.2/5.76 Mbps,About 180 EUR,,,,,,,,ANT+ HDMI port MP4/H.264/WMV player MP3/eAAC+/WMA/WAV player TrackID music recognition NeoReader barcode scanner Document viewer Voice memo/dial/commands Predictive text input,"HTML, Adobe Flash",Scratch-resistant glass,Photo / Video,Voice 66dB / Noise 66dB / Ring 78dB,Noise -89.4dB / Crosstalk -91.5dB,Contrast ratio: 1207:1 (nominal),,,,,,
sony_ericsson,Sony Ericsson Xperia PLAY CDMA,https://fdn2.gsmarena.com/vv/bigpic/sony-ericsson-xperia-play-cdma.jpg,CDMA / EVDO,CDMA 800 / 1900,,,"2011, February. Released 2011, May",Discontinued,119 x 62 x 16 mm (4.69 x 2.44 x 0.63 in),175 g (6.17 oz),Mini-SIM,"LED-backlit LCD, capacitive touchscreen, 16M colors","4.0 inches, 44.1 cm2 (~59.8% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~245 ppi density)",Android 2.3.4 (Gingerbread),Qualcomm MSM8255 Snapdragon S2,1.0 GHz Scorpion,Adreno 205,"microSDHC (dedicated slot), 8 GB included",400MB 512MB RAM,"5 MP, AF",720p,Touch-sensitive gaming controls PSP like gaming buttons Timescape UI,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","2.1, A2DP","Yes, with A-GPS",No,microUSB 2.0,"Accelerometer, proximity, compass",Dedicated game store MP4/H.264/WMV player MP3/eAAC+/WMA/WAV player Track ID Organizer Document viewer/editor Voice memo/dial/commands Predictive text input,Removable Li-Ion 1500 mAh battery,Up to 405 h,Up to 7 h 40 min,"Black, White",0.36 W/kg (head),LED flash,Yes,,,CDMA2000 1xEV-DO,EV-DO Rev.A 3.1 Mbps,About 70 EUR,,,,,,,,,"WAP 2.0/xHTML, HTML, Adobe Flash Lite",,,,,,,,,,,
sony_ericsson,Sony Ericsson A8i,https://fdn2.gsmarena.com/vv/bigpic/Sony-Ericsson-A8i.jpg,GSM,GSM 850 / 900 / 1800 / 1900,Class 10,Class 10,"2010, August. Released 2010, Q4",Discontinued,117 x 59 x 14 mm (4.61 x 2.32 x 0.55 in),136 g (4.80 oz),Mini-SIM,"TFT touchscreen,  256K colors","3.5 inches, 33.8 cm2 (~48.9% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~280 ppi density)",Android-based OPhone 2.0,,,,microSDHC (dedicated slot),200MB,"5 MP, AF",Yes,,Yes,Yes,Wi-Fi 802.11 b/g,"2.1, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",No,Removable Li-Po battery,Up to 260 h (2G) / Up to 260 h (3G),Up to 5 h (2G) / Up to 7 h 30 min (3G),"White, Black",,LED flash,,,,TD-SCDMA,TD-SCDMA,About 130 EUR,,,,,,,,CMMB mobile TV MP4/H.264/WMV player MP3/eAAC+/WMA/WAV player TrackID music recognition Predictive text input,"WAP 2.0/xHTML, HTML",Scratch-resistant glass,,,,,,,,,,
sony_ericsson,Sony Ericsson Xperia X8,https://fdn2.gsmarena.com/vv/bigpic/se-x8.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,,"2010, June. Released 2010, September",Discontinued,99 x 54 x 15 mm (3.90 x 2.13 x 0.59 in),104 g (3.67 oz),Mini-SIM,"TFT capacitive touchscreen, 16M colors","3.0 inches, 26.8 cm2 (~50.1% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~192 ppi density)","Android 1.6 (Donut), upgradable to 2.1 (Eclair)",Qualcomm MSM7227 Snapdragon S1,600 MHz ARM 11,Adreno 200,"microSDHC (dedicated slot), 2 GB included",128MB 168MB RAM,3.15 MP,480p@30fps,HSDPA 850 / 1900 / 2100,Yes,Yes,Wi-Fi 802.11 b/g,"2.1, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",Timescape UI,Removable Li-Po 1200 mAh battery,Up to 446 h (2G) / Up to 476 h (3G),Up to 4 h 45 min (2G) / Up to 5 h 40 min (3G),"White, Dark Blue/ White, Aqua Blue/ White, Pink/ White, Silver/ White",0.84 W/kg (head),,,,Up to 23 h 40 min,HSDPA 900 / 2100,HSPA 7.2/2 Mbps,About 100 EUR,,,,,,,0.76 W/kg (head)     0.68 W/kg (body),ANT+,HTML,Scratch-resistant glass,Photo,Voice 66dB / Noise 66dB / Ring 69dB,Noise -75.6dB / Crosstalk -70.7dB,,,,,,,
sony_ericsson,Sony Ericsson Cedar,https://fdn2.gsmarena.com/vv/bigpic/se-cedar-ofic.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,,"2010, June. Released 2010, September",Discontinued,111 x 49 x 15.5 mm (4.37 x 1.93 x 0.61 in),84 g (2.96 oz),Mini-SIM,"TFT, 256K colors","2.2 inches, 15.0 cm2 (~27.6% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",,,,,microSDHC (dedicated slot),280MB,2 MP,320p@15fps,HSDPA 850 / 1900 / 2100,Yes,Yes,No,"2.1, A2DP",No,"Stereo FM radio, RDS",microUSB 2.0,,No,Removable Li-Po 1000 mAh battery (BST-43),Up to 420 h (2G) / Up to 475 h (3G),Up to 12 h 30 min (2G) / Up to 5 h (3G),"Black/Silver, Black/Red",1.16 W/kg (head),,,,,HSDPA 2100,HSPA 7.2/2 Mbps,About 50 EUR,,"1000 entries, Photocall",Yes,"SMS(threaded view), MMS, Email, Push Email, IM",Yes,"Yes, MIDP 2.0",1.08 W/kg (head)     0.56 W/kg (body),"MP3/eAAC+/WAV player MP4/H.264 player YouTube, Facebook, MySpace, Twitter apps Organizer Widget manager Eco friendly materials Voice memo Predictive text input",WAP 2.0/HTML,,,,,,,,,,,
sony_ericsson,Sony Ericsson Yendo,https://fdn2.gsmarena.com/vv/bigpic/se-yendo-ofic.jpg,GSM,GSM 900 / 1800,Class 10,Class 10,"2010, June. Released 2010, October",Discontinued,93.5 x 52 x 15.5 mm (3.68 x 2.05 x 0.61 in),81 g (2.86 oz),Mini-SIM,"TFT capacitive touchscreen, 256K colors","2.6 inches, 20.9 cm2 (~43.1% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~154 ppi density)",,,156 MHz,,microSDHC (dedicated slot),5MB,2 MP,Yes,GSM 850 / 1900,Yes,Yes,No,"2.1, A2DP",No,"Stereo FM radio, RDS",microUSB 2.0,,No,Removable Li-Po 970 mAh battery (BST-38),Up to 312 h,Up to 3 h 30 min,"Black, Blue, Green, Orange, Pink, Purple, Red, Silver, White, Yellow",1.07 W/kg (head),,,,,,,About 70 EUR,,"1000 entries, Photocall",Yes,"SMS, MMS, Email",Yes,"Yes, MIDP 2.0",,"TrackID music recognition MP4/H.263 player Walkman player Facebook, Twitter apps Voice memo Predictive text input",HTML,,,Voice 68dB / Noise 66dB / Ring 77dB,,,,,,,,
sony_ericsson,Sony Ericsson BRAVIA S004,https://fdn2.gsmarena.com/vv/bigpic/se-s004.jpg,GSM,GSM 850 / 900 / 1800 / 1900,Class 10,Class 10,"2010, May. Released 2010, Q3",Discontinued,111 x 51 x 18 mm (4.37 x 2.01 x 0.71 in),145 g (5.11 oz),Mini-SIM,"TFT, 16M colors","3.2 inches, 28.2 cm2 (~49.8% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~306 ppi density)",,Qualcomm QSD8250 Snapdragon S1,1.0 GHz Scorpion,Adreno 200,microSDHC (dedicated slot),800MB,"8 MP, AF",Yes,"External OLED display (128 x 36 pixels, 0,9 inches)",Yes,No,Wi-Fi 802.11 b/g (via external Wi-Fi WIN card),"2.0, A2DP",No,"Stereo FM radio, RDS",microUSB 2.0,Accelerometer,No,Removable Li-Po 930 mAh battery,Up to 260 h,Up to 3 h 30 min,"Black, Red, Silver",,,,,,CDMA,CDMA,About 210 EUR,,"1000 entries, Photocall",Yes,"SMS(threaded view), MMS, Email, Push Email",Yes + downloadable,Yes,,TV tuner Barcode reader Mobile FeliCa payment system IPX5/IPX7 certified MP4/H.264 player MP3/WMA/WAV/eAAC+ player Organizer Document viewer Voice memo Predictive text input,"WAP 2.0/xHTML, HTML",,,,,,,,Yes,,,
sony_ericsson,Sony Ericsson S003,https://fdn2.gsmarena.com/vv/bigpic/se-s003.jpg,GSM,GSM 850 / 900 / 1800 / 1900,Class 10,Class 10,"2010, May. Released 2010, Q3",Discontinued,118 x 52 x 17.6 mm (4.65 x 2.05 x 0.69 in),154 g (5.43 oz),Mini-SIM,"TFT, 26M colors","3.2 inches, 28.2 cm2 (~46.0% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~306 ppi density)",,Qualcomm QSD8250 Snapdragon S1,1.0 GHz Scorpion,Adreno 200,microSDHC (dedicated slot),350MB,"12 MP, AF",Yes,TV tuner Mobile FeliCa payment system IPX5/IPX7 certified MP4/H.264 player MP3/WMA/WAV/eAAC+ player TV out Organizer Document viewer Voice memo Predictive text input,Yes,No,No,"2.0, A2DP",Yes,"Stereo FM radio, RDS",microUSB 2.0,Accelerometer,,Removable Li-Po 870 mAh battery,Up to 260 h,Up to 4 h 20 min,Pink,,Dual-LED flash,Yes,,,CDMA,CDMA,About 160 EUR,,"1000 entries, Photocall",Yes,"SMS(threaded view), MMS, Email, Push Email",Yes + downloadable,Yes,,,"WAP 2.0/xHTML, HTML",,,,,,,,Yes,,,
sony_ericsson,Sony Ericsson Zylo,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-zylo-stealth_black-real.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,,"2010, April. Released 2010, July",Discontinued,103 x 52 x 16 mm (4.06 x 2.05 x 0.63 in),115 g (4.06 oz),Mini-SIM,"TFT, 256K colors","2.6 inches, 20.9 cm2 (~39.1% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~154 ppi density)",,,,,microSDHC (dedicated slot),260MB,3.15 MP,480p@24fps,HSDPA 2100,Yes,No,No,"2.1, A2DP",No,"Stereo FM radio, RDS",USB 2.0,Accelerometer,No,Removable Li-Ion battery,Up to 340 h (2G) / Up to 400 h (3G),Up to 4 h (2G) / Up to 3 h 30 min (3G),"Jazz Black, Chacha Silver, Swing Pink, Energetic Black, Meteorite White, Nebula Red",0.88 W/kg (head),,,,,HSDPA 900 / 2100,HSPA 7.2/2 Mbps,About 80 EUR,,"2000 entries, Photocall",Yes,"SMS(threaded view), MMS, Email, Push Email, IM","Yes, incl. motion-based + downloadable","Yes, MIDP 2.0",,"Walkman 4.0 player FLAC/MP3/eAAC+/WAV player SensMe, Track ID MP4/H.264 player Photo editor  YouTube, Facebook, Twitter applications Organizer Predictive text input","WAP 2.0/xHTML, HTML (NetFront), RSS reader",Scratch-resistant glass,Photo,Voice 65dB / Noise 66dB / Ring 78dB,Noise -85.5dB / Crosstalk -84.8dB,,,,,,,
sony_ericsson,Sony Ericsson Spiro,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-spiro.jpg,GSM,GSM 900 / 1800,Class 10,Class 10,"2010, April. Released 2010, August",Discontinued,92 x 48 x 16.8 mm (3.62 x 1.89 x 0.66 in),90 g (3.17 oz),Mini-SIM,"TFT, 256K colors","2.2 inches, 15.0 cm2 (~33.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",,,,,microSDHC (dedicated slot),5MB,2 MP,Yes,GSM 850 / 1900,Yes,Yes,No,"2.1, A2DP",No,"Stereo FM radio, RDS",microUSB 2.0,,Flashlight,Removable Li-Ion battery,Up to 476 h,Up to 4 h 30 min,"Contrast Black, Sunset Pink, Spring Green, Stealth Black",1.03 W/kg (head),,,,Up to 20 h,,,About 80 EUR,,"2000 entries, Photocall",Yes,"SMS(threaded view), MMS, Email, Push Email, IM",Yes + downloadable,"Yes, MIDP 2.0",,"Walkman 4.0 player MP3/eAAC+/WAV player Track ID MP4/H.264 player Facebook, Twitter applications Organizer Predictive text input","WAP 2.0/xHTML, HTML (Obigo Q7)",,,,,,,,,,,
sony_ericsson,Sony Ericsson Xperia X10 mini pro,https://fdn2.gsmarena.com/vv/bigpic/se-x10-mini-pro.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,,"2010, February. Released 2010, June",Discontinued,90 x 52 x 17 mm (3.54 x 2.05 x 0.67 in),120 g (4.23 oz),Mini-SIM,"TFT capacitive touchscreen, 16M colors (65K effective)","2.55 inches, 20.1 cm2 (~43.0% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~157 ppi density)","Android 1.6 (Donut), upgradable to 2.1 (Eclair)",Qualcomm MSM7227 Snapdragon S1,600 MHz ARM 11,Adreno 200,"microSDHC (dedicated slot), 2 GB included",128MB,"5 MP, AF",480p@30fps,HSDPA 850 / 1900 / 2100,Yes,Yes,"Wi-Fi 802.11 b/g, hotspot (v2.2 or higher)","2.1, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",Timescape UI,Removable Li-Po 930 mAh battery,Up to 285 h (2G) / Up to 360 h (3G),Up to 4 h (2G) / Up to 3 h 30 min (3G),"Black, Red, Pink",1.61 W/kg (head),LED flash,,,,HSDPA 900 / 2100,HSPA 7.2/2 Mbps,About 70 EUR,QWERTY,,,,,,,ANT+ MP4/H.264/WMV player MP3/eAAC+/WMA/WAV player TrackID music recognition Document viewer Voice memo Predictive text input,HTML,Scratch-resistant glass,Photo,Voice 66dB / Noise 66dB / Ring 75dB,Noise -86.8dB / Crosstalk -83.6dB,,,,,,,
sony_ericsson,Sony Ericsson Xperia X10 mini,https://fdn2.gsmarena.com/vv/bigpic/se-x10-mini.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,,"2010, February. Released 2010, May",Discontinued,83 x 50 x 16 mm (3.27 x 1.97 x 0.63 in),88 g (3.10 oz),Mini-SIM,"TFT capacitive touchscreen, 16M colors (65K effective)","2.55 inches, 20.1 cm2 (~48.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~157 ppi density)","Android 1.6 (Donut), upgradable to 2.1 (Eclair)",Qualcomm MSM7227 Snapdragon S1,600 MHz ARM 11,Adreno 200,"microSDHC (dedicated slot), 2 GB included",128MB,"5 MP, AF",480p@30fps,HSDPA 850 / 1900 / 2100 - E10a,Yes,Yes,"Wi-Fi 802.11 b/g, hotspot (v2.2 or higher)","2.0, A2DP, EDR","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",Timescape UI,Non-removable Li-Po 950 mAh battery,Up to 285 h (2G) / Up to 360 h (3G),Up to 4 h (2G) / Up to 3 h 30 min (3G),"Gold, Pearl White, Black, Pink, Lime, Red, Silver",1.17 W/kg (head),LED flash,,,,HSDPA 900 / 2100 - E10i,HSPA 7.2/2 Mbps,About 70 EUR,,,,,,,,ANT+ MP4/H.264/WMV player MP3/eAAC+/WMA/WAV player TrackID music recognition Document viewer Voice memo Predictive text input,HTML,Scratch-resistant glass,Photo,Voice 65dB / Noise 66dB / Ring 67dB,Noise -86.5dB / Crosstalk -83.8dB,,,,,,,
sony_ericsson,Sony Ericsson Vivaz pro,https://fdn2.gsmarena.com/vv/bigpic/se-vivaz-pro.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,,"2010, February. Released 2010, May",Discontinued,109 x 52 x 15 mm (4.29 x 2.05 x 0.59 in),117 g (4.13 oz),Mini-SIM,"TFT resistive touchscreen, 16M colors","3.2 inches, 28.2 cm2 (~49.8% screen-to-body ratio)","360 x 640 pixels, 16:9 ratio (~229 ppi density)","Symbian Series 60, 5th edition",,"720 MHz, PowerVR SGX GPU",,"microSDHC (dedicated slot), 8 GB included",75MB,"5 MP, AF",720p@24fps,HSDPA 850 / 1900 / 2100,Yes,Yes,"Wi-Fi 802.11 b/g, DLNA","2.1, A2DP","Yes, with A-GPS; Wisepilot navigation","Stereo FM radio, RDS",microUSB 2.0,Accelerometer,Handwriting recognition,Removable Li-Po 1200 mAh battery,Up to 430 h (2G) / Up to 440 h (3G),Up to 12 h 30 min (2G) / Up to 5 h 10 min (3G),"Black, White",1.03 W/kg (head),LED flash,,,,HSDPA 900 / 2100,HSPA 10.2/2 Mbps,About 150 EUR,QWERTY,,,,,,,Facebook and Twitter apps WMV/RV/MP4/3GP player MP3/WMA/WAV/RA/AAC/M4A player TrackID music recognition TV out (VGA resolution) Organizer Document viewer Voice memo Predictive text input,"WAP 2.0/xHTML, HTML (NetFront)",Scratch-resistant glass,Photo,Voice 69dB / Noise 65dB / Ring 72dB,Noise -88.0dB / Crosstalk -88.7dB,,,,,,,
sony_ericsson,Sony Ericsson Aspen,https://fdn2.gsmarena.com/vv/bigpic/sony-ericsson-aspen-new.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,,"2010, February. Released 2010, July",Discontinued,117 x 60 x 12.5 mm (4.61 x 2.36 x 0.49 in),130 g (4.59 oz),Mini-SIM,"TFT resistive touchscreen, 65K colors","2.4 inches, 17.8 cm2 (~25.4% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~167 ppi density)",Microsoft Windows Mobile 6.5.3 Professional,Qualcomm MSM7227 Snapdragon S1,600 MHz ARM 11,Adreno 200,"microSDHC (dedicated slot), 4 GB included","256MB RAM, 256MB ROM, 100MB",3.15 MP,480p@15fps,HSDPA 850 / 900 / 2100,Yes,Yes,Wi-Fi 802.11 b/g,"2.1, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,,XPERIA Panels,Removable Li-Po 1500 mAh battery,Up to 560 h (2G) / Up to 500 h (3G),Up to 6 h 30 min (2G) / Up to 7 h 30 min (3G),"Iconic Black, White Silver",1.05 W/kg (head),,,,Up to 12 h,HSDPA 900 / 2100,HSPA 7.2/2 Mbps,About 70 EUR,QWERTY,,,,,,,MP3/eAAC+/WAV/WMA player MP4/H.264/WMV player Pocket Office  Organizer Eco friendly materials Voice memo/dial Predictive text input,"WAP 2.0/HTML (IE), RSS feeds",,Photo,Voice 71dB / Noise 66dB / Ring 75dB,Noise -79.5dB / Crosstalk -79.8dB,,,,,,,
