Brand,Model Name,Model Image,Technology,2G bands,GPRS,EDGE,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Video,,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,_1,Type_1,Stand-by,Talk time,Colors,SAR EU,Features,Single_1,Video_1,Music play,3G bands,Speed,Price,Keyboard,Phonebook,Call records,Messaging,Games,Java,SAR,_1_1,Browser,Protection,Camera,Loudspeaker_1,Audio quality,Display,Battery life,Models,Infrared port,Alert types,Clock,Alarm 
sony_ericsson,Sony Ericsson W350,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-w350.jpg,GSM,GSM 900 / 1800 / 1900 - W350i,Class 10,Class 10,"2008, January. Released 2008, May",Discontinued,104 x 43 x 10.5 mm (4.09 x 1.69 x 0.41 in),80 g (2.82 oz),Mini-SIM,"TFT, 256K colors","1.9 inches, 11.4 cm2 (~25.4% screen-to-body ratio)",176 x 220 pixels (~148 ppi density),,,,,"Memory Stick Micro (M2), up to 4 GB, 512 MB included",14MB,1.3 MP,No,GSM 850 / 1800 / 1900 - W350a,Yes,No,No,"2.0, A2DP",No,"Stereo FM radio, RDS",2.0,,"Wallpapers, screensavers",Removable Li-Po 780 mAh battery (BST-36),Up to 300 h,Up to 7 h,"Electric black, Ice blue, Hypnotic black, Graphic white, Wisteria Purple, Turbo Red, Pink",,,,,Up to 15 h,,,About 70 EUR,,"1000 x 20 fields, Photo call","30 received, dialed and missed calls","SMS, EMS, MMS, Email, Instant Messaging",Yes + downloadable,"Yes, MIDP 2.0",1.48 W/kg (head)     0.90 W/kg (body),Walkman player  TrackID music recognition Predictive text input Photo editor Organizer Voice memo,"WAP 2.0/xHTML, HTML (NetFront), RSS reader",,,,,,,,,"Vibration; Downloadable polyphonic, MP3, AAC ringtones",,
sony_ericsson,Sony Ericsson W890,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-w890.gif,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,,"2007, November. Released 2008, February",Discontinued,104 x 46.5 x 9.9 mm (4.09 x 1.83 x 0.39 in),78 g (2.75 oz),Mini-SIM,"TFT, 256K colors","2.0 inches, 12.4 cm2 (~25.6% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,,,,"Memory Stick Micro (M2), up to 4 GB, 2 GB included",32MB,3.15 MP,320p@15fps,"Wallpapers, screensavers",Yes,No,No,"2.0, A2DP",No,"Stereo FM radio, RDS",2.0,,Walkman player 3.0 SensMe TrackID music recognition Predictive text input Photo editor Organizer Voice memo,Removable Li-Po 950 mAh battery  (BST-33),Up to 360 h (2G) / Up to 310 h (3G),Up to 9 h 30 min (2G) / Up to 4 h 30 min (3G),"Espresso Black, Mocha Brown, Sparkling Silver",1.38 W/kg (head),,Videocall camera,,,HSDPA 2100,HSPA 3.6/0.384 Mbps,About 110 EUR,,"1000 x 20 fields, Photo call","30 received, dialed and missed calls","SMS, EMS, MMS, Email, Instant Messaging",Yes + downloadable,"Yes, MIDP 2.0",,,"WAP 2.0/xHTML, HTML (NetFront 3.4), RSS reader",,,Voice 69dB / Noise 78dB / Ring 72dB,,,,,,"Vibration; Downloadable polyphonic, MP3, AAC ringtones",,
sony_ericsson,Sony Ericsson K660,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-k660.gif,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,,"2007, November. Released 2008, February",Discontinued,104 x 47 x 15 mm (4.09 x 1.85 x 0.59 in),95 g (3.35 oz),Mini-SIM,"TFT, 256K colors","2.0 inches, 12.4 cm2 (~25.3% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,,,,"Memory Stick Micro (M2), up to 4 GB, 256 MB included",32MB,2 MP,320p@15fps,"Wallpapers, screensavers",Yes,No,No,"2.0, A2DP",No,"Stereo FM radio, RDS",2.0,,Location services MP3/AAC/MP4 player TrackID music recognition Predictive text input Photo editor Organizer Voice memo,Removable Li-Po 950 mAh battery (BST-33),Up to 330 h (2G) / Up to 330 h (3G),Up to 9 h (2G) / Up to 4 h 30 min (3G),"Lime on white, Wine on black, Cyan on black, Silver on black",0.96 W/kg (head),,CIF videocall camera,,,HSDPA 2100,HSPA 3.6/0.384 Mbps,About 100 EUR,,"1000 entries, Photocall","30 received, dialed and missed calls","SMS, EMS, MMS, Email, Instant Messaging",3 + downloadable,"Yes, MIDP 2.0",,,"WAP 2.0/xHTML, HTML(NetFront 3.4), RSS feeds",,,,,,,,,"Vibration; Downloadable polyphonic, MP3, AAC ringtones",,
sony_ericsson,Sony Ericsson W380,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-w380.gif,GSM,GSM 900 / 1800 / 1900 - W380i,Class 10,Class 10,"2007, November. Released 2008, March",Discontinued,92 x 49 x 16 mm (3.62 x 1.93 x 0.63 in),100 g (3.53 oz),Mini-SIM,"TFT, 256K colors","1.9 inches, 11.4 cm2 (~25.2% screen-to-body ratio)",176 x 220 pixels (~148 ppi density),,,,,"Memory Stick Micro (M2), up to 4 GB",14MB,1.3 MP,No,GSM 850 / 1800 / 1900 - W350a,Yes,No,No,"2.0, A2DP",No,"Stereo FM radio, RDS",2.0,,Second external OLED mono display (128 x 36 pixels) Easy-touch music controls,Removable Li-Ion 930 mAh battery  (BST-39),Up to 300 h,Up to 7 h,"Electric Purple, Magnetic Grey, Black Champagne, Black Orange",0.65 W/kg (head),,,,,,,About 80 EUR,,"1000 x 20 fields, Photo call","30 received, dialed and missed calls","SMS, EMS, MMS, Email, Instant Messaging",Yes + downloadable,"Yes, MIDP 2.0",,Gesture control Walkman player  TrackID music recognition Predictive text input Photo editor Organizer Voice memo,"WAP 2.0/xHTML, HTML (NetFront), RSS reader",,,,,,,,,"Vibration; Downloadable polyphonic, MP3, AAC ringtones",,
sony_ericsson,Sony Ericsson K630,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-k630.gif,GSM / HSPA,GSM 900 / 1800 / 1900,,,"2007, October. Released 2008, January",Discontinued,103 x 47 x 15.5 mm (4.06 x 1.85 x 0.61 in),97 g (3.42 oz),Mini-SIM,"TFT, 256K colors","2.0 inches, 12.6 cm2 (~26.0% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),,,,,"Memory Stick Micro (M2), up to 4 GB",32MB,2 MP,Yes,"Wallpapers, screensavers",No,No,No,"2.0, A2DP",No,"Stereo FM radio, RDS",2.0,,MP3/AAC/MP4 player TrackID music recognition Predictive text input Photo editor Organizer Voice memo,Removable Li-Po battery,Up to 300 h,Up to 9 h,"Havana Gold, Quick Black",1.10 W/kg (head),,CIF videocall camera,,,HSDPA 2100,HSPA,About 110 EUR,,"1000 entries, Photocall","30 received, dialed and missed calls","SMS, EMS, MMS, Email, Instant Messaging",Yes + downloadable,"Yes, MIDP 2.0",,,"WAP 2.0/xHTML, HTML(NetFront), RSS feeds",,,,,,,,,"Vibration; Downloadable polyphonic, MP3, AAC ringtones",,
sony_ericsson,Sony Ericsson K770,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-k770.jpg,GSM / UMTS,GSM 900 / 1800 / 1900,,,"2007, August",Discontinued,105 x 47 x 14.5 mm (4.13 x 1.85 x 0.57 in),95 g (3.35 oz),Mini-SIM,"TFT, 256K colors","1.9 inches, 11.2 cm2 (~22.7% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~211 ppi density)",,,,,"Memory Stick Micro (M2), 256 MB included",16MB,"3.15 MP, AF",Yes,"Wallpapers, screensavers",Yes,No,No,"2.0, A2DP",No,"Stereo FM radio, RDS",2.0,,MP3/AAC/MP4 player TrackID music recognition Predictive text input Photo editor Organizer Voice memo/dial Stopwatch,Removable Li-Po 930 mAh battery (BST-38),Up to 400 h (2G) / Up to 400 h (3G),Up to 10 h (2G) / Up to 2 h 35 min (3G),"Truffle Brown, Ultra Violet, Sandy Beige, Henna Bronze, Soft Black, Natural Brown, Serene Black",1.69 W/kg (head),LED flash,VGA videocall camera,,,UMTS 2100,"Yes, 384 kbps",About 100 EUR,,"1000 entries, up to 2500 numbers, Photo call","30 received, dialed and missed calls","SMS, MMS, Email, Instant Messaging",Yes + downloadable,"Yes, MIDP 2.0",,,"WAP 2.0/xHTML, HTML(NetFront), RSS feeds",,,Voice 76dB / Noise 68dB / Ring 68dB,Noise -85.7dB / Crosstalk -84.8dB,,,,,"Vibration; Downloadable polyphonic, MP3 ringtones, composer",,
sony_ericsson,Sony Ericsson K850,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-k850.gif,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,,"2007, June. Released 2007, October",Discontinued,102 x 48 x 17 mm (4.02 x 1.89 x 0.67 in),118 g (4.16 oz),Mini-SIM,"TFT, 256K colors","2.2 inches, 15.0 cm2 (~30.6% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",,,,,"Memory Stick Micro (M2); microSDHC (dedicated slot), 512 MB included",40MB,"5 MP, AF",320p@30fps,MP3/AAC/MP4 player TrackID music recognition Predictive text input Photo editor  Organizer Voice memo/dial,Yes,No,No,"2.0, A2DP",No,"Stereo FM radio, RDS",2.0,Accelerometer,,Removable Li-Po 930 mAh battery (BST-38),Up to 400 h (2G) / Up to 350 h (3G),Up to 9 h (2G) / Up to 3 h 30 min (3G),"Luminous Green, Velvet Blue, Quicksilver black",1.14 W/kg (head),"xenon flash and 3LED video light, auto lens cover",Videocall camera,,,HSDPA 850 / 1900 / 2100,HSPA 3.6/0.384 Mbps (K850i),About 160 EUR,,"1000 x 20 fields, Photo call","30 received, dialed and missed calls","SMS, MMS, Email, Instant Messaging",Yes + downloadable,"Yes, MIDP 2.0",1.50 W/kg (head)     1.56 W/kg (body),,"WAP 2.0/HTML (NetFront), RSS reader",,,,,,,,,"Vibration; Downloadable polyphonic, MP3, AAC ringtones, composer",,
sony_ericsson,Sony Ericsson W960,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-w960.gif,GSM / UMTS,GSM 900 / 1800 / 1900,,,"2007, June. Released 2007, December",Discontinued,109 x 55 x 16 mm (4.29 x 2.17 x 0.63 in),119 g (4.20 oz),Mini-SIM,"TFT resistive touchscreen, 256K colors","2.6 inches, 20.9 cm2 (~34.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~154 ppi density)","Symbian 9.1, UIQ 3.0",,32-bit Philips Nexperia PNX4008 208 MHz,,No,8GB 128MB RAM,"3.15 MP, AF",320p@15fps,"Handwriting recognition Wallpapers, screensavers",Yes,No,Wi-Fi 802.11b,"2.0, A2DP",No,"Stereo FM radio, RDS",2.0,,256 MB flash memory (96 MB reserved for OS + 160 MB user memory),Removable Li-Po 900 mAh battery (BST-33),Up to 370 h,Up to 9 h,Vinyl Black,0.96 W/kg (head),LED flash,VGA videocall camera,,,UMTS 2100,"Yes, 384 kbps",About 180 EUR,,,,,,,0.81 W/kg (head)     1.12 W/kg (body),"Walkman Touch player TrackID music recognition Document editor (Word, Excel, PowerPoint, PDF) Predictive text input Photo editor Organizer Voice memo","WAP 2.0/xHTML, HTML(Opera 8.0), RSS reader",,,Voice 72dB / Noise 73dB / Ring 76dB,,,,,,"Vibration; Downloadable polyphonic, MP3, AAC ringtones, composer",,
sony_ericsson,Sony Ericsson W910,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-w910.gif,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,,"2007, June. Released 2007, October",Discontinued,99 x 50 x 12.5 mm (3.90 x 1.97 x 0.49 in),86 g (3.03 oz),Mini-SIM,"TFT, 256K colors","2.4 inches, 17.8 cm2 (~36.0% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,"Memory Stick Micro (M2), up to 4 GB",40MB,2 MP,320p@15fps,Walkman 3.0 player Shake control SensMe TrackID music recognition Predictive text input Photo editor Organizer Voice memo,Yes,No,No,"2.0, A2DP",No,"Stereo FM radio, RDS",2.0,Accelerometer,,Removable Li-Ion 930 mAh battery (BST-39),Up to 400 h (2G) / Up to 350 h (3G),Up to 9 h (2G) / Up to 3 h 30 min (3G),"Hearty Red, Noble Black, Havana Bronze, Silky White, Lipstick Pink, Prime Silver",0.90 W/kg (head),,Videocall camera,,,HSDPA 2100,HSPA 3.6/0.384 Mbps (W910i),About 130 EUR,,"Yes, Photo call","30 received, dialed and missed calls","SMS, EMS, MMS, Email, Instant Messaging",Yes + downloadable,"Yes, MIDP 2.0",0.68 W/kg (head)     0.38 W/kg (body),,"WAP 2.0/xHTML, HTML(NetFront 3.3), RSS reader",,,Voice 77dB / Noise 70dB / Ring 82dB,Noise -84.0dB / Crosstalk -80.4dB,,,,,"Vibration; Downloadable polyphonic, MP3, AAC ringtones, composer",,
sony_ericsson,Sony Ericsson K530,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-k530.gif,GSM / UMTS,GSM 900 / 1800 / 1900,,,"2007, June",Discontinued,102 x 46 x 14 mm (4.02 x 1.81 x 0.55 in),92 g (3.25 oz),Mini-SIM,"TFT, 256K colors","2.0 inches, 12.6 cm2 (~26.8% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),,,,,"Memory Stick Micro (M2), up to 2 GB",16MB,2 MP,Yes,"Wallpapers, screensavers",Yes,No,No,"2.0, A2DP",No,"Stereo FM radio, RDS",2.0,,MP3/AAC/MP4 player TrackID music recognition Predictive text input Photo editor Organizer Voice memo,Removable Li-Po 950 mAh battery (BST-33),Up to 395 h (2G) / Up to 395 h (3G),Up to 9 h (2G) / Up to 3 h (3G),"Warm Silver, Thunder Black",1.17 W/kg (head),,Videocall camera,,,UMTS 2100,"Yes, 384 kbps",About 100 EUR,,"1000 entries, Photocall","30 received, dialed and missed calls","SMS, EMS, MMS, Email",Yes + downloadable,"Yes, MIDP 2.0",,,"WAP 2.0/xHTML, HTML(NetFront), RSS feeds",,,,,,,,,"Vibration; Downloadable polyphonic, MP3, AAC ringtones",,
sony_ericsson,Sony Ericsson V640,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-v640.gif,GSM / HSPA,GSM 900 / 1800 / 1900,,,"2007, September",Discontinued,103 x 47 x 15.5 mm (4.06 x 1.85 x 0.61 in),97 g (3.42 oz),Mini-SIM,"TFT, 256K colors","2.0 inches, 12.6 cm2 (~26.0% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),,,,,"Memory Stick Micro (M2), up to 4 GB",32MB,2 MP,Yes,"Wallpapers, screensavers",Yes,No,No,"2.0, A2DP",No,"Stereo FM radio, RDS",2.0,,Vodafone music streaming service MP3/AAC player TrackID music recognition Predictive text input Picture/video editor Organizer Voice memo/dial,Removable Li-Ion battery,Up to 300 h (2G) / Up to 300 h (3G),Up to 9 h (2G) / Up to 5 h (3G),"Havana Gold, Quick Black",1.10 W/kg (head),,CIF videocall camera,,,HSDPA 2100,HSPA,About 80 EUR,,"Yes, Photo call","20 received, 20 dialed and 20 missed calls","SMS, EMS, MMS, Email, Instant Messaging",Yes + downloadable,"Yes, MIDP 2.0",1.10 W/kg (head)     0.91 W/kg (body),,"HTML (NetFront 3.3), RSS reader",,,,,,,,,"Vibration; Downloadable polyphonic, MP3, AAC ringtones, composer",,
sony_ericsson,Sony Ericsson Z320,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-z320.gif,GSM,GSM 900 / 1800 / 1900 - Z320i,Yes,No,"2007, June. Released 2007, November",Discontinued,87 x 47 x 20 mm (3.43 x 1.85 x 0.79 in),90 g (3.17 oz),Mini-SIM,"TFT, 65K colors","1.8 inches, 10.2 cm2 (~24.9% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,No,10MB,1.3 MP,Yes,GSM 850 / 1800 / 1900 - Z320a,Yes,No,No,No,No,No,Proprietary,,"Second external icon display (monochrome)  Wallpapers, screensavers",Removable Li-Ion battery,Up to 300 h,Up to 7 h,"Crimson Red, Atlantic Blue",0.86 W/kg (head),,,,,,,About 50 EUR,,Yes,"30 received, dialed and missed calls","SMS,MMS",Yes + downloadable,"Yes, MIDP 2.0",,Predictive text input Photo editor Organizer Voice memo,WAP 2.0/xHTML,,,,,,,,Yes,"Vibration; Downloadable polyphonic, MP3, AAC ringtones",,
sony_ericsson,Sony Ericsson Z250,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-z250.gif,GSM,GSM 900 / 1800 / 1900 - Z250i,Yes,No,"2007, June. Released 2008, October",Discontinued,85 x 47 x 19.5 mm (3.35 x 1.85 x 0.77 in),90 g (3.17 oz),Mini-SIM,"CSTN, 65K colors","1.8 inches, 10.2 cm2 (~25.5% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,No,10MB,VGA,No,GSM 850 / 1800 / 1900 - Z250a,Yes,No,No,No,No,No,Proprietary,,"Icon display Wallpapers, screensavers",Removable Li-Ion battery,Up to 300 h,Up to 7 h,"Morning White, Silent Black",,,,,,,,About 70 EUR,,Yes,"30 received, dialed and missed calls","SMS,MMS",Yes + downloadable,"Yes, MIDP 2.0",0.76 W/kg (head)     0.44 W/kg (body),Predictive text input Photo editor Organizer Voice memo,WAP 2.0/xHTML,,,,,,,,Yes,Vibration; Downloadable polyphonic ringtones,,
sony_ericsson,Sony Ericsson P1,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-p1.gif,GSM / UMTS,GSM 900 / 1800 / 1900,,,"2007, May. Released 2007, July",Discontinued,106 x 55 x 17 mm (4.17 x 2.17 x 0.67 in),124 g (4.37 oz),Mini-SIM,"TFT resistive touchscreen, 256K colors","2.6 inches, 20.9 cm2 (~35.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~154 ppi density)","Symbian 9.1, UIQ 3.0",,32-bit Philips Nexperia PNX4008 208 MHz,,"Memory Stick Micro (M2), up to 4 GB, 512 MB included",160MB 128MB RAM 256MB ROM,"3.15 MP, AF",Yes,Handwriting recognition,Yes,No,Wi-Fi 802.11b,"2.0, A2DP",No,"Stereo FM radio, RDS",2.0,,"Media Player (MP3, AAC, video) SyncML Document viewer (Word, Excel, PowerPoint, PDF) Business card scanner  Organizer Voice memo",Removable Li-Po 950 mAh battery,Up to 440 h (2G) / Up to 350 h (3G),Up to 10 h (2G) / Up to 3 h 30 min (3G),Silver Black,0.56 W/kg (head),LED flash,VGA videocall camera,,,UMTS 2100,"Yes, 384 kbps",About 170 EUR,QWERTY,,,,,,0.98 W/kg (head)     1.10 W/kg (body),,"HTML (Opera), RSS reader",,,,,,,,Yes,"Vibration; Downloadable polyphonic, MP3, AAC ringtones",,
sony_ericsson,Sony Ericsson T650,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-t650.gif,GSM / UMTS,GSM 900 / 1800 / 1900,,,"2007, May",Discontinued,104 x 46 x 12.5 mm (4.09 x 1.81 x 0.49 in),95 g (3.35 oz),Mini-SIM,"TFT, 256K colors","1.9 inches, 11.2 cm2 (~23.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~211 ppi density)",,,,,"Memory Stick Micro (M2), up to  2 GB, 256 MB included",16MB,"3.15 MP, AF",QCIF,"Wallpapers, screensavers",Yes,No,No,"2.0, A2DP",No,FM radio,2.0,,MP3/AAC player Predictive text input Organizer Voice memo,Removable Li-Po 930 mAh battery (BST-38),Up to 300 h,Up to 7 h,"Growing Green, Midnight Blue, Eclipse Black, Precious Gold",1.80 W/kg (head),LED flash,VGA videocall camera,,,UMTS 2100,"Yes, 384 kbps",About 120 EUR,,"1000 contacts, Photo call","30 received, dialed and missed calls","SMS, MMS, Email",Yes + downloadable,"Yes, MIDP 2.0",,,"WAP 2.0/HTML(NetFront), RSS feeds",,,,,,,,,"Vibration; Downloadable polyphonic, MP3, AAC ringtones, composer",,
sony_ericsson,Sony Ericsson S500,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-s500.gif,GSM,GSM 850 / 900 / 1800 / 1900,Class 10,Class 10,"2007, May",Discontinued,99 x 47 x 14 mm (3.90 x 1.85 x 0.55 in),94 g (3.32 oz),Mini-SIM,"TFT, 256K colors","2.0 inches, 12.4 cm2 (~26.6% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,,,,"Memory Stick Micro (M2), up to 2 GB",12MB,2 MP,Yes,"Wallpapers, screensavers",Yes,No,No,"2.0, A2DP",No,No,Proprietary,,No,Removable Li-Po 930 mAh battery (BST-38),Up to 370 h,Up to 9 h,"Mysterious Green, Spring Yellow, Contrasted Copper, Ice Purple, Silver Steel",0.77 W/kg (head),,,,,,,About 90 EUR,,"1000 contacts, Photo call","30 received, dialed and missed calls","SMS, MMS, Email, Instant Messaging",Yes + downloadable,"Yes, MIDP 2.0",1.35 W/kg (head)     0.59 W/kg (body),TrackID music recognition  MP3/AAC/AAC+/eAAC+ player Predictive text input Organizer Voice memo,"WAP 2.0/HTML(NetFront), RSS feeds",,,,,,,,,"Vibration; Downloadable polyphonic, MP3, AAC ringtones, composer",,
sony_ericsson,Sony Ericsson T250,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-t250.gif,GSM,GSM 900 / 1800 - T250i,Class 10,No,"2007, May",Discontinued,100 x 45 x 13 mm (3.94 x 1.77 x 0.51 in),82 g (2.89 oz),Mini-SIM,"TFT, 65K colors","1.7 inches, 9.1 cm2 (~20.2% screen-to-body ratio)",128 x 160 pixels (~121 ppi density),,,,,No,2MB,VGA,No,GSM 850 / 1900 - T250a,Yes,No,No,No,No,"Stereo FM radio, RDS",No,,"Wallpapers, screensavers",Removable Li-Ion battery,Up to 300 h,Up to 7 h,"Aluminium Silver, Aluminium Black",0.83 W/kg (head),,,,,,,About 50 EUR,,"300 entries, Photocall","20 received, dialed and missed calls","SMS, MMS",Yes,No,,Slide show Full screen viewer Predictive text input Stopwatch Timer,WAP 1.2.1,,,,,,,,Yes,Vibration; Downloadable polyphonic ringtones,,
sony_ericsson,Sony Ericsson Z750,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-z750.gif,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,,"2007, March",Discontinued,97.4 x 49 x 20 mm (3.83 x 1.93 x 0.79 in),110 g (3.88 oz),Mini-SIM,"TFT, 256K colors","2.2 inches, 15.0 cm2 (~31.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",,,,,"Memory Stick Micro (M2), up to 2 GB",32MB,2 MP,320p@15fps,"Second external OLED display (36 x 128 pixels) Wallpapers, screensavers",Yes,No,No,"2.0, A2DP",No,"Stereo FM radio, RDS",2.0,,MP3/AAC/AAC+/eAAC+ player TrackID music recognition  Predictive text input Photo editor Organizer Voice memo,Removable Li-Po 930 mAh battery (BST-33),Up to 400 h (2G) / Up to 350 h (3G),Up to 9 h (2G) / Up to 3 h 30 min (3G),"Phantom Grey, Rose Pink, Mysterious Purple, Platinum Silver",1.04 W/kg (head),,Videocall camera,,,HSDPA 850 / 1900 / 2100,HSPA 1.8 Mbps,About 110 EUR,,"Yes, Photo call","20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS, Email",Yes,"Yes, MIDP 2.0",1.48 W/kg (head)     1.09 W/kg (body),,"WAP 2.0/HTML (NetFront), RSS reader",,,,,,,,,"Vibration; Downloadable polyphonic, MP3 ringtones, composer",,
sony_ericsson,Sony Ericsson W580,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-w580.gif,GSM,GSM 850 / 900 / 1800 / 1900,Class 10,Class 10,"2007, March. Released 2007, July",Discontinued,99 x 47 x 14 mm (3.90 x 1.85 x 0.55 in),94 g (3.32 oz),Mini-SIM,"TFT, 256K colors","2.0 inches, 12.4 cm2 (~26.6% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,,,,"Memory Stick Micro (M2), up to 4 GB. 512 MB included",12MB,2 MP,QCIF,"Wallpapers, screensavers",Yes,No,No,"2.0, A2DP",No,"Stereo FM radio, RDS",2.0,,No,Removable Li-Po 930 mAh battery (BST-38),Up to 370 h,Up to 9 h,"Style White, Urban Grey, Boulevard Black, Metro Pink, Jungle Green, Velvet Red",0.74 W/kg (head),,,,,,,About 100 EUR,,"1000 contacts, Photo call","30 received, dialed and missed calls","SMS, EMS, MMS, Email",Yes + downloadable,"Yes, MIDP 2.0",1.26 W/kg (head)     0.57 W/kg (body),"TrackID music recognition  Walkman 2.0 player  Predictive text input Organizer Pedometer, calories counter Voice memo","WAP 2.0/HTML(NetFront), RSS feeds",,,,,,,,,"Vibration; Downloadable polyphonic, MP3, AAC ringtones, composer",,
sony_ericsson,Sony Ericsson W660,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-w660.gif,GSM / UMTS,GSM 900 / 1800 / 1900,,,"2007, March",Discontinued,102 x 46 x 14.5 mm (4.02 x 1.81 x 0.57 in),93 g (3.28 oz),Mini-SIM,"TFT, 256K colors","2.0 inches, 12.6 cm2 (~26.8% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),,,,,"Memory Stick Micro (M2), up to 4 GB, 512 MB included",16MB,2 MP,Yes,"Wallpapers, screensavers",Yes,No,No,"2.0, A2DP",No,"Stereo FM radio, RDS",2.0,,Walkman player 2.0 TrackID music recognition Predictive text input Photo editor Organizer Voice memo/dial,Removable Li-Ion battery,Up to 360 h (2G) / Up to 360 h (3G),Up to 6 h (2G) / Up to 6 h (3G),"Record Black, Rose Red, Silk White",1.27 W/kg (head),,Videocall camera,,,UMTS 2100,"Yes, 384 kbps",About 110 EUR,,"1000 x 20 fields, Photo call","30 received, dialed and missed calls","SMS, MMS, Email, Instant Messaging",Yes + downloadable,"Yes, MIDP 2.0",,,"WAP 2.0/HTML (NetFront), RSS reader",,,,,,,,,"Vibration; Downloadable polyphonic, MP3, AAC ringtones, composer",,
sony_ericsson,Sony Ericsson W880,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-w880.gif,GSM / UMTS,GSM 900 / 1800 / 1900,,,"2007, February",Discontinued,103 x 46.5 x 9.5 mm (4.06 x 1.83 x 0.37 in),71 g (2.50 oz),Mini-SIM,"TFT, 256K colors","1.8 inches, 10.0 cm2 (~20.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~222 ppi density)",,,,,"Memory Stick Micro (M2), up to 4 GB, 1 GB included",16MB,2 MP,QCIF,"Wallpapers, screensavers",Yes,No,No,"2.0, A2DP",No,No,2.0,,Walkman player 2.0 TrackID music recognition Predictive text input Photo editor Organizer Voice memo/dial,Removable Li-Po 950 mAh battery (BST-33),Up to 425 h (2G) / Up to 425 h (3G),Up to 6 h 30 min (2G) / Up to 2 h 50 min (3G),"Flame Black, Steel Silver, Havana",1.45 W/kg (head),,VGA videocall camera,,,UMTS 2100,"Yes, 384 kbps",About 100 EUR,,"1000 x 20 fields, Photo call","30 received, dialed and missed calls","SMS, MMS, Email, Instant Messaging",Yes + downloadable,"Yes, MIDP 2.0",1.47 W/kg (head)     1.06 W/kg (body),,"WAP 2.0/HTML (NetFront), RSS reader",,,,,,,,,"Vibration; Downloadable polyphonic, MP3, AAC ringtones, composer",,
