Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,_1,Type_1,Colors,5G bands,Build,_1_1,Protection,Triple,Features_1,NFC,Charging,Models,SAR EU,Price,128GB 6GB RAM,256GB 8GB RAM,Quad,SAR,128GB 8GB RAM,Performance,Camera,Loudspeaker_1,Battery life,Display,128GB 12GB RAM,512GB 12GB RAM,256GB 12GB RAM,512GB 8GB RAM,8GB 1GB RAM,Dual,32GB 3GB RAM,16GB 1GB RAM,32GB 2GB RAM,64GB 4GB RAM,64GB 6GB RAM,128GB 4GB RAM,512GB 16GB RAM,Audio quality,16GB 2GB RAM,4GB 1.5GB RAM,GPRS,EDGE,1TB 12GB RAM,Triple_1,32GB 4GB RAM,Dual_1,Stand-by,Talk time,Music play,256GB 6GB RAM,256GB 4GB RAM,16GB 3GB RAM,Infrared port,Phonebook,Call records,Messaging,Games,Java,Keyboard,Browser,Alert types,Clock,Alarm,Languages 
samsung,Samsung B7722,https://fdn2.gsmarena.com/vv/bigpic/Samsung-B7722-3G-dual-SIM.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1,HSDPA 2100 - SIM 1 only,,HSPA 3.6/0.384 Mbps,"2010, June. Released 2010, June",Discontinued,113.5 x 55.5 x 14.3 mm (4.47 x 2.19 x 0.56 in),112 g (3.95 oz),"Dual SIM (Mini-SIM, dual stand-by)",GSM 900 / 1800 - SIM 2,"TFT resistive touchscreen, 256K colors","3.2 inches, 29.1 cm2 (~46.3% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~146 ppi density)",,,,,microSDHC (dedicated slot),270MB,"5 MP, AF",LED flash,320p@30fps,Yes,,Yes,No,Wi-Fi 802.11 b/g,"2.1, A2DP",No,"Stereo FM radio, RDS, recording",2.0,,MP3/WAV/WMA/eAAC+ player MP4/H.264 player Organizer Document viewer Voice memo Predictive text input,Removable Li-Ion 1200 mAh battery,Black,,,,,,,,,,0.69 W/kg (head)     0.70 W/kg (body),About 150 EUR,,,,,,,,Voice 74dB / Noise 67dB / Ring 76dB,,,,,,,,,,,,,,,,Noise -83.9dB / Crosstalk -82.9dB,,,,,,,,,Up to 420 h (2G) / Up to 330 h (3G),Up to 12 h 50 min (2G) / Up to 5 h 40 min (3G),,,,,,"2000 entries, Photocall","30 dialed, 30 received, 30 missed calls","SMS, MMS, Email, Push Email, IM, RSS",Yes + downloadable,"Yes, MIDP 2.1",,"WAP 2.0/xHTML, HTML",,,,
samsung,Samsung A847 Rugby II,https://fdn2.gsmarena.com/vv/bigpic/samsung-a847-Rugby-II.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1900 / 2100,,HSPA 7.2/0.384 Mbps,"2010, May. Released 2010, June",Discontinued,102 x 52 x 22 mm (4.02 x 2.05 x 0.87 in),100 g (3.53 oz),Mini-SIM,"MIL-STD-810G compliant salt, dust, humidity, rain, vibration, solar radiation, transport and thermal shock resistant","TFT, 256K colors","2.2 inches, 15.0 cm2 (~28.3% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",,,,,microSDHC (dedicated slot),70MB,2 MP,,Yes,,,Yes,No,No,"2.0, A2DP",A-GPS only; AT&T Navigator,No,microUSB 2.0,,"External 1.3"" monochrome display (CSTN, 128x128 pixels)",Removable Li-Ion 1300 mAh battery,Black,,,MP3/WAV/AAC+ player MP4/H.263 player Organizer Push to Talk Voice memo Predictive text input,,,,,,,0.51 W/kg (head),About 100 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 250 h,Up to 3 h,,,,,,"1000 entries, Photocall","30 received, dialed and missed calls","SMS, AMS, MMS, Email, Push Email, IM",Yes,"Yes, MIDP 2.0",,"WAP 2.0/xHTML, HTML",,,,
samsung,Samsung C3300K Champ,https://fdn2.gsmarena.com/vv/bigpic/samsung-champ-c3300.jpg,GSM,GSM 850 / 900 / 1800 / 1900,,,,"2010, May. Released 2010, June",Discontinued,96.3 x 53.8 x 13 mm (3.79 x 2.12 x 0.51 in),80 g (2.82 oz),Mini-SIM,No,"TFT resistive touchscreen, 256K colors","2.4 inches, 17.8 cm2 (~34.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",TouchWiz Lite UI,,,,microSDHC (dedicated slot),30MB,1.3 MP,,QCIF@15fps,,,"Yes, with stereo speakers",Yes,No,"2.1, A2DP",No,Stereo FM radio; built-in antenna,microUSB 2.0,,SNS integration MP3/WMA/eAAC+ player MP4/H.263 player Organizer Voice memo Predictive text input,Removable Li-Ion 1000 mAh battery,"Deep black, Espresso brown, Sweet pink, Chic white",,,,,,,,,,0.90 W/kg (head),About 80 EUR,,,,,,,,Voice 75dB / Noise 68dB / Ring 70dB,,,,,,,,,,,,,,,,Noise -89.1dB / Crosstalk -70.7dB,,,Class 10,Class 10,,,,,Up to 666 h,Up to 12 h,,,,,,,,,,,,"WAP 2.0/xHTML, HTML",,,,
samsung,Samsung W960 AMOLED 3D,https://fdn2.gsmarena.com/vv/bigpic/samsung-amoled-3d.jpg,GSM / HSPA,GSM 900 / 1800 / 1900,HSDPA,,HSPA,"2010, April. Released 2010, July",Discontinued,113.9 x 53.9 x 13.9 mm (4.48 x 2.12 x 0.55 in),120.6 g (4.23 oz),Mini-SIM,Gesture control Touch Wiz 2.0 UI,"AMOLED 3D capacitive touchscreen, 16M colors","3.2 inches, 29.1 cm2 (~47.5% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~146 ppi density)",,,,,microSDHC (dedicated slot),,"3.2 MP, AF",,Yes,,,Yes,No,No,"2.1, A2DP",No,No,microUSB 2.0,Accelerometer,No,Removable Li-Ion 1150 mAh battery,Black,,,"DMB TV MP4/H.264 player MP3/WAV/eAAC+ player Organizer Document viewer (Word, Excel, PowerPoint, PDF) Voice memo Predictive text input",,,,,,,0.36 W/kg (head),About 220 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,Class 10,Class 10,,,,,Up to 425 h (2G) / Up to 460 h (3G),Up to 6 h (2G) / Up to 10 h (3G),,,,,,"1000 entries, Photocall",Yes,"SMS(threaded view), MMS, Email",Yes,"Yes, MIDP 2.0",,HTML,,,,
samsung,Samsung M110S Galaxy S,https://fdn2.gsmarena.com/vv/bigpic/samsung-shw-m110s-galaxy-s1.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA,,HSPA 7.2/5.76 Mbps,"2010, June. Released 2010, July",Discontinued,122.4 x 64.2 x 9.9 mm (4.82 x 2.53 x 0.39 in),121 g (4.27 oz),Mini-SIM,TouchWiz 3.0 UI,"Super AMOLED capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~58.0% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","Android 2.1 (Eclair), upgradable to 2.3 (Gingerbread)",Hummingbird,1.0 GHz Cortex-A8,PowerVR SGX540,microSDHC (dedicated slot),16GB (14GB user available),"5 MP, AF",,720p,VGA,,Yes,Yes,Wi-Fi 802.11 b/g/n,"3.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",DMB TV MP4/DivX/WMV/H.264 player MP3/WAV/eAAC+/FLAC player Photo/video editor Document editor,Removable Li-Po 1500 mAh battery,"Snow White, Black",,,,,,,,,SHW-M110S,0.63 W/kg (head),About 220 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,Class 12,Class 12,,,,,Up to 590 h (2G) / Up to 490 h (3G),Up to 15 h 30 min (2G) / Up to 7 h 50 min (3G),,,,,,,,,,,,"HTML, Adobe Flash Lite",,,,
samsung,Samsung Galaxy A,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 2100,,HSPA 7.2/0.384 Mbps,"2010, April. Released 2010, May",Discontinued,119.5 x 59.8 x 12.5 mm (4.70 x 2.35 x 0.49 in),128 g (4.52 oz),Mini-SIM,DMB TV MP4/DivX/WMV/H.264 player MP3/WAV/eAAC+ player Document viewer,"Super AMOLED capacitive touchscreen, 16M colors","3.7 inches, 39.0 cm2 (~54.5% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~252 ppi density)",Android 2.1 (Eclair),TI OMAP 3430,720 MHz Cortex-A8,PowerVR SGX530,"microSDHC (dedicated slot), 8 GB included",1GB 384MB RAM,"5 MP, AF",LED flash,720p,VGA videocall camera,,Yes,Yes,Wi-Fi 802.11 b/g/n,"2.1, A2DP","Yes, with A-GPS",No,microUSB 2.0,"Accelerometer, proximity, compass",,Removable Li-Ion 1500 mAh battery,"Deep Black, Cream White",,,,Corning Gorilla Glass,,,,,,0.48 W/kg (head),About 100 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 560 h (2G) / Up to 450 h (3G),Up to 13 h 20 min (2G) / Up to 7 h 30 min (3G),,,,,,,,,,,,HTML,,,,
samsung,Samsung I9000 Galaxy S,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 1900 / 2100,,HSPA 7.2/5.76 Mbps,"2010, March. Released 2010, June",Discontinued,122.4 x 64.2 x 9.9 mm (4.82 x 2.53 x 0.39 in),119 g (4.20 oz),Mini-SIM,ISDB-Tb Digital TV tuner (only available for Brazilian market),"Super AMOLED capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~58.0% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","Android 2.1 (Eclair), upgradable to 2.3 (Gingerbread), TouchWiz UI 3",Hummingbird,1.0 GHz Cortex-A8,PowerVR SGX540,microSDHC (dedicated slot),"8GB 512MB RAM, 16GB 512MB RAM","5 MP, AF",,720p@30fps,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot (Android 2.2)","3.0, A2DP, aptX","Yes, with A-GPS","FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",,Removable Li-Ion 1500 mAh battery,"Black, White",,,,Corning Gorilla Glass,,,,,,0.24 W/kg (head),About 120 EUR,,,,,,,Photo / Video,Voice 66dB / Noise 65dB / Ring 66dB,,Contrast ratio: Infinite (nominal) / 3.155:1 (sunlight),,,,,,,,,,,,,,Noise -90.7dB / Crosstalk -90.6dB,,,,,,,,,Up to 750 h (2G) / Up to 576 h (3G),Up to 13 h 30 min (2G) / Up to 6 h 30 min (3G),,,,,,,,,,,,"WAP 2.0/xHTML, HTML, Adobe Flash",,,,
samsung,Samsung S3370,https://fdn2.gsmarena.com/vv/bigpic/samsung-s3370-ofic.jpg,GSM / UMTS,GSM 850 / 900 / 1800 / 1900,UMTS 900 / 2100,,"Yes, 384 kbps","2010, April. Released 2010, May",Discontinued,99.9 x 53 x 12.9 mm (3.93 x 2.09 x 0.51 in),86 g (3.03 oz),Mini-SIM,TouchWiz UI 2.0,"TFT resistive touchscreen, 256K colors","2.6 inches, 20.9 cm2 (~39.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~154 ppi density)",,,,,microSDHC (dedicated slot),50MB,1.3 MP,,QCIF,,,Yes,No,No,"2.1, A2DP",No,"Stereo FM radio, RDS",2.0,,No,Removable Li-Ion 1000 mAh battery,Black,,,"MP3/eAAC+ player MP4/H.263 player Facebook, MySpace apps Music ID recognition Document viewer Organizer Voice memo Predictive text input",,,,,,,0.97 W/kg (head),About 90 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 500 h (2G) / Up to 450 h (3G),Up to 10 h 30 min (2G) / Up to 4 h 40 min (3G),,,,,,"2000 contacts, Photocall",Yes,"SMS, MMS, Email, IM",Yes + downloadable,"Yes, MIDP 2.1",,"WAP 2.0/xHTML, HTML",,,,
samsung,Samsung I6500U Galaxy,https://fdn2.gsmarena.com/vv/bigpic/samsung-i6500u.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 2100,,HSPA 7.2/5.76 Mbps,"2010, March. Released 2010, July",Discontinued,117 x 59 x 13.3 mm (4.61 x 2.32 x 0.52 in),126 g (4.44 oz),Mini-SIM,No,"AMOLED capacitive touchscreen, 16M colors","3.2 inches, 30.5 cm2 (~44.2% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~180 ppi density)",Android 2.1 (Eclair),,800 MHz,,microSDHC (dedicated slot),180MB,"3.15 MP, AF",,480p@30fps,,,Yes,Yes,Wi-Fi 802.11 b/g,"2.1, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, compass",MP4/H.264/WMV player MP3/WAV/eAAC+/WMA player Document viewer,Removable Li-Ion 1500 mAh battery,Black,,,,,,,,,,0.36 W/kg (head),About 310 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HTML,,,,
samsung,Samsung E1170,https://fdn2.gsmarena.com/vv/bigpic/samsung-e1170.jpg,GSM,GSM 900 / 1800,,,,"2010, April. Released 2010, April",Discontinued,108.7 x 46.1 x 14.1 mm (4.28 x 1.81 x 0.56 in),72 g (2.54 oz),Mini-SIM,No,"CSTN, 65K colors","1.52 inches, 7.5 cm2 (~14.9% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~119 ppi density)",,,,,No,16MB,,,,,,Yes,No,No,No,No,No,No,,Organizer Predictive text input,Removable Li-Ion 1000 mAh battery,Black,,,,,,,,,,0.57 W/kg (head),About 30 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,Up to 830 h,Up to 10 h 30 min,,,,,,"Yes, up to 200 entries",Yes,SMS,Yes,No,,No,,,,
samsung,Samsung Metro TV,https://fdn2.gsmarena.com/vv/bigpic/samsung-metro-tv.jpg,CDMA / EVDO,CDMA 800 / 1900,CDMA2000 1xEV-DO,,"EV-DO Rev.0, 153.2 Kbps","2010, April. Released 2010, April",Discontinued,-,-,Mini-SIM,No,"TFT, 256K colors","2.0 inches, 12.4 cm2","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,,,,microSDHC (dedicated slot),,2 MP,,Yes,,,Yes,No,No,"2.2, A2DP, EDR",No,"Stereo FM radio, RDS",Proprietary,,MimobiTV Mobile TV SNS integration MP3/WAV/eAAC+/WMA player MP4/H.263/WMV player Organizer Voice memo Predictive text input,Removable Li-Ion battery,Black,,,,,,,,,,,About 80 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 200 h,Up to 4 h,,,,,,"1000 entries, Photocall",Yes,"SMS, MMS, Email",Yes + downloadable,No,,"WAP 2.0/xHTML, HTML",,,,
samsung,Samsung Corby TV F339,https://fdn2.gsmarena.com/vv/bigpic/samsung-corby-tv.jpg,CDMA / EVDO,CDMA 800,CDMA2000 1xEV-DO,,"EV-DO Rev.0, 153.2 Kbps","2010, April. Released 2010, April",Discontinued,103 x 56.5 x 12.2 mm (4.06 x 2.22 x 0.48 in),92 g (3.25 oz),Mini-SIM,Smart unlock Cartoon UI,"TFT capacitive touchscreen, 256K colors","2.8 inches, 24.3 cm2 (~41.7% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",,,,,microSDHC (dedicated slot),79MB,2 MP,,320p@15fps,,,Yes,No,No,"2.0, A2DP",No,FM radio,2.0,,No,Removable Li-Ion 960 mAh battery,"Jamaican Yellow, Cupid Pink, Minimal White, and Festival Orange; 2 Fashion Jackets",,,Mobile TV SNS integration MP3/WMA/eAAC+ player Find Music recognition service H.264/MP4/WMV player Organizer Voice memo Predictive text input,,,,,,,,About 100 EUR,,,,1.08 W/kg (head)     1.01 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 200 h,Up to 3 h 20 min,,,,,,"2000 contacts, Photocall","200 received, 200 dialed, 200 missed calls","SMS, MMS, Email",Yes + downloadable,"Yes, MIDP 2.1",,"WAP 2.0/xHTML, HTML",,,,
samsung,Samsung S3650W Corby,https://fdn2.gsmarena.com/vv/bigpic/samsung-s3650w-corby-wifi.jpg,GSM,GSM 850 / 900 / 1800 / 1900,,,,"2010, March. Released 2010, March",Discontinued,103 x 56.5 x 12 mm (4.06 x 2.22 x 0.47 in),93.2 g (3.28 oz),Mini-SIM,Smart unlock Cartoon/TouchWiz UI,"TFT capacitive touchscreen, 256K colors","2.8 inches, 24.3 cm2 (~41.7% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",,,,,microSDHC (dedicated slot),50MB,2 MP,,320p@15fps,,,Yes,No,Wi-Fi 802.11 b/g,"2.1, A2DP",No,"Stereo FM radio, RDS",microUSB 2.0,,No,Removable Li-Ion 960 mAh battery,"Jamaican Yellow, Cupid Pink, Minimal White, and Festival Orange; 2 Fashion Jackets",,,SNS integration MP3/WAV/eAAC+/WMA player MP4/H.263/WMV player Find Music recognition service Organizer Document viewer Voice memo Predictive text input,,,,,,,0.66 W/kg (head),About 100 EUR,,,,0.70 W/kg (head)     0.61 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,Class 10,Class 10,,,,,Up to 730 h,Up to 9 h,,,,,,"2000 contacts, Photocall","20 dialed, 20 received, 20 missed calls","SMS, MMS, Email",Yes + downloadable,"Yes, MIDP 2.1",,"WAP 2.0/xHTML, HTML",,,,
samsung,Samsung W9705,https://fdn2.gsmarena.com/vv/bigpic/samsung-sph-w9705.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA,,HSPA 3.6/0.384 Mbps,"2010, March. Released 2010, July",Discontinued,100.5 x 52 x 22.9 mm (3.96 x 2.05 x 0.90 in),135 g (4.76 oz),Mini-SIM,"Dust, shock and splash resistant","TFT, 256K colors","2.4 inches, 17.8 cm2 (~34.1% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,microSDHC (dedicated slot),83MB,2 MP,,Yes,,,No,No,Wi-Fi 802.11 b/g,"2.1, A2DP","Yes, with A-GPS",No,2.0,Compass,"External 1.1"" 65K CSTN display",Removable Li-Ion 1000 mAh battery,"Red on Black, Yellow on Black",,,MP3/eAAC+ player MP4/H.263 player Organizer Call recording Voice memo Predictive text input,,,,,,,0.72 W/kg (head),About 70 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,Class 10,Class 10,,,,,Up to 490 h (2G) / Up to 360 h (3G),Up to 7 h 30 min (2G) / Up to 4 h 40 min (3G),,,,,,"3000 entries, Photocall",Yes,"SMS, MMS, Email",Yes,No,,WAP/xHTML,,,,
samsung,Samsung A687 Strive,https://fdn2.gsmarena.com/vv/bigpic/samsung-strive-a687-for-att.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1900,,"Yes, 384 kbps","2010, March. Released 2010, March",Discontinued,105.9 x 58.9 x 14.6 mm (4.17 x 2.32 x 0.57 in),113.1 g (3.99 oz),Mini-SIM,No,"TFT resistive touchscreen, 256K colors","2.6 inches, 20.9 cm2 (~33.6% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~154 ppi density)",,,,,microSDHC (dedicated slot),80MB,2 MP,,Yes,,,Yes,No,No,"2.1, A2DP",A-GPS only; AT&T Navigator,No,microUSB 2.0,,MP3/WAV/eAAC+/WMA player MP4/H.263 player Organizer Voice memo Predictive text input,Removable Li-Ion 1000 mAh battery,Black,,,,,,,,,,0.71 W/kg (head),About 100 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 250 h,Up to 3 h,,,,,,"1000 entries, Photocall","30 dialed, 30 received, 30 missed calls","SMS, MMS, Email",Yes + downloadable,"Yes, MIDP 2.0",QWERTY,"WAP 2.0/xHTML, HTML",,,,
samsung,Samsung A697 Sunburst,https://fdn2.gsmarena.com/vv/bigpic/samsung-sunburst-a697-for-att.jpg,GSM,GSM 850 / 900 / 1800 / 1900,,,,"2010, March. Released 2010, March",Discontinued,101 x 52.8 x 13 mm (3.98 x 2.08 x 0.51 in),87.3 g (3.07 oz),Mini-SIM,TouchWiz UI,"TFT resistive touchscreen, 256K colors","3.0 inches, 25.6 cm2 (~48.0% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~155 ppi density)",,,,,microSDHC (dedicated slot),190MB,2 MP,,Yes,,,Yes,No,No,"2.1, A2DP",A-GPS only; AT&T Navigator,No,microUSB 2.0,Accelerometer,No,Removable Li-Ion 1000 mAh battery,Black,,,MP3/WAV/eAAC+ player MP4/H.263 player Organizer Voice memo Predictive text input,,,,,,,0.53 W/kg (head),About 120 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,Class 10,Class 10,,,,,Up to 250 h,Up to 5 h,,,,,,"1000 entries, Photocall","30 dialed, 30 received, 30 missed calls","SMS, MMS, Email",Yes + downloadable,"Yes, MIDP 2.0",,"WAP 2.0/xHTML, HTML",,,,
samsung,Samsung S8500 Wave,https://fdn2.gsmarena.com/vv/bigpic/samsung-s8500.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 3.6/2 Mbps,"2010, February. Released 2010, April",Discontinued,118 x 56 x 10.9 mm (4.65 x 2.20 x 0.43 in),118 g (4.16 oz),Mini-SIM,HSDPA 850 / 1900 - North America,"Super AMOLED capacitive touchscreen, 16M colors","3.3 inches, 31.0 cm2 (~46.9% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~283 ppi density)","Bada, upgradable to 2.0, TouchWiz UI 3",Hummingbird,1.0 GHz Cortex-A8,PowerVR SGX540,microSDHC (dedicated slot),390MB,"5 MP, AF",LED flash,720p@30fps,Yes,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","3.0, A2DP","Yes, with A-GPS, Samsung Mobile Navigator","Stereo FM radio, RDS, recording",microUSB 2.0,"Accelerometer, proximity, compass",Handwriting recognition,Removable Li-Ion 1500 mAh battery,Ebony Gray,,,TV-Out MP3/WAV/WMA/eAAC+ player MP4/H.264/WMV/Xvid/DivX player Organizer Picsel document viewer Photo editor Voice memo Predictive text input (T9 Trace),Corning Gorilla Glass,,,,,,0.99 W/kg (head),About 160 EUR,,,,,,,Photo / Video,Voice 69dB / Noise 66dB / Ring 75dB,,,,,,,,,,,,,,,,Noise -90.9dB / Crosstalk -92.5dB,,,,,,,,,Up to 600 h (2G) / Up to 550 h (3G),Up to 15 h (2G) / Up to 7 h (3G),Up to 35 h,,,,,,,,,,,"WAP 2.0/xHTML, HTML",,,,
samsung,Samsung I8520 Galaxy Beam,https://fdn2.gsmarena.com/vv/bigpic/samsung-i8520.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 1900 / 2100,,HSPA 7.2/5.76 Mbps,"2010, February. Released 2010, July",Discontinued,123 x 59.8 x 14.9 mm (4.84 x 2.35 x 0.59 in),156g (5.50 oz),Mini-SIM,Projector UI Handwriting recognition,"Super AMOLED capacitive touchscreen, 16M colors","3.7 inches, 39.0 cm2 (~53.0% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~252 ppi density)",Android 2.1 (Eclair),,720 MHz,,microSDHC (dedicated slot),16GB 384MB RAM,"8 MP, AF",LED flash,720p@30fps,VGA,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 b/g/n, DLNA","3.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity",Built-in WVGA projector MP3/WMA/WAV/eAAC+ player MP4/H.264/Xvid/DivX player Photo editor ThinkFree Office Mobile document editor,Removable Li-Ion 1800 mAh battery,Black,,,,Scratch-resistant glass,,,,,,0.62 W/kg (head),About 260 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 630 h (2G) / Up to 530 h (3G),Up to 14 h 10 min (2G) / Up to 7 h 20 min (3G),,,,,,,,,,,,"WAP 2.0/xHTML, HTML, Adobe Flash Lite",,,,
samsung,Samsung B3410W Ch@t,https://fdn2.gsmarena.com/vv/bigpic/samsung-b3410w.jpg,GSM,GSM 850 / 900 / 1800 / 1900,,,,"2010, February. Released 2010, May",Discontinued,102.3 x 52.4 x 16.2 mm (4.03 x 2.06 x 0.64 in),113.7 g (3.99 oz),Mini-SIM,TouchWiz UI 2.0 Plus,"TFT touchscreen, 256K colors","2.6 inches, 20.9 cm2 (~39.1% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~154 ppi density)",,,,,microSDHC (dedicated slot),45MB,2 MP,,320p,,,Yes,Yes,Wi-Fi 802.11 b/g,"2.1, A2DP",No,"Stereo FM radio, RDS, recording",2.0,,No,Removable Li-Ion 960 mAh battery,"Titan Gray, Romantic Pink",,,SNS integration Find Music service Document viewer MP3/WAV/eAAC+/WMA player MP4/H.263 player Organizer Voice memo Predictive text input,Scratch-resistant glass,,,,,,0.43 W/kg (head),About 120 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,Class 10,Class 12,,,,,Up to 800 h,Up to 7 h 30 min,,,,,,"1000 entries, Photocall","30 dialed, 30 received, 30 missed calls","SMS(threaded view), MMS, Email, RSS",Yes + downloadable,"Yes, MIDP 2.0",QWERTY,WAP 2.0/xHTML,,,,
samsung,Samsung M3710 Corby Beat,https://fdn2.gsmarena.com/vv/bigpic/samsung-m3710-corby-beat-new.jpg,GSM,GSM 850 / 900 / 1800 / 1900,,,,"2010, February. Released 2010, April",Discontinued,105 x 56.5 x 12.4 mm (4.13 x 2.22 x 0.49 in),97 g (3.42 oz),Mini-SIM,Smart unlock Cartoon UI,"TFT capacitive touchscreen, 256K colors","2.8 inches, 24.3 cm2 (~40.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",,,,,microSDHC (dedicated slot),50MB,2 MP,,320p@15fps,,,Yes,Yes,Wi-Fi 802.11 b/g,"2.1, A2DP",No,"Stereo FM radio, RDS",microUSB 2.0,,No,Removable Li-Ion 960 mAh battery,"Black, Neon Blue",,,SNS integration MP3/WAV/WMA/eAAC+ player MP4/H.264 player Find Music recognition service Organizer Document viewer Voice memo Predictive text input,,,,,,,0.62 W/kg (head),About 120 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,Class 12,Class 10,,,,,Up to 300 h,Up to 3 h,,,,,,"1000 contacts, Photocall",Yes,"SMS, MMS, Email, IM",Yes + downloadable,"Yes, MIDP 2.0",,"WAP 2.0/xHTML, HTML",,,,
samsung,Samsung E2370 Xcover,https://fdn2.gsmarena.com/vv/bigpic/Samsung-Xcover-E2370.jpg,GSM,GSM 900 / 1800,,,,"2010, February. Released 2010, August",Discontinued,112 x 49 x 19 mm (4.41 x 1.93 x 0.75 in),115 g (4.06 oz),Mini-SIM,IP54 splash proof Flashlight,"TFT, 256K colors","1.77 inches, 9.9 cm2 (~18.0% screen-to-body ratio)",128 x 160 pixels (~116 ppi density),,,,,microSD (dedicated slot),40MB,VGA,,480p,,,"Yes, with stereo speakers",No,No,"2.1, A2DP",No,"Stereo FM radio, RDS, recording",microUSB 1.1,,No,Removable Li-Ion 2000 mAh battery,"Red, Black",,,MP3/eAAC+ player MP4/H.263 player Organizer Voice memo Predictive text input,,,,,,,0.41 W/kg (head),About 100 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,Class 10,Class 10,,,,,Up to 1600 h,Up to 22 h,,,,,,"1000 contacts, Photocall",Yes,"SMS, MMS",Yes + downloadable,"Yes, MIDP 2.0",,WAP 2.0/xHTML,,,,
