Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,_1,Type_1,Colors,5G bands,Build,_1_1,Protection,Triple,Features_1,NFC,Charging,Models,SAR EU,Price,128GB 6GB RAM,256GB 8GB RAM,Quad,SAR,128GB 8GB RAM,Performance,Camera,Loudspeaker_1,Battery life,Display,128GB 12GB RAM,512GB 12GB RAM,256GB 12GB RAM,512GB 8GB RAM,8GB 1GB RAM,Dual,32GB 3GB RAM,16GB 1GB RAM,32GB 2GB RAM,64GB 4GB RAM,64GB 6GB RAM,128GB 4GB RAM,512GB 16GB RAM,Audio quality,16GB 2GB RAM,4GB 1.5GB RAM,GPRS,EDGE,1TB 12GB RAM,Triple_1,32GB 4GB RAM,Dual_1,Stand-by,Talk time,Music play,256GB 6GB RAM,256GB 4GB RAM,16GB 3GB RAM,Infrared port,Phonebook,Call records,Messaging,Games,Java,Keyboard,Browser,Alert types,Clock,Alarm,Languages 
samsung,Samsung :) Smiley,https://fdn2.gsmarena.com/vv/bigpic/samsung-smiley.jpg,GSM / UMTS,GSM 850 / 900 / 1800 / 1900,UMTS 1700 / 2100,,"Yes, 384 kbps","2010, June. Released 2010, June",Discontinued,99.6 x 59.4 x 15 mm (3.92 x 2.34 x 0.59 in),112.8 g (3.95 oz),Mini-SIM,No,"TFT, 256K colors",,"240 x 320 pixels, 4:3 ratio",,,184 MHz,,microSDHC (dedicated slot),50MB,1.3 MP,,Yes,,,Yes,No,No,"2.1, A2DP",A-GPS only; Google Maps,No,microUSB 2.0,,SNS integration T-Mobile Social Buzz MP4/H.264 player MP3/eAAC+/WAV player Organizer Voice memo Predictive text input,Removable Li-Ion 1000 mAh battery,Black/Blue,,,,,,,,,,0.98 W/kg (head),About 130 EUR,,,,0.47 W/kg (head)     0.78 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 300 h,Up to 5 h 30 min,,,,,,"Yes, Photocall","90 received, dialed and missed calls","SMS, MMS, Email, Push Email, IM, RSS",Yes,"Yes, MIDP 2.0",QWERTY,"WAP 2.0/xHTML, HTML",,,,
samsung,Samsung C5010 Squash,https://fdn2.gsmarena.com/vv/bigpic/Samsung-C5010-Squash-ofic.jpg,GSM / UMTS,GSM 850 / 900 / 1800 / 1900,UMTS 900 / 2100,,"Yes, 384 kbps","2010, May. Released 2010, Q3",Discontinued,115 x 46 x 12.8 mm (4.53 x 1.81 x 0.50 in),81 g (2.86 oz),Mini-SIM,MP3/AAC player MP4/H.264 player Organizer Voice memo Predictive text input,"TFT, 65K colors","2.0 inches, 12.6 cm2 (~23.8% screen-to-body ratio)",128 x 160 pixels (~102 ppi density),,,,,microSDHC (dedicated slot),42MB,1.3 MP,,320p@15fps,Yes,,Yes,No,No,"2.1, A2DP",No,"Stereo FM radio, RDS, recording",2.0,,,Removable Li-Ion 800 mAh battery,Black,,,,,,,,,,0.71 W/kg (head),About 80 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 550 h (2G) / Up to 400 h (3G),Up to 6 h (2G) / Up to 3 h (3G),,,,,,"1000 entries, Photocall","30 dialed, 30 received, 30 missed calls","SMS, MMS, Email, IM",Yes,"Yes, MIDP 2.0",,"WAP 2.0/xHTML, HTML",,,,
samsung,Samsung i897 Captivate,https://fdn2.gsmarena.com/vv/bigpic/samsung-captivate.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1900 / 2100,,HSPA 7.2/5.76 Mbps,"2010, June. Released 2010, July",Discontinued,122.4 x 64.2 x 9.9 mm (4.82 x 2.53 x 0.39 in),118 g (4.16 oz),Mini-SIM,TouchWiz 3.0 UI,"Super AMOLED capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~58.0% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","Android 2.1 (Eclair), upgradable to 2.3 (Gingerbread)",Hummingbird,1.0 GHz Cortex-A8,PowerVR SGX540,microSDHC (dedicated slot),16GB 512MB RAM,"5 MP, AF",,720p@30fps,,,Yes,Yes,Wi-Fi 802.11 b/g/n; DLNA,"3.0, A2DP","Yes, with A-GPS",No,microUSB 2.0,"Accelerometer, proximity, compass",No,Removable Li-Ion 1500 mAh battery,Black and Grey,,,MP4/DivX/WMV/H.264 player MP3/WAV/eAAC+/FLAC player Organizer Photo/video editor Voice memo/dial/commands Predictive text input (Swype),Corning Gorilla Glass,,,,,,0.37 W/kg (head),About 170 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 750 h (2G) / Up to 576 h (3G),Up to 13 h 30 min (2G) / Up to 6 h 30 min (3G),,,,,,,,,,,,"HTML, Adobe Flash Lite",,,,
samsung,Samsung B7350 Omnia PRO 4,https://fdn2.gsmarena.com/vv/bigpic/samsung-OMNIA-Pro-4-B7350.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 7.2/0.384 Mbps,"2010, June. Released 2010, October",Discontinued,117.7 x 59.8 x 11.9 mm (4.63 x 2.35 x 0.47 in),122 g (4.30 oz),Mini-SIM,CIF,"TFT resistive touchscreen, 65K colors","2.62 inches, 22.1 cm2 (~31.5% screen-to-body ratio)","320 x 320 pixels, 1:1 ratio (~173 ppi density)",Microsoft Windows Mobile 6.5 Professional,,,,microSDHC (dedicated slot),200MB,"3.15 MP, AF",,320p@15fps,,,Yes,Yes,Wi-Fi 802.11 b/g,"2.1, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,,"MP3/WMA/WAV/eAAC+ player MP4/WMV9/H.264 player Windows Live, Yahoo! Microsoft Outlook Mobile Pocket Office  Voice memo Predictive text input",Removable Li-Ion 1500 mAh battery,Black,,,,,,,,,,0.64 W/kg (head),About 150 EUR,,,,0.42 W/kg (head)     0.43 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 500 h (2G) / Up to 400 h (3G),Up to 9 h 20 min (2G) / Up to 5 h 40 min (3G),,,,,,,,,,,QWERTY,"WAP 2.0 / xHTML, HTML, Adobe Flash Lite",,,,
samsung,Samsung B6520 Omnia PRO 5,https://fdn2.gsmarena.com/vv/bigpic/samsung-Omnia-Pro-5-B6520.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 1900 / 2100,,HSPA 3.6/0.384 Mbps,"2010, June. Released 2010, October",Discontinued,116.5 x 61.8 x 11.5 mm (4.59 x 2.43 x 0.45 in),111 g (3.92 oz),Mini-SIM,MP3/WMA/WAV/eAAC+ player MP4/WMV9/H.264/DivX player Microsoft Outlook Mobile Pocket Office editor  Voice memo Predictive text input,"TFT, 65K colors","2.4 inches, 17.8 cm2 (~24.8% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~167 ppi density)",Microsoft Windows Mobile 6.5 Standard,,,,microSDHC (dedicated slot),220MB,2 MP,,320p@15fps,Yes,,Yes,Yes,Wi-Fi 802.11 b/g/n,"2.1, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,,,Removable Li-Ion 1500 mAh battery,Black,,,,,,,,,,0.79 W/kg (head),About 170 EUR,,,,1.02 W/kg (head)     0.37 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 600 h (2G) / Up to 440 h (3G),Up to 8 h (2G) / Up to 7 h 30 min (3G),,,,,,,,,,,QWERTY,"WAP 2.0 / xHTML, HTML, Adobe Flash Lite",,,,
samsung,Samsung U320 Haven,https://fdn2.gsmarena.com/vv/bigpic/samsung-u320-heaven.jpg,CDMA / CDMA2000,CDMA 800 / 1900,CDMA2000 1x,,"Yes, 384 kbps","2010, July. Released 2010, July",Discontinued,100 x 51 x 18 mm (3.94 x 2.01 x 0.71 in),99 g (3.49 oz),Mini-SIM,"External 1"" 56K display (CSTN, 96x96 pixels)","TFT, 65K colors","2.2 inches, 15.2 cm2 (~29.9% screen-to-body ratio)",176 x 220 pixels (~128 ppi density),,,,,No,24MB 16MB RAM 64MB ROM,,,,,,Yes,No,No,No,E911 call only,No,microUSB,,No,Removable Li-Ion 1000 mAh battery,Black,,,MP3/AAC player MP4/H.263 player Organizer Voice memo/dial Predictive text input,,,,,,,,About 90 EUR,,,,0.41 W/kg (head)     0.67 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 336 h,Up to 5 h,,,,,,500 entries,Yes,"SMS, MMS",Yes,"Yes, MIDP 2.0",,"WAP 2.0/xHTML, HTML",,,,
samsung,Samsung U460 Intensity II,https://fdn2.gsmarena.com/vv/bigpic/Samsung-Intensity-II-u460.jpg,CDMA / CDMA2000,CDMA 800 / 1900,CDMA2000 1x,,"Yes, 384 kbps","2010, July. Released 2010, July",Discontinued,124 x 73 x 17.9 mm (4.88 x 2.87 x 0.70 in),116 g (4.09 oz),Mini-SIM,No,"TFT, 256K colors","2.2 inches, 15.0 cm2 (~16.6% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",,,,,microSDHC (dedicated slot),,1.3 MP,,No,,,Yes,No,No,"2.1, A2DP",A-GPS only; VZ Navigator,No,microUSB 2.0,,2.5 mm audio jack,Removable Li-Ion 1000 mAh battery,"Deep Gray, Metallic Blue",,,Social Beat app for SNS integration Media Center MP4/H.263 player MP3/AAC+/WMA player Organizer Voice memo/dial Predictive text input,,,,,,,,About 100 EUR,,,,1.04 W/kg (head)     0.50 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 300 h,Up to 5 h,,,,,,"1000 entries, Photocall",Yes,"SMS, MMS, Email, IM",Yes,"Yes, MIDP 2.0",QWERTY,WAP 2.0/xHTML,,,,
samsung,Samsung M350 Seek,https://fdn2.gsmarena.com/vv/bigpic/samsung-m350-seek.jpg,CDMA / EVDO,CDMA 800 / 1900,CDMA2000 1xEV-DO,,"EV-DO Rev.0, 153.2 Kbps","2010, May. Released 2010, May",Discontinued,105 x 53 x 15 mm (4.13 x 2.09 x 0.59 in),109 g (3.84 oz),Mini-SIM,No,"TFT touchscreen,  256K colors","2.6 inches, 20.9 cm2 (~37.6% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~154 ppi density)",,,,,microSDHC (dedicated slot),"128MB RAM, 256MB ROM",1.3 MP,,Yes,,,Yes,Yes,No,"2.1, A2DP",No,No,microUSB 2.0,,"MP4/H.263 player MP3/AAC+ player Organizer Facebook, Twitter apps Voice memo Predictive text input",Removable Li-Ion 1500 mAh battery,"Blue, Red, Pink",,,,,,,,,,,About 130 EUR,,,,1.08 W/kg (head)     1.31 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 5 h 40 min,,,,,,"600 entries, Photocall",Yes,"SMS, MMS, Email, IM",Yes,"Yes, MIDP 2.0",QWERTY,WAP 2.0/xHTML,,,,
samsung,Samsung Epic 4G,https://fdn2.gsmarena.com/vv/bigpic/samsung-epic-4g.jpg,CDMA / HSPA / EVDO,CDMA 800 / 1900,CDMA2000 1xEV-DO,,"HSPA, EV-DO Rev. A 3.1 Mbps","2010, June. Released 2010, September",Discontinued,124 x 65 x 14 mm (4.88 x 2.56 x 0.55 in),155 g (5.47 oz),Mini-SIM,HSDPA 2100,"Super AMOLED capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~56.5% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","Android 2.1 (Eclair), upgradable to 2.2 (Froyo)",Hummingbird,1.0 GHz Cortex-A8,PowerVR SGX540,microSDHC (dedicated slot),512MB 512MB RAM,"5 MP, AF",LED flash,720p@30fps,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n; WiMAX, hotspot (Android 2.2)","2.1, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",TouchWiz 3.0 UI,Removable Li-Ion 1500 mAh battery,Black,,,Mobile TV MP4/DivX/WMV/H.264 player MP3/WAV/eAAC+/FLAC player Organizer Photo/video editor Document editor  Voice memo/dial/commands Predictive text input (Swype),Corning Gorilla Glass,,,,,,,About 200 EUR,,,,0.68 W/kg (head)     0.99 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 300 h,Up to 5 h 30 min,,,,,,,,,,,QWERTY,"HTML, Adobe Flash Lite",,,,
samsung,Samsung Acclaim,https://fdn2.gsmarena.com/vv/bigpic/samsung-acclaim.jpg,CDMA / EVDO,CDMA 800 / 1900,CDMA2000 1xEV-DO,,"EV-DO Rev.0, 153.2 Kbps","2010, June. Released 2010, July",Discontinued,114 x 59 x 15 mm (4.49 x 2.32 x 0.59 in),130 g (4.59 oz),Mini-SIM,Optical trackpad,"TFT touchscreen,  256K colors","3.2 inches, 30.5 cm2 (~45.3% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~180 ppi density)","Android 2.1 (Eclair), upgradable to 2.2 (Froyo)",,,,"microSDHC (dedicated slot), 4 GB included",,"3.15 MP, AF",LED flash,Yes,,,Yes,No,"Wi-Fi 802.11 b/g, hotspot (Android 2.2)","2.1, A2DP","Yes, with A-GPS",No,microUSB 2.0,Accelerometer,No,Removable Li-Ion 1500 mAh battery,Blue,,,MP4/H.264 player MP3/WAV/eAAC+ player Organizer Document viewer  Voice memo Predictive text input,,,,,,,,About 170 EUR,,,,0.29 W/kg (head)     0.98 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 450 h,Up to 8 h,,,,,,,,,,,QWERTY,HTML,,,,
samsung,Samsung Intercept,https://fdn2.gsmarena.com/vv/bigpic/Samsung-Intercept.jpg,CDMA / EVDO,CDMA 800 / 1900,CDMA2000 1xEV-DO,,"EV-DO Rev.0, 153.2 Kbps","2010, July. Released 2010, July",Discontinued,113 x 56 x 15 mm (4.45 x 2.20 x 0.59 in),139 g (4.90 oz),Mini-SIM,Optical trackpad,"TFT touchscreen, 65K colors","3.2 inches, 29.1 cm2 (~46.1% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~146 ppi density)","Android 2.1 (Eclair), upgradable to 2.2 (Froyo)",,,,microSDHC (dedicated slot),,"3.15 MP, AF",,Yes,,,Yes,Yes,"Wi-Fi 802.11 b/g, hotspot (Android 2.2)","2.0, A2DP","Yes, with A-GPS",No,microUSB 2.0,Accelerometer,No,Removable Li-Ion 1500 mAh battery,"Gray Steel, Satin Pink",,,MP4/H.264 player MP3/WAV/eAAC+ player Organizer Document viewer  Bar code scanner Voice memo Predictive text input,,,,,,,,About 150 EUR,,,,0.72 W/kg (head)     1.08 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 300 h,Up to 5 h 30 min,,,,,,,,,,,QWERTY,HTML,,,,
samsung,Samsung R360 Messenger Touch,https://fdn2.gsmarena.com/vv/bigpic/samsung-r630-messager-touch.jpg,CDMA / EVDO,CDMA 800 / 1900,CDMA2000 1xEV-DO,,"EV-DO Rev.0, 153.2 Kbps","2010, May. Released 2010, May",Discontinued,105 x 54 x 15 mm (4.13 x 2.13 x 0.59 in),108 g (3.81 oz),Mini-SIM,No,"TFT touchscreen,  256K colors","2.6 inches, 20.9 cm2 (~36.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~154 ppi density)",,,,,microSDHC (dedicated slot),100MB,2 MP,,Yes,,,Yes,No,No,"2.1, A2DP",No,No,microUSB 2.0,,MP4/H.263 player MP3/AAC+ player Organizer Voice memo Predictive text input,Removable Li-Ion 1000 mAh battery,Black,,,,,,,,,,,About 90 EUR,,,,0.95 W/kg (head)     1.02 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 288 h,Up to 5 h,,,,,,"1000 entries, Photocall",Yes,"SMS, MMS",Yes,"Yes, MIDP 2.0",QWERTY,WAP 2.0/xHTML,,,,
samsung,Samsung i225 Exec,https://fdn2.gsmarena.com/vv/bigpic/samsung-i225-exec.jpg,CDMA / EVDO,CDMA 800 / 1900,CDMA2000 1xEV-DO,,"EV-DO Rev.0, 153.2 Kbps","2010, April. Released 2010, April",Discontinued,117 x 60 x 11 mm (4.61 x 2.36 x 0.43 in),105 g (3.70 oz),Mini-SIM,No,"TFT, 65K colors","2.4 inches, 17.8 cm2 (~25.4% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~167 ppi density)",Microsoft Windows Mobile 6.5 Standard,,667 MHz,,microSDHC (dedicated slot),123MB,2 MP,,Yes,,,Yes,No,No,"2.0, A2DP","Yes, with A-GPS",No,microUSB 2.0,,MP4/H.264/WMV player MP3/AAC+ player Organizer Document viewer Voice memo/dial Predictive text input,Removable Li-Ion 1500 mAh battery,Black,,,,,,,,,,,About 120 EUR,,,,1.03 W/kg (head)     0.53 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 450 h,Up to 8 h,,,,,,,,,,,QWERTY,"WAP 2.0/xHTML, HTML",,,,
samsung,Samsung M570 Restore,https://fdn2.gsmarena.com/vv/bigpic/samsung-m570-restore.jpg,CDMA / EVDO,CDMA 800 / 1900,CDMA2000 1xEV-DO,,"EV-DO Rev.0, 153.2 Kbps","2010, April. Released 2010, June",Discontinued,117 x 53 x 15 mm (4.61 x 2.09 x 0.59 in),122 g (4.30 oz),Mini-SIM,Optical trackpad,"TFT, 256K colors","2.66 inches, 21.9 cm2 (~35.3% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~150 ppi density)",,,,,microSDHC (dedicated slot),,2 MP,,Yes,,,Yes,No,No,"2.1, A2DP","Yes, with A-GPS",No,microUSB 2.0,,No,Removable Li-Ion 1160 mAh battery,"Black, Green",,,SNS integration MP4/H.264 player MP3/eAAC+/WAV player Organizer Voice memo/dial Predictive text input,,,,,,,,About 110 EUR,,,,0.99 W/kg (head)     0.56 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 400 h,Up to 6 h,,,,,,"Yes, Photocall",Yes,"SMS, MMS, Email, IM",Yes,"Yes, MIDP 2.0",QWERTY,"WAP 2.0/xHTML, HTML",,,,
samsung,Samsung R351 Freeform,https://fdn2.gsmarena.com/vv/bigpic/samsung-r351-freeform.jpg,CDMA / CDMA2000,CDMA 800 / 1900,CDMA2000 1x,,"Yes, 384 kbps","2009, August. Released 2009, August",Discontinued,112 x 61 x 13 mm (4.41 x 2.40 x 0.51 in),103 g (3.63 oz),Mini-SIM,No,"TFT, 256K colors","2.2 inches, 15.2 cm2 (~22.3% screen-to-body ratio)",220 x 176 pixels (~128 ppi density),,,,,microSD (dedicated slot),55MB,1.3 MP,,Yes,,,Yes,No,No,"2.0, A2DP","Yes, with A-GPS",No,microUSB 2.0,,2.5 mm audio jack,Removable Li-Ion 1000 mAh battery,"Black, Red",,,MP4/H.263 player MP3/AAC+ player Organizer Voice memo/dial Predictive text input,,,,,,,,About 110 EUR,,,,1.01 W/kg (head)     0.53 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 200 h,Up to 6 h,,,,,,"1000 entries, Photocall",Yes,"SMS, MMS, Email",Yes,"Yes, MIDP 2.0",QWERTY,WAP 2.0/xHTML,,,,
samsung,Samsung T369,https://fdn2.gsmarena.com/vv/bigpic/samsung-t369.jpg,GSM,GSM 850 / 900 / 1800 / 1900,,,,"2010, July. Released 2010, July",Discontinued,114 x 53 x 15 mm (4.49 x 2.09 x 0.59 in),112 g (3.95 oz),Mini-SIM,No,"TFT, 256K colors","2.5 inches, 19.4 cm2 (~32.0% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~160 ppi density)",,,,,microSDHC (dedicated slot),50MB,1.3 MP,,QCIF,,,Yes,No,No,"2.0, A2DP, EDR",No,No,microUSB 2.0,,MP3/AAC+ player MP4/H.263 player Organizer Voice memo Predictive text input,Removable Li-Ion 1000 mAh battery,Black,,,,,,,,,,,About 100 EUR,,,,0.52 W/kg (head)     1.11 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,Class 10,Class 10,,,,,Up to 300 h,Up to 5 h 30 min,,,,,,"1000 entries, Photocall",Yes,"SMS, MMS, Email",Yes + downloadable,"Yes, MIDP 2.0",QWERTY,"WAP 2.0/xHTML, HTML",,,,
samsung,Samsung S5330 Wave533,https://fdn2.gsmarena.com/vv/bigpic/samsung-wave2-pro.jpg,GSM,GSM 850 / 900 / 1800 / 1900,,,,"2010, June. Released 2010, October",Discontinued,109.5 x 55 x 15.2 mm (4.31 x 2.17 x 0.60 in),118 g (4.16 oz),Mini-SIM,TouchWiz UI 3.0,"TFT capacitive touchscreen,  256K colors","3.2 inches, 29.1 cm2 (~48.4% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~146 ppi density)",bada OS,,,,microSDHC (dedicated slot),100MB,3.15 MP,,320p@15fps,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","3.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS, recording",microUSB 2.0,Accelerometer,No,Removable Li-Ion 1200 mAh battery,Black,,,MP3/WAV/eAAC+ player MP4/H.264 player Organizer Music Recognition Photo editor Voice memo Predictive text input (T9 Trace),,,,,,,0.32 W/kg (head),About 150 EUR,,,,0.35 W/kg (head)     0.65 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,Class 12,Class 12,,,,,Up to 1090 h,Up to 14 h,,,,,,,,,,,QWERTY,"WAP 2.0/xHTML, HTML",,,,
samsung,Samsung S5250 Wave525,https://fdn2.gsmarena.com/vv/bigpic/samsung-wave2.jpg,GSM,GSM 850 / 900 / 1800 / 1900,,,,"2010, June. Released 2010, October",Discontinued,109.5 x 55 x 11.9 mm (4.31 x 2.17 x 0.47 in),100 g (3.53 oz),Mini-SIM,TouchWiz UI 3.0,"TFT capacitive touchscreen,  256K colors","3.2 inches, 29.1 cm2 (~48.4% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~146 ppi density)",bada OS,,,,microSDHC (dedicated slot),100MB,3.15 MP,,Yes,,,Yes,Yes,Wi-Fi 802.11 b/g/n,"3.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,Accelerometer,No,Removable Li-Ion 1200 mAh battery,"Black, White/La Fleur edition",,,MP3/WAV/eAAC+ player MP4/H.264 player Organizer Music Recognition Photo editor Voice memo Predictive text input (T9 Trace),,,,,,,0.69 W/kg (head),About 120 EUR,,,,0.63 W/kg (head)     0.52 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,Class 12,Class 12,,,,,Up to 1200 h,Up to 14 h,,,,,,,,,,,,"WAP 2.0/xHTML, HTML",,,,
samsung,Samsung I5500 Galaxy 5,https://fdn2.gsmarena.com/vv/bigpic/samsung-i5500-corby.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 7.2/0.384 Mbps,"2010, June. Released 2010, August",Discontinued,108 x 56 x 12.3 mm (4.25 x 2.20 x 0.48 in),102 g (3.60 oz),Mini-SIM,TouchWiz v3.0,"TFT capacitive touchscreen, 16M colors","2.8 inches, 24.3 cm2 (~40.1% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)","Android 2.1 (Eclair), upgradable to 2.2 (Froyo)",,600 MHz,,"microSDHC (dedicated slot), 1 GB included",170MB,2 MP,,320p@15fps,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot (Android 2.2)","2.1, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity",No,Removable Li-Ion 1200 mAh battery,Black,,,MP4/H.264 player MP3/WAV/eAAC+ player,,,,,,,0.65 W/kg (head),About 80 EUR,,,,,,,,Voice 73dB / Noise 66dB / Ring 76dB,,,,,,,,,,,,,,,,Noise -79.7dB / Crosstalk -75.1dB,,,,,,,,,Up to 521 h (2G) / Up to 375 h (3G),Up to 9 h 30 min (2G) / Up to 6 h 30 min (3G),,,,,,,,,,,,HTML,,,,
samsung,Samsung I5801 Galaxy Apollo,https://fdn2.gsmarena.com/vv/bigpic/Samsung-I5800-Galaxy-3-new.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 3.6/0.384 Mbps,"2010, June. Released 2010, July",Discontinued,113.5 x 55 x 12.6 mm (4.47 x 2.17 x 0.50 in),113 g (3.99 oz),Mini-SIM,Touch Wiz 3.0,"TFT capacitive touchscreen, 16M colors","3.2 inches, 29.1 cm2 (~46.7% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~146 ppi density)","Android 2.1 (Eclair), upgradable to 2.2 (Froyo)",,Samsung S5P6422 667 MHz,,"microSDHC (dedicated slot), 1 GB included",512MB 256MB RAM,"3.15 MP, AF",,320p@15fps,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot (Android 2.2)","3.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",No,Removable Li-Ion 1500 mAh battery,"Black, White",,,MP4/DivX/XviD/WMV/H.264 player MP3/WAV/eAAC+ player Document editor,,,,,,,0.57 W/kg (head),About 140 EUR,,,,,,,,Voice 71dB / Noise 66dB / Ring 71dB,,,,,,,,,,,,,,,,Noise -91.0dB / Crosstalk -89.9dB,,,,,,,,,Up to 620 h (2G) / Up to 480 h (3G),Up to 15 h 30 min (2G) / Up to 7 h 15 min (3G),,,,,,,,,,,,HTML,,,,
samsung,Samsung I5800 Galaxy 3,https://fdn2.gsmarena.com/vv/bigpic/Samsung-I5800-Galaxy-3.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 3.6/0.384 Mbps,"2010, June. Released 2010, July",Discontinued,113.5 x 55 x 12.9 mm (4.47 x 2.17 x 0.51 in),109 g (3.84 oz),Mini-SIM,Touch Wiz 3.0,"TFT capacitive touchscreen, 16M colors","3.2 inches, 29.1 cm2 (~46.7% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~146 ppi density)","Android 2.1 (Eclair), upgradable to 2.2 (Froyo)",,Samsung S5P6422 667 MHz,,"microSDHC (dedicated slot), 1 GB included",512MB 256MB RAM,"3.15 MP, AF",,320p@15fps,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot (Android 2.2)","3.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",No,Removable Li-Ion 1500 mAh battery,"Black, White",,,MP4/DivX/XviD/WMV/H.264 player MP3/WAV/eAAC+ player Document editor,,,,,,,0.57 W/kg (head),About 140 EUR,,,,,,,Photo,Voice 71dB / Noise 66dB / Ring 71dB,,,,,,,,,,,,,,,,Noise -91.2dB / Crosstalk -89.9dB,,,,,,,,,Up to 620 h (2G) / Up to 510 h (3G),Up to 15 h 30 min (2G) / Up to 7 h 15 min (3G),,,,,,,,,,,,HTML,,,,
