Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,,Type,Size,Resolution,_1,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Features_1,Video_1,Loudspeaker,3.5mm jack,_1_1,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,GPRS,EDGE,NFC,Quad,Triple,128GB 6GB RAM,Infrared port,256GB 8GB RAM,Dual,Dual_1,64GB 3GB RAM,64GB 4GB RAM,32GB 2GB RAM,SAR EU,128GB 4GB RAM,128GB 8GB RAM,4GB,Five,Performance,Display,Camera,Loudspeaker_1,Battery life,512GB 8GB RAM,256GB 6GB RAM,32GB 3GB RAM,Protection,Audio quality,16GB 2GB RAM,Phonebook,Call records,Messaging,Games,Java,64GB 6GB RAM,Stand-by,32GB 4GB RAM,Talk time,Music play,SAR,Keyboard,Browser 
huawei,Huawei P10 Plus,https://fdn2.gsmarena.com/vv/bigpic/huawei-p10-plus-r1.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 29, 38, 39, 40",,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/150 Mbps","2017, February","Available. Released 2017, April",153.5 x 74.2 x 7 mm (6.04 x 2.92 x 0.28 in),165 g (5.82 oz),"Glass front (Gorilla Glass 5), aluminum back, aluminum frame","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",Splash resistant,"IPS-NEO LCD capacitive touchscreen, 16M colors","5.5 inches, 81.5 cm2 (~71.6% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~540 ppi density)","eMMC 5.1, UFS 2.0, or UFS 2.1","Android 7.0 (Nougat), upgradable to Android 9.0 (Pie), EMUI 9.1",Kirin 960 (16 nm),Octa-core (4x2.4 GHz Cortex-A73 & 4x1.8 GHz Cortex-A53),Mali-G71 MP8,microSDXC (uses shared SIM slot),"64GB 4GB RAM, 128GB 6GB RAM","8 MP, f/1.9","Leica optics, dual-LED dual-tone flash, HDR, panorama","4K@30fps, 1080p@60fps",,,1080p@30fps,"Yes, with stereo speakers",Yes,24-bit/192kHz audio,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, DLNA, Wi-Fi Direct, hotspot","4.2, A2DP, LE, aptX","Yes, with A-GPS, GLONASS, BDS, GALILEO",No,"2.0, Type-C 1.0 reversible connector","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Ion 3750 mAh, non-removable",Fast charging 18W,"Ceramic White, Dazzling Blue, Dazzling Gold, Graphite Black, Mystic Silver, Rose Gold, Greenery","VKY-L29, VKY-L09, VKY-AL00",About 240 EUR,,,Yes,,,,Yes,,"12 MP, f/1.8, 28mm (wide), PDAF, Laser AF, OIS 20 MP B/W, f/1.8, 27mm (wide), 1/2.7""",,,,,,,,,,GFXBench: 9fps (ES 3.1 onscreen),"Contrast ratio: 1633 (nominal), 3.456 (sunlight)",Photo / Video,Voice 64dB / Noise 69dB / Ring 82dB,Endurance rating 76h,,,,Corning Gorilla Glass 5,Noise-93.4dB / Crosstalk -92.9dB,,,,,,,,,,,,,,
huawei,Huawei P10,https://fdn2.gsmarena.com/vv/bigpic/huawei-p10-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 29, 38, 39, 40",,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/150 Mbps","2017, February","Available. Released 2017, March",145.3 x 69.3 x 7 mm (5.72 x 2.73 x 0.28 in),145 g (5.11 oz),"Glass front (Gorilla Glass 5), aluminum back, aluminum frame","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","eMMC 5.1, UFS 2.0, or UFS 2.1","IPS-NEO LCD capacitive touchscreen, 16M colors","5.1 inches, 71.7 cm2 (~71.2% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~432 ppi density)",24-bit/192kHz audio,"Android 7.0 (Nougat), upgradable to Android 9.0 (Pie), EMUI 9.1",Kirin 960 (16 nm),Octa-core (4x2.4 GHz Cortex-A73 & 4x1.8 GHz Cortex-A53),Mali-G71 MP8,microSDXC (uses shared SIM slot),"32GB 4GB RAM, 64GB 4GB RAM","8 MP, f/1.9","Leica optics, dual-LED dual-tone flash, HDR, panorama","4K@30fps, 1080p@60fps",,,1080p@30fps,Yes,Yes,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, DLNA, Wi-Fi Direct, hotspot","4.2, A2DP, LE, aptX","Yes, with A-GPS, GLONASS, BDS, GALILEO",No,"2.0, Type-C 1.0 reversible connector","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Ion 3200 mAh, non-removable",Fast charging 22.5W,"Mystic Silver, Rose Gold, Graphite Black, Dazzling Gold, Dazzling Blue, Greenery","VTR-L29, VTR-AL00, VTR-TL00, VTR-L09",About 280 EUR,,,Yes,,,,,,"12 MP, f/2.2, 28mm (wide), PDAF, Laser AF, OIS 20 MP B/W, f/1.8, 27mm (wide), 1/2.7""",,,,,,,,,,AnTuTu: 144458 (v7) GFXBench: 16fps (ES 3.1 onscreen),"Contrast ratio: 1423:1 (nominal), 3.379 (sunlight)",Photo / Video,Voice 67dB / Noise 70dB / Ring 83dB,Endurance rating 75h,,,,Corning Gorilla Glass 5,Noise -93.0dB / Crosstalk -93.5dB,,,,,,,,,,,,,,
huawei,Huawei P10 Lite,https://fdn2.gsmarena.com/vv/bigpic/huawei-p10-lite.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100,"1, 3, 7, 8, 20",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2017, February","Available. Released 2017, March",146.5 x 72 x 7.2 mm (5.77 x 2.83 x 0.28 in),146 g (5.15 oz),"Glass front, glass back, aluminum frame","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",eMMC 5.1,"LTPS IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~70.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)",,"Android 7.0 (Nougat), upgradable to Android 8.0 (Oreo), EMUI 8",Kirin 658 (16 nm),Octa-core (4x2.1 GHz Cortex-A53 & 4x1.7 GHz Cortex-A53),Mali-T830 MP2,microSDXC (uses shared SIM slot),"32GB 3GB RAM, 32GB 4GB RAM, 64GB 4GB RAM","12 MP, f/2.2, 1/2.8"", 1.25µm, PDAF","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, AF",,1080p@30fps,Yes,Yes,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot (Western Europe, Korea)Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot (ROW)","4.1, A2DP, EDR, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS",FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 3000 mAh, non-removable",Fast charging 18W,"Pearl White, Graphite Black, Platinum Gold, Sapphire Blue","WAS-LX1, WAS-LX2, WAS-LX3, WAS-LX1A, WAS-LX2J, WAS-L03T, WAS-AL00, WAS-TL10",About 230 EUR,,,"Yes (WAS-LX1A, WAS-LX1)",,,,,,,,,,,,,,,,GeekBench: 3344 (v4.4)GFXBench: 3fps (ES 3.1 onscreen),"Contrast ratio: 1595:1 (nominal), 2.974 (sunlight)",Photo / Video,Voice 68dB / Noise 72dB / Ring 80dB,Endurance rating 62h,,,,,Noise -88.2dB / Crosstalk -84.3dB,,,,,,,,,,,,,,
huawei,Huawei P8 Lite (2017),https://fdn2.gsmarena.com/vv/bigpic/huawei-p8-lite-2017.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 7, 8, 20",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2017, January","Available. Released 2017, January",147.2 x 72.9 x 7.6 mm (5.80 x 2.87 x 0.30 in),147 g (5.19 oz),"Glass front, glass back, aluminum frame","Hybrid Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~69.5% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)",,"Android 7.0 (Nougat), upgradable to Android 8.0 (Oreo), EMUI 9",Kirin 655 (16 nm),Octa-core (4x2.1 GHz Cortex-A53 & 4x1.7 GHz Cortex-A53),Mali-T830MP2,microSDXC (uses shared SIM slot),"16GB 3GB RAM, 64GB 4GB RAM","12 MP, AF","LED flash, panorama, HDR",1080p@30fps,"8 MP, f/2.0",,1080p@30fps,Yes,Yes,,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP, EDR, LE","Yes, with A-GPS, GLONASS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass","Li-Ion 3000 mAh, non-removable",,"Black, White, Gold, Blue","PRA-TL10, PRA-TL20, PRA-LA1, PRA-LX1, PRA-LX2, TAG-L21, PRA-AL00X, TAG-L32, PRA-LX3, PRA-AL00",About 170 EUR,,,Yes (market dependent),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huawei,Huawei Enjoy 6s,https://fdn2.gsmarena.com/vv/bigpic/huawei-enjoy-6s.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,"1, 3, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2016, December","Available. Released 2017, January",143.5 x 69.9 x 7.6 mm (5.65 x 2.75 x 0.30 in),138 g (4.87 oz),,"Hybrid Dual SIM (Micro-SIM, dual stand-by)",eMMC 5.1,"OLED capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~68.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,"Android 6.0 (Marshmallow), EMUI 4.1",Qualcomm MSM8940 Snapdragon 435 (28 nm),Octa-core 1.4 GHz Cortex-A53,Adreno 505,microSDXC (uses shared SIM slot),"16GB 2GB RAM (Nova Smart), 32GB 3GB RAM (Enjoy 6s)","13 MP, f/2.2, PDAF","LED flash, panorama, HDR",1080p@30fps,5 MP,,1080p@30fps,Yes,Yes,,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP","Yes, with A-GPS, GLONASS",FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity, compass","Li-Po 3020 mAh, non-removable",,"Gold, Silver, Pink","DIG-L01, DIG-L21HN, DIG-TL10, DIG-L03, DIG-L21, DIG-AL00, DIG-L23",About 250 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huawei,Huawei Mate 9 Pro,https://fdn2.gsmarena.com/vv/bigpic/huawei-mate-9-pro.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 29, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/150 Mbps","2016, November","Available. Released 2017, January",152 x 75 x 7.5 mm (5.98 x 2.95 x 0.30 in),169 g (5.96 oz),"Glass front (Gorilla Glass 3), aluminum back, aluminum frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",,"OLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~73.2% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~534 ppi density)",,"Android 7.0 (Nougat), upgradable to Android 9.0 (Pie), EMUI 9.1",Kirin 960 (16 nm),Octa-core (4x2.4 GHz Cortex-A73 & 4x1.8 GHz Cortex-A53),Mali-G71 MP8,No,"64GB 4GB RAM, 128GB 6GB RAM","8 MP, f/1.9, 26mm (wide), 1/3.2"", 1.4µm, AF","Leica optics, dual-LED dual-tone flash, panorama, HDR","4K@30fps, 1080p@30/60fps",,,1080p@30fps,"Yes, with stereo speakers",Yes,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, DLNA, Wi-Fi Direct, hotspot","4.2, A2DP, EDR, LE","Yes, with A-GPS, GLONASS, BDS, GALILEO",No,"2.0, Type-C 1.0 reversible connector","Fingerprint (front-mounted), accelerometer, gyro, proximity, barometer, compass","Li-Po 4000 mAh, non-removable",Fast charging 22.5W,"Haze Gold, Titanium Grey","LON-L29, LON-AL00",About 400 EUR,,,Yes,,,,Yes,,"12 MP, f/2.2, 27mm (wide), 1/2.9"", 1.25µm, PDAF, Laser AF, OIS 20 MP B/W, f/2.2, 27mm (wide), 1/2.7""",,,,,,,,,,GFXBench: 8.2fps (ES 3.1 onscreen),"Contrast ratio: 33273:1 (nominal), 3.206 (sunlight)",Photo / Video,Voice 67dB / Noise 74dB / Ring 91dB,Endurance rating 87h,,,,Corning Gorilla Glass 3,Noise -94.6dB / Crosstalk -94.3dB,,,,,,,,,,,,,,
huawei,Huawei Mate 9 Porsche Design,https://fdn2.gsmarena.com/vv/bigpic/huawei-mate-9-porshe-.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 29, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/150 Mbps","2016, November","Available. Released 2017, January",152 x 75 x 7.5 mm (5.98 x 2.95 x 0.30 in),169 g (5.96 oz),"Glass front (Gorilla Glass 3), aluminum back, aluminum frame","Dual SIM (Nano-SIM, dual stand-by)",CDMA 800 / 1900,"OLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~73.2% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~534 ppi density)",CDMA2000 1xEV-DO & TD-SCDMA,"Android 7.0 (Nougat), upgradable to Android 9.0 (Pie), EMUI 9.1",Kirin 960 (16 nm),Octa-core (4x2.4 GHz Cortex-A73 & 4x1.8 GHz Cortex-A53),Mali-G71 MP8,No,256GB 6GB RAM,"8 MP, f/1.9, 26mm (wide), 1/3.2"", 1.4µm, AF","Leica optics, dual-LED dual-tone flash, panorama, HDR","4K@30fps, 1080p@30/60fps",,,1080p@30fps,"Yes, with stereo speakers",Yes,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, DLNA, Wi-Fi Direct, hotspot","4.2, A2DP, EDR, LE","Yes, with A-GPS, GLONASS, BDS, GALILEO",No,"2.0, Type-C 1.0 reversible connector","Fingerprint (front-mounted), accelerometer, gyro, proximity, barometer, compass","Li-Po 4000 mAh, non-removable",Fast charging 22.5W,Graphite Black,,About 920 EUR,,,Yes,,,,Yes,,"12 MP, f/2.2, 27mm (wide), 1/2.9"", 1.25µm, PDAF, Laser AF, OIS 20 MP B/W, f/2.2, 27mm (wide), 1/2.7""",,,,,,,,,,,,,,,,,,Corning Gorilla Glass 3,,,,,,,,,,,,,,,
huawei,Huawei Mate 9,https://fdn2.gsmarena.com/vv/bigpic/huawei-mate-9.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (MHA-L29 model only),"HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 - MHA-L29, MHA-L09","1, 2, 3, 4, 5, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 29, 38, 39, 40, 41 - MHA-L29",,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/150 Mbps","2016, November","Available. Released 2016, December",156.9 x 78.9 x 7.9 mm (6.18 x 3.11 x 0.31 in),190 g (6.70 oz),"Glass front (Gorilla Glass 3), aluminum back, aluminum frame","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",CDMA 800 / 1900 - MHA-L29,"IPS LCD capacitive touchscreen, 16M colors","5.9 inches, 96.0 cm2 (~77.5% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~373 ppi density)",CDMA2000 1xEV-DO & TD-SCDMA - MHA-L29,"Android 7.0 (Nougat), upgradable to Android 9.0 (Pie), EMUI 9.1",Kirin 960 (16 nm),Octa-core (4x2.4 GHz Cortex-A73 & 4x1.8 GHz Cortex-A53),Mali-G71 MP8,microSDXC (uses shared SIM slot) - dual SIM model only,64GB 4GB RAM,"8 MP, f/1.9, 26mm (wide), 1/3.2"", 1.4µm, AF","Leica optics, dual-LED dual-tone flash, panorama, HDR","4K@30fps, 1080p@30/60fps",,,1080p@30fps,"Yes, with stereo speakers",Yes,"1, 2, 3, 4, 5, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 29, 38, 39, 40 - MHA-L09","Wi-Fi 802.11 a/b/g/n/ac, dual-band, DLNA, Wi-Fi Direct, hotspot","4.2, A2DP, EDR, LE","Yes, with A-GPS, GLONASS, BDS, GALILEO",No,"2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, barometer, compass","Li-Po 4000 mAh, non-removable",Fast charging 22.5W,"Agate Red, Topaz Blue, Space Gray, Moonlight Silver, Champagne Gold, Mocha Brown, Ceramic White, Black, Obsidian Black","MHA-L29, MHA-L09, MHA-AL00",About 320 EUR,,,Yes,,,,Yes,,"12 MP, f/2.2, 27mm (wide), 1/2.9"", 1.25µm, PDAF, Laser AF, OIS 20 MP B/W, f/2.2, 27mm (wide), 1/2.7""",,,,,,,,,,Basemark OS II 2.0: 2637Basemark X: 36519,"Contrast ratio: 1622 (nominal), 3.680 (sunlight)",Photo / Video,Voice 83dB / Noise 74dB / Ring 85dB,Endurance rating 82h,,,,Corning Gorilla Glass 3,Noise -92.2dB / Crosstalk -93.3dB,,,,,,,,,,,,,,
huawei,Huawei Fit,https://fdn2.gsmarena.com/vv/bigpic/huawei-fit.jpg,No cellular connectivity,N/A,,,,,"2016, November","Available. Released 2016, November",39.4 x 39.4 x 11.2 mm (1.55 x 1.55 x 0.44 in),35 g (1.23 oz),"Glass front, aluminum frame",No,50m water resistant IP68 dust/water resistant (up to 1.5m for 30 mins) Compatible with standard 18mm and 20mm straps,Monochrome graphic,"1.04 inches, 7.0 cm2 (~45.0% screen-to-body ratio)","208 x 208 pixels, 1:1 ratio (~200 ppi density)",Always-on screen,,,,,No,16MB 256 KB RAM,,,,,,,Yes,No,No,No,"4.2, LE",No,No,No,"Accelerometer, gyro, heart rate","Li-Ion 80 mAh, non-removable",,"Titanium Gray, Moonlight Silver, Orange",,About 200 EUR,No,No,,,,,,,,,,,,,,,,,,,,,,,,,Corning Gorilla Glass 3,,,Yes,Yes,"SMS, Email, IM",No,No,,Up to 144 h (mixed usage),,,,,,
huawei,Huawei Enjoy 6,https://fdn2.gsmarena.com/vv/bigpic/huawei-enjoy-6.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,"1, 3, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps or LTE-A (2CA) Cat6 300/50 Mbps","2016, October","Available. Released 2016, November",143.2 x 70.4 x 7.9 mm (5.64 x 2.77 x 0.31 in),145 g (5.11 oz),,Hybrid Dual SIM,eMMC 5.1,"OLED capacitive touchscreen, 16M colors","5.0 inches, 69.4 cm2 (~68.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~293 ppi density)",,"Android 6.0 (Marshmallow), EMUI 4.1",Mediatek MT6750 (28 nm),Octa-core (4x1.4 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mali-T860MP2,microSDXC (uses shared SIM slot),16GB 3GB RAM,"13 MP, f/2.2, AF","LED flash, panorama, HDR",1080p@30fps,5 MP,,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity, compass","Li-Po 4100 mAh, non-removable",,"Pink, White, Gold, Blue, Gray","NCE-AL00, NCE-TL00, NCE-AL10",About 200 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 648 h (3G),,Up to 22 h (3G),,,,
huawei,Huawei MediaPad M3 8.4,https://fdn2.gsmarena.com/vv/bigpic/huawei-mediapad-m3.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 5, 7, 8, 19, 20, 28, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2016, September","Available. Released 2016, October",215.5 x 124.2 x 7.3 mm (8.48 x 4.89 x 0.29 in),326 g (11.50 oz),,Nano-SIM,Tuned by Harman Kardon,"IPS LCD capacitive touchscreen, 16M colors","8.4 inches, 204.6 cm2 (~76.4% screen-to-body ratio)","1600 x 2560 pixels, 16:10 ratio (~359 ppi density)",,"Android 6.0 (Marshmallow), EMUI 4.1",Kirin 950 (16 nm),Octa-core (4x2.3 GHz Cortex-A72 & 4x1.8 GHz Cortex A53),Mali-T880 MP4,microSDXC (dedicated slot),"32GB 4GB RAM, 64GB 4GB RAM","8 MP, AF","HDR, panorama",1080p@30fps,8 MP,,1080p@30fps,"Yes, with stereo speakers",Yes,,"Wi-Fi 802.11 a/b/g/n/ac, hotspot","4.1, A2DP, EDR, LE","Yes, with A-GPS, GLONASS/ BDS (market dependant)",No,microUSB 2.0,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Po 5100 mAh, non-removable",,"Silver, Gold","BTV-DL09, BTV-W09",About 280 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huawei,Huawei nova plus,https://fdn2.gsmarena.com/vv/bigpic/huawei-nova-plus.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 900 / 2100 - MLA-L01/L11,"1, 3, 7, 8, 20, 38 - MLA-L01/L11",,"HSPA 42.2/5.76 Mbps, LTE-А (2CA) Cat7 300/150 Mbps","2016, September","Available. Released 2016, October",151.8 x 75.7 x 7.3 mm (5.98 x 2.98 x 0.29 in),160 g (5.64 oz),,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",HSDPA 850 / 900 / 2100 - MLA-L02/L12,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~72.6% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - MLA-L03/L13,"Android 6.0.1 (Marshmallow), EMUI 4.1",Qualcomm MSM8953 Snapdragon 625 (14 nm),Octa-core 2.0 GHz Cortex-A53,Adreno 506,microSDXC (uses shared SIM slot),32GB 3GB RAM,"16 MP, f/2.0, 1/2.8"", 1.12µm, PDAF, OIS","Dual-LED dual-tone flash, panorama, HDR","4K@30fps, 1080p@30fps","8 MP, f/2.0",,1080p@30fps,Yes,Yes,eMMC 5.1,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP, LE","Yes, with A-GPS, GLONASS",FM radio,Type-C 1.0 reversible connector,"Fingerprint (rear-mounted), accelerometer, proximity, compass","Li-Po 3340 mAh, non-removable",Fast charging 18W,"Prestige Gold, Mystic Silver, Titanium Grey","MLA-L01/L11, MLA-L11, MLA-L02/L12, MLA-L02, MLA-L12, MLA-L03/L13, MLA-L03, MLA-L13, MLA-AL10, MLA-L01",About 250 EUR,,,Yes,,,,,,,,,,,,,,,,Basemark OS II 2.0: 1215Basemark X: 10524,"Contrast ratio: 1281:1 (nominal), 2.329 (sunlight)",Photo / Video,Voice 68dB / Noise 68dB / Ring 76dB,Endurance rating 79h,,,,,Noise -70.7dB / Crosstalk -95.4dB,,,,,,,,,,,,,,
huawei,Huawei nova,https://fdn2.gsmarena.com/vv/bigpic/huawei-nova.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 - CAN-L01L11,"1, 3, 7, 8, 20, 38 - CAN-L01L11",,"HSPA 42.2/5.76 Mbps, LTE","2016, September","Available. Released 2016, October",141.2 x 69.1 x 7.1 mm (5.56 x 2.72 x 0.28 in),146 g (5.15 oz),"Glass front, aluminum back, aluminum frame","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",HSDPA 800 / 850 / 2100 - CAN-L02L12,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~70.6% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - CAN-L03L13,"Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat), EMUI 4.1",Qualcomm MSM8953 Snapdragon 625 (14 nm),Octa-core 2.0 GHz Cortex-A53,Adreno 506,microSDXC (uses shared SIM slot),32GB 3GB RAM,"12 MP, 1/2.9"", 1.25µm, PDAF","HDR, panorama","4K@30fps, 1080p@30fps",8 MP,,1080p@30fps,Yes,Yes,eMMC 5.1,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP, LE","Yes, with A-GPS, GLONASS",FM radio,Type-C 1.0 reversible connector,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 3020 mAh, non-removable",Fast charging 18W,"Prestige Gold, Mystic Silver, Titanium Grey, Obsidian Black","CAN-L01L11, CAN-L02L12, CAN-L03L13, CAN-L11, CAN-L01, CAN-L12, CAZ-AL10, CAZ-TL10",About 200 EUR,,,No,,,,,,,,,,,,,,,,Basemark OS II 2.0: 1218Basemark X: 10511,"Contrast ratio: 1540:1 (nominal), 2.467 (sunlight)",Photo / Video,Voice 69dB / Noise 71dB / Ring 80dB,Endurance rating 84h,,,,,Noise -68.9dB / Crosstalk -95.9dB,,,,,,,,,,,,,,
