Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,,Triple,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,64GB 4GB RAM,32GB 3GB RAM,_1,_1_1,Dual,32GB 2GB RAM,Single_1,16GB 2GB RAM,Protection,NFC,GPRS,EDGE,8GB 1GB RAM,16GB 1GB RAM,Infrared port,Stand-by,Talk time,Music play,Phonebook,Call records,Messaging,Games,Java,SAR EU,Display,Camera,Loudspeaker_1,Audio quality,Battery life,SAR,Keyboard,Browser,Alert types,Clock,Alarm,Languages,Quad
allview,Allview P6 eMagic,https://fdn2.gsmarena.com/vv/bigpic/allview-p6-emagic.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 900 / 2100,,HSPA 21.1/5.76 Mbps,"2016, March","Available. Released 2016, March",145 x 72 x 9.7 mm (5.71 x 2.83 x 0.38 in),138 g (4.87 oz),,"Dual SIM (Micro-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.0% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",Android 5.1 (Lollipop),Mediatek MT8321 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400,microSDXC (dedicated slot),16GB 1GB RAM,,,"LED flash, HDR, panorama",720p@30fps,"8 MP, AF",,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Po 2300 mAh, removable",,"Gold, Brown",,,,,,,,,2 MP,,,,,,,,,Up to 153 h,Up to 11 h 30 min,,,,,,,0.44 W/kg (head),,,,,,,,,,,,,
allview,Allview P5 eMagic,https://fdn2.gsmarena.com/vv/bigpic/allview-p5-emagic.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 900 / 2100,,HSPA 21.1/5.76 Mbps,"2016, March","Available. Released 2016, March",133.1 x 66.5 x 9 mm (5.24 x 2.62 x 0.35 in),105 g (3.70 oz),,"Dual SIM (Micro-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","4.5 inches, 57.6 cm2 (~65.1% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~207 ppi density)",Android 5.1 (Lollipop),Mediatek MT6580 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDXC (dedicated slot),8GB 1GB RAM,,,"LED flash, HDR",1080p@30fps,"5 MP, AF",,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Po 1600 mAh, removable",,"Dark blue, Gold",,,,,,,,,2 MP,,,,,,,,,Up to 160 h,Up to 7 h 40 min,,,,,,,1.03 W/kg (head),,,,,,,,,,,,,
allview,Allview P4 eMagic,https://fdn2.gsmarena.com/vv/bigpic/allview-p4-emagic.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,,HSPA 21.1/5.76 Mbps,"2016, March","Available. Released 2016, March",125.6 x 64.4 x 10 mm (4.94 x 2.54 x 0.39 in),105 g (3.70 oz),,"Dual SIM (Mini-SIM/ Micro-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~56.3% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 5.1 (Lollipop),Mediatek MT6580 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDXC (dedicated slot),8GB 1GB RAM,,,"LED flash, HDR",1080p@30fps,5 MP,,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,"Li-Ion 1400 mAh, removable",,Black,,,,,,,,,2 MP,,,,,,,,,Up to 200 h,Up to 7 h,,,,,,,0.67 W/kg (head),,,,,,,,,,,,,
allview,Allview X3 Soul,https://fdn2.gsmarena.com/vv/bigpic/allview-x3-soul.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 1900 / 2100,"1, 3, 7, 20, 38, 39, 40","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, January","Available. Released 2016, January",151.9 x 74.6 x 6.9 mm (5.98 x 2.94 x 0.27 in),147.6 g (5.22 oz),,"Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~73.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Android 5.1 (Lollipop),Mediatek MT6753 (28 nm),Octa-core 1.3 GHz Cortex-A53,Mali-T720,microSDXC (uses shared SIM slot),32GB 3GB RAM,,,"LED flash, HDR",1080p@30fps,"13 MP, f/2.0, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, EDR","Yes, with A-GPS",FM radio,Type-C 1.0 reversible connector,"Accelerometer, proximity, compass","Li-Po 3150 mAh, non-removable",,"Black, Gold",X3_Soul,About 300 EUR,,,,,,,5 MP,,Corning Gorilla Glass 3,,,,,,,Up to 210 h (3G),Up to 15 h (3G),,,,,,,0.55 W/kg (head),,,,,,,,,,,,,
allview,Allview X2 Soul Style + Platinum,https://fdn2.gsmarena.com/vv/bigpic/allview-x2-soul-style-plus.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,"3, 7, 20, 38","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, November. Released 2015, November",Discontinued,142.4 x 71.2 x 7 mm (5.61 x 2.80 x 0.28 in),128 g (4.52 oz),,"Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~68.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 5.1 (Lollipop),Mediatek MT6735 (28 nm),Quad-core 1.3 GHz Cortex-A53,Mali-T720,microSDXC (uses shared SIM slot),16GB 3GB RAM,,,"LED flash, HDR",1080p@30fps,"13 MP, f/2.2, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Po 2350 mAh, non-removable",,Silver,,About 200 EUR,,,,,,,5 MP,,Asahi Dragontrail Glass,,,,,,,Up to 235 h (3G),Up to 7 h 20 min (3G),,,,,,,0.72 W/kg (head),,,,,,,,,,,,,
allview,Allview X2 Soul Style,https://fdn2.gsmarena.com/vv/bigpic/allview-x2-soul-style.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,"3, 7, 20, 38","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, November. Released 2015, November",Discontinued,142.4 x 71.2 x 7 mm (5.61 x 2.80 x 0.28 in),128 g (4.52 oz),,"Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~68.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 5.1 (Lollipop),Mediatek MT6735 (28 nm),Quad-core 1.3 GHz Cortex-A53,Mali-T720,microSDXC (uses shared SIM slot),16GB 2GB RAM,,,"LED flash, HDR",1080p@30fps,"13 MP, f/2.2, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Po 2350 mAh, non-removable",,Silver,,About 180 EUR,,,,,,,5 MP,,Asahi Dragontrail Glass,,,,,,,Up to 235 h (3G),Up to 7 h 20 min (3G),,,,,,,0.72 W/kg (head),,,,,,,,,,,,,
allview,Allview X2 Soul Lite,https://fdn2.gsmarena.com/vv/bigpic/allview-x2-soul-lite.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 1900 / 2100,"1, 3, 7, 20","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, September. Released 2015, September",Discontinued,143 x 70.3 x 8 mm (5.63 x 2.77 x 0.31 in),137 g (4.83 oz),,"Hybrid Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~68.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 5.0 (Lollipop),Mediatek MT6735 (28 nm),Quad-core 1.3 GHz Cortex-A53,Mali-T720,microSDXC (uses shared SIM slot),16GB 1GB RAM,,,"LED flash, HDR",1080p@30fps,"8 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Po 2400 mAh, removable",,"Black, white",,About 160 EUR,,,,,,,5 MP,,Asahi Dragontrail Glass,,,,,,,Up to 240 h (3G),Up to 10 h 25 min (3G),,,,,,,0.63 W/kg (head),,,,,,,,,,,,,
allview,Allview V2 Viper X+,https://fdn2.gsmarena.com/vv/bigpic/allview-v2-viper-x-plus.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 1900 / 2100,"1, 3, 7, 20, 39, 40, 41","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, October. Released 2015, October",Discontinued,154 x 77 x 7.2 mm (6.06 x 3.03 x 0.28 in),155.3 g (5.47 oz),,"Dual SIM (Micro-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~70.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Android 5.1 (Lollipop),Mediatek MT6753 (28 nm),Octa-core 1.3 GHz Cortex-A53,Mali-T720,microSDXC,16GB 3GB RAM,,,"LED flash, HDR",1080p@30fps,"13 MP, f/2.0, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct","4.0, A2DP, EDR","Yes, with A-GPS",FM radio,Type-C 1.0 reversible connector,"Accelerometer, proximity, compass","Li-Po 3150 mAh, removable",,"Dark blue, Golden pearl",,About 300 EUR,,,,,,,5 MP,,Corning Gorilla Glass 3,,,,,,,Up to 393 h (3G),Up to 13 h 40 min (3G),,,,,,,0.69 W/kg (head),,,,,,,,,,,,,
allview,Allview V2 Viper X,https://fdn2.gsmarena.com/vv/bigpic/allview-v2-viper-x.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 1900 / 2100,"1, 3, 7, 20, 39, 40, 41","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, October. Released 2015, October",Discontinued,154 x 77 x 7.2 mm (6.06 x 3.03 x 0.28 in),155.3 g (5.47 oz),,"Dual SIM (Micro-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~70.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Android 5.1 (Lollipop),Mediatek MT6753 (28 nm),Octa-core 1.3 GHz Cortex-A53,Mali-T720,microSDXC,16GB 1GB RAM,,,"LED flash, HDR",1080p@30fps,"13 MP, f/2.0, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct","4.0, A2DP, EDR","Yes, with A-GPS",FM radio,Type-C 1.0 reversible connector,"Accelerometer, proximity, compass","Li-Po 3150 mAh, removable",,"Dark blue, Golden pearl",,About 250 EUR,,,,,,,5 MP,,Corning Gorilla Glass 3,,,,,,,Up to 393 h (3G),Up to 13 h 40 min (3G),,,,,,,0.69 W/kg (head),,,,,,,,,,,,,
allview,Allview V2 Viper,https://fdn2.gsmarena.com/vv/bigpic/allview-v2-viper.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 1900 / 2100,"1, 3, 7, 20","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, October. Released 2015, October",Discontinued,137.2 x 67 x 7.9 mm (5.40 x 2.64 x 0.31 in),143 g (5.04 oz),,"Dual SIM (Micro-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~66.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~312 ppi density)",Android 5.0 (Lollipop),Mediatek MT6735 (28 nm),Quad-core 1.3 GHz Cortex-A53,Mali-T720,microSDXC,16GB 1GB RAM,,,"LED flash, HDR",1080p@30fps,"8 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct","4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 2000 mAh, removable",,"Blue, white",,About 200 EUR,,,,,,,5 MP,,Scratch-resistant glass,,,,,,Yes,Up to 200 h (3G),Up to 9 h (3G),,,,,,,0.83 W/kg (head),,,,,,,,,,,,,
allview,Allview V2 Viper i,https://fdn2.gsmarena.com/vv/bigpic/allview-v2-viper-i.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 1900 / 2100,,HSPA 21.1/5.76 Mbps,"2015, December. Released 2015, December",Discontinued,143.3 x 72 x 8.9 mm (5.64 x 2.83 x 0.35 in),153 g (5.40 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 5.1 (Lollipop),Mediatek MT6580 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDXC,16GB 1GB RAM,,,"LED flash, HDR",720p,"5 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct","4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 2000 mAh, removable",,"Black, white",,About 120 EUR,,,,,,,2 MP,,Asahi Dragontrail Glass,,,,,,,Up to 200 h (3G),Up to 8 h 20 min (3G),,,,,,,0.79 W/kg (head),,,,,,,,,,,,,
allview,Allview P8 Energy mini,https://fdn2.gsmarena.com/vv/bigpic/allview-p8-en-mini.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 1900 / 2100,,HSPA 21.1/5.76 Mbps,"2016, January","Available. Released 2016, January",143.3 x 72 x 8.9 mm (5.64 x 2.83 x 0.35 in),200 g (7.05 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 5.1 (Lollipop),Mediatek MT6580 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDXC,16GB 2GB RAM,,,"LED flash, HDR",1080p@30fps,"8 MP, AF",,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 4000 mAh, removable",,"White, Gray, Gold",,About 170 EUR,,,,,,,5 MP,,Asahi Dragontrail Glass,,,,,,,Up to 400 h (3G),Up to 25 h (3G),,,,,,,0.74 W/kg (head),,,,,,,,,,,,,
allview,Allview P5 Pro,https://fdn2.gsmarena.com/vv/bigpic/allview-p5-pro.jpg,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,"3, 7, 20, 38","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, January","Available. Released 2016, January",136 x 67.6 x 9.3 mm (5.35 x 2.66 x 0.37 in),118.5 g (4.20 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~60.7% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",Android 5.1 (Lollipop),Mediatek MT6735M (28 nm),Quad-core 1.0 GHz Cortex-A53,Mali-T720,microSDXC,8GB 1GB RAM,,,"LED flash, HDR, panorama",720p,"5 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 1700 mAh, removable",,Black,,About 130 EUR,,,,,,,VGA,,,,,,,,,Up to 141 h (3G),Up to 8 h (3G),,,,,,,0.73 W/kg (head),,,,,,,,,,,,,
allview,Allview AX4 Nano Plus,https://fdn2.gsmarena.com/vv/bigpic/allview-ax4-nano-plus.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA,"2015, June. Released 2015, June",Discontinued,189 x 108 x 10 mm (7.44 x 4.25 x 0.39 in),300 g (10.58 oz),,Micro-SIM,"TFT capacitive touchscreen, 16M colors","7.0 inches, 137.9 cm2 (~67.6% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)",Android 4.4.2 (KitKat),Mediatek MT8312 (28 nm),Dual-core 1.3 GHz Cortex-A7,Mali-400,microSDHC (dedicated slot),8GB 512MB RAM,No,,,Yes,VGA,,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP, EDR","Yes, with A-GPS",FM Radio,microUSB 2.0,"Accelerometer, proximity","Li-Po 2700 mAh, non-removable",,"Black, White",,,,,,,,,,,,,,,,,,Up to 270 h,Up to 4 h 30 min,,,,,,,1.30 W/kg (body),,,,,,,,,,,,,
allview,Allview Viva C701,https://fdn2.gsmarena.com/vv/bigpic/allview-c701.jpg,No cellular connectivity,N/A,,,,"2015, September. Released 2015, September",Discontinued,189 x 108 x 10.7 mm (7.44 x 4.25 x 0.42 in),296 g (10.44 oz),,No,"TFT capacitive touchscreen, 256K colors","7.0 inches, 137.9 cm2 (~67.6% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)",Android 5.1 (Lollipop),,Quad-core 1.2 GHz Cortex-A7,Mali-400MP2,microSDHC (dedicated slot),8GB 1GB RAM,No,,,Yes,VGA,,,Yes,Yes,Wi-Fi 802.11 b/g/n,No,,No,microUSB 2.0,Accelerometer,"Li-Po 2700 mAh, non-removable",,"White, Black",,,,,,,,,,,,,No,No,,,,Up to 270 h,Up to 4 h,,,,,,,,,,,,,,,,,,,,
allview,Allview P6 Pro,https://fdn2.gsmarena.com/vv/bigpic/allview-p6-pro.jpg,GSM / HSPA / LTE,GSM 900 / 1800 / 1900,HSDPA 900 / 2100,LTE 900 / 1800 / 2100 / 2600 TD-LTE 2600,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, November. Released 2015, November",Discontinued,144 x 73 x 8.1 mm (5.67 x 2.87 x 0.32 in),154 g (5.43 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~65.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 5.1 (Lollipop),,Quad-core 1.0 GHz Cortex-A53,Mali-T720,microSDXC,8GB 1GB RAM,,,"LED flash, HDR",720p@30fps,"8 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 3140 mAh, non-removable",,Black,P6 PRO,About 100 EUR,,,,,,,5 MP,,,,,,,,,Up to 392 h (3G),Up to 13 h 40 min (3G),,,,,,,,,,,,,,,,,,,,
allview,Allview P8 Energy,https://fdn2.gsmarena.com/vv/bigpic/allview-p8-energy1.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 1900 / 2100,"1, 3, 7, 38, 39, 40","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, September. Released 2015, September",Discontinued,152 x 76 x 8.5 mm (5.98 x 2.99 x 0.33 in),212 g (7.48 oz),,"Dual SIM (Micro-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~72.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Android 5.1 (Lollipop),Mediatek MT6735 (28 nm),Quad-core 1.3 GHz Cortex-A53,Mali-T720MP2,microSDXC,16GB 2GB RAM,,,"LED flash, HDR",1080p@30fps,"13 MP, AF",,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Po 6000 mAh, non-removable",Charging 10W Reverse charging,"Black, White, Brown",,About 300 EUR,,,,,,,5 MP,,Corning Gorilla Glass 3,,,,,,,Up to 750 h,Up to 25 h,,,,,,,0.35 W/kg (head),,,,,,,,,,,,,
allview,Allview P5 Energy,https://fdn2.gsmarena.com/vv/bigpic/allview-p5-energy.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 1900 / 2100,"3, 7, 20, 38, 40","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, September. Released 2015, September",Discontinued,134.2 x 66.2 x 11.2 mm (5.28 x 2.61 x 0.44 in),156.5 g (5.54 oz),,"Dual SIM (Micro-SIM, dual stand-by)",IPS LCD capacitive touchscreen,"4.5 inches, 55.8 cm2 (~62.8% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",Android 5.1 (Lollipop),Mediatek MT6735M (28 nm),Quad-core 1.0 GHz Cortex-A53,Mali-T720MP2,microSDHC,16GB 1GB RAM,,,"LED flash, HDR",720p,"5 MP, AF",,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Po 4000 mAh, removable",,"Black, White",,About 140 EUR,,,,,,,2 MP,,,,,,,,,Up to 500 h,Up to 19 h,,,,,,,0.69 W/kg (head),,,,,,,,,,,,,
allview,Allview E4,https://fdn2.gsmarena.com/vv/bigpic/allview-e4.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,"2, 3, 20, 38","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, September. Released 2015, September",Discontinued,140.7 x 70.2 x 8.6 mm (5.54 x 2.76 x 0.34 in),130 g (4.59 oz),,"Dual SIM (Micro-SIM, dual stand-by)",IPS LCD capacitive touchscreen,"5.0 inches, 68.9 cm2 (~69.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 5.1 (Lollipop),Mediatek MT6753 (28 nm),Octa-core 1.3 GHz Cortex-A53,Mali-T720MP3,microSDHC,16GB 2GB RAM,,,"LED flash, HDR, panorama",1080p@30fps,"13 MP, AF",LED flash,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Po 2100 mAh, removable",,"Black, White",,About 240 EUR,,,,,,,5 MP,,,,,,,,,Up to 210 h,Up to 9 h 30 min,,,,,,,1.23 W/kg (head),,,,,,,,,,,,,
allview,Allview E4 Lite,https://fdn2.gsmarena.com/vv/bigpic/allview-e4-lite.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,"2, 3, 20, 38","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, September. Released 2015, September",Discontinued,140.7 x 70.2 x 8.6 mm (5.54 x 2.76 x 0.34 in),128 g (4.52 oz),,"Dual SIM (Micro-SIM, dual stand-by)",IPS LCD capacitive touchscreen,"5.0 inches, 68.9 cm2 (~69.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 5.1 (Lollipop),Mediatek MT6735 (28 nm),Quad-core 1.3 GHz Cortex-A53,Mali-T720MP2,microSDHC,8GB 1GB RAM,,,"LED flash, HDR, panorama",1080p@30fps,"13 MP, AF",LED flash,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Po 2100 mAh, removable",,"Black, White",,,,,,,,,5 MP,,,,,,,,,Up to 210 h,Up to 10 h,,,,,,,1.27 W/kg (head),,,,,,,,,,,,,
allview,Allview E3 Living,https://fdn2.gsmarena.com/vv/bigpic/allview-e3-living.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,"3, 7, 20, 38","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2015, August. Released 2015, August",Discontinued,133.3 x 65.8 x 9.8 mm (5.25 x 2.59 x 0.39 in),135.5 g (4.80 oz),,"Dual SIM (Micro-SIM, dual stand-by)",IPS LCD capacitive touchscreen,"4.5 inches, 55.8 cm2 (~63.6% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",Android 5.1 (Lollipop),Mediatek MT6735 (28 nm),Quad-core 1.0 GHz Cortex-A53,Mali-T720MP2,microSDHC,8GB 1GB RAM,,,"LED flash, HDR, panorama",1080p@30fps,"8 MP, AF",LED flash,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 1850 mAh, removable",,"Black, White",,About 140 EUR,,,,,,,2 MP,,,,,,,,,Up to 230 h,Up to 8 h 40 min,,,,,,,1.12 W/kg (head),,,,,,,,,,,,,
allview,Allview A5 Easy,https://fdn2.gsmarena.com/vv/bigpic/allview-a5-easy.jpg,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,,HSPA 21.1/5.76 Mbps,"2015, August. Released 2015, August",Discontinued,125 x 62.5 x 9.9 mm (4.92 x 2.46 x 0.39 in),121 g (4.27 oz),,"Dual SIM (Micro-SIM, dual stand-by)","TFT capacitive touchscreen, 256K colors","4.0 inches, 45.5 cm2 (~58.3% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 5.1 (Lollipop),Mediatek MT6572 (28 nm),Dual-core 1.0 GHz Cortex-A7,Mali-400,microSDHC,8GB 1GB RAM,,,"LED flash, HDR",Yes,5 MP,,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 1400 mAh, removable",,"Black, White",,,,,,,,,VGA,,,,,,,,,Up to 200 h,Up to 7 h 40 min,,,,,,,1.32 W/kg (head),,,,,,,,,,,,,
