Brand,Model Name,Model Image,Technology,2G bands,GPRS,EDGE,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Video,,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,_1,Type_1,Stand-by,Talk time,Colors,SAR EU,Features,Single_1,Video_1,Music play,3G bands,Speed,Price,Keyboard,Phonebook,Call records,Messaging,Games,Java,SAR,_1_1,Browser
spice,Spice M-5400 Boss TV,https://fdn2.gsmarena.com/vv/bigpic/spice-boss-tv.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Yes,No,"2012, September. Released 2012, September",Discontinued,123 x 57 x 14.5 mm (4.84 x 2.24 x 0.57 in),113 g (3.99 oz),Dual SIM (Mini-SIM),"TFT, 256K colors","2.8 inches, 24.3 cm2 (~34.6% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",,,,,microSDHC (dedicated slot),,1.3 MP,Yes,No,Yes,No,No,Yes,No,Wireless FM radio (no wired headphones required),Proprietary,,,"Li-Ion 1800 mAh, removable",Up to 360 h,Up to 6 h,Black,,,,,,,,About 30 EUR,,250 entries,Yes,Yes,Downloadable,No,,,
spice,Spice M-5200 Boss Don,https://fdn2.gsmarena.com/vv/bigpic/spice-boss-don.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,No,No,"2012, August. Released 2012, August",Discontinued,113 x 47.2 x 16.5 mm (4.45 x 1.86 x 0.65 in),70 g (2.47 oz),Dual SIM (Mini-SIM),"TFT, 65K colors","2.0 inches, 12.6 cm2 (~23.6% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),,,,,microSDHC (dedicated slot),,1.3 MP,Yes,No,Yes,No,No,Yes,No,FM radio,Proprietary,,,"Li-Ion 1800 mAh, removable",Up to 600 h,Up to 8 h,Black,,,,,,,,About 20 EUR,,170 entries,Yes,Yes,Downloadable,No,,,
spice,Spice M-5390 Boss Double XL,https://fdn2.gsmarena.com/vv/bigpic/spice-boss-dooble-excel.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,No,No,"2012, August. Released 2012, August",Discontinued,118.8 x 52.5 x 14.9 mm (4.68 x 2.07 x 0.59 in),70 g (2.47 oz),Dual SIM (Mini-SIM),"TFT, 65K colors","2.6 inches, 20.9 cm2 (~33.6% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~154 ppi density)",,,,,microSDHC (dedicated slot),,1.3 MP,Yes,No,Yes,No,No,Yes,No,FM radio; built-in antenna,Proprietary,,,"Li-Ion 2200 mAh, removable",Up to 700 h,Up to 10 h,Black,,,,,,,,About 30 EUR,,500 entries,Yes,Yes,Downloadable,No,,,
spice,Spice M-5250 Boss Item,https://fdn2.gsmarena.com/vv/bigpic/spice-boss-itom.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Yes,No,"2012, June. Released 2012, June",Discontinued,114.8 x 47.5 x 14.8 mm (4.52 x 1.87 x 0.58 in),95 g (3.35 oz),Dual SIM (Mini-SIM),"TFT, 65K colors","2.2 inches, 15.2 cm2 (~27.9% screen-to-body ratio)",176 x 220 pixels,,,,,microSDHC (dedicated slot),,1.3 MP,Yes,No,Yes,No,No,Yes,No,FM radio,Proprietary,,,"Li-Ion 1500 mAh, removable",Up to 350 h,Up to 8 h,White,,,,,,,,About 20 EUR,,200 entries,Yes,Yes,Downloadable,No,,,
spice,Spice M-5363 Boss,https://fdn2.gsmarena.com/vv/bigpic/spice-boss-champion.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,No,No,"2012, June. Released 2012, June",Discontinued,100 x 60.6 x 13 mm (3.94 x 2.39 x 0.51 in),102 g (3.60 oz),Dual SIM (Mini-SIM),"TFT, 256K colors","2.4 inches, 17.8 cm2 (~29.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,microSDHC (dedicated slot),,1.3 MP,Yes,No,Yes,No,No,Yes,No,"FM radio, recording",Proprietary,,,"Li-Ion 1800 mAh, removable",Up to 400 h,Up to 9 h,Black,,,,,,,,About 20 EUR,,Practically unlimited entries,Yes,Yes,Downloadable,No,,,
spice,Spice Mi-355 Stellar Craze,https://fdn2.gsmarena.com/vv/bigpic/spice-mi-355.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,,"2012, August. Released 2012, August",Discontinued,118 x 62 x 11.5 mm (4.65 x 2.44 x 0.45 in),80 g (2.82 oz),Dual SIM (Mini-SIM),"TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm2 (~49.9% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)","Android 2.3 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",Mediatek MT6573 (65 nm),800 MHz Cortex-A9,PowerVR SGX531,microSDHC (dedicated slot),140MB 512MB RAM,5 MP,Yes,MP4/WMV/H.263 player MP3/WAV/AAC+ player Organizer Photo/video editor Voice memo Predictive text input,Yes,Yes,Wi-Fi 802.11 b/g/n,Yes,Yes,FM radio,Proprietary,"Accelerometer, proximity",,Removable Li-Ion 1420 mAh battery,Up to 192 h,Up to 4 h,White,,LED flash,VGA,,,HSDPA 900 / 2100,HSPA,About 100 EUR,,,,,,,,,
spice,Spice Mi-425 Stellar,https://fdn2.gsmarena.com/vv/bigpic/spice-mi-425-stellar.jpg,GSM / HSPA,GSM 900 / 1800,,,"2012, June. Released 2012, June",Discontinued,125 x 63.5 x 12.5 mm (4.92 x 2.5 x 0.49 in),110 g (3.88 oz),Mini-SIM,"TFT capacitive touchscreen, 256K colors","4.0 inches, 45.5 cm2 (~57.4% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","Android 2.3 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",,1.0 GHz,,microSDHC (dedicated slot),149MB,"5 MP, AF",Yes,MP4/WMV/H.263 player MP3/WAV/AAC+ player Organizer Document viewer Photo/video editor Voice memo Predictive text input,Yes,Yes,"Wi-Fi 802.11 b/g, hotspot",Yes,"Yes, with A-GPS",FM radio,Proprietary,"Accelerometer, proximity, compass",,Removable Li-Ion 2000 mAh battery,,,White/Black,0.36 W/kg (head),LED flash,VGA,,,HSDPA 2100,HSPA,About 90 EUR,,,,,,,,,
spice,Spice M-6868N FLO ME,https://fdn2.gsmarena.com/vv/bigpic/spice-flo-me.jpg,GSM,GSM 900 / 1800,Yes,Yes,"2012, Q2",Discontinued,116 x 60.9 x 12.8 mm (4.57 x 2.40 x 0.50 in),87.3 g (3.07 oz),Mini-SIM,"TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm2 (~51.6% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,,,,microSDHC (dedicated slot),44MB,3.2 MP,Yes,No,Yes,Yes,Wi-Fi 802.11 b/g,2.0,No,"FM radio, recording",microUSB,Accelerometer,SNS integration MP4/H.263 player MP3/AAC+ player Organizer Voice memo Predictive text input,Removable Li-Ion 1150 mAh battery,,,Black,,,,,,,,About 50 EUR,,"2000 entries, Photocall",Yes,"SMS, MMS, Email, Push Email, IM",Downloadable,,0.85 W/kg (head),,
spice,Spice M-5600 FLO TV,https://fdn2.gsmarena.com/vv/bigpic/spice-flo-tv.jpg,GSM,GSM 900 / 1800,Yes,No,"2012, Q2",Discontinued,112.8 x 60.5 x 12.8 mm (4.44 x 2.38 x 0.50 in),110 g (3.88 oz),Mini-SIM,TFT touchscreen,"3.2 inches, 31.7 cm2 (~46.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~125 ppi density)",,,,,microSDHC (dedicated slot),,1.3 MP,Yes,No,Yes,TBD,No,2.0,No,"FM radio, recording",microUSB,,SNS integration Analog TV MP4/H.263 player MP3/AAC+ player Organizer Voice memo Predictive text input,Removable Li-Ion 1200 mAh battery,,,"Black, White",,,,,,,,About 30 EUR,,"2000 entries, Photocall",Yes,"SMS, MMS",Downloadable,,0.76 W/kg (head),,
spice,Spice Mi-280,https://fdn2.gsmarena.com/vv/bigpic/spice-mobile-mi-280.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,,"2012, February. Released 2012, February",Discontinued,105.5 x 57 x 12.9 mm (4.15 x 2.24 x 0.51 in),96 g (3.39 oz),Dual SIM (Mini-SIM),TFT capacitive touchscreen,"2.8 inches, 24.3 cm2 (~40.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",Android 2.3 (Gingerbread),Mediatek MT6573 (65 nm),650 MHz Cortex-A9,PowerVR SGX531,microSDHC (dedicated slot),134MB,3.15 MP,Yes,MP4/H.263 player MP3/AAC+ player Organizer Voice memo Predictive text input,Yes,Yes,Wi-Fi 802.11 b/g,"2.1, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass",,Removable Li-Ion 1000 mAh battery,Up to 200 h,Up to 3 h 20 min,Black,,,VGA,,,HSDPA 2100,HSPA,About 70 EUR,,,,,,,,,
spice,Spice Mi-350,https://fdn2.gsmarena.com/vv/bigpic/spice-mi-350.jpg,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"2011, Q3. Released 2011, October",Discontinued,118 x 60 x 13.4 mm (4.65 x 2.36 x 0.53 in),134 g (4.76 oz),Dual SIM (Mini-SIM),TFT capacitive touchscreen,"3.5 inches, 36.5 cm2 (~51.5% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",Android 2.3 (Gingerbread),Mediatek MT6573 (65 nm),650 MHz Cortex-A9,PowerVR SGX531,microSDHC (dedicated slot),188MB,3.15 MP,Yes,MP4/H.263 player MP3/AAC+ player Organizer Voice memo Predictive text input,Yes,Yes,"Wi-Fi 802.11, hotspot","2.1, A2DP","Yes, with A-GPS",FM radio,2.0,"Accelerometer, proximity",,Removable Li-Ion 1500 mAh battery,Up to 200 h,Up to 3 h,Black,,,VGA,,,HSDPA 900 / 2100,HSPA 7.2/5.76 Mbps,About 100 EUR,,,,,,,,,
spice,Spice M-6900 Knight,https://fdn2.gsmarena.com/vv/bigpic/spice-mi-6900-knight.jpg,GSM,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,2011,Discontinued,116 x 62.5 x 11.6 mm (4.57 x 2.46 x 0.46 in),167 g (5.89 oz),Dual SIM (Mini-SIM),TFT touchscreen,"3.46 inches, 35.6 cm2 (~49.2% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~167 ppi density)",,,,,microSDHC (dedicated slot),39MB,3.15 MP,Yes,No,Yes,Yes,Wi-Fi 802.11 b/g/n,"2.0, A2DP",No,"FM radio, recording",2.0,Proximity,SRS audio,Removable Li-Ion 1400 mAh battery,Up to 432 h,Up to 9 h 25 min,Black,,,,,,,,About 80 EUR,,2000 entries,Yes,"SMS(threaded view), MMS, Email, IM",Downloadable,Yes,,SNS integration MP4/H.263 player MP3/AAC+ player Organizer Voice memo Predictive text input,
spice,Spice M-6868,https://fdn2.gsmarena.com/vv/bigpic/spice-mi-6868.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Yes,Yes,2011,Discontinued,114.5 x 63 x 12 mm (4.51 x 2.48 x 0.47 in),91 g (3.21 oz),Dual SIM (Mini-SIM),TFT touchscreen,"3.44 inches, 35.2 cm2 (~48.8% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~168 ppi density)",,,,,microSDHC (dedicated slot),55MB,3.15 MP,Yes,No,Yes,No,Wi-Fi 802.11 b/g/n,"2.1, A2DP",No,"FM radio, recording",2.0,,MP4/H.263 player MP3/AAC+ player Organizer Voice memo Predictive text input,Removable Li-Ion 1200 mAh battery,Up to 450 h,Up to 4 h 30 min,Black,,,,,,,,About 50 EUR,,1500 entries,Yes,"SMS(threaded view), MMS, Email, IM",Downloadable,Yes,,,
spice,Spice M-6700,https://fdn2.gsmarena.com/vv/bigpic/spice-mi-6700.jpg,GSM,GSM 900 / 1800,Yes,Yes,2011,Discontinued,111 x 54 x 13.2 mm (4.37 x 2.13 x 0.52 in),100 g (3.53 oz),Mini-SIM,TFT touchscreen,"3.14 inches, 28.1 cm2 (~46.8% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~149 ppi density)",,,,,microSDHC (dedicated slot),45MB,3.15 MP,Yes,No,Yes,Yes,Wi-Fi 802.11 b/g/n,"2.0, A2DP",No,"FM radio, recording",2.0,,SRS audio,Removable Li-Ion 1000 mAh battery,Up to 234 h,Up to 8 h 13 min,Cappuccino,,,,,,,,About 40 EUR,,2000 entries,Yes,"SMS(threaded view), MMS, Email, IM",Downloadable,Yes,,MP4/H.263 player MP3/AAC+ player Organizer Voice memo Predictive text input,
spice,Spice M-9000 Popkorn,https://fdn2.gsmarena.com/vv/bigpic/spice-m-9000-popkorn.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,2011,Discontinued,119.2 x 50.3 x 17.4 mm (4.69 x 1.98 x 0.69 in),123 g (4.34 oz),Dual SIM (Mini-SIM),"TFT, 256K colors","2.36 inches, 17.2 cm2 (~28.8% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~169 ppi density)",,,,,microSDHC (dedicated slot),87MB,3.15 MP,Yes,No,Yes,,No,"2.1, A2DP",No,"FM radio, recording; built-in antenna",2.0,,Analog TV Pocket Projector Laser Pointer MP4/H.263 player MP3/AAC+ player Organizer Document viewer Voice memo Predictive text input,Removable Li-Ion 1200 mAh battery,Up to 300 h,Up to 3 h 30 min,Black/Silver,,,,,,,,About 60 EUR,,1500 entries,Yes,"SMS, MMS, Email",Downloadable,Yes,,,
spice,Spice M-6450,https://fdn2.gsmarena.com/vv/bigpic/spice-m-6450.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Yes,No,2011,Discontinued,114 x 49 x 10.8 mm (4.49 x 1.93 x 0.43 in),101 g (3.56 oz),Dual SIM (Mini-SIM),TFT,"2.36 inches, 17.2 cm2 (~30.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~169 ppi density)",,,,,microSDHC (dedicated slot),45MB,2 MP,Yes,No,Yes,Yes,No,"2.0, A2DP",No,FM radio,2.0,,SRS audio,Removable Li-Ion 950 mAh battery,Up to 200 h,Up to 6 h 40 min,Black,,,,,,,,About 40 EUR,,500 entries,Yes,"SMS(threaded view), MMS",Downloadable,Yes,,MP4/H.263 player MP3/AAC+ player Organizer Voice memo Predictive text input,
spice,Spice M-5750,https://fdn2.gsmarena.com/vv/bigpic/spice-m-5750.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Yes,No,2011,Discontinued,112 x 50 x 12 mm (4.41 x 1.97 x 0.47 in),96 g (3.39 oz),Dual SIM (Mini-SIM),TFT resistive touchscreen,"2.76 inches, 23.6 cm2 (~42.1% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~145 ppi density)",,,,,microSDHC (dedicated slot),8MB,1.3 MP,Yes,No,Yes,Yes,No,"2.0, A2DP",No,"FM radio, recording",microUSB,,MP4/H.263 player MP3/AAC+ player Organizer Voice memo Predictive text input,Removable Li-Ion 1000 mAh battery,Up to 500 h,Up to 5 h,Black,,,,,,,,About 40 EUR,,1000 entries,Yes,"SMS(threaded view), MMS, Email",Downloadable,Yes,,,
spice,Spice M-5350,https://fdn2.gsmarena.com/vv/bigpic/spice-m-5350.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,No,No,2011,Discontinued,104.8 x 56 x 13.2 mm (4.13 x 2.20 x 0.52 in),60 g (2.12 oz),Dual SIM (Mini-SIM),TFT,"2.36 inches, 17.2 cm2 (~29.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~169 ppi density)",,,,,microSDHC (dedicated slot),,VGA,Yes,No,Yes,,No,"2.0, A2DP",No,"FM radio, recording",No,,MP3/MP4/H.263 player,Removable Li-Ion 1000 mAh battery,Up to 300 h,Up to 3 h 30 min,"Gray, Red",,,,,,,,About 30 EUR,,500 entries,Yes,SMS(threaded view),Downloadable,No,,,
spice,Spice M-5180,https://fdn2.gsmarena.com/vv/bigpic/spice-m-5180.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Yes,No,2011,Discontinued,105.7 x 46.5 x 15.2 mm (4.16 x 1.83 x 0.60 in),90 g (3.17 oz),Dual SIM (Mini-SIM),TFT,"1.77 inches, 9.9 cm2 (~20.1% screen-to-body ratio)",128 x 160 pixels (~116 ppi density),,,,,microSDHC (dedicated slot),,VGA,Yes,No,Yes,No,No,1.2,No,"FM radio, recording",No,,MP3/MP4/H.263 player,Removable Li-Ion 1800 mAh battery,Up to 500 h,Up to 5 h,Black/Gold,,,,,,,,About 30 EUR,,500 entries,Yes,"SMS(threaded view), MMS",Downloadable,No,,,
spice,Spice M-5115,https://fdn2.gsmarena.com/vv/bigpic/spice-m-5115.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,No,No,2011,Discontinued,-,44.8 g without battery (1.55 oz),Dual SIM (Mini-SIM),TFT,"1.77 inches, 9.9 cm2",128 x 160 pixels (~116 ppi density),,,,,microSDHC (dedicated slot),,VGA,No,Flashlight,Yes,No,No,"2.1, A2DP",No,"FM radio, recording",microUSB,,No,Removable Li-Ion 1000 mAh battery,Up to 500 h,Up to 4 h,"Black/Red, Black",,,,,,,,About 20 EUR,,500 entries,Yes,SMS(threaded view),Downloadable,No,,MP3/MP4/H.263 player,
spice,Spice M-4262,https://fdn2.gsmarena.com/vv/bigpic/spice-m-4262.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,No,No,2011,Discontinued,-,44.8 g without battery (1.55 oz),Dual SIM (Mini-SIM),TFT,"1.77 inches, 9.9 cm2",128 x 160 pixels (~116 ppi density),,,,,microSDHC (dedicated slot),,,No,Flashlight,Yes,No,No,No,No,"FM radio, recording",microUSB,,No,Removable Li-Ion 1000 mAh battery,Up to 500 h,Up to 4 h,Black,,,,,,,,About 10 EUR,,500 entries,Yes,SMS(threaded view),Downloadable,No,,MP3/MP4/H.263 player,
spice,Spice Mi-720,https://fdn2.gsmarena.com/vv/bigpic/spice-mi720.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,,"2011, Q2",Discontinued,200 x 116.5 x 12.5 mm (7.87 x 4.59 x 0.49 in),485 g (1.07 lb),Mini-SIM,"TFT capacitive touchscreen, 256K colors","7.0 inches, 139.5 cm2 (~59.9% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~133 ppi density)",Android 2.2 (Froyo),,800 MHz Scorpion,Adreno 200,microSDHC (dedicated slot),"256MB RAM, 512MB",2 MP,@24fps,HDMI output MP4/WMV/H.263 player MP3/WAV/AAC+ player Organizer Document viewer Photo/video editor Voice memo Predictive text input,Yes,Yes,"Wi-Fi 802.11 b/g, hotspot","2.1, A2DP, EDR","Yes, with A-GPS",No,microUSB,"Accelerometer, compass",,Non-removable Li-Ion 4200 mAh battery,Up to 450 h,Up to 20 h,White,,,VGA,,,HSDPA 850 / 2100,HSPA,About 170 EUR,,,,,,,,,
spice,Spice M-6800 FLO,https://fdn2.gsmarena.com/vv/bigpic/Spice-Mobile-M-6800-FLO.jpg,GSM,GSM 900 / 1800,Yes,Yes,"2011, May. Released 2011, May",Discontinued,107.8 x 53.6 x 12.5 mm (4.24 x 2.11 x 0.49 in),91 g (3.21 oz),Mini-SIM,TFT touchscreen,"3.14 inches, 28.1 cm2 (~48.6% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~149 ppi density)",,,,,microSDHC (dedicated slot),44MB,3.15 MP,Yes,No,Yes,Yes,Wi-Fi 802.11 b/g,"2.1, A2DP",No,"FM radio, recording",2.0,,SNS integration MP4/H.263 player MP3/AAC+ player Organizer Voice memo Predictive text input,Removable Li-Ion 1000 mAh battery,Up to 250 h,Up to 4 h,"Turquoise Blue, Jet Black, Spice Yellow",,,,,,,,About 40 EUR,,"1000 entries, Photocall",Yes,"SMS(threaded view), MMS, Email, IM",Downloadable,Yes,,,
spice,Spice Mi-410,https://fdn2.gsmarena.com/vv/bigpic/spice-mi-410.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,,"2011, Q2. Released 2011, Q2",Discontinued,122 x 66 x 10 mm (4.80 x 2.60 x 0.39 in),143 g (5.04 oz),Mini-SIM,"TFT capacitive touchscreen, 256K colors","4.03 inches, 46.2 cm2 (~57.4% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~232 ppi density)",Android 2.2 (Froyo),Qualcomm MSM8255 Snapdragon S2,1.0 GHz Scorpion,Adreno 205,microSDHC (dedicated slot),800MB 512MB RAM,"5 MP, AF",720p@30fps,HDMI output MP4/WMV/H.263 player MP3/WAV/AAC+ player Organizer Document viewer Photo/video editor Voice memo Predictive text input,Yes,Yes,"Wi-Fi 802.11 b/g, hotspot","2.0, A2DP, EDR","Yes, with A-GPS","FM radio, recording",microUSB,"Accelerometer, proximity, compass",,Removable Li-Ion 1400 mAh battery,Up to 400 h (2G) / Up to 380 h (3G),Up to 2 h 20 min (2G) / Up to 4 h (3G),"Silver, Brown",0.62 W/kg (head),LED flash,Yes,,,HSDPA 900 / 1900 / 2100,HSPA 14.4/5.76 Mbps,About 210 EUR,,,,,,,,,
spice,Spice Mi-270,https://fdn2.gsmarena.com/vv/bigpic/spice-mi-270.jpg,GSM,GSM 900 / 1800 - SIM1 & SIM 2,Yes,Yes,"2011, May. Released 2011, May",Discontinued,104 x 55 x 12.6 mm (4.09 x 2.17 x 0.50 in),-,"Dual SIM (Mini-SIM, dual stand-by)",TFT touchscreen,"2.8 inches, 24.3 cm2 (~42.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",Android 2.2 (Froyo),Mediatek MT6516,416 MHz,,microSDHC (dedicated slot),,2 MP,Yes,No,Yes,Yes,"Wi-Fi 802.11 b/g, hotspot","2.1, A2DP, EDR","Yes, with A-GPS",FM radio,Proprietary,,MP4/H.263 player MP3/AAC+ player Organizer Voice memo Predictive text input,Removable Li-Ion 1000 mAh battery,Up to 320 h,Up to 3 h,"Black, White",,,,,,,,About 50 EUR,,,,,,,,,HTML
spice,Spice Mi-310,https://fdn2.gsmarena.com/vv/bigpic/spice-mi310.jpg,GSM / HSPA,GSM 900 / 1800,,,"2011, April. Released 2011, April",Discontinued,116 x 60 x 12 mm (4.57 x 2.36 x 0.47 in),120 g (4.23 oz),Mini-SIM,"TFT capacitive touchscreen, 256K colors","3.15 inches, 29.5 cm2 (~42.5% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~183 ppi density)",Android 2.2 (Froyo),,,,microSDHC (dedicated slot),85MB,2 MP,Yes,Optical trackpad,Yes,Yes,"Wi-Fi 802.11 b/g, hotspot","2.1, A2DP","Yes, with A-GPS",FM radio,microUSB,"Accelerometer, proximity",Touch sensitive controls,Removable Li-Ion 1200 mAh battery,Up to 200 h,Up to 2 h 30 min,Dark red,0.62 W/kg (head),,,,,HSDPA 2100,HSPA 7.2/0.384 Mbps,About 100 EUR,,,,,,,,MP4/WMV/H.263 player MP3/WAV/AAC+ player Organizer Document viewer Photo/video editor Voice memo Predictive text input,HTML
spice,Spice M-4250,https://fdn2.gsmarena.com/vv/bigpic/spice-m-4250.jpg,GSM,GSM 900 / 1800 - SIM 1,No,No,2010. Released 2010,Discontinued,110 x 46.5 x 15 mm (4.33 x 1.83 x 0.59 in),85 g (3.00 oz),Dual SIM (Mini-SIM),TFT,"1.77 inches, 9.9 cm2 (~19.3% screen-to-body ratio)",128 x 160 pixels (~116 ppi density),,,,,microSD (dedicated slot),,,,GSM 900 / 1800 - SIM 2,Yes,No,No,No,No,"FM radio, recording",No,,Flashlight,Removable Li-Ion 1200 mAh battery,Up to 800 h,Up to 5 h,Black,,,,,,,,About 20 EUR,,500 entries,"20 dialed, 20 received, 20 missed calls",SMS,Downloadable,,,MP3/AAC+ player Organizer Currency/unit convertor Auto Power On/Off Voice memo Predictive text input,No
spice,Spice M-5170,https://fdn2.gsmarena.com/vv/bigpic/spice-m-5170.jpg,GSM,GSM 900 / 1800,Yes,No,2010. Released 2010,Discontinued,111 x 47.5 x 14.6 mm (4.37 x 1.87 x 0.57 in),78 g (2.75 oz),Mini-SIM,"TFT, 65K colors","2.0 inches, 12.6 cm2 (~23.9% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),,,,,microSD (dedicated slot),,Yes,Yes,Flashlight,"Yes, with stereo speakers",Yes,No,"2.1, A2DP",No,"FM radio, scheduled recording",Proprietary,,No,Removable Li-Ion 1200 mAh battery,Up to 350 h,Up to 4 h,Black,,,,,,,,About 30 EUR,,1000 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS",Downloadable,No,,MP4/H.263 player MP3/WAV/AAC player Auto Power On/Off Currency convertor Voice memo Predictive text input,WAP 1.2
spice,Spice QT-65,https://fdn2.gsmarena.com/vv/bigpic/spice-qt-65.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,Yes,No,2010. Released 2010,Discontinued,112 x 60 x 11.8 mm (4.41 x 2.36 x 0.46 in),98.5 (3.46 oz),Dual SIM (Mini-SIM),"TFT,  256K colors","2.2 inches, 15.2 cm2 (~22.7% screen-to-body ratio)",176 x 220 pixels (~128 ppi density),,,,,microSDHC (dedicated slot),25MB,2 MP,Yes,GSM 850 / 900 / 1800 / 1900 - SIM 2,Yes,No,No,"2.1, A2DP",No,"FM radio, scheduled recording",Proprietary,Accelerometer,Trackpad Flashlight,Removable Li-Ion 1100 mAh battery,Up to 250 h,Up to 4 h 30 min,Black,,,,,,,,About 20 EUR,QWERTY,3000 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS, IM",Downloadable,Yes,,MP4/H.264 player MP3/AAC+ player Organizer Currency convertor Auto Power On/Off Predictive text input,WAP 2.0/xHTML
spice,Spice M-5262,https://fdn2.gsmarena.com/vv/bigpic/spice-m-5262.jpg,GSM,GSM 900 / 1800 - SIM 1,Yes,No,2010. Released 2010,Discontinued,115 x 51.5 x 15.2 mm (4.53 x 2.03 x 0.60 in),75 g (2.65 oz),Dual SIM (Mini-SIM),"TFT, 65K colors","2.4 inches, 17.8 cm2 (~30.1% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,microSDHC (dedicated slot),,Yes,Yes,GSM 900 / 1800 - SIM 2,Yes,No,No,"2.0, A2DP",No,"FM radio, scheduled recording",Proprietary,,Flashlight,Removable Li-Ion 1200 mAh battery,Up to 800 h,Up to 5 h,Black,,,,,,,,About 30 EUR,,1000 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS",Downloadable,Yes,,MP4/H.263 player MP3/AAC player Auto Power On/Off Currency convertor Voice memo Predictive text input,Yes
