Brand,Model Name,Model Image,Technology,2G bands,,3G bands,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,_1,OS,Chipset,CPU,GPU,Card slot,Internal,Quad,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,_1_1,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,Protection,Triple,Performance,Display,Camera,Loudspeaker_1,Battery life,128GB 6GB RAM,128GB 8GB RAM,256GB 12GB RAM,128GB 12GB RAM,Dual,Single_1,Audio quality,Dual_1,Triple_1,Stand-by,SAR,Talk time,Music play,Infrared port,GPRS,EDGE,SAR EU,Keyboard,Phonebook,Call records,Messaging,Games,Java,Browser,64GB 6GB RAM,64GB 4GB RAM,256GB 8GB RAM,512GB 8GB RAM,128GB 4GB RAM,32GB 2GB RAM,64GB 3GB RAM,32GB 3GB RAM,512GB 12GB RAM,Five,16GB 2GB RAM,32GB 4GB RAM 
xiaomi,Xiaomi Mi 8 Pro,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi-8-pro-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HDR10,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 34, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A (4CA) Cat16 1024/150 Mbps","2018, September","Available. Released 2018, September",154.9 x 74.8 x 7.6 mm (6.10 x 2.94 x 0.30 in),177 g (6.24 oz),"Glass front (Gorilla Glass 5), glass back, aluminum frame (7000 series)","Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.21 inches, 97.1 cm2 (~83.8% screen-to-body ratio)",1080 x 2248 pixels (~402 ppi density),UFS 2.1,"Android 8.1 (Oreo), planned ulgrade to Android 10, MIUI 12",Qualcomm SDM845 Snapdragon 845 (10 nm),Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.8 GHz Kryo 385 Silver),Adreno 630,No,"128GB 6GB RAM, 128GB 8GB RAM",,"Dual-LED flash, HDR, panorama","4K@60fps, 1080p@30/240fps","20 MP, f/2.0, (wide), 1/3"", 0.9µm",HDR,1080p@30fps,Yes,No,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","5.0, A2DP, LE, aptX HD","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS",Yes,No,Type-C 1.0 reversible connector,"Infrared face recognition, fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass","Li-Po 3000 mAh, non-removable",Fast charging 18W Quick Charge 4+,"Transparent Black, Meteorite Black, Twilight Gold",M1807E8A,£ 353.48,Corning Gorilla Glass 5,,,,,,,,£ 353.48,,,"12 MP, f/1.8, 1/2.55"", 1.4µm, dual pixel PDAF, 4-axis OIS 12 MP, f/2.4, 1/3.4"", 1.0µm, AF, 2x optical zoom",,,,,,0.97 W/kg (head)     1.53 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,
xiaomi,Xiaomi Mi 8 Lite,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi-8-lite-.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,CDMA 800 & TD-SCDMA - China,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - Global,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40 - Global",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2018, September","Available. Released 2018, September",156.4 x 75.8 x 7.5 mm (6.16 x 2.98 x 0.30 in),169 g (5.96 oz),"Glass front, glass back, aluminum frame","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.26 inches, 97.8 cm2 (~82.5% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~403 ppi density)",HSDPA 850 / 900 / 1900 / 2100 - China,"Android 8.1 (Oreo), upgradable to Android 10, MIUI 11",Qualcomm SDM660 Snapdragon 660 (14 nm),Octa-core (4x2.2 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),Adreno 512,microSDXC (uses shared SIM slot),"64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM",,"LED flash, HDR, panorama","4K@30fps, 1080p@60/120fps, 1080p@30fps (gyro-EIS)","24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm",Auto HDR,1080p@30fps,Yes,No,eMMC 5.1,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,No,Type-C 1.0 reversible connector,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 3350 mAh, non-removable",Fast charging 18W Quick Charge 3.0,"Midnight Black, Aurora Blue, Twilight Gold",M1808D2TG,€ 275.00 / $ 179.99 / £ 239.99,,,AnTuTu: 143257 (v7) GeekBench: 5894 (v4.4) GFXBench: 8fps (ES 3.1 onscreen),"Contrast ratio: 1453 (nominal), 2.862 (sunlight)",Photo / Video,Voice 67dB / Noise 77dB / Ring 77dB,Endurance rating 77h,£ 286.00,,,,"12 MP, f/1.9, 1/2.55"", 1.4µm, dual pixel PDAF 5 MP, f/2.0, (depth)",,Noise -93.5dB / Crosstalk -35.4dB,,,,0.75 W/kg (head)     1.58 W/kg (body),,,,,,,,,,,,,,,€ 275.00,,,,,,,,,,
xiaomi,Xiaomi Pocophone F1,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-pocophone-f1-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,UFS 2.1,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 5, 7, 8, 20, 38, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A (4CA) Cat16 1024/150 Mbps","2018, August 22","Available. Released 2018, August 27",155.5 x 75.3 x 8.8 mm (6.12 x 2.96 x 0.35 in),182 g (6.42 oz),"Glass front (Gorilla Glass), plastic back, plastic frame","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.18 inches, 96.2 cm2 (~82.2% screen-to-body ratio)","1080 x 2246 pixels, 18.7:9 ratio (~403 ppi density)",,"Android 8.1 (Oreo), planned upgrade to Android 10, MIUI 12",Qualcomm SDM845 Snapdragon 845 (10 nm),Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.8 GHz Kryo 385 Silver),Adreno 630,microSDXC (uses shared SIM slot),"64GB 6GB RAM, 128GB 6GB RAM, 256GB 8GB RAM",,"Dual-LED flash, HDR, panorama","4K@30/60fps, 1080p@30fps (gyro-EIS), 1080p@240fps, 720p@960fps","20 MP, f/2.0, (wide), 1/3"", 0.9µm",HDR,1080p@30fps,"Yes, with stereo speakers",Yes,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","5.0, A2DP, LE, aptX HD","Yes, with A-GPS, GLONASS, BDS",,"FM radio, recording","2.0, Type-C 1.0 reversible connector, USB On-The-Go","Infrared face recognition, fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 4000 mAh, non-removable",Fast charging 18W Quick Charge 3.0,"Graphite Black, Steel Blue, Rosso Red, Armored Edition with Kevlar",M1805E10A,"€ 359.99 / $ 329.99 / £ 289.00 / ₹ 19,501",Corning Gorilla Glass (unspecified version),,AnTuTu: 265314 (v7) GeekBench: 9003 (v4.4) GFXBench: 31fps (ES 3.1 onscreen),"Contrast ratio: 1468:1 (nominal), 3.059 (sunlight)",Photo / Video,Voice 72dB / Noise 74dB / Ring 86dB,Endurance rating 94h,€ 455.25,,,,"12 MP, f/1.9, 1/2.55"", 1.4µm, dual pixel PDAF 5 MP, f/2.0, (depth)",,Noise -93.6dB / Crosstalk -93.8dB,,,,0.66 W/kg (head)     1.18 W/kg (body),,,,,,0.54 W/kg (head)     1.58 W/kg (body),,,,,,,,€ 359.99,,,,,,,,,,,
xiaomi,Xiaomi Mi A2 (Mi 6X),https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi-a2-.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,CDMA 800 & TD-SCDMA - China,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - Global,"1, 2, 3, 4, 5, 7, 8, 20, 38, 40 - Global",,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/150 Mbps","2018, July 24","Available. Released 2018, July",158.7 x 75.4 x 7.3 mm (6.25 x 2.97 x 0.29 in),166 g (5.86 oz),"Glass front, aluminum back, aluminum frame","Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","5.99 inches, 92.6 cm2 (~77.4% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~403 ppi density)",HSDPA 850 / 900 / 1900 / 2100 - China,"Android 8.1 (Oreo), upgradable to Android 9.0 (Pie), Android One",Qualcomm SDM660 Snapdragon 660 (14 nm),Octa-core (4x2.2 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),Adreno 512,No,"32GB 4GB RAM, 64GB 4GB RAM, 128GB 6GB RAM",,"Dual-LED flash, HDR, panorama","4K@30fps, 1080p@30fps (gyro-EIS), 720p@120fps","20 MP, f/2.2, (wide), 1/3"", 0.9µm","LED flash, Auto-HDR",1080p@30fps,Yes,No,eMMC 5.1,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,No,"2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 3000 mAh, non-removable",Fast charging 18W Quick Charge 3 - Global Quick Charge 4 - India only,"Black, Gold, Blue, Red, Rose Gold","M1804D2SG, M1804D2SI","€ 253.58 / $ 325.00 / £ 199.00 / ₹ 11,990",,,"AnTuTu: 130927 (v7), 172886 (v8)GeekBench: 4625 (v4.4), 1157 (v5.1)GFXBench: 8.6fps (ES 3.1 onscreen)",,Photo / Video,Voice 89dB / Noise 72dB / Ring 89dB,Endurance rating 73h,€ 319.22,,,,"12 MP, f/1.8, 1/2.9"", 1.25µm 20 MP, f/1.8, 1/2.8"", 1.0µm, PDAF",,,,,,0.96 W/kg (head)     0.64 W/kg (body),,,Yes,,,1.16 W/kg (head)     0.66 W/kg (body),,,,,,,,,€ 253.58,,,,,,,,,,£ 199.00
xiaomi,Xiaomi Mi A2 Lite (Redmi 6 Pro),https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi-a2-lite.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,CDMA 800 & TD-SCDMA,HSDPA 850 / 900 / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 20, 38, 40 - Global",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2018, July","Available. Released 2018, July",149.3 x 71.7 x 8.8 mm (5.88 x 2.82 x 0.35 in),178 g (6.28 oz),"Glass front, aluminum back, aluminum frame","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.84 inches, 85.1 cm2 (~79.5% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~432 ppi density)","1, 3, 5, 7, 8, 34, 38, 39, 40, 41 - China","Android 8.1 (Oreo), upgradable to Android 10, MIUI 12, Android One",Qualcomm MSM8953 Snapdragon 625 (14 nm),Octa-core 2.0 GHz Cortex-A53,Adreno 506,microSDXC (dedicated slot),"32GB 3GB RAM, 64GB 4GB RAM",,"LED flash, HDR, panorama",1080p@30fps (gyro-EIS),"5 MP, f/2.0",HDR,1080p@30fps,Yes,Yes,eMMC 5.1,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,FM radio (after SW update to Android 9.0),microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 4000 mAh, non-removable",Charging 10W,"Black, Blue, Gold, Rose Gold, Red",M1805D1SG,About 380 EUR,,,AnTuTu: 77964 (v7) GeekBench: 4388 (v4.4) GFXBench: 3.4fps (ES 3.1 onscreen),"Contrast ratio: 1268:1 (nominal), 3.087 (sunlight)",Photo / Video,Voice 70dB / Noise 74dB / Ring 86dB,Endurance rating 106h,,,,,"12 MP, f/2.2, 1.25 μm, PDAF 5 MP, f/2.2, (depth)",,Noise -90.3dB / Crosstalk -93.1dB,,,,1.04 W/kg (head)     1.15 W/kg (body),,,Yes,,,0.55 W/kg (head)     1.47 W/kg (body),,,,,,,,,,,,,,,,,,,
xiaomi,Xiaomi Mi Max 3,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi-max3-.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,CDMA 800 & TD-SCDMA,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 4, 5, 7, 8, 20, 34, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE","2018, July","Available. Released 2018, July",176.2 x 87.4 x 8 mm (6.94 x 3.44 x 0.31 in),221 g (7.80 oz),"Glass front, aluminum back, aluminum frame","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.9 inches, 122.9 cm2 (~79.8% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~350 ppi density)",CDMA2000 1xEV-DO,"Android 8.1 (Oreo), upgradable to Android 10, MIUI 12",Qualcomm SDM636 Snapdragon 636 (14 nm),Octa-core (4x1.8 GHz Kryo 260 Gold & 4x1.6 GHz Kryo 260 Silver),Adreno 509,microSDXC (uses shared SIM slot),"64GB 4GB RAM, 128GB 6GB RAM",,"Dual-LED flash, HDR, panorama","4K@30fps, 720p/1080p@30fps (gyro-EIS), 720p@120fps","8 MP, f/2.0, 1/4"", 1.12µm",,1080p@30fps,"Yes, with stereo speakers",Yes,eMMC 5.1,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,FM radio,Type-C 1.0 reversible connector,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 5500 mAh, non-removable",Fast charging 18W Quick Charge 3.0,"Black, Champagne Gold, Blue",M1804E4A,About 310 EUR,To be confirmed,,AnTuTu: 119229 (v7) GeekBench: 4907 (v4.4) GFXBench: 6fps (ES 3.1 onscreen),"Contrast ratio: 1462 (nominal), 3.061 (sunlight)",Photo / Video,Voice 68dB / Noise 71dB / Ring 83dB,Endurance rating 115h,,,,,"12 MP, f/1.9, 1/2.55"", 1.4µm, dual pixel PDAF 5 MP, f/2.2, (depth)",,Noise -93.7dB / Crosstalk -94.0dB,,,,1.58 W/kg (head)     1.42 W/kg (body),,,Yes,,,,,,,,,,,,,,,,,,,,,,
xiaomi,Xiaomi Mi Pad 4 Plus,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi-pad-4-plus.jpg,LTE,,eMMC 5.1,,"1, 3, 5, 7, 8, 34, 38, 39, 40, 41",,LTE-A (3CA) Cat12 600/150 Mbps,"2018, August","Available. Released 2018, August",245.6 x 149.1 x 8 mm (9.67 x 5.87 x 0.31 in),485 g (1.07 lb),"Glass front, aluminum back, aluminum frame",Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","10.1 inches, 295.8 cm2 (~80.8% screen-to-body ratio)","1200 x 1920 pixels, 16:10 ratio (~224 ppi density)",,"Android 8.1 (Oreo), MIUI 10",Qualcomm SDM660 Snapdragon 660 (14 nm),Octa-core (4x2.2 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),Adreno 512,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM",,"Panorama, HDR",1080p@30fps,"13 MP, f/2.0",,,"Yes, with stereo speakers",Yes,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS (LTE model only)",,No,Type-C 1.0 reversible connector,"Accelerometer, gyro, proximity, compass (LTE model only)","Li-Po 8620 mAh, non-removable",Charging 10W,"Black, Rose Gold",,About 260 EUR,,,,,,,,,,,,,"5 MP, f/2.0",,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,
xiaomi,Xiaomi Mi Pad 4,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi-pad-4.jpg,LTE,,eMMC 5.1,,"1, 3, 5, 7, 8, 34, 38, 39, 40, 41",,LTE-A (3CA) Cat12 600/150 Mbps,"2018, June","Available. Released 2018, June",200.2 x 120.3 x 7.9 mm (7.88 x 4.74 x 0.31 in),342.5 g (12.10 oz),"Glass front, aluminum back, aluminum frame",Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","8.0 inches, 185.6 cm2 (~77.1% screen-to-body ratio)","1200 x 1920 pixels, 16:10 ratio (~283 ppi density)",,"Android 8.1 (Oreo), MIUI 9",Qualcomm SDM660 Snapdragon 660 (14 nm),Octa-core (4x2.2 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),Adreno 512,microSDXC (dedicated slot),"32GB 3GB RAM, 64GB 4GB RAM",,"Panorama, HDR",1080p@30fps,"13 MP, f/2.0",,,"Yes, with stereo speakers",Yes,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS (LTE model only)",,No,Type-C 1.0 reversible connector,"Accelerometer, gyro, proximity, compass (LTE model only)","Li-Po 6000 mAh, non-removable",Charging 10W,"Black, Rose Gold",,About 160 EUR,,,,,,,,,,,,,"5 MP, f/2.0",,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,
xiaomi,Xiaomi Redmi 6,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-6.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,CDMA 800 & TD-SCDMA,HSDPA 850 / 900 / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 20, 38, 40 - Global",,"HSPA 42.2/5.76 Mbps, LTE","2018, June","Available. Released 2018, June",147.5 x 71.5 x 8.3 mm (5.81 x 2.81 x 0.33 in),146 g (5.15 oz),"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.45 inches, 76.7 cm2 (~72.7% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~295 ppi density)","1, 3, 5, 7, 8, 34, 38, 39, 40, 41","Android 8.1 (Oreo), planned ulgrade to Android 10, MIUI 12",Mediatek MT6762 Helio P22 (12 nm),Octa-core 2.0 GHz Cortex-A53,PowerVR GE8320,microSDXC (dedicated slot),"32GB 3GB RAM, 64GB 3GB RAM, 64GB 4GB RAM",,"LED flash, HDR, panorama",1080p@30fps,5 MP,,1080p@30fps,Yes,Yes,eMMC 5.1,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass","Li-Po 3000 mAh, non-removable",,"Black, Grey, Blue, Gold, Rose Gold","M1804C3DG, M1804C3DH, M1804C3DI","€ 124.95 / $ 250.00 / £ 139.32 / ₹ 8,890",,,AnTuTu: 75182 (v7)GeekBench: 3639 (v4.4)GFXBench: 4.8fps (ES 3.1 onscreen),,,,,,,,,"12 MP, f/2.2, 1.25 μm, PDAF 5 MP, f/2.2, (depth)",,,,,,0.55 W/kg (head)     1.42 W/kg (body),,,,,,,,,,,,,,,,,,,,,€ 124.95,,,,
xiaomi,Xiaomi Redmi 6A,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-6a.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,CDMA 800 & TD-SCDMA,HSDPA 850 / 900 / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 20, 38, 40 - Global",,"HSPA 21.1/5.76 Mbps, LTE-A (2CA) Cat7 300/150 Mbps","2018, June","Available. Released 2018, June",147.5 x 71.5 x 8.3 mm (5.81 x 2.81 x 0.33 in),145 g (5.11 oz),"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.45 inches, 76.7 cm2 (~72.7% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~295 ppi density)","1, 3, 5, 7, 8, 34, 38, 39, 40, 41","Android 8.1 (Oreo), planned ulgrade to Android 10, MIUI 12",Mediatek MT6761 Helio A22 (12 nm),Quad-core 2.0 GHz Cortex-A53,PowerVR GE8320,microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 2GB RAM, 32GB 3GB RAM",,"LED flash, HDR, panorama",1080p@30fps,"13 MP, f/2.2, PDAF",,,Yes,Yes,eMMC 5.1,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 3000 mAh, non-removable",,"Black, Grey, Blue, Gold, Rose Gold","M1804C3CG, M1804C3CH, M1804C3CI",€ 129.90 / $ 85.49 / £ 79.99,,,AnTuTu: 61660 (v7)GeekBench: 2450 (v4.4)GFXBench: 3.1fps (ES 3.1 onscreen),,,,,,,,,,"5 MP, f/2.2",,,,,0.78 W/kg (head)     1.17 W/kg (body),,,,,,0.66 W/kg (head)     1.52 W/kg (body),,,,,,,,,,,,,,,£ 148.99,,,€ 129.90,
xiaomi,Xiaomi Mi 8 Explorer,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi8-explore-.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,CDMA 800 & TD-SCDMA,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 34, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A (4CA) Cat16 1024/150 Mbps","2018, May","Available. Released 2018, July",154.9 x 74.8 x 7.6 mm (6.10 x 2.94 x 0.30 in),177 g (6.24 oz),"Glass front (Gorilla Glass 5), glass back, aluminum frame (7000 series)","Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.21 inches, 97.1 cm2 (~83.8% screen-to-body ratio)",1080 x 2248 pixels (~402 ppi density),HDR10,"Android 8.1 (Oreo), upgradable to Android 10, MIUI 12",Qualcomm SDM845 Snapdragon 845 (10 nm),Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.8 GHz Kryo 385 Silver),Adreno 630,No,128GB 8GB RAM,,"Dual-LED flash, HDR, panorama","4K@60fps, 1080p@30/240fps, 720p@960fps",,,1080p@30fps,Yes,No,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","5.0, A2DP, LE, aptX HD","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS",Yes,No,Type-C 1.0 reversible connector,"Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass","Li-Po 3000 mAh, non-removable",Fast charging 18W Quick Charge 4+,Black (transparent back),,About 400 EUR,Corning Gorilla Glass 5,,,,,,,,,,,"12 MP, f/1.8, 1/2.55"", 1.4µm, dual pixel PDAF, 4-axis OIS 12 MP, f/2.4, 1/3.4"", 1.0µm, AF, 2x optical zoom",,,"20 MP, f/2.0, (wide), 1/3"", 0.9µm TOF 3D, (depth/biometrics sensor)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xiaomi,Xiaomi Mi 8,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi8.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,CDMA 800 & TD-SCDMA,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 34, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A (4CA) Cat16 1024/150 Mbps","2018, May","Available. Released 2018, June",154.9 x 74.8 x 7.6 mm (6.10 x 2.94 x 0.30 in),175 g (6.17 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame (7000 series)","Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.21 inches, 97.1 cm2 (~83.8% screen-to-body ratio)",1080 x 2248 pixels (~402 ppi density),HDR10,"Android 8.1 (Oreo), upgradable to Android 10, MIUI 12",Qualcomm SDM845 Snapdragon 845 (10 nm),Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.8 GHz Kryo 385 Silver),Adreno 630,No,"64GB 6GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 6GB RAM",,"Dual-LED flash, HDR, panorama","4K@30/60fps, 1080p@30/120/240fps, 720p@960fps","20 MP, f/2.0, (wide), 1/3"", 0.9µm",,1080p@30fps,Yes,No,UFS 2.1,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","5.0, A2DP, LE, aptX HD","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS",Yes,No,Type-C 1.0 reversible connector,"Infrared face recognition, fingerprint (rear-mounted), accelerometer, gyro, proximity, barometer, compass","Li-Po 3400 mAh, non-removable",Fast charging 18W Quick Charge 4+,"Black, Blue, White, Gold",M1803E1A,€ 249.99 / $ 548.47 / £ 224.99,Corning Gorilla Glass 5,,"AnTuTu: 217298 (v7), 341687 (v8) GeekBench: 8494 (v4.4), 2002 (v5.1) GFXBench: 33fps (ES 3.1 onscreen)","Contrast ratio: Infinite (nominal), 4.086 (sunlight)",Photo / Video,-29.1 LUFS (Average),Endurance rating 86h,€ 467.24,,,,"12 MP, f/1.8, 1/2.55"", 1.4µm, dual pixel PDAF, 4-axis OIS 12 MP, f/2.4, 56mm (telephoto), 1/3.4"", 1.0µm, AF, 2x optical zoom",,Noise -93.9dB / Crosstalk -93.7dB,,,,0.70 W/kg (head)     1.66 W/kg (body),,,,,,1.01 W/kg (head)     1.32 W/kg (body),,,,,,,,€ 249.99,,,,,,,,,,,
