Brand,Model Name,Model Image,Technology,2G bands,GPRS,EDGE,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Video,,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,_1,Type_1,Stand-by,Talk time,Colors,SAR EU,Features,Single_1,Video_1,Music play,3G bands,Speed,Price,Keyboard,Phonebook,Call records,Messaging,Games,Java,SAR,_1_1,Browser,Protection,Camera,Loudspeaker_1,Audio quality,Display,Battery life,Models,Infrared port,Alert types,Clock,Alarm,4G bands,5G bands,Build,Triple,Features_1,NFC,Charging,Performance,Quad,256GB 8GB RAM,128GB 4GB RAM,64GB 3GB RAM,128GB 6GB RAM,64GB 6GB RAM,Dual,64GB 4GB RAM,32GB 3GB RAM,Languages
siemens,Siemens ST55,https://fdn2.gsmarena.com/vv/bigpic/sist55.gif,GSM,GSM 900 / 1800,Class 10,No,"2003, Q3",Discontinued,99 x 47 x 22 mm (3.90 x 1.85 x 0.87 in),87 g (3.07 oz),Mini-SIM,"TFT, 65K colors",,"120 x 160 pixels, 7 lines, 4:3 ratio",,,,,No,,VGA,No,5-way navi key,Yes,No,No,No,No,No,,,1.2 MB for photos 1.3 MB for MMS 1.1 MB for email messages 100 short messages,Removable Li-Ion 750 mAh battery (EBA-595),Up to 140 h,Up to 4 h 30 min,,,,,,,,,,,255 x 15 entries,"10 dialed, 20 received, 20 missed calls","SMS, EMS, MMS, Email","3 - Wacko, Toggle, Tetris + Java",No,,Predictive text input Organizer User profiles SyncML,WAP 2.0/xHTML,,,,,,,,,Vibration; Downloadable polyphonic ringtones,Yes,Yes,,,,,,,,,,,,,,,,,,
siemens,Siemens MC60,https://fdn2.gsmarena.com/vv/bigpic/simc60.gif,GSM,GSM 900 / 1800 / 1900,Class 8,No,"2003, Q3",Discontinued,"110 x 46 x 21 mm, 88 cc (4.33 x 1.81 x 0.83 in)",86 g (3.03 oz),Mini-SIM,"CSTN, 4096 colors",,"101 x 80 pixels, 7 lines",,,,,No,1MB,CIF,No,Navi key,Yes,No,No,No,No,No,,,10 voice dial commands 20 voice dial numbers  500 calendar items,Removable Li-Ion 700 mAh battery (EBA-510),Up to 250 h,Up to 6 h,"3 - Aquamarine, Titanium and Grenadine",,,,,,,,,,"50 x 14 fields, 5 contact groups","10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS, Email",Yes,Yes,,Predictive text input Organizer Stopwatch Voice command/dial User profiles Exchangeable covers,WAP 1.2.1,,,,,,,,,"Vibration; Downloadable polyphonic ringtones, composer",Yes,Yes,,,,,,,,,,,,,,,,,,
siemens,Siemens C60,https://fdn2.gsmarena.com/vv/bigpic/sic60.gif,GSM,GSM 900 / 1800 / 1900,Class 8,No,"2003, Q3",Discontinued,110 x 47 x 23 mm (4.33 x 1.85 x 0.91 in),85 g (3.00 oz),Mini-SIM,"CSTN, 4096 colors",,"101 x 80 pixels, 5 lines",,,,,No,1.86MB,,,Navi key,Yes,No,No,No,No,No,,,No,Removable Li-Ion 700 mAh battery (EBA-510),Up to 250 h,Up to 6 h,"3 - Sky, Petrol and Grey",,,,,,,,,,"100 entries, contact groups","10 dialed, 10 received, 10 missed calls","SMS, MMS","2 - StackAttack 2, Move the Box",Yes,,Predictive text input Currency converter Calculator Stopwatch Reminder list User profiles Exchangeable Clip-it covers Optional digital camera (VGA 640 x 480),WAP 1.2.1,,,,,,,,,Vibration; Downloadable polyphonic ringtones,Yes,Yes,,,,,,,,,,,,,,,,,,
siemens,Siemens Xelibri 1,https://fdn2.gsmarena.com/vv/bigpic/sixel1.gif,GSM,GSM 900 / 1800,No,No,"2003, Q2",Discontinued,"101 x 46 x 19 mm, 72 cc (3.98 x 1.81 x 0.75 in)",73 g (2.57 oz),Mini-SIM,Monochrome graphic,,101 x 64 pixels,,,,,No,,,,Screensaver Downloadable pictures,No,No,No,No,No,No,,,Predefined short messages,Removable Li-Ion 610 mAh battery,Up to 200 h,Up to 4 h,,,,,,,,,,,100,"10 dialed, 10 received, 10 missed calls","SMS, EMS",No,No,,Predictive text input Organizer Voice dial,,,,,,,,,,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,
siemens,Siemens Xelibri 2,https://fdn2.gsmarena.com/vv/bigpic/sixel2.gif,GSM,GSM 900 / 1800,No,No,"2003, Q2",Discontinued,"99 x 56 x 20 mm, 78 cc (3.90 x 2.20 x 0.79 in)",73 g (2.57 oz),Mini-SIM,Monochrome graphic,,"101 x 65 pixels, 5 lines",,,,,No,,,,Screensaver Downloadable pictures,No,No,No,No,No,No,,,Predefined short messages,Removable Li-Ion 650 mAh battery,Up to 200 h,Up to 4 h,,,,,,,,,,,100,"10 dialed, 10 received, 10 missed calls","SMS, EMS",No,No,,Predictive text input Organizer Voice dial,,,,,,,,,,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,
siemens,Siemens Xelibri 3,https://fdn2.gsmarena.com/vv/bigpic/sixel3.gif,GSM,GSM 900 / 1800,No,No,"2003, Q2",Discontinued,"74 x 43 x 20 mm, 48 cc (2.91 x 1.69 x 0.79 in)",55 g (1.94 oz),Mini-SIM,Monochrome graphic,,"101 x 56 pixels, 5 lines, 17:9 ratio",,,,,No,,,,Screensaver Downloadable pictures Digit dial with Navi key,No,No,No,No,No,No,,,Predefined short messages,Removable Li-Ion 620 mAh battery,Up to 300 h,Up to 4 h,,,,,,,,,,,100,"10 dialed, 10 received, 10 missed calls","SMS, EMS",No,No,,Predictive text input Organizer Voice dial Antenna in the necklace,,,,,,,,,,Vibration; Downloadable monophonic ringtones,,,,,,,,,,,,,,,,,,,,
siemens,Siemens Xelibri 4,https://fdn2.gsmarena.com/vv/bigpic/sixel4.gif,GSM,GSM 900 / 1800,No,No,"2003, Q2",Discontinued,"99 x 53 x 19 mm, 70 cc (3.90 x 2.09 x 0.75 in)",71 g (2.50 oz),Mini-SIM,Monochrome graphic,,"101 x 65 pixels, 5 lines",,,,,No,,,,Screensaver Downloadable pictures,No,No,No,No,No,No,,,Predefined short messages,Removable Li-Ion 650 mAh battery,Up to 200 h,Up to 4 h,,,,,,,,,,,100,"10 dialed, 10 received, 10 missed calls","SMS, EMS",No,No,,Predictive text input Organizer Voice dial,,,,,,,,,,Vibration; Downloadable polyphonic ringtones,,,,,,,,,,,,,,,,,,,,
siemens,Siemens U10,https://fdn2.gsmarena.com/vv/bigpic/siu10.gif,GSM / UMTS,GSM 900 / 1800 / 1900,,,2003,Discontinued,"154 x 55 x 29 mm, 173 cc (6.06 x 2.17 x 1.14 in)",184 g (6.49 oz),Mini-SIM,"TFT, 4096 colors",,176 x 220 pixels,,,,,"MMC/SD, 32 MB SD included",2MB,VGA,No,No,Yes,No,No,Yes,No,No,Proprietary,,MP3/MP4 player Predictive text input Organizer Voice memo Voice dial,Removable Li-Po 800 mAh battery (EBA-010),Up to 120 h,Up to 1 h 20 min,Titanium,,,,,,UMTS 2100,"Yes, 384 kbps",,,500,Yes,"SMS, EMS, MMS, Email",Yes,Yes,,,WAP 2.0/xHTML,,,,,,,,Yes,Vibration; Downloadable monophonic ringtones,,,,,,,,,,,,,,,,,,,,
siemens,Siemens A52,https://fdn2.gsmarena.com/vv/bigpic/sia52.gif,GSM,GSM 900 / 1800,No,No,"2003, Q3",Discontinued,"104 x 46 x 21 mm, 75 cc (4.09 x 1.81 x 0.83 in)",84 g (2.96 oz),Mini-SIM,Monochrome graphic,,"101 x 64 pixels, 5 lines",,,,,No,,,,"Softkeys Downloadable logos, screensavers",Yes,No,No,No,No,No,,,No,Removable Li-Ion 700 mAh battery (EBA-510),Up to 250 h,Up to 6 h,"Beige, Black",,,,,,,,,,50,"10 dialed, 10 received, 10 missed calls","SMS, EMS","2 - StackAttack, Balloon Shooter",No,,Predictive text input Calculator Exchangeable Clip-it covers,,,,,,,,,,Vibration; Downloadable polyphonic ringtones,Yes,Yes,,,,,,,,,,,,,,,,,,
siemens,Siemens M55,https://fdn2.gsmarena.com/vv/bigpic/sim55.gif,GSM,GSM 900 / 1800 / 1900,Class 8,No,"2003, Q2",Discontinued,101 x 46 x 21 mm (3.98 x 1.81 x 0.83 in),83 g (2.93 oz),Mini-SIM,"CSTN, 4096 colors",,"101 x 80 pixels, 7 lines",,,,,No,1.8MB,,,Navi key,Yes,No,No,No,No,No,,,20 voice dial numbers 10 voice dial commands 500 calendar items,Removable Li-Ion 700 mAh battery (EBA-510),Up to 250 h,Up to 6 h,,,,,,,,,,,"500 x 14 fields, 5 c","10 dialed, 10 received, 10 missed calls","SMS, MMS, Email","2 - Wappo, Extreme",Yes,,Predictive text input Organizer Stopwatch Reminder list Voice dial Voice command User profiles SyncML Optional digital camera,WAP 1.2.1,,,,,,,,,"Vibration; Downloadable polyphonic ringtones, composer",Yes,Yes,,,,,,,,,,,,,,,,,,
siemens,Siemens A55,https://fdn2.gsmarena.com/vv/bigpic/sia55.gif,GSM,GSM 900 / 1800,No,No,"2003, Q1",Discontinued,"101 x 44 x 21 mm, 84 cc (3.98 x 1.73 x 0.83 in)",84 g (2.96 oz),Mini-SIM,Monochrome graphic,,"101 x 64 pixels, 5 lines",,,,,No,120 KB,,,GSM 900 / 1900 - Siemens A56,Yes,No,No,No,No,No,,,Softkeys Downloadable logos and screensaver,Removable Li-Ion 700 mAh battery (EBA-510),Up to 250 h,Up to 2 h,4,,,,,,,,,,"50 entries, 4 contact groups","10 dialed, 10 received, 10 missed calls","SMS, EMS","4 - StackAttack, Balloon Shooter, Wacko, Move the Box",No,,Predictive text input Calculator Currency converter Exchangeable Clip-it covers,WAP 1.2.1,,,,,,,,,Vibration; Downloadable polyphonic ringtones,Yes,Yes,,,,,,,,,,,,,,,,,,
siemens,Siemens SL55,https://fdn2.gsmarena.com/vv/bigpic/sisl55.gif,GSM,GSM 900 / 1800 / 1900,Class 8,No,"2003, Q2",Discontinued,"82 x 45 x 22 mm, 63 cc (3.23 x 1.77 x 0.87 in)",79 g (2.79 oz),Mini-SIM,"CSTN, 4096 colors",,101 x 80 pixels,,,,,No,1.6MB,,,GSM 850 / 1900 - Siemens SL56,No,No,No,No,No,No,,,"Navi key Retractable keyboard, like in Siemens SL10",Removable Li-Po 500 mAh battery (EBA-520),Up to 210 h,Up to 5 h,,,,,,,,,,,500 x 14 fields,"10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS, Email",Yes,Yes,,Predictive text input Stopwatch Organizer Voice dial Voice command Voice memo User profiles SyncML Optional digital camera,WAP 1.2.1,,,,,,,,Yes,"Vibration; Downloadable polyphonic ringtones, composer",Yes,Yes,,,,,,,,,,,,,,,,,,
siemens,Siemens S55,https://fdn2.gsmarena.com/vv/bigpic/sis55.gif,GSM,GSM 900 / 1800 / 1900,Class 10,No,2002,Discontinued,"101 x 42 x 18 mm, 69 cc (3.98 x 1.65 x 0.71 in)",85 g (3.00 oz),Mini-SIM,"CSTN, 256 colors",,"101 x 80 pixels, 7 lines",,,,,No,400 KB,,,Navi key,No,No,No,1.1,No,No,,,No,Removable Li-Ion 700 mAh battery (EBA-510),Up to 12 days,Up to 6 h,,,,,,,,,,,"500 x 14 entries, 9 contact groups, Photo call","10 dialed, 10 received, 10 missed calls","SMS, MMS, Email",Yes,Yes,,Predictive text input Organizer Stopwatch Voice dial Voice command User profiles SyncML External digital camera (included),WAP 1.2.1,,,,,,,,Yes,Vibration; Downloadable polyphonic ringtones,Yes,Yes,,,,,,,,,,,,,,,,,,
siemens,Siemens CL50,https://fdn2.gsmarena.com/vv/bigpic/sicl50.gif,GSM,GSM 900 / 1800,No,No,"2002, Aug",Discontinued,"73 x 39 x 22 mm, 59 cc (2.87 x 1.54 x 0.87 in)",73 g (2.57 oz),Mini-SIM,Monochrome graphic,,"112 x 64 pixels, 16:9 ratio",,,,,No,,,,Dual screen display Navi key,No,No,No,No,No,No,,,No,Removable Li-Ion 600 mAh battery,220 h,5 h,"2 - Champagne, Pearl white",,,,,,,,,,,"10 dialed, 10 received, 10 missed calls","SMS, EMS",Yes,No,,Predictive text input Organizer,WAP 1.2.1,,,,,,,,,Downloadable monophonic ringtones,Yes,Yes,,,,,,,,,,,,,,,,,,
siemens,Siemens C55,https://fdn2.gsmarena.com/vv/bigpic/sic55.gif,GSM,GSM 900 / 1800,Class 8,No,"2002, Sep",Discontinued,"101 x 44 x 21 mm, 69 cc (3.98 x 1.73 x 0.83 in)",80 g (2.82 oz),Mini-SIM,Monochrome graphic,,"101 x 64 pixels, 5 lines",,,,,No,,,,Navi key,No,No,No,No,No,No,,,No,Removable Li-Ion 700 mAh battery (EBA-510),250 h,6 h,"3 - aqua, champagne, bordeaux",,,,,,,,,,yes,"10 dialed, 10 received, 10 missed calls","SMS, EMS, Instant Messaging","2 - The Prince of Persia, Galaxy Hero",Yes,,Predictive text input Organizer Changeable cover User profiles Built-in hadsfree,WAP 1.2.1,,,,,,,,,"Vibration; Downloadable polyphonic, recorded ringtones",Yes,Yes,,,,,,,,,,,,,,,,,,20
siemens,Siemens A50,https://fdn2.gsmarena.com/vv/bigpic/sia50.gif,GSM,GSM 900 / 1800,No,No,"2002, Oct",Discontinued,"109 x 46 x 23 mm, 84 cc (4.29 x 1.81 x 0.91 in)",95 g (3.35 oz),Mini-SIM,Monochrome graphic,,"101 x 64 pixels, 5 lines",,,,,No,,,,"Softkeys Downloadable logos, screensavers",No,No,No,No,No,No,,,No,Removable NiMH battery,250 h,5 h,"2 blueberry, vanilla",,,,,,,,,,50,"10 dialed, 10 received, 10 missed calls","SMS, EMS",2,No,,Predictive text input Exchangeable Clip-it covers,WAP 1.2.1,,,,,,,,,Vibration; Downloadable monophonic ringtones,Yes,Yes,,,,,,,,,,,,,,,,,,
siemens,Siemens M50,https://fdn2.gsmarena.com/vv/bigpic/sim50.gif,GSM,GSM 900 / 1800,Class 8,No,"2002, June",Discontinued,"109 x 46 x 23 mm, 82 cc (4.29 x 1.81 x 0.91 in)",97 g (3.42 oz),Mini-SIM,Monochrome graphic,,"101 x 64 pixels, 5 lines",,,,,No,,,,Orange or blue backlight Navi key,No,No,No,No,No,No,,,No,Removable Li-Ion battery,260 h,6 h,"2 - chromium blue, chromium orange",,,,,,,,,,50,"10 dialed, 10 received, 10 missed calls","SMS, EMS",Downloadable,Yes,,Predictive text input Reminder list Organizer Changeable cover User profiles,WAP 1.2.1,,,,,,,,,Vibration; Downloadable monophonic ringtones,Yes,Yes,,,,,,,,,,,,,,,,,,20
siemens,Siemens S45i,https://fdn2.gsmarena.com/vv/bigpic/sis45i.gif,GSM,GSM 900 / 1800,Class 8,No,May 2002,Discontinued,"109 x 46 x 20 mm, 69 cc (4.29 x 1.81 x 0.79 in)",93 g (3.28 oz),Mini-SIM,Monochrome graphic,,"101 x 80 pixels, 7 lines",,,,,No,,,,Navi key,No,No,No,No,No,No,,,No,Removable Li-Ion battery,,,2 - Titan Silver and Royal Champagne,,,,,,,,,,500 x 14 entries,"10 dialed, 10 received, 10 missed calls","SMS, Email",Downloadable,No,,Predictive text input Stopwatch Organizer Voice dial Voice memo User profiles,WAP 1.2,,,,,,,,Yes,"Vibration; Monophonic ringtones, composer",Yes,Yes,,,,,,,,,,,,,,,,,,20
siemens,Siemens SX45,https://fdn2.gsmarena.com/vv/bigpic/six45.gif,GSM,GSM 900 / 1800,No,No,2001,Discontinued,"134 x 87 x 26 mm, 309 cc (5.28 x 3.43 x 1.02 in)",330 g (11.64 oz),Mini-SIM,"TFT resistive touchscreen, 65K colors",,"240 x 320 pixels, 4:3 ratio",Microsoft Windows CE 3.0 for PocketPC,,64-bit NEC VR4122 150 MHz,,No,32MB,,,57.6 mm x 76.8 mm 0.24 mm pixel pitch,No,No,No,No,No,No,,,Expandable through MMC or CF,Removable Li-Ion 1550 mAh battery,Up to 150 h,Up to 2 h,,,,,,,,,,,,,,,,,Full PocketPC functionality Media player (MP3),"WAP 1.2, HTML",,,,,,,,Yes,Monophonic ringtones,Yes,Yes,,,,,,,,,,,,,,,,,,
siemens,Siemens SL45i,https://fdn2.gsmarena.com/vv/bigpic/sisl45i.gif,GSM,GSM 900 / 1800,No,No,2001,Discontinued,"105 x 46 x 17 mm, 69 cc (4.13 x 1.81 x 0.67 in)",88 g (3.10 oz),Mini-SIM,Monochrome graphic,"1.5 inches, 24 x 29 mm, 7.1 cm2 (~14.6% screen-to-body ratio)","101 x 80 pixels, 7 lines (~86 ppi density)",,,,,"MMC, 32 MB included",,,,Navi key Downloadable screensavers bitmaps,No,No,No,No,No,No,,,100 SMS messages,Removable Li-Ion 540 mAh battery,up to 200 h,up to 4 h,,,,,,,,,,,"500, 14 fields each","10 dialed, 10 received, 10 missed calls",SMS,Downloadable Java games,Yes,,MP3 player Predictive text input Organizer Stopwatch Reminder list Voice dial Voice memo (300 min) User profiles,WAP 1.1,,,,,,,,Yes,"Vibration; Monophonic ringtones, composer",Yes,Yes,,,,,,,,,,,,,,,,,,20
siemens,Siemens SL42,https://fdn2.gsmarena.com/vv/bigpic/sisl42.gif,GSM,GSM 900 / 1800,No,No,2001,Discontinued,"105 x 46 x 17 mm, 69 cc (4.13 x 1.81 x 0.67 in)",88 g (3.10 oz),Mini-SIM,Monochrome graphic,"1.5 inches, 24 x 29 mm, 7.1 cm2 (~14.6% screen-to-body ratio)","101 x 80 pixels, 7 lines (~86 ppi density)",,,,,"MMC, 16 MB included",,,,Navi key,No,No,No,No,No,No,,,100 SMS messages,Removable Li-Ion 540 mAh battery,up to 200 h,up to 4 h,,,,,,,,,,,"500, 14 fields each","10 dialed, 10 received, 10 missed calls",SMS,7,No,,MP3 player  Predictive text input Organizer Stopwatch Reminder list Voice dial Voice memo (150 min) User profiles,WAP 1.1,,,,,,,,Yes,"Vibration; Monophonic ringtones, composer",Yes,Yes,,,,,,,,,,,,,,,,,,20
siemens,Siemens ME45,https://fdn2.gsmarena.com/vv/bigpic/sime45.gif,GSM,GSM 900 / 1800,Class 8,No,2001,Discontinued,"109 x 46 x 21 mm, 76 cc (4.29 x 1.81 x 0.83 in)",99 g (3.49 oz),Mini-SIM,Monochrome graphic,,"101 x 80 pixels, 7 lines",,,,,No,,,,"Dust, shock and splash resistant",Yes,No,No,No,No,No,,,Navi key Downloadable screensavers and bitmaps,Removable Li-Ion 840 mAh battery,60 - 300 h,100 - 300 min,2 - Pebble Grey and Safari Grey,,,,,,,,,,500 x 14 entries,"10 dialed, 10 received, 10 missed calls",SMS,Yes,No,,Organizer Stopwatch Voice memo/dial Predictive text input,WAP 1.2,,,,,,,,Yes,"Vibration; Downloadable monophonic ringtones, composer",Yes,Yes,,,,,,,,,,,,,,,,,,
siemens,Siemens S45,https://fdn2.gsmarena.com/vv/bigpic/sis45.gif,GSM,GSM 900 / 1800,Class 8,No,2001,Discontinued,"109 x 46 x 20 mm, 69 cc (4.29 x 1.81 x 0.79 in)",93 g (3.28 oz),Mini-SIM,Monochrome graphic,,"101 x 80 pixels, 7 lines",,,,,No,,,,Navi key,No,No,No,No,No,No,,,No,Removable Li-Ion 850 mAh battery,up to 300 h,up to 6 h,"2 - diamond silver, sapphire blue",,,,,,,,,,500 x 14 fields,"10 dialed, 10 received, 10 missed calls",SMS,Yes,No,,Predictive text input Stopwatch Organizer Voice dial Voice memo User profiles,WAP 1.2,,,,,,,,Yes,"Vibration; Downloadable monophonic ringtones, composer",Yes,Yes,,,,,,,,,,,,,,,,,,20
siemens,Siemens C45,https://fdn2.gsmarena.com/vv/bigpic/sic45.gif,GSM,GSM 900 / 1800,No,No,"2001, Q4",Discontinued,"109 x 46 x 23 mm, 82 cc (4.29 x 1.81 x 0.91 in)",107 g (3.77 oz),Mini-SIM,Monochrome graphic,,"101 x 64 pixels, 5 lines",,,,,No,,,,Softkeys Downloadable logos and screensaver,No,No,No,No,No,No,,,No,Removable NiMH battery,up to 200 h,up to 5 h,2 - Oriental Blue and African Grey,,,,,,,,,,50,"10 dialed, 10 received, 10 missed calls",SMS,"3 - Stack Attack, Balloon Shooter, BattleMail",No,,Predictive text input Organizer Exchangeable Clip-it covers,WAP 1.2,,,,,,,,,Vibration; Downloadable monophonic ringtones,Yes,Yes,,,,,,,,,,,,,,,,,,20
siemens,Siemens SL45,https://fdn2.gsmarena.com/vv/bigpic/sisl45b.gif,GSM,GSM 900 / 1800,No,No,2000,Discontinued,"105 x 46 x 17 mm, 69 cc (4.13 x 1.81 x 0.67 in)",88 g (3.10 oz),Mini-SIM,Monochrome graphic,"1.5 inches, 24 x 29 mm, 7.1 cm2 (~14.6% screen-to-body ratio)","101 x 80 pixels, 7 lines (~86 ppi density)",,,,,"MMC, 32 MB included",,,,Navi key,No,No,No,No,No,No,,,100 SMS messages,Removable Li-Ion 540 mAh battery,60 - 170 h,1 - 4 h,,,,,,,,,,,"500, 14 fields each","10 dialed, 10 received, 10 missed calls",SMS,7,No,,MP3 player Predictive text input Voice memo (300 min) Organizer Stopwatch Voice dial Comes with headset and datacable User profiles,WAP 1.1,,,,,,,,Yes,"Vibration; Monophonic ringtones, composer",Yes,Yes,,,,,,,,,,,,,,,,,,20
siemens,Siemens S40,https://fdn2.gsmarena.com/vv/bigpic/sis40.gif,GSM,GSM 900 / 1800 / 1900,No,No,2001,Discontinued,"112 x 44 x 22 mm, 85 cc (4.41 x 1.73 x 0.87 in)",97 g (3.42 oz),Mini-SIM,Monochrome graphic,,6 lines,,,,,No,,,,Softkeys Blue backlight,No,No,No,No,No,No,,,Advanced fully featured address book,Removable Li-Ion battery,260 h,380 min,Silver only,,,,,,,,,,1000,"10 dialed, 10 received, 20 missed calls",SMS,No,No,,Predictive text input Organizer Voice memo (5 min) Data cable included,WAP 1.1,,,,,,,,Yes,"Vibration; Monophonic ringtones, composer",Yes,Yes,,,,,,,,,,,,,,,,,,
siemens,Siemens S35i,https://fdn2.gsmarena.com/vv/bigpic/sis35ib.gif,GSM,GSM 900 / 1800,No,No,2000,Discontinued,"118 x 46 x 21 mm, 89 cc (4.65 x 1.81 x 0.83 in)",99 g (3.49 oz),Mini-SIM,Monochrome graphic,,"101 x 80 pixels, 7 lines",,,,,No,,,,Fixed icons Softkey,No,No,No,No,No,No,,,No,Removable Li-Ion 650 mAh battery,60 h - 220 h,100 min - 360 min,"3 - Emerald/Black, Titanium/Black, Titanium/Silver",,,,,,,,,,100,"10 dialed, 10 received, 10 missed calls",SMS,"4 - Wayout, Reversi, Quattropoli, Minesweeper",No,,Predictive text input Organizer Stopwatch Voice dial Voice memo (20 sec) User profiles,WAP 1.1,,,,,,,,Yes,"Vibration; Monophonic ringtones, composer",Yes,Yes,,,,,,,,,,,,,,,,,,20
siemens,Siemens M35i,https://fdn2.gsmarena.com/vv/bigpic/sim35ib.gif,GSM,GSM 900 / 1800,No,No,2000,Discontinued,"118 x 47 x 22 mm, 99 cc (4.65 x 1.85 x 0.87 in)",125 g (4.41 oz),Mini-SIM,Monochrome graphic,,"101 x 54 pixels, 5 lines, 17:9 ratio",,,,,No,,,,Fixed icons Softkey,No,No,No,No,No,No,,,No,Removable NiMH 500 mAh battery,50 h - 180 h,90 min - 300 min,"3 - Hurricane Yellow, Half Pipe Blue, Summit Grey",,,,,,,,,,100,"10 dialed, 10 received, 10 missed calls",SMS,"4 - Wayout, Reversi, Quattropoli, Minesweeper",No,,Predictive text input Organizer Stopwatch,WAP 1.1,,,,,,,,,"Vibration; Monophonic ringtones, composer",Yes,Yes,,,,,,,,,,,,,,,,,,20
siemens,Siemens C35i,https://fdn2.gsmarena.com/vv/bigpic/sic35ib.gif,GSM,GSM 900 / 1800,No,No,2000,Discontinued,"118 x 46 x 21 mm, 88 cc (4.65 x 1.81 x 0.83 in)",110 g (3.88 oz),Mini-SIM,Monochrome graphic,,"101 x 54 pixels, 5 lines, 17:9 ratio",,,,,No,,,,Fixed icons Softkey,No,No,No,No,No,No,,,No,Removable NiMH 500 mAh battery,50 h - 180 h,90 min - 300 min,"7 -  Anthracite, Steel Grey, Classic blue ...",,,,,,,,,,100,"10 dialed, 10 received, 10 missed calls",SMS,"4 - Wayout, Reversi, Quattropoli, Minesweeper",No,,Predictive text input Currency converter Calculator Stopwatch,WAP 1.1,,,,,,,,,"Vibration; Monophonic ringtones, composer",Yes,Yes,,,,,,,,,,,,,,,,,,20
siemens,Siemens C35,https://fdn2.gsmarena.com/vv/bigpic/sic35b.gif,GSM,GSM 900 / 1800,No,No,2000,Discontinued,"118 x 46 x 21 mm, 88 cc (4.65 x 1.81 x 0.83 in)",110 g (3.88 oz),Mini-SIM,Monochrome graphic,,"101 x 54 pixels, 5 lines, 17:9 ratio",,,,,No,,,,Fixed icons Softkey,No,No,No,No,No,No,,,No,Removable NiMH 500 mAh battery,50 h - 180 h,90 min - 300 min,"7 -  Anthracite, Steel Grey, Classic blue ...",,,,,,,,,,20,"10 dialed, 10 received, 10 missed calls",SMS,"4 - Wayout, Reversi, Quattropoli, Minesweeper",No,,Predictive text input Currency converter Calculator Stopwatch,,,,,,,,,,"Vibration; Monophonic ringtones, composer",Yes,Yes,,,,,,,,,,,,,,,,,,20
siemens,Siemens A40,https://fdn2.gsmarena.com/vv/bigpic/sia40.gif,GSM,GSM 900 / 1800,No,No,2001,Discontinued,"118 x 46 x 27 mm, 106 cc (4.65 x 1.81 x 1.06 in)",122 g (4.30 oz),Mini-SIM,Alphanumeric,,2 x 16 chars,,,,,No,,,,Dedicated icon-line,No,No,No,No,No,No,,,No,Removable NiMH 600 mAh battery,60 h - 150 h,90 min - 240 min,"7 - Royal Blue, Anthracite, Raspberry Red...",,,,,,,,,,SIM only,"10 dialed, 0 received, 5 missed calls",SMS,No,No,,Exchangeable covers,,,,,,,,,,Vibration; Monophonic ringtones,Yes,No,,,,,,,,,,,,,,,,,,20
siemens,Siemens A36,https://fdn2.gsmarena.com/vv/bigpic/sia36.gif,GSM,GSM 900 / 1800,No,No,2000,Discontinued,118 x 46 x 21 mm (4.65 x 1.81 x 0.83 in),120 g (4.23 oz),Mini-SIM,Alphanumeric,,3 x 12 chars,,,,,No,,,,No,No,No,No,No,No,No,,,,Removable NiMH 600 mAh battery,60 h - 150 h,90 min - 240 min,,,,,,,,,,,SIM only,"10 dialed, 0 received, 5 missed calls",SMS,No,No,,,,,,,,,,,,Monophonic ringtones,Yes,No,,,,,,,,,,,,,,,,,,20
siemens,Siemens A35,https://fdn2.gsmarena.com/vv/bigpic/sia35.gif,GSM,GSM 900 / 1800,No,No,2000,Discontinued,118 x 46 x 28 mm (4.65 x 1.81 x 1.10 in),122 g (4.30 oz),Mini-SIM,Alphanumeric,,2 lines x 16 chars,,,,,No,,,,No,No,No,No,No,No,No,,,,Removable NiMH 600 mAh battery,up to 150 h,up to 4 h,"7 - caribic blue, pineapple, magma red, moon white, anthracite, oriental blue, aubergine",,,,,,,,,,SIM only,10 dialed and 5 missed calls,SMS,No,No,,,,,,,,,,,,Monophonic ringtones,Yes,No,,,,,,,,,,,,,,,,,,25
siemens,Siemens S25,https://fdn2.gsmarena.com/vv/bigpic/sis25b.gif,GSM,GSM 900 / 1800,No,No,1999,Discontinued,"117 x 47 x 23 mm, 108 cc (4.61 x 1.85 x 0.91 in)",125 g (4.41 oz),Mini-SIM,Color graphic,,"97 x 54 pixels, 6 lines, 16:9 ratio",,,,,No,,,,Dynamic font size Softkey,No,No,No,No,No,No,,,No,Removable Li-Ion 650 mAh battery,60 h - 200 h,300 min,Mid-Silver Grey (Titanium) / Blue Metallic / Dark Grey / Green Metallic,,,,,,,,,,50,"10 dialed, 10 received, 10 missed calls",SMS,3,No,,Voice memo (20 sec) Organizer e-business card Help function,,,,,,,,,Yes,Vibration; Monophonic ringtones,Yes,Yes,,,,,,,,,,,,,,,,,,20
