Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,,Triple,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,64GB 4GB RAM,32GB 3GB RAM,_1,_1_1,Dual,32GB 2GB RAM,Single_1,16GB 2GB RAM,Protection,NFC,GPRS,EDGE,8GB 1GB RAM,16GB 1GB RAM,Infrared port,Stand-by,Talk time,Music play,Phonebook,Call records,Messaging,Games,Java,SAR EU,Display,Camera,Loudspeaker_1,Audio quality,Battery life,SAR,Keyboard,Browser,Alert types,Clock,Alarm,Languages,Quad,Performance,64GB 3GB RAM,128GB 3GB RAM,256GB 3GB RAM,256GB 4GB RAM,512GB 4GB RAM,Dual_1,128GB 4GB RAM,64GB 2GB RAM,256GB 2GB RAM,128GB 2GB RAM,5G bands,Triple_1,256GB 8GB RAM,128GB 8GB RAM,128GB 12GB RAM,256GB 12GB RAM,512GB 12GB RAM,64GB 6GB RAM,128GB 6GB RAM,512GB 8GB RAM,32GB 4GB RAM 
blu,BLU Studio C,https://fdn2.gsmarena.com/vv/bigpic/blu-studio-c.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 - D830U,,HSPA 21.1/5.76 Mbps,"2015, May. Released 2015, May",Discontinued,144 x 72.4 x 9.4 mm (5.67 x 2.85 x 0.37 in),172 g (6.07 oz),,Dual SIM (Mini-SIM),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 5.0 (Lollipop),Mediatek MT6582 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDXC,8GB 1GB RAM,HSDPA 850 / 1900 / 2100 - D830L,,"LED flash, HDR",1080p@30fps,"8 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",Stereo FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 3000 mAh, removable",,"Sandstone Grey, Ceramic White, Salmon Pink, Mint Green, Atomic Orange",,,,,,,,,2 MP,,,,,,,,,Up to 980 h (2G) / Up to 890 h (3G),Up to 40 h (2G) / Up to 24 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Advance 4.0 L,https://fdn2.gsmarena.com/vv/bigpic/blu-advance.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 - A010U,,HSPA 21.1/5.76 Mbps,"2015, May. Released 2015, May",Discontinued,128 x 66 x 11 mm (5.04 x 2.60 x 0.43 in),121 g (4.27 oz),,"Dual SIM (Mini-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~53.9% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 4.4 (KitKat),Mediatek MT6572 (28 nm),Dual-core 1.3 GHz Cortex-A7,Mali-400,microSDXC,4GB 512MB RAM,HSDPA 850 / 1900 / 2100 - A010L,,LED flash,720@30fps,3.15 MP,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",Stereo FM radio,microUSB 2.0,Accelerometer,"Li-Ion 1300 mAh, removable",,"Black, White",,,,,,,,,VGA,,,,,,,,,Up to 700 h (2G) / Up to 500 h (3G),Up to 17 h (2G) / Up to 12 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Selfie,https://fdn2.gsmarena.com/vv/bigpic/blu-selfie.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1900 - S470a,,HSPA 21.1/5.76 Mbps,"2015, April. Released 2015, April",Discontinued,146 x 66.3 x 9.6 mm (5.75 x 2.61 x 0.38 in),136 g (4.80 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~62.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~312 ppi density)",Android 4.4.2 (KitKat),,Octa-core 1.7 GHz,,microSDXC,16GB 2GB RAM,HSDPA 850 / 2100 - S470i,,"Dual-LED flash, HDR",1080p@30fps,"13 MP, AF",LED flash,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 2300 mAh, non-removable",,"White, Black, Blue",,,,,,,,,13 MP,,Corning Gorilla Glass 3,,,,,,,Up to 900 h (2G) / Up to 750 h (3G),Up to 24 h (2G) / Up to 14 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Win HD LTE,https://fdn2.gsmarena.com/vv/bigpic/blu-win-hd-lte.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700 / 1900 / 2100,"4, 7, 17","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, April. Released 2015, April",Discontinued,145 x 72 x 8.2 mm (5.71 x 2.83 x 0.32 in),146 g (5.15 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Microsoft Windows Phone 8.1, upgradable to Windows 10",Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSDHC,"8GB ROM, 1GB RAM",eMMC 4.5,,LED flash,1080p@30fps,"8 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",Stereo FM radio,microUSB 2.0,"Accelerometer, gyro, proximity, compass","Li-Po 2500 mAh, non-removable",,"Grey, White, Orange, Yellow",,,,,,,,,2 MP,,,,,,,,,Up to 775 h (2G) / Up to 775 h (3G),Up to 26 h (2G) / Up to 20 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Win JR LTE,https://fdn2.gsmarena.com/vv/bigpic/blu-win-jr-lte.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700 / 1900 / 2100,"4, 7, 17 - X130Q","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, April. Released 2015, April",Discontinued,133 x 67.5 x 9.5 mm (5.24 x 2.66 x 0.37 in),138 g (4.87 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~62.2% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)","Microsoft Windows Phone 8.1, upgradable to Windows 10",Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSDHC,"4GB ROM, 512MB RAM",eMMC 4.5,,LED flash,720p@30fps,"5 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",Stereo FM radio,microUSB 2.0,"Accelerometer, gyro, proximity","Li-Po 2000 mAh, non-removable",,"Grey, White, Orange, Yellow, Pink",,,,,,,,,VGA,,,,,,,,,Up to 725 h (2G) / Up to 725 h (3G),Up to 22 h (2G) / Up to 16 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Life One (2015),https://fdn2.gsmarena.com/vv/bigpic/blu-life-one-20151.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700 / 1900 / 2100,"4, 7, 17","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, January. Released 2015, April",Discontinued,143.5 x 72.1 x 7.5 mm (5.65 x 2.84 x 0.30 in),120 g (4.23 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Android 4.4.2 (KitKat), upgradable to 5.0 (Lollipop)",Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSDXC,"8GB 1GB RAM, 16GB 2GB RAM",eMMC 4.5,,LED flash,1080p@30fps,"13 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",Stereo FM radio,microUSB 2.0,"Accelerometer, gyro, proximity","Li-Ion 2420 mAh, removable",,"Black, Blue, White, Gold, Pink",,,,,,,,,5 MP,,Corning Gorilla Glass 3,,,,,,,Up to 700 h (2G) / Up to 650 h (3G),Up to 26 h (2G) / Up to 15 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Life One XL,https://fdn2.gsmarena.com/vv/bigpic/blu-life-one-xl1.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700 / 1900 / 2100,"4, 7, 17","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, January. Released 2015, April",Discontinued,156 x 78 x 8.3 mm (6.14 x 3.07 x 0.33 in),151 g (5.33 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~68.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)","Android 4.4.2 (KitKat), upgradable to 5.0 (Lollipop)",Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSDXC,8GB 1GB RAM,eMMC 4.5,,LED flash,1080p@30fps,"13 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",Stereo FM radio,microUSB 2.0,"Accelerometer, gyro, proximity","Li-Ion 2820 mAh, removable",,"Black, Blue, White, Gold, Pink",,,,,,,,,5 MP,,Corning Gorilla Glass 3,,,,,,,Up to 710 h (2G) / Up to 660 h (3G),Up to 28 h (2G) / Up to 17 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Studio Energy,https://fdn2.gsmarena.com/vv/bigpic/blu-st-e.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700 / 1900 - D810U,,HSPA 21.1/5.76 Mbps,"2015, January. Released 2015, January",Discontinued,144.5 x 71.5 x 10.4 mm (5.69 x 2.81 x 0.41 in),180 g (6.35 oz),,"Dual SIM (Mini-SIM/ Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 4.4.2 (KitKat),,Quad-core 1.3 GHz Cortex-A7,Mali-400,microSDXC,8GB 1GB RAM,HSDPA 850 / 1900 / 2100 - D810L,,LED flash,1080p@30fps,"8 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",Stereo FM radio,microUSB 2.0,"Accelerometer, gyro, proximity","Li-Ion 5000 mAh, removable",,"Black, White, Gold",,About 140 EUR,,,,,,,2 MP,,Corning Gorilla Glass 3,,,,,,,Up to 1090 h (2G) / Up to 1090 h (3G),Up to 52 h (2G) / Up to 33 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Studio G,https://fdn2.gsmarena.com/vv/bigpic/blu-st-g.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700 / 1900 - D790U,,HSPA 21.1/5.76 Mbps,"2015, January. Released 2015, January",Discontinued,143 x 73.2 x 9.9 mm (5.63 x 2.88 x 0.39 in),156 g (5.50 oz),,"Dual SIM (Mini-SIM/ Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~65.8% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)","Android 4.4.2 (KitKat), upgradable to 5.0 (Lollipop)",,Quad-core 1.3 GHz Cortex-A7,Mali-400,microSDXC,4GB 512MB RAM,HSDPA 850 / 1900 / 2100 - D790L,,LED flash,720p@30fps,"5 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",Stereo FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 2000 mAh, removable",,"Black, White, Blue, Gold, Pink",,About 80 EUR,,,,,,,VGA,,,,,,,,,Up to 900 h (2G) / Up to 750 h (3G),Up to 24 h (2G) / Up to 10 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Studio X Plus,https://fdn2.gsmarena.com/vv/bigpic/blu-st-x-plus1.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700 / 1900 - D770U,,HSPA 21.1/5.76 Mbps,"2015, January. Released 2015, January",Discontinued,155.5 x 76.6 x 10.6 mm (6.12 x 3.02 x 0.42 in),170 g (6.00 oz),,"Dual SIM (Mini-SIM/ Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~70.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)","Android 4.4.2 (KitKat), upgradable to 5.0 (Lollipop)",,Quad-core 1.3 GHz Cortex-A7,Mali-400,microSDXC,8GB 1GB RAM,HSDPA 850 / 1900 / 2100 - D770L,,LED flash,1080p@30fps,"8 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",Stereo FM radio,microUSB 2.0,"Accelerometer, gyro, proximity","Li-Ion 2600 mAh, removable",,"Black, White, Blue, Gold, Pink",,,,,,,,,2 MP,,,,,,,,,Up to 800 h (2G) / Up to 775 h (3G),Up to 28 h (2G) / Up to 16 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Studio X,https://fdn2.gsmarena.com/vv/bigpic/blu-st-x.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700 / 1900 - D750U,,HSPA 21.1/5.76 Mbps,"2015, January. Released 2015, January",Discontinued,144 x 72 x 10.5 mm (5.67 x 2.83 x 0.41 in),154 g (5.43 oz),,"Dual SIM (Mini-SIM/ Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Android 4.4.2 (KitKat), upgradable to 5.0 (Lollipop)",,Quad-core 1.3 GHz Cortex-A7,Mali-400,microSDXC,8GB 1GB RAM,HSDPA 850 / 1900 / 2100 - D750L,,LED flash,1080p@30fps,"8 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",Stereo FM radio,microUSB 2.0,"Accelerometer, gyro, proximity","Li-Ion 2100 mAh, removable",,"Black, White, Blue, Gold, Pink",,About 120 EUR,,,,,,,2 MP,,,,,,,,,Up to 750 h (2G) / Up to 700 h (3G),Up to 25 h (2G) / Up to 12 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Vivo Air,https://fdn2.gsmarena.com/vv/bigpic/blu-vivo-air.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1900 / 2100,,HSPA 21.1/5.76 Mbps,"2015, January. Released 2015, January",Discontinued,139.8 x 67.4 x 5.1 mm (5.50 x 2.65 x 0.20 in),97 g (3.42 oz),,Micro-SIM,"AMOLED capacitive touchscreen, 16M colors","4.8 inches, 63.5 cm2 (~67.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~306 ppi density)",Android 4.4.2 (KitKat),Mediatek MT6592 (28 nm),Octa-core 1.7 GHz Cortex-A7,Mali-450MP4,No,16GB 1GB RAM,,,"LED flash, panorama, HDR",1080p@30fps,"8 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, gyro, proximity, compass","Li-Ion 2100 mAh, non-removable",,"Black, White/Gold",,About 190 EUR,,,,,,,5 MP,,Corning Gorilla Glass 3,,,,,,,Up to 750 h (2G) / Up to 675 h (3G),Up to 24 h (2G) / Up to 12 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Studio 6.0 LTE,https://fdn2.gsmarena.com/vv/bigpic/blu-s6-lte.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700 / 1900 / 2100,"4, 7","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2014, December. Released 2014, December",Discontinued,163.5 x 81.4 x 9.2 mm (6.44 x 3.20 x 0.36 in),177 g (6.24 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm2 (~74.6% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~367 ppi density)",Android 4.4.2 (KitKat),Qualcomm MSM8928 Snapdragon 400 (28 nm),Quad-core 1.6 GHz Cortex-A7,Adreno 305,microSDXC,16GB 2GB RAM,eMMC 4.5,,LED flash,1080p@30fps,"13 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",3.0,"Yes, with A-GPS",Stereo FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 3200 mAh, removable",,"Black, White",,About 210 EUR,,,,,,,5 MP,,,,,,,,,Up to 750 h (2G) / Up to 700 h (3G),Up to 30 h (2G) / Up to 22 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Studio 5.0 HD LTE,https://fdn2.gsmarena.com/vv/bigpic/blu-s5hd-lte.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1700 / 1900 / 2100,"4, 17","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2014, December. Released 2014, December",Discontinued,145.7 x 72 x 9 mm (5.74 x 2.83 x 0.35 in),164 g (5.78 oz),,Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~65.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 4.4.2 (KitKat),Qualcomm MSM8926 Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,microSDXC (dedicated slot),8GB 1GB RAM,eMMC 4.5,,LED flash,1080p@30fps,"13 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",3.0,"Yes, with A-GPS",Stereo FM radio,microUSB 2.0,"Accelerometer, gyro, proximity, compass","Li-Ion 2200 mAh, removable",,"Black, White",,About 150 EUR,,,,,,,5 MP,,,,,,,,,Up to 650 h (2G) / Up to 600 h (3G),Up to 22 h (2G) / Up to 12 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Studio Mini LTE,https://fdn2.gsmarena.com/vv/bigpic/blu-Studio-Mini-LTE.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1700 / 1900 / 2100,"4, 7, 17","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2014, November. Released 2014, November",Discontinued,137.1 x 67.4 x 10 mm (5.40 x 2.65 x 0.39 in),145 g (5.11 oz),,Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~60.4% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",Android 4.3 (Jelly Bean),Qualcomm MSM8926 Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,microSDHC (dedicated slot),4GB 1GB RAM,eMMC 4.5,,"LED flash, panorama",1080p@30fps,"5 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",Stereo FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 1850 mAh, removable",,"White, Blue, Grey, Orange, Pink, Yellow",,,,,,,,,VGA,,,,,,,,,Up to 900 h (2G) / Up to 750 h (3G),Up to 24 h (2G) / Up to 15 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Studio 7.0,https://fdn2.gsmarena.com/vv/bigpic/blu-Studio-7.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1900 - D700a,,HSPA 21.1/5.76 Mbps,"2014, November. Released 2014, November",Discontinued,187.5 x 103 x 9.4 mm (7.38 x 4.06 x 0.37 in),299 g (10.55 oz),,Mini-SIM,"Capacitive touchscreen, 16M colors","7.0 inches, 137.9 cm2 (~71.4% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)",Android 4.4.2 (KitKat),,Dual-core 1.3 GHz,Mali-400,microSDXC (dedicated slot),8GB 1GB RAM,HSDPA 850 / 2100  - D700i,,LED flash,1080p@30fps,"5 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",3.0,"Yes, with A-GPS",Stereo FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Po 3000 mAh, non-removable",,"White, Gold, Grey, Blue",,About 130 EUR,,,,,,,2 MP,,,,,,,,,Up to 200 h,Up to 10 h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Sport 4.5,https://fdn2.gsmarena.com/vv/bigpic/blu-Sport-4.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700 / 1900  - S430U,,HSPA 21.1/5.76 Mbps,"2014, October. Released 2014, October",Discontinued,134.6 x 67 x 10.8 mm (5.30 x 2.64 x 0.43 in),157 g (5.54 oz),,"Dual SIM (Mini-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~61.9% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",Android 4.4.2 (KitKat),,Quad-core 1.3 GHz Cortex-A7,Mali-400,microSDHC,4GB 512MB RAM,HSDPA 850 / 1900 / 2100  - S430L,,LED flash,720p@30fps,"5 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, gyro, proximity","Li-Ion 2000 mAh, removable",,"Black/Green, White/Orange",,,,,IP55 dust/water resistant,,,,VGA,,,,,,,,,Up to 930 h (2G) / Up to 780 h (3G),Up to 28 h (2G) / Up to 16 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Life View 8.0,https://fdn2.gsmarena.com/vv/bigpic/blu-Life-View-8.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1900  - L810a,,HSPA 21.1/5.76 Mbps,"2014, October. Released 2014, October",Discontinued,200 x 135.2 x 8.5 mm (7.87 x 5.32 x 0.33 in),350 g (12.35 oz),,Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","8.0 inches, 198.2 cm2 (~73.3% screen-to-body ratio)","768 x 1024 pixels, 4:3 ratio (~160 ppi density)",Android 4.4.2 (KitKat),,Quad-core 1.3 GHz Cortex-A7,Mali-400,microSDHC (dedicated slot),8GB 1GB RAM,HSDPA 850 / 2100  - L810i,,LED flash,720p@30fps,3.15 MP,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 3800 mAh, non-removable",,"Blue, White",,,,,,,,,VGA,,,,,,,,,,Up to 10 h (multimedia),Up to 85 h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Dash Music JR,https://fdn2.gsmarena.com/vv/bigpic/blu-Dash-Music-Jr.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"2014, November. Released 2014, November",Discontinued,125 x 63.8 x 12.5 mm (4.92 x 2.51 x 0.49 in),121 g (4.27 oz),,Dual SIM (Mini-SIM/ Micro-SIM),"TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~57.1% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 4.4.2 (KitKat),,Dual-core 1.3 GHz,Mali-400,microSDXC,512MB 256MB RAM,,,LED flash,720p@30fps,2 MP,,,"Yes, with stereo speakers",Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP",A-GPS,Stereo FM radio,microUSB 2.0,Accelerometer,"Li-Ion 1450 mAh, removable",,"Grey, Orange, Yellow, Blue, Pink, White",,,,,,,,,VGA,,,,Yes,Yes,,,,Up to 600 h,Up to 18 h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Life Play Mini,https://fdn2.gsmarena.com/vv/bigpic/blu-Life-Play-Mini.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1900 / 2100,,HSPA 21.1/5.76 Mbps,"2014, October. Released 2014, October",Discontinued,127 x 64.4 x 9.4 mm (5.0 x 2.54 x 0.37 in),106 g (3.74 oz),,"Dual SIM (Mini-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~55.7% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 4.4.2 (KitKat),,Dual-core 1.0 GHz Cortex-A7,Mali-400,microSDHC,4GB 512MB RAM,HSDPA 850 / 1900 - L190a,,LED flash,720p@30fps,3.15 MP,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 1400 mAh, removable",,"Grey, White, Blue, Pink, Yellow",,About 70 EUR,,,HSDPA 850 / 2100 - L190i,HSDPA 850 / 1700 / 1900 - L190UHSDPA 850 / 1900 / 2100 - L190L,,,VGA,,,,,,,,,Up to 700 h (2G) / Up to 500 h (3G),Up to 17 h (2G) / Up to 12 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
