Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,,Triple,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,64GB 4GB RAM,32GB 3GB RAM,_1,_1_1,Dual,32GB 2GB RAM,Single_1,16GB 2GB RAM,Protection,NFC,GPRS,EDGE,8GB 1GB RAM,16GB 1GB RAM,Infrared port,Stand-by,Talk time,Music play,Phonebook,Call records,Messaging,Games,Java,SAR EU,Display,Camera,Loudspeaker_1,Audio quality,Battery life,SAR,Keyboard,Browser,Alert types,Clock,Alarm,Languages,Quad,Performance,64GB 3GB RAM,128GB 3GB RAM,256GB 3GB RAM,256GB 4GB RAM,512GB 4GB RAM,Dual_1,128GB 4GB RAM,64GB 2GB RAM,256GB 2GB RAM,128GB 2GB RAM,5G bands,Triple_1,256GB 8GB RAM,128GB 8GB RAM,128GB 12GB RAM,256GB 12GB RAM,512GB 12GB RAM,64GB 6GB RAM,128GB 6GB RAM,512GB 8GB RAM,32GB 4GB RAM 
blu,BLU Dash L,https://fdn2.gsmarena.com/vv/bigpic/blu-dash-l.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 - D050U,,HSPA 21.1/5.76 Mbps,"2015, October. Released 2015, October",Discontinued,126 x 64 x 11 mm (4.96 x 2.52 x 0.43 in),122 g (4.30 oz),,Dual SIM (Micro-SIM/ Mini-SIM),"TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~56.5% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 4.4 (KitKat),Mediatek MT6572 (28 nm),Dual-core 1.0 GHz Cortex-A7,Mali-400,microSDXC,4GB 512MB RAM,HSDPA 850 / 1900 / 2100 - D050L,,LED flash,720p@30fps,3.15 MP,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",Stereo FM radio,microUSB 2.0,Accelerometer,"Li-Ion 1450 mAh, removable",,"Black, White, Teal, Pink, Gold, Green",,,,,,,,,VGA,,,,,,,,,Up to 700 h (2G) / Up to 500 h (3G),Up to 18 h (2G) / Up to 13 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Studio G LTE,https://fdn2.gsmarena.com/vv/bigpic/blu-studio-g-lte.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 / 2100,"4, 7, 17","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, October. Released 2015, October",Discontinued,143 x 72 x 8.9 mm (5.63 x 2.83 x 0.35 in),149 g (5.26 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.9% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",Android 5.1 (Lollipop),Qualcomm MSM8909 Snapdragon 210 (28 nm),Quad-core 1.1 GHz Cortex-A7,Adreno 304,microSDXC,8GB 1GB RAM,eMMC 4.5,,LED flash,720p@30fps,"5 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",Stereo FM radio,microUSB 2.0,"Accelerometer, gyro, proximity, compass","Li-Po 2500 mAh, non-removable",,Black,,,,,,,,,2 MP,,,,,,,,,Up to 825 h (2G) / Up to 725 h (3G),Up to 26 h (2G) / Up to 16 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Dash M,https://fdn2.gsmarena.com/vv/bigpic/blu-dash-m.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 - D030U,,HSPA 21.1/5.76 Mbps,"2015, October. Released 2015, October",Discontinued,145.2 x 73.2 x 9.1 mm (5.72 x 2.88 x 0.36 in),157 g (5.54 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~64.8% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",Android 5.0 (Lollipop),,Quad-core 1.3 GHz Cortex-A7,Mali-400,microSDXC,4GB 768MB RAM,HSDPA 850 / 1900 / 2100 - D030L,,LED flash,720p@30fps,5 MP,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",Stereo FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Po 1800 mAh, removable",,"Black, White, Gold, Mint Green",,,,,,,,,2 MP,,,,,,,,,Up to 900 h (2G) / Up to 750 h (3G),Up to 24 h (2G) / Up to 12 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Dash X,https://fdn2.gsmarena.com/vv/bigpic/blu-dash-x.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 - D010U,,HSPA 21.1/5.76 Mbps,"2015, October. Released 2015, October",Discontinued,142.5 x 71 x 9.3 mm (5.61 x 2.80 x 0.37 in),148 g (5.22 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~68.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 5.1 (Lollipop),,Quad-core 1.3 GHz Cortex-A7,Mali-400,microSDXC,8GB 1GB RAM,HSDPA 850 / 1900 / 2100 - D010L,,LED flash,1080p@30fps,"8 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",Stereo FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Po 2000 mAh, removable",,"Black, White",,,,,,,,,5 MP,,,,,,,,,Up to 750 h (2G) / Up to 700 h (3G),Up to 25 h (2G) / Up to 14 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Studio Energy 2,https://fdn2.gsmarena.com/vv/bigpic/blu-studio-energy-2.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1900 / 2100,"2, 4, 7, 17","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, October. Released 2015, October",Discontinued,144 x 71.2 x 10.1 mm (5.67 x 2.80 x 0.40 in),176 g (6.21 oz),,Dual SIM,"Super AMOLED capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 5.0 (Lollipop),Mediatek MT6735 (28 nm),Quad-core 1.3 GHz Cortex-A53,Mali-T720MP2,microSDXC,16GB 1.5GB RAM,,,"LED flash, panorama",1080p@30fps,"8 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, gyro, proximity, compass","Li-Ion 5000 mAh, non-removable",,"Black, White",,,,,,,,,5 MP,,,,,,,,,Up to 720 h (2G) / Up to 720 h (3G),Up to 72 h (2G) / Up to 48 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Dash X Plus,https://fdn2.gsmarena.com/vv/bigpic/blu-dash-x-plus.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 - D950U,,HSPA 21.1/5.76 Mbps,"2015, October. Released 2015, October",Discontinued,158.8 x 77.7 x 10.2 mm (6.25 x 3.06 x 0.40 in),190 g (6.70 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~67.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Android 5.0 (Lollipop),,Quad-core 1.3 GHz Cortex-A7,Mali-400,microSDXC,8GB 1GB RAM,HSDPA 850 / 1900 / 2100 - D950L,,LED flash,1080p@30fps,"8 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",Stereo FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Po 2750 mAh, removable",,"Black, Gold, Green, Pink, White",,,,,,,,,5 MP,,,,,,,,,Up to 775 h (2G) / Up to 700 h (3G),Up to 30 h (2G) / Up to 18 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Energy X,https://fdn2.gsmarena.com/vv/bigpic/blu-energy-x.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 / 2100 - E010Q,,HSPA 21.1/5.76 Mbps,"2015, September. Released 2015, September",Discontinued,142 x 70 x 8.9 mm (5.59 x 2.76 x 0.35 in),154 g (5.43 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~69.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 5.1 (Lollipop),,Quad-core 1.3 GHz Cortex-A7,,microSDXC,8GB 1GB RAM,,,LED flash,1080p@30fps,"8 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",Stereo FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Po 4000 mAh, non-removable",,"Gold, Grey",,,,,,,,,2 MP,,Corning Gorilla Glass 3,,,,,,,Up to 900 h (2G) / Up to 875 h (3G),Up to 52 h (2G) / Up to 38 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Pure XL,https://fdn2.gsmarena.com/vv/bigpic/blu-pure-xl.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 / 2100,"2, 4, 7, 17","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, September. Released 2015, September",Discontinued,164 x 82.2 x 9.3 mm (6.46 x 3.24 x 0.37 in),207 g (7.30 oz),,"Dual SIM (Micro-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm2 (~73.6% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~490 ppi density)",Android 5.1 (Lollipop),Mediatek MT6795 Helio X10 (28 nm),Octa-core 2.0 GHz Cortex-A53,PowerVR G6200,microSDXC (dedicated slot),64GB 3GB RAM,eMMC 5.0,,"Dual-LED dual-tone flash, panorama, HDR",4K@30fps,"24 MP, 1/2.3"", PDAF, OIS",,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP, EDR","Yes, with A-GPS","FM radio, recording","microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 3500 mAh, non-removable",,"Black, Gold",,About 310 EUR,,,24-bit/192kHz audio,,,,"8 MP, AF",,Corning Gorilla Glass 3,Yes,,,,,,Up to 800 h (2G) / Up to 725 h (3G),Up to 38 h (2G) / Up to 24 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Vivo Air LTE,https://fdn2.gsmarena.com/vv/bigpic/blu-vivo-air-lte.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1700(AWS) / 1900 / 2100,LTE 1700 / 1900 / 2600,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, September. Released 2015, September",Discontinued,141.9 x 68.1 x 5.1 mm (5.59 x 2.68 x 0.20 in),98 g (3.46 oz),,Nano-SIM,"AMOLED capacitive touchscreen, 16M colors","4.8 inches, 63.5 cm2 (~65.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~306 ppi density)",Android 5.0.2 (Lollipop),Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,No,16GB 2GB RAM,eMMC 4.5,,LED flash,1080p@30fps,"8 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Po 2050 mAh, non-removable",,"Black, White",,,,,,,,,5 MP,,Corning Gorilla Glass 3,,,,,,,Up to 700 h (2G) / Up to 650 h (3G),Up to 22 h (2G) / Up to 11 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Studio XL,https://fdn2.gsmarena.com/vv/bigpic/blu-studio-xl.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 / 2100,,HSPA 21.1/5.76 Mbps,"2015, August. Released 2015, August",Discontinued,165.5 x 85.3 x 8.5 mm (6.52 x 3.36 x 0.33 in),177 g (6.24 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm2 (~70.3% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~184 ppi density)",Android 5.0 (Lollipop),Mediatek MT6582M (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDXC,8GB 1GB RAM,,,LED flash,1080p@30fps,"8 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 3000 mAh, non-removable",,"Black, White",,About 110 EUR,,,,,,,2 MP,,,,,,,,,Up to 920 h (2G) / Up to 850 h (3G),Up to 36 h (2G) / Up to 20 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Life X8,https://fdn2.gsmarena.com/vv/bigpic/blu-life-x8.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 / 2100 - L010U,,HSPA 21.1/5.76 Mbps,"2015, July. Released 2015, July",Discontinued,140.7 x 70.2 x 9.3 mm (5.54 x 2.76 x 0.37 in),149 g (5.26 oz),,Dual SIM (Micro-SIM),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~69.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Android 4.4.2 (KitKat), upgradable to 5.0 (Lollipop)",Mediatek MT6592M (28 nm),Octa-core 1.4 GHz Cortex-A7,Mali-450MP4,microSDXC,8GB 1GB RAM,,,"LED flash, HDR",1080p@30fps,"8 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Po 2500 mAh, removable",,"Black, Pink, White, Mint, Gold",,,,,,,,,2 MP,,,,,,,,,Up to 750 h (2G) / Up to 675 h (3G),Up to 26 h (2G) / Up to 14 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Touchbook G7,https://fdn2.gsmarena.com/vv/bigpic/blu-touchbook-g7.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1700(AWS) / 1900 - P240U,,HSPA 21.1/5.76 Mbps,"2015, August. Released 2015, August",Discontinued,197.2 x 107 x 8.9 mm (7.76 x 4.21 x 0.35 in),298 g (10.51 oz),,Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","7.0 inches, 137.9 cm2 (~65.3% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)",Android 5.0 (Lollipop),,Dual-core 1.3 GHz Cortex-A7,Mali-400,microSDXC (dedicated slot),4GB 512MB RAM,HSDPA 850 / 1900 / 2100 - P240L,,,720p@30fps,2 MP,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",Stereo FM radio,microUSB 2.0,Accelerometer,"Li-Po 3000 mAh, non-removable",,"White, Gold, Grey",,,,,,,,,VGA,,,,,,,,,Up to 190 h (3G),Up to 10 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Studio 7.0 II,https://fdn2.gsmarena.com/vv/bigpic/blu-studio-70-ii.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1700(AWS) / 1900 - S480U,,HSPA 21.1/5.76 Mbps,"2015, August. Released 2015, August",Discontinued,194 x 107 x 9.3 mm (7.64 x 4.21 x 0.37 in),248 g (8.75 oz),,Mini-SIM,"IPS LCD capacitive touchscreen, 16M colors","7.0 inches, 137.9 cm2 (~66.4% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)",Android 5.0 (Lollipop),,Quad-core 1.3 GHz Cortex-A7,Mali-400,microSDXC (dedicated slot),8GB 1GB RAM,HSDPA 850 / 1900 / 2100 - S480L,,LED flash,1080p@30fps,5 MP,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",Stereo FM radio,microUSB 2.0,Accelerometer,"Li-Po 3450 mAh, non-removable",,"Blue, Gold, Grey",,,,,,,,,VGA,,,,,,,,,Up to 200 h (3G),Up to 12 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Studio C Super Camera,https://fdn2.gsmarena.com/vv/bigpic/blu-studio-c-super-camera.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 - D870U,,HSPA 21.1/5.76 Mbps,"2015, August. Released 2015, August",Discontinued,143 x 71 x 8.5 mm (5.63 x 2.80 x 0.33 in),126 g (4.44 oz),,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 5.0 (Lollipop),Mediatek MT6582 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC,8GB 1GB RAM,,,"LED flash, panorama, HDR",1080p@30fps,"8 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 2800 mAh, non-removable",,"Black, Gold, Green, White, Orange, Pink, Blue",,,,,,,,,5 MP,,,,,,,,,Up to 900 h (2G) / Up to 820 h (3G),Up to 35 h (2G) / Up to 20 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Vivo Selfie,https://fdn2.gsmarena.com/vv/bigpic/blu-vivo-selfie.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 - V030U,,HSPA 21.1/5.76 Mbps,"2015, July. Released 2015, July",Discontinued,141 x 68.4 x 7.8 mm (5.55 x 2.69 x 0.31 in),111 g (3.92 oz),,"Dual SIM (Micro-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","4.8 inches, 63.5 cm2 (~65.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~306 ppi density)",Android 5.0 (Lollipop),Mediatek MT6582 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDXC,8GB 1GB RAM,HSDPA 850 / 1900 / 2100 - V030L,,"LED flash, panorama, HDR",1080p@30fps,"8 MP, AF",LED flash,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity, gravity","Li-Po 2300 mAh, non-removable",,"Black, White",,,,,,,,,8 MP,,Corning Gorilla Glass 3,,,,,,,Up to 750 h (2G) / Up to 675 h (3G),Up to 24 h (2G) / Up to 12 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Energy X Plus,https://fdn2.gsmarena.com/vv/bigpic/blu-energy-x-plus.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 - E030U,,HSPA 21.1/5.76 Mbps,"2015, July. Released 2015, July",Discontinued,150.5 x 76.5 x 8 mm (5.93 x 3.01 x 0.31 in),169 g (5.96 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~72.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Android 5.0 (Lollipop),,Quad-core 1.3 GHz Cortex-A7,Mali-400,microSDXC,8GB 1GB RAM,HSDPA 850 / 1900 / 2100 - E030L,,LED flash,1080p@30fps,"8 MP, AF",LED flash,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",Stereo FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Po 4000 mAh, non-removable",,"Silver, Gold, Grey",,,,,,,,,5 MP,,,,,,,,,Up to 900 h (2G) / Up to 875 h (3G),Up to 42 h (2G) / Up to 28 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Studio C 5 + 5 LTE,https://fdn2.gsmarena.com/vv/bigpic/blu-studio-c55.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 / 2100,"2, 4, 7, 17","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, July. Released 2015, August",Discontinued,143 x 71.8 x 9 mm (5.63 x 2.83 x 0.35 in),157 g (5.54 oz),,"Dual SIM (Mini-SIM/ Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.1% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",Android 5.0 (Lollipop),Qualcomm MSM8909 Snapdragon 210 (28 nm),Quad-core 1.1 GHz Cortex-A7,Adreno 304,microSDXC,8GB 1GB RAM,eMMC 4.5,,LED flash,720p@30fps,"5 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",Stereo FM radio,microUSB 2.0,"Accelerometer, proximity, gravity","Li-Po 2000 mAh, removable",,"Black, White, Gold",,,,,,,,,5 MP,,,,,,,,,Up to 800 h (2G) / Up to 700 h (3G),Up to 22 h (2G) / Up to 12 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Studio C 5 + 5,https://fdn2.gsmarena.com/vv/bigpic/blu-studio-c55.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 - D890U,,HSPA 21.1/5.76 Mbps,"2015, July. Released 2015, July",Discontinued,143 x 71.8 x 9 mm (5.63 x 2.83 x 0.35 in),157 g (5.54 oz),,"Dual SIM (Mini-SIM/ Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.1% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",Android 5.0 (Lollipop),Mediatek MT6582 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDXC,8GB 1GB RAM,HSDPA 850 / 1900 / 2100 - D890L,,LED flash,720p@30fps,"5 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",Stereo FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Po 2000 mAh, removable",,"Black, Blue, Gold, Green, Orange, Pink, White",,,,,,,,,5 MP,,,,,,,,,Up to 900 h (2G) / Up to 750 h (3G),Up to 24 h (2G) / Up to 12 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Life 8 XL,https://fdn2.gsmarena.com/vv/bigpic/blu-life-8-xl--.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 - L290U,,HSPA 21.1/5.76 Mbps,"2015, May. Released 2015, May",Discontinued,155 x 74.8 x 7.7 mm (6.10 x 2.94 x 0.30 in),149 g (5.26 oz),,Dual SIM (Micro-SIM),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)","Android 4.4.2 (KitKat), upgradable to 5.0 (Lollipop)",Mediatek MT6592M (28 nm),Octa-core 1.4 GHz Cortex-A7,Mali-450MP4,microSDXC,8GB 1GB RAM,HSDPA 850 / 1900 / 2100 - L290L,,"LED flash, HDR",1080p@30fps,"8 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 2920 mAh, removable",,"Black, Orange, Pink, White, Yellow",,,,,,,,,2 MP,,,,,,,,,Up to 900 h (2G) / Up to 750 h (3G),Up to 30 h (2G) / Up to 18 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Studio 5.5C,https://fdn2.gsmarena.com/vv/bigpic/blu-studio-55-c.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 - D690U,,HSPA 21.1/5.76 Mbps,"2015, May. Released 2015, May",Discontinued,155 x 79 x 9.9 mm (6.10 x 3.11 x 0.39 in),178 g (6.28 oz),,Dual SIM (Mini-SIM/ Micro-SIM),"LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~68.1% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~178 ppi density)","Android 4.4 (KitKat), upgradable to 5.0 (Lollipop)",Mediatek MT6582 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDXC,4GB 512MB RAM,,,LED flash,720p@30fps,5 MP,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 2820 mAh, removable",,"Black, Blue",,,,,,,,,VGA,,,,,,,,,Up to 890 h (2G) / Up to 740 h (3G),Up to 29 h (2G) / Up to 17 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
