Brand,Model Name,Model Image,Technology,2G bands,3G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,Card slot,Phonebook,Call records,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Messaging,Browser,Games,Java,,Type_1,Stand-by,Talk time,Music play,Colors,Price,GPRS,EDGE,_1,Internal,Alert types,_1_1,Protection,Infrared port,SAR EU,OS,CPU,Clock,Alarm,4G bands,Chipset,GPU,Quad,Features_1,Charging,Triple,Models,SAR,128GB 6GB RAM,128GB 8GB RAM,NFC,64GB 6GB RAM,5G bands,32GB 3GB RAM,64GB 4GB RAM,64GB 3GB RAM,Build,Dual,32GB 2GB RAM,Performance,Display,Camera,Loudspeaker_1,Battery life,256GB 12GB RAM,128GB 12GB RAM,RMA161,128GB 4GB RAM,Audio quality,256GB 8GB RAM,16GB 2GB RAM
realme,Realme Narzo 10,https://fdn2.gsmarena.com/vv/bigpic/realme-narzo-10.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A","2020, May 11","Available. Released 2020, May 18",164.4 x 75.4 x 9 mm (6.47 x 2.97 x 0.35 in),199 g (7.02 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.5 inches, 102.8 cm2 (~82.9% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~269 ppi density)",microSDXC (dedicated slot),,,"16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm","LED flash, HDR, panorama","1080p@30fps, gyro-EIS",,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",FM radio,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,,,Weather-sealed ports & loudspeaker,"Li-Po 5000 mAh, non-removable",,,,"That White, That Green","$ 269.99 / £ 174.90 / ₹ 13,945",,,480 nits typ. brightness (advertised),128GB 4GB RAM,,eMMC 5.1,Corning Gorilla Glass 3,,,"Android 10, Realme UI 1.0",Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),,,"1, 3, 5, 8, 38, 40, 41",Mediatek Helio G80 (12 nm),Mali-G52 MC2,"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF 8 MP, f/2.3, 119˚ (ultrawide), 1/4.0"", 1.12µm 2 MP, f/2.4, (macro) 2 MP B/W, f/2.4","HDR, panorama",Fast charging 18W Reverse charging,,RMX2040,0.86 W/kg (head)     0.61 W/kg (body),,,,,,,,,"Glass front, plastic back, plastic frame",,,,,,,,,,,£ 174.90,,,
realme,Realme Narzo 10A,https://fdn2.gsmarena.com/vv/bigpic/realme-narzo-10a.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"HSPA 42.2/11.5 Mbps, LTE-A (2CA) Cat6 300/75 Mbps","2020, May 11","Available. Released 2020, May 22",164.4 x 75 x 9 mm (6.47 x 2.95 x 0.35 in),195 g (6.88 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.5 inches, 102.8 cm2 (~83.3% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~269 ppi density)",microSDXC (dedicated slot),,,"5 MP, f/2.4, 28mm (wide), 1/5"", 1.12µm","LED flash, HDR, panorama",1080p@30fps,,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass",,,,,Weather-sealed ports & loudspeaker,"Li-Po 5000 mAh, non-removable",,,,"So Blue, So White","$ 199.99 / ₹ 11,290",,,480 nits typ. brightness (advertised),"32GB 3GB RAM, 64GB 4GB RAM",,eMMC 5.1,Corning Gorilla Glass 3,,,"Android 10, realme UI 1.0",Octa-core (2x2.0 GHz Cortex-A75 & 6x1.7 GHz Cortex-A55),,,"1, 3, 5, 8, 38, 40, 41",Mediatek Helio G70 (12 nm),Mali-G52 2EEMC2,,"HDR, panorama",Charging 10W Reverse charging,"12 MP, f/1.8, 28mm (wide), 1/2.8"", 1.25µm, PDAF 2 MP, f/2.4 (macro) 2 MP, f/1.8, (depth)",RMX2020,1.13 W/kg (head)     0.69 W/kg (body),,,,,,$ 199.99,"₹ 11,999",,"Glass front (Gorilla Glass 3), plastic back, plastic frame",,,,,,,,,,,,,,
realme,Realme X50m 5G,https://fdn2.gsmarena.com/vv/bigpic/realme-x50m-5g.jpg,GSM / CDMA / HSPA / EVDO / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A, 5G","2020, April 23","Available. Released 2020, April 29",163.8 x 75.8 x 8.9 mm (6.45 x 2.98 x 0.35 in),194 g (6.84 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.57 inches, 105.3 cm2 (~84.8% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~399 ppi density)",No,,,,"LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps; gyro-EIS",,1080p@30/120fps,Yes,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",Unspecified,"2.0, Type-C 1.0 reversible connector","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",,,,,CDMA 800 & TD-SCDMA,"Li-Po 4200 mAh, non-removable",,,,"Starry Blue, Galaxy White",$ 244.43,,,CDMA2000 1xEV-DO,"128GB 6GB RAM, 128GB 8GB RAM",,24-bit/192kHz audio,,,,"Android 10, Realme UI",Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver),,,"1, 2, 3, 4, 5, 7, 8, 34, 38, 39, 40, 41",Qualcomm SDM765 Snapdragon 765G (7 nm),Adreno 620,"48 MP, f/1.8, 25mm (wide), 1/2.0"", 0.8µm, PDAF 8 MP, f/2.3, 16mm (ultrawide), 1/4.0"", 1.12µm 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)",HDR,"Fast charging 30W, 70% in 30 min (advertised)",,,,$ 244.43,$ 459.99,Yes,,"1, 3, 41, 77, 78, 79 SA/NSA",,,,,"16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm 2 MP, f/2.4, (depth)",,,,,,,,,,,,,
realme,Realme 6i,https://fdn2.gsmarena.com/vv/bigpic/realme-6i.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - Global,"HSPA 42.2/5.76 Mbps, LTE-A","2020, March 17","Available. Released 2020, March 29",164.4 x 75.4 x 9 mm (6.47 x 2.97 x 0.35 in),199 g (7.02 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.5 inches, 102.8 cm2 (~82.9% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~269 ppi density)",microSDXC (dedicated slot),,,"16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm","LED flash, HDR, panorama","1080p@30fps, gyro-EIS",,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",FM radio,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,,,HSDPA 850 / 900 / 2100 - India,"Li-Po 5000 mAh, non-removable",,,,"White Milk, Green Tea, Blue Soda","€ 176.69 / $ 167.50 / £ 168.54 / ₹ 14,249",,,"1, 3, 5, 8, 38, 40, 41 - India","64GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM",,eMMC 5.1,Corning Gorilla Glass 3,,,"Android 10, Realme UI 1.0",Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),,,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41 - Global",Mediatek Helio G80 (12 nm),Mali-G52 MC2,"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF 8 MP, f/2.3, 119˚ (ultrawide), 1/4.0"", 1.12µm 2 MP, f/2.4, (macro) 2 MP B/W, f/2.4","HDR, panorama",Fast charging 18W Reverse charging,,RMX2040,,,,Yes (market/region dependent),,,,"₹ 14,249",$ 179.00,"Glass front, plastic back, plastic frame",,,"AnTuTu: 202275 (v8) GeekBench: 5890 (v4.4), 1349 (v5.1) GFXBench: 17fps (ES 3.1 onscreen)",Contrast ratio: 1610:1 (nominal),Photo / Video,-30.5 LUFS (Below average),Endurance rating 186h,,,,€ 176.69,,,
realme,Realme 6 Pro,https://fdn2.gsmarena.com/vv/bigpic/realme-6-pro.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - Global,"HSPA 42.2/11.5 Mbps, LTE-A (2CA) Cat6 300/150 Mbps","2020, March 05","Available. Released 2020, March 13",163.8 x 75.8 x 8.9 mm (6.45 x 2.98 x 0.35 in),202 g (7.13 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.6 inches, 105.2 cm2 (~84.7% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~399 ppi density)",microSDXC (dedicated slot),,,,"LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps, gyro-EIS",,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.1, A2DP, LE","Yes, with dual-band A-GPS, GLONASS, BDS, NavIC",FM radio,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",,,,,HSDPA 850 / 900 / 2100 - India,"Li-Po 4300 mAh, non-removable",,,,"Lightning Blue, Lightning Orange, Lightning Red","€ 275.09 / $ 250.31 / £ 249.00 / ₹ 18,889",,,"1, 3, 5, 8, 38, 40, 41 - India","64GB 6GB RAM, 128GB 6GB RAM, 128GB 8GB RAM",,24-bit/192kHz audio,Corning Gorilla Glass 5,,,"Android 10, Realme UI",Octa-core (2x2.3 GHz Kryo 465 Gold & 6x1.8 GHz Kryo 465 Silver),,,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41 - Global",Qualcomm SM7125 Snapdragon 720G (8 nm),Adreno 618,"64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8µm, PDAF 12 MP, f/2.5, 54mm (telephoto), 1/3.4"", 1.0µm, PDAF, 2x optical zoom 8 MP, f/2.3, 13mm (ultrawide), 1/4.0"", 1.12µm 2 MP, f/2.4, (macro)","HDR, panorama","Fast charging 30W, 100% in 57 min (advertised) VOOC 4.0",,"RMX2061, RMX2063",1.19 W/kg (head)     0.92 W/kg (body),£ 279.89,€ 275.09,Yes (market/region dependent),£ 249.00,,,,,"Glass front (Gorilla Glass 5), glass back, plastic frame","16 MP, f/2.1, 26mm (wide), 1/3.06"", 1.0µm 8 MP, f/2.2, 105˚ (ultrawide), 1/4.0"", 1.12µm",,"AnTuTu: 268785 (v8) GeekBench: 7027 (v4.4), 1666 (v5.1) GFXBench: 19fps (ES 3.1 onscreen)",Contrast ratio: 1324:1 (nominal),Photo / Video,-28.5 LUFS (Average),Endurance rating 107h,,,,,,,
realme,Realme 6,https://fdn2.gsmarena.com/vv/bigpic/realme-6.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - Global,"HSPA 42.2/11.5 Mbps, LTE-A (2CA) Cat6 300/75 Mbps","2020, March 05","Available. Released 2020, March 11",162.1 x 74.8 x 8.9 mm (6.38 x 2.94 x 0.35 in),191 g (6.74 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.5 inches, 102.0 cm2 (~84.1% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~405 ppi density)",microSDXC (dedicated slot),,,"16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps, gyro-EIS",,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",FM radio,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",,,,,HSDPA 850 / 900 / 2100 - India,"Li-Po 4300 mAh, non-removable",,,,"Comet Blue, Comet White","€ 189.98 / $ 197.39 / £ 189.99 / ₹ 14,500",,,"1, 3, 5, 8, 38, 40, 41 - India","64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM",,UFS 2.1,Corning Gorilla Glass 3,,0.71 W/kg (head)     0.57 W/kg (body),"Android 10, Realme UI",Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),,,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41 - Global",Mediatek MT6785 Helio G90T (12 nm),Mali-G76 MC4,"64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8µm, PDAF 8 MP, f/2.3, 13mm (ultrawide), 1/4.0"", 1.12µm 2 MP, f/2.4, (macro) 2 MP B/W, f/2.4, (depth)","HDR, panorama","Fast charging 30W, 100% in 55 min (advertised)",,RMX2001,1.14 W/kg (head)     0.59 W/kg (body),£ 244.00,,Yes (market/region dependent),,,,€ 189.98,,"Glass front (Gorilla Glass 3), plastic back, plastic frame",,,"AnTuTu: 288931 (v8) GeekBench: 7815 (v4.4), 1726 (v5.1) GFXBench: 16fps (ES 3.1 onscreen)",Contrast ratio: 1315:1 (nominal),Photo / Video,-28.7 LUFS (Average),Endurance rating 106h,,,,€ 208.47,,,
realme,Realme X50 Pro 5G,https://fdn2.gsmarena.com/vv/bigpic/realme-x50-pro-5g-.jpg,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A, 5G","2020, February 24","Available. Released 2020, March 05",159 x 74.2 x 8.9 mm (6.26 x 2.92 x 0.35 in),205 g (7.23 oz),"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.44 inches, 100.1 cm2 (~84.9% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~409 ppi density)",No,,,,"LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60fps; gyro-EIS",,"1080p@30/120fps, gyro-EIS","Yes, with dual speakers",No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot","5.1, A2DP, LE, aptX HD","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, NavIC",No,"2.0, Type-C 1.0 reversible connector","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,,,,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 34, 38, 39, 40, 41 - india","Li-Po 4200 mAh, non-removable",,,,"Moss Green, Rust Red",€ 579.00 / $ 504.35 / £ 499.99,,,"41, 78, 79 SA/NSA - India","128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM",,24-bit/192kHz audio,Corning Gorilla Glass 5,,,"Android 10, realme UI 1.0",Octa-core (1x2.84 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.8 GHz Kryo 585),,,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 32, 38, 39, 40, 41, 42, 66 - Global",Qualcomm SM8250 Snapdragon 865 (7 nm+),Adreno 650,"64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8µm, PDAF 12 MP, f/2.5, 54mm (telephoto), 2x optical zoom, PDAF 8 MP, f/2.3, 13mm (ultrawide), PDAF 2 MP B/W, f/2.4, (depth)",HDR,"Fast charging 65W, 100% in 35 min (advertised) SuperDart Flash Charge Power Delivery",,"RMX2075, RMX2071",,£ 599.00,€ 579.00,Yes,,"1, 3, 5, 7, 28, 38, 40, 41, 77, 78 SA/NSA - Global",,,,"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame","32 MP, f/2.5, 26mm (wide), 1/2.8"", 0.8µm 8 MP, f/2.2, 17mm (ultrawide), 1/4.0"", 1.12µm",,AnTuTu: 592447 (v8) GeekBench: 3175 (v5.1) GFXBench: 45fps (ES 3.1 onscreen),Contrast ratio: Infinite (nominal),Photo / Video,-23.2 LUFS (Very good),Endurance rating 90h,£ 499.99,,,,,,
realme,Realme C3 (3 cameras),https://fdn2.gsmarena.com/vv/bigpic/reame-c3-3cameras.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"HSPA 42.2/11.5 Mbps, LTE-A (2CA) Cat6 300/75 Mbps","2020, February 19","Available. Released 2020, February 20",164.4 x 75 x 9 mm (6.47 x 2.95 x 0.35 in),195 g (6.88 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.5 inches, 102.0 cm2 (~82.7% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",microSDXC (dedicated slot),,,"5 MP, f/2.4, 27mm (wide), 1/5"", 1.12µm","LED flash, HDR, panorama",1080p@30fps,,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","5.0, A2DP, LE, aptX","Yes, with A-GPS, GLONASS, BDS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass",,,,,"1, 3, 5, 7, 8, 38, 40, 41 - India","Li-Po 5000 mAh, non-removable",,,,"Frozen Blue, Blazing Red",€ 104.24 / $ 109.99 / £ 134.00,,,Weather-sealed ports & loudspeaker,"32GB 2GB RAM, 32GB 3GB RAM, 64GB 3GB RAM, 64GB 4GB RAM",,eMMC 5.1,Corning Gorilla Glass 3,,,"Android 10, realme UI 1.0",Octa-core (2x2.0 GHz Cortex-A75 & 6x1.7 GHz Cortex-A55),,,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - Global",Mediatek Helio G70 (12 nm),Mali-G52 2EEMC2,,"HDR, panorama",Charging 10W Reverse charging,"12 MP, f/1.8, 28mm (wide), 1/2.8"", 1.25µm, PDAF 2 MP, (macro) 2 MP, f/2.4, (depth)",,,,,,,,$ 114.41,,€ 104.24,"Glass front (Gorilla Glass 3), plastic back, plastic frame",,,,,,,,,,,,,,
realme,Realme C3,https://fdn2.gsmarena.com/vv/bigpic/realme-c3-2020.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"HSPA 42.2/11.5 Mbps, LTE-A (2CA) Cat6 300/75 Mbps","2020, February 05","Available. Released 2020, February 14",164.4 x 75 x 9 mm (6.47 x 2.95 x 0.35 in),195 g (6.88 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.5 inches, 103.7 cm2 (~84.1% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~264 ppi density)",microSDXC (dedicated slot),,,"5 MP, f/2.4, 27mm (wide), 1/5"", 1.12µm","LED flash, HDR, panorama",1080p@30fps,,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","5.0, A2DP, LE, aptX","Yes, with A-GPS, GLONASS, BDS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass",,,,,Weather-sealed ports & loudspeaker,"Li-Po 5000 mAh, non-removable",,,,"Frozen Blue, Blazing Red, Volcano Grey shade","$ 124.42 / £ 129.90 / ₹ 9,299",,,480 nits max brightness (advertised),"32GB 2GB RAM, 32GB 3GB RAM, 64GB 4GB RAM, 64GB 3GB RAM",,eMMC 5.1,Corning Gorilla Glass 3,,,"Android 10, realme UI 1.0",Octa-core (2x2.0 GHz Cortex-A75 & 6x1.7 GHz Cortex-A55),,,"1, 3, 5, 8, 38, 40, 41",Mediatek Helio G70 (12 nm),Mali-G52 2EEMC2,,"HDR, panorama",Charging 10W,,"RMX2027, RMX2020",,,,,,,£ 129.90,£ 169.90,$ 124.42,"Glass front (Gorilla Glass 3), plastic back, plastic frame","12 MP, f/1.8, 28mm (wide), 1/2.8"", 1.25µm, PDAF 2 MP, f/2.4, (depth)",,AnTuTu: 192223 (v8) GeekBench: 1262 (v5.1) GFXBench: 15fps (ES 3.1 onscreen),,,,,,,,,,,
realme,Realme X50 5G (China),https://fdn2.gsmarena.com/vv/bigpic/realme-x50-5g-.jpg,GSM / CDMA / HSPA / EVDO / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A, 5G (1.9 Gbps DL)","2020, January 07","Available. Released 2020, January",163.8 x 75.8 x 8.9 mm (6.45 x 2.98 x 0.35 in),202 g (7.13 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.57 inches, 104.2 cm2 (~83.9% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~401 ppi density)",No,,,,"LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps; gyro-EIS",,"1080p@30fps, gyro-EIS",Yes,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO",Unspecified,"2.0, Type-C 1.0 reversible connector","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",,,,,CDMA 800 & TD-SCDMA,"Li-Po 4200 mAh, non-removable",,,,"Glacier, Polar",$ 409.99,,,CDMA2000 1xEV-DO,"64GB 6GB RAM, 128GB 8GB RAM, 256GB 6GB RAM, 256GB 12GB RAM",,24-bit/192kHz audio,Corning Gorilla Glass 5,,,"Android 10, ColorOS 7",Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver),,,"1, 2, 3, 4, 5, 7, 8, 34, 38, 39, 40, 41",Qualcomm SDM765 Snapdragon 765G (7 nm),Adreno 620,"64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8µm, PDAF 12 MP, f/3.0, 54mm (telephoto), 2x optical zoom, PDAF 8 MP, f/2.3, 13mm (ultrawide) 2 MP, f/2.4, (macro)",HDR,"Fast charging 30W, 70% in 30 min (advertised) VOOC 4.0",,"RMX2051, RMX2025",,,,Yes,$ 409.99,"1, 41, 78, 79 SA/NSA",,,,"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame","16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm 8 MP, f/2.2, 17mm (ultrawide), 1/4.0"", 1.12µm",,,,,,,,,,,,,
realme,Realme 5i,https://fdn2.gsmarena.com/vv/bigpic/realme-5i.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) 450/50 Mbps","2020, January 06","Available. Released 2020, January",164.4 x 75 x 9.3 mm (6.47 x 2.95 x 0.37 in),195 g (6.88 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.52 inches, 102.6 cm2 (~83.2% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~269 ppi density)",microSDXC (dedicated slot),,,"8 MP, f/2.0","LED flash, HDR, panorama","4K@30fps, 1080p@30fps, gyro-EIS",,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,,,"1, 3, 5, 8, 38, 40, 41 - India","Li-Po 5000 mAh, non-removable",,,,"Blue, Green","€ 229.72 / $ 199.99 / ₹ 11,999",,,eMMC,"32GB 3GB RAM, 64GB 4GB RAM",,,Corning Gorilla Glass (unspecified),,,"Android 9.0 (Pie), upgradable to Android 10, Realme UI",Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),,,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - Global",Qualcomm SDM665 Snapdragon 665 (11 nm),Adreno 610,"12 MP, f/1.8, (wide), 1/2.9"", 1.25µm, PDAF 8 MP, f/2.3, 13mm (ultrawide) 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)","HDR, panorama",Charging 10W,,RMX2030,,,,,,,,€ 229.72,,"Glass front (Gorilla Glass), plastic back, plastic frame",,,,,,,,,,,,,,
