Brand,Model Name,Model Image,Technology,2G bands,,3G bands,_1,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,_1_1,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Price,256GB 8GB RAM,Quad,Models,128GB 4GB RAM,Dual,64GB 4GB RAM,Triple,Performance,Display,Camera,Loudspeaker_1,Battery life,128GB 6GB RAM,SAR,32GB 3GB RAM,32GB 2GB RAM,Protection,256GB 12GB RAM,SAR EU,Audio quality,Infrared port,Dual_1,Talk time,Stand-by,GPRS,EDGE,Keyboard,Phonebook,Call records,Messaging,Games,Java,Music play,Browser,Alert types,Languages,Clock,Alarm 
motorola,Motorola XT301,https://fdn2.gsmarena.com/vv/bigpic/motorola-xt301.jpg,CDMA / EVDO,CDMA 800 / 1900,MOTOBLUR UI with Live Widgets,CDMA2000 1xEV-DO,No,,,"EV-DO Rev.0, 153.2 Kbps","2010, November. Released 2011, Q2",Discontinued,104 x 59 x 15 mm (4.09 x 2.32 x 0.59 in),110 g (3.88 oz),,Mini-SIM,MP3/WAV/WMA/AAC+ player MP4/WMV/H.264 player Document viewer Photo viewer/editor Organizer Voice memo/dial Predictive text input,"TFT capacitive touchscreen, 256K colors","3.0 inches, 27.9 cm2 (~45.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~133 ppi density)",Android 2.1 (Eclair),Qualcomm MSM7625,528 MHz ARM 11,Adreno 200,microSDHC (dedicated slot),512MB 256MB RAM,3.15 MP,,CIF@30fps,,,,Yes,Yes,Wi-Fi 802.11 b/g,"2.1, A2DP","Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1170 mAh battery,,Black,About 170 EUR,,,,,,,,,,,,,,,,,,,,,,,Up to 7 h 40 min,Up to 240 h,,,,,,,,,,"HTML, Adobe Flash Lite",,,,
motorola,Motorola SPICE XT300,https://fdn2.gsmarena.com/vv/bigpic/motorola-spice.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 2100  or 1700/2100,HSDPA 850 / 1900,BACKTRACK rear trackpad,,,HSPA 3.6/0.384 Mbps,"2010, October. Released 2010, December",Discontinued,"97 x 61 x 16.8 mm, 87.5 cc (3.82 x 2.40 x 0.66 in)",145 g (5.11 oz),,Mini-SIM,MP3/WAV/WMA/AAC+ player MP4/WMV/H.264 player Document viewer Photo viewer/editor Organizer Voice memo/dial Predictive text input,TFT capacitive touchscreen,"3.0 inches, 27.9 cm2 (~47.1% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~133 ppi density)",Android 2.1 (Eclair),Qualcomm MSM7225 Snapdragon S1,528 MHz ARM 11,Adreno 200,microSDHC (dedicated slot),512MB 256MB RAM,3.15 MP,,480p@25fps,,,,Yes,Yes,Wi-Fi 802.11 b/g,"2.1, A2DP","Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1170 mAh battery,,Black,About 170 EUR,,,,,,,,,,,,,,0.58 W/kg (head)     0.81 W/kg (body),,,,,,,,,Up to 7 h,Up to 230 h,,,QWERTY,,,,,,,"HTML, Adobe Flash Lite",,,,
motorola,Motorola FLIPSIDE MB508,https://fdn2.gsmarena.com/vv/bigpic/motorola-flipside.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Touch-sensitive trackpad,HSDPA 850 / 1900,MOTOBLUR UI with Live Widgets,,,HSPA 7.2/2 Mbps,"2010, October. Released 2010, November",Discontinued,109.5 x 57.5 x 15 mm (4.31 x 2.26 x 0.59 in),145 g (5.11 oz),,Mini-SIM,MP3/WAV/WMA/AAC+ player MP4/WMV/H.264 player Document viewer Photo viewer/editor Organizer Voice memo/dial/commands Predictive text input (Swype),TFT capacitive touchscreen,"3.1 inches, 28.6 cm2 (~45.4% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~186 ppi density)",Android 2.2 (Froyo),TI OMAP 3410,720 MHz Cortex-A8,PowerVR SGX530,"microSDHC (dedicated slot), 2 GB included",512MB 512MB RAM,3.15 MP,,CIF@25fps,,,,Yes,Yes,Wi-Fi 802.11 b/g/n,"2.1, A2DP","Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1170 mAh battery,,Black,About 170 EUR,,,,,,,,,,,,,,0.50 W/kg (head)     0.76 W/kg (body),,,,,,,,,Up to 7 h 20 min (2G) / Up to 5 h 20 min (3G),Up to 288 h (2G) / Up to 288 h (3G),,,QWERTY,,,,,,,"HTML, Adobe Flash Lite",,,,
motorola,Motorola MOTO MT716,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-mt716.jpg,GSM,GSM 850 / 900 / 1800 / 1900,CMMB TV tuner MP3/WAV/WMA/AAC+ player MP4/WMV/H.264 player Document viewer Photo viewer/editor Organizer Voice memo/dial/commands Predictive text input,TD-SCDMA,,,,"TD-SCDMA, HSUPA","2010, October. Released 2010, Q4",Discontinued,"110 x 59.9 x 17.2 mm, 102 cc (4.33 x 2.36 x 0.68 in)",182 g (6.42 oz),,Mini-SIM,,"TFT capacitive touchscreen, 16M colors","3.7 inches, 37.7 cm2 (~57.3% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~265 ppi density)",Android-based OPhone 2.0,TI OMAP 3430,600 MHz Cortex-A8,PowerVR SGX530,microSDHC (dedicated slot),512MB 512MB RAM,"8 MP, AF",Dual-LED flash,720p@24fps,VGA videocall camera,,,Yes,Yes,Wi-Fi 802.11 b/g/n,"2.1, A2DP","Yes, with A-GPS",,"Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Po 1380 mAh battery,,Black,About 180 EUR,,,,,,,,,,,,,,,,,,,,,,,Up to 7 h,Up to 250 h,Class 10,Class 10,QWERTY,,,,,,,"HTML, Adobe Flash Lite",,,,
motorola,Motorola BRAVO MB520,https://fdn2.gsmarena.com/vv/bigpic/motorola-bravo.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Touch sensitive controls MOTOBLUR UI with Live Widgets,HSDPA 850 / 1900,No,,,HSPA 7.2/2 Mbps,"2010, October. Released 2010, November",Discontinued,"109.5 x 63 x 13.3 mm, 77.3 cc (4.31 x 2.48 x 0.52 in)",122 g (4.30 oz),,Mini-SIM,MP3/WAV/WMA/AAC+ player MP4/WMV/H.264 player Document viewer Photo viewer/editor Organizer Voice memo/dial/commands Predictive text input,"TFT capacitive touchscreen, 16M colors","3.7 inches, 37.7 cm2 (~54.7% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~265 ppi density)","Android 2.1 (Eclair), upgradable to 2.2 (Froyo)",TI OMAP 3610,800 MHz Cortex-A8,PowerVR SGX530,"microSDHC (dedicated slot), 2 GB included",2GB 512MB RAM,"3.15 MP, AF",,CIF@30fps,,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, DLNA","2.1, A2DP","Yes, with A-GPS",,"Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1540 mAh battery,,Black,About 150 EUR,,,,,,,,,,,,,,1.59 W/kg (head)     0.53 W/kg (body),,,,,,,,,Up to 6 h 50 min,Up to 240 h,,,,,,,,,,"HTML, Adobe Flash Lite",,,,
motorola,Motorola CITRUS WX445,https://fdn2.gsmarena.com/vv/bigpic/Motorola-CITRUS.jpg,CDMA / EVDO,CDMA 800 / 1900,BACKTRACK touch panel,CDMA2000 1xEV-DO,Touch sensitive controls MOTOBLUR UI with Live Widgets,,,"EV-DO Rev.0, 153.2 Kbps","2010, October. Released 2010, November",Discontinued,"104 x 59 x 15 mm, 92 cc (4.09 x 2.32 x 0.59 in)",110 g (3.88 oz),,Mini-SIM,MP3/WAV/WMA/AAC+ player MP4/WMV/H.264 player Document viewer Photo viewer/editor Organizer Voice memo/dial Predictive text input,"TFT capacitive touchscreen, 16M colors","3.0 inches, 27.9 cm2 (~45.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~133 ppi density)",Android 2.1 (Eclair),Qualcomm MSM7625,528 MHz ARM 11,Adreno 200,"microSDHC (dedicated slot), 2 GB included",512MB 256MB RAM,3.15 MP,,CIF@30fps,,,,"Yes, with stereo speakers",Yes,Wi-Fi 802.11 b/g,"2.1, A2DP","Yes, with A-GPS",,No,microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1150 mAh battery,,Black,About 90 EUR,,,,,,,,,,,,,,,,,,,,,,,Up to 6 h 20 min,Up to 300 h,,,,,,,,,,"HTML, Adobe Flash Lite",,,,
motorola,Motorola EX300,https://fdn2.gsmarena.com/vv/bigpic/Motorola-EX300.jpg,GSM / HSPA,GSM 900 / 1800 / 1900,No,HSDPA 900 / 2100,MP3/WAV/WMA/AAC+ player MP4/H.264 player Document viewer Organizer Voice memo Predictive text input,,,HSPA 3.6/0.384 Mbps,"2010, September. Released 2010, December",Discontinued,106 x 56.8 x 14 mm (4.17 x 2.24 x 0.55 in),105 g (3.70 oz),,Mini-SIM,,"TFT resistive touchscreen, 256K colors","2.8 inches, 24.3 cm2 (~40.3% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",,,QSC 6270,,microSDHC (dedicated slot),90MB,"3.15 MP, AF",,Yes,,,,Yes,Yes,No,"2.1, A2DP","Yes, with A-GPS",,Stereo FM radio,miniUSB 2.0,Accelerometer,Removable Li-Po 1150 mAh battery,,Black,About 140 EUR,,,,,,,,,,,,,,0.65 W/kg (head)     0.76 W/kg (body),,,,,,,,,Up to 5 h,Up to 400 h,,,,"Yes, Photocall",Yes,"SMS, MMS, Email",Yes + downloadable,"Yes, MIDP 2.0",,HTML,,,,
motorola,Motorola EX210,https://fdn2.gsmarena.com/vv/bigpic/motorola-ex210.jpg,GSM,GSM 900 / 1800 / 1900,Handwriting recognition,TD-SCDMA,CMMB mobile TV MP3/WAV/AAC+ player MP4/H.264 player Organizer Voice memo/dial Predictive text input,,,TD-SCDMA,"2010, October. Released 2010, October",Discontinued,116 x 56 x 13.8 mm (4.57 x 2.20 x 0.54 in),130 g (4.59 oz),,Mini-SIM,,"TFT resistive touchscreen, 256K colors","3.2 inches, 29.1 cm2 (~44.9% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~146 ppi density)",,,,,microSDHC (dedicated slot),512MB,3.15 MP,,Yes,Yes,,,Yes,Yes,No,"2.0, A2DP",No,,FM radio,microUSB 2.0,Accelerometer,Removable Li-Ion 1130 mAh battery,,Black,About 130 EUR,,,,,,,,,,,,,,,,,,,,,,,Up to 9 h 30 min,Up to 380 h,Yes,Yes,,"2000 entries, Photocall",Yes,"SMS, MMS, Email",Yes,"Yes, MIDP 2.0",,"WAP 2.0/xHTML, HTML",,,,
motorola,Motorola EX201,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-ex201.jpg,GSM / CDMA / EVDO,GSM 900 / 1800,CDMA 800 / 1900,CDMA2000 1xEV-DO,Handwriting recognition,,,EV-DO Rev.A 3.1 Mbps,"2010, October. Released 2010, October",Discontinued,116.5 x 54.3 x 15.2 mm (4.59 x 2.14 x 0.60 in),112.5 g (3.95 oz),,Mini-SIM,MP3/WAV/AAC+ player MP4/H.264 player Organizer Voice memo/dial Predictive text input,"TFT resistive touchscreen, 256K colors","3.0 inches, 25.6 cm2 (~40.5% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~155 ppi density)",,,,,microSDHC (dedicated slot),512MB,2 MP,,Yes,Yes,,,Yes,Yes,Wi-Fi 802.11 b/g,"2.0, A2DP","Yes, with A-GPS",,FM radio,microUSB 2.0,Accelerometer,Removable Li-Ion 910 mAh battery,,Black,About 140 EUR,,,,,,,,,,,,,,,,,,,,,,,Up to 5 h 50 min,Up to 130 h,,,,"2000 entries, Photocall",Yes,"SMS, MMS, Email",Yes,"Yes, MIDP 2.0",,"WAP 2.0/xHTML, HTML",,,,
motorola,Motorola EX115,https://fdn2.gsmarena.com/vv/bigpic/motorola-ex115-rum.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,GSM 850 / 900 / 1800 / 1900 - SIM 2,,No,,,,"2010, September. Released 2010, September",Discontinued,109 x 61 x 12.4 mm (4.29 x 2.40 x 0.49 in),102.2 g (3.60 oz),,"Dual SIM (Mini-SIM, dual stand-by)",MP3/AAC+ player MP4/H.263 player Organizer Voice memo Predictive text input,"TFT, 65K colors","2.3 inches, 16.4 cm2 (~24.6% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~174 ppi density)",,,,,microSDHC (dedicated slot),50MB,3.15 MP,,QCIF@15fps,,,,Yes,Yes,No,"2.1, A2DP",No,,"Stereo FM radio, RDS",microUSB 2.0,,Removable Li-Ion 930 mAh battery,,"Smoke Gray, Ultra White",About 80 EUR,,,,,,,,,,,,,,0.70 W/kg (head)     0.50 W/kg (body),,,,,,,,,Up to 3 h 20 min,Up to 250 h,Class 10,Class 10,QWERTY,"1000 entries, Photocall",Yes,"SMS, MMS, Email, IM",Yes,"Yes, MIDP 2.0",,WAP 2.0/xHTML,,,,
motorola,Motorola EX112,https://fdn2.gsmarena.com/vv/bigpic/motorola-ex112.jpg,GSM,GSM 850 / 900 / 1800 / 1900,No,,MP3/AAC+ player MP4/H.263 player Organizer Voice memo Predictive text input,,,,"2010, September. Released 2010, October",Discontinued,109 x 61 x 12.4 mm (4.29 x 2.40 x 0.49 in),,,Mini-SIM,,"TFT,  256K colors","2.3 inches, 16.4 cm2 (~24.6% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~174 ppi density)",,,,,microSDHC (dedicated slot),50MB,3.15 MP,,QCIF@15fps,,,,Yes,Yes,No,"2.1, A2DP",No,,"Stereo FM radio, RDS",microUSB 2.0,,Removable Li-Ion 930 mAh battery,,"Smoke Gray, Ultra White",About 70 EUR,,,,,,,,,,,,,,,,,,,,,,,Up to 3 h,Up to 240 h,Class 10,Class 10,QWERTY,"1000 entries, Photocall",Yes,"SMS, MMS, Email, IM",Yes,"Yes, MIDP 2.0",,WAP 2.0/xHTML,,,,
motorola,Motorola CUPE,https://fdn2.gsmarena.com/vv/bigpic/motorola-cupe.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,secondary external display,HSDPA 900 / 2100,No,,,HSPA 7.2/0.384 Mbps,"2010, September. Released 2010, December",Discontinued,107.8 x 53 x 14.4 mm (4.24 x 2.09 x 0.57 in),115 g (4.06 oz),,Mini-SIM,T-DMB TV tuner MP3/WAV/AAC+ player MP4/H.264 player Organizer Voice memo Predictive text input,"TFT,  256K colors","2.4 inches, 17.8 cm2 (~31.2% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,microSD (dedicated slot),,3.15 MP,,No,,,,Yes,No,No,"2.0, A2DP",No,,No,microUSB 2.0,,Removable Li-Ion 950 mAh battery,,Black,About 150 EUR,,,,,,,,,,,,,,,,,,,,,,,Up to 4 h,Up to 290 h,,,,"Yes, Photocall",Yes,"SMS, MMS, Email",Yes + downloadable,"Yes, MIDP 2.0",,HTML,,,,
motorola,Motorola DEFY,https://fdn2.gsmarena.com/vv/bigpic/motorola-defy.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 1700 / 2100,HSDPA 900 / 2100,HSDPA 850 / 1900,,,HSPA 7.2/2 Mbps,"2010, September. Released 2010, October",Discontinued,107 x 59 x 13.4 mm (4.21 x 2.32 x 0.53 in),118 g (4.16 oz),,Mini-SIM,MP3/WAV/WMA/AAC+ player MP4/WMV/H.264 player Document viewer Photo viewer/editor Organizer Voice memo/dial/commands Predictive text input,"TFT capacitive touchscreen, 16M colors","3.7 inches, 37.7 cm2 (~59.8% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~265 ppi density)","Android 2.1 (Eclair), upgradable to 2.2 (Froyo)",TI OMAP 3610,800 MHz Cortex-A8,PowerVR SGX530,"microSDHC (dedicated slot), 2 GB included",2GB 512MB RAM,"5 MP, AF",LED flash,480p@30fps,,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot (Android 2.2)","2.1, A2DP","Yes, with A-GPS",,"Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Po 1540 mAh battery,,"Black, White",About 110 EUR,,,,,,,,,,Photo,Voice 66dB / Noise 65dB / Ring 74dB,,,1.52 W/kg (head)     1.53 W/kg (body),,,Corning Gorilla Glass,,,Noise -88.7dB / Crosstalk -89.5dB,,,Up to 6 h 48 min,Up to 238 h,,,,,,,,,,"HTML, Adobe Flash Lite",,,,
motorola,Motorola MILESTONE 2,https://fdn2.gsmarena.com/vv/bigpic/motorola-milestone-2.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1900 / 2100,HSDPA 900 / 2100,MOTOBLUR UI with Live Widgets Touch sensitive controls,,,HSPA,"2010, September. Released 2010, October",Discontinued,116.3 x 60.5 x 13.7 mm (4.58 x 2.38 x 0.54 in),169 g (5.96 oz),,Mini-SIM,MP3/WAV/WMA/AAC+ player MP4/WMV/H.264/DivX/XviD player Quickoffice document editor Photo viewer/editor Organizer Voice memo/dial/commands Predictive text input,"TFT capacitive touchscreen, 16M colors","3.7 inches, 37.7 cm2 (~53.6% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~265 ppi density)","Android 2.2 (Froyo), upgradable to 2.3 (Gingerbread)",TI OMAP 3630,1.0 GHz Cortex-A8,PowerVR SGX530,"microSDHC (dedicated slot), 8 GB included",8GB; 512MB RAM,"5 MP, AF",Dual-LED flash,720p@30fps,,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","2.1, A2DP, EDR","Yes, with A-GPS",,No,microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Po 1400 mAh battery (BP6X),,Black,About 170 EUR,,,,,,,,,,Photo / Video,Voice 66dB / Noise 63dB / Ring 74dB,,,0.65 W/kg (head)     0.72 W/kg (body),,,Corning Gorilla Glass,,,Noise -88.2dB / Crosstalk -90.2dB,,,Up to 7 h 40 min (2G) / Up to 4 h 50 min (3G),Up to 400 h (2G) / Up to 400 h (3G),,,QWERTY,,,,,,,"HTML, Adobe Flash",,,,
motorola,Motorola DROID 2,https://fdn2.gsmarena.com/vv/bigpic/motorola-droid-2.jpg,CDMA / EVDO,CDMA 800 / 1900,,CDMA2000 1xEV-DO,No,,,EV-DO Rev.A 3.1 Mbps,"2010, August. Released 2010, August",Discontinued,116.3 x 60.5 x 13.7 mm (4.58 x 2.38 x 0.54 in),169 g (5.96 oz),,Mini-SIM,MP3/WAV/WMA/AAC+ player MP4/WMV/H.264 player Document viewer Photo viewer/editor Organizer Voice memo/dial/commands Predictive text input (Swype),"TFT capacitive touchscreen, 16M colors","3.7 inches, 37.7 cm2 (~53.6% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~265 ppi density)",Android 2.2 (Froyo),,1.0 GHz,,"microSDHC (dedicated slot), 8 GB included",8GB,"5 MP, AF",,480p@30fps,,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","2.1, A2DP","Yes, with A-GPS",,No,microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Po 1400 mAh battery,,Black,About 180 EUR,,,,,,,,,,,,,,1.49 W/kg (head)     1.50 W/kg (body),,,,,,,,,Up to 10 h,Up to 315 h,,,QWERTY,,,,,,,"HTML, Adobe Flash",,,,
motorola,Motorola MT810lx,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-mt810-lx.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,TD-SCDMA,HSDPA 2100,External capacitive display,,,"HSPA, TD-SCDMA","2010, November. Released 2010, November",Discontinued,108.6 x 55.5 x 18.1 mm (4.28 x 2.19 x 0.71 in),173 g (6.10 oz),,Mini-SIM,CMMB mobile TV MP3/WAV/WMA/AAC+ player MP4/H.264/AVI/MKV/WMV player Document viewer Organizer Voice memo Predictive text input,"TFT resistive touchscreen, 16M colors","3.2 inches, 28.2 cm2 (~46.8% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~306 ppi density)",Android-based OPhone 2.0,TI OMAP 3430,600 MHz Cortex-A8,PowerVR SGX530,microSDHC (dedicated slot),512MB 512MB RAM,"5 MP, AF",LED flash,720p@20fps,VGA videocall camera,,,Yes,Yes,Wi-Fi 802.11 b/g,"2.1, A2DP","Yes, with A-GPS",,"Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, compass",Removable Li-Ion 1140 mAh battery,,Gray,,,,,,,,,,,,,,,,,,,,,,,,Up to 7 h,Up to 190 h,,,,,,,,,,HTML,,,,
motorola,Motorola XT810,https://fdn2.gsmarena.com/vv/bigpic/motorola-mt810-ofic.jpg,GSM,GSM 900 / 1800 / 1900,External capacitive display,TD-SCDMA,CMMB mobile TV MP3/WAV/WMA/AAC+ player MP4/H.264/WMV player Document viewer Organizer Voice memo Predictive text input,,,HSPA,"2010, September. Released 2010, Q4",Discontinued,109.9 x 57 x 18.6 mm (4.33 x 2.24 x 0.73 in),165 g (4.23 oz),,Mini-SIM,,"TFT resistive touchscreen, 16M colors","3.2 inches, 28.2 cm2 (~45.0% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~306 ppi density)",Android-based OPhone 2.0,TI OMAP 3430,600 MHz Cortex-A8,PowerVR SGX530,microSDHC (dedicated slot),512MB 256MB RAM,"5 MP, AF",LED flash,480p@24fps,VGA,,,Yes,Yes,"Wi-Fi 802.11 b/g, hotspot","2.1, A2DP, EDR","Yes, with A-GPS",,"Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, compass",Removable Li-Ion battery,,Gray,,,,,,,,,,,,,,,,,,,,,,,,,,Class 10,Class 10,,,,,,,,HTML,,,,
motorola,Motorola XT806,https://fdn2.gsmarena.com/vv/bigpic/Motorola-XT806-Qilin.jpg,GSM / CDMA / EVDO,GSM 900 / 1800 / 1900,CDMA 800 / 1900,CDMA2000 1xEV-DO,Touch sensitive controls,,,EV-DO Rev.A 3.1 Mbps,"2010, September. Released 2010, Q4",Discontinued,"109.9 x 57 x 18.6 mm, 98 cc (4.33 x 2.24 x 0.73 in)",165 g (4.23 oz),,Mini-SIM,MP3/WAV/WMA/AAC+ player MP4/H.264/AVI/MKV/WMV player Document viewer Organizer Voice memo Predictive text input,"TFT resistive touchscreen, 16M colors","3.2 inches, 28.2 cm2 (~45.0% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~306 ppi density)",Android 2.1 (Eclair),TI OMAP 3430,600 MHz Cortex-A8,PowerVR SGX530,microSDHC (dedicated slot),512MB 512MB RAM,"5 MP, AF",LED flash,720p@20fps,,,,Yes,No,Wi-Fi 802.11 b/g,"2.1, A2DP","Yes, with A-GPS",,"Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, compass",Removable Li-Ion 1380 mAh battery,,Gray,,,,,,,,,,,,,,,0.32 W/kg (head)     0.81 W/kg (body),,,,,,,,,Up to 5 h 40 min,Up to 100 h,,,,,,,,,,HTML,,,,
motorola,Motorola A1260,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-1260.jpg,GSM,GSM 850 / 900 / 1800 / 1900,Handwriting recognition,,No,,,,"2010, November. Released 2010, November",Discontinued,106.9 x 54.5 x 18.5 mm (4.21 x 2.15 x 0.73 in),120 g (4.23 oz),,Mini-SIM,MP3/WAV/WMA/AAC+ player MP4/H.264 player Organizer Voice memo Predictive text input,"TFT resistive touchscreen, 16M colors (65K effective)","3.0 inches, 25.6 cm2 (~44.0% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~155 ppi density)",Android 1.6 (Donut),,Marvell PXA935 624 MHz,,microSDHC (dedicated slot),512MB 256MB RAM,"5 MP, AF",,CIF@15fps,,,,Yes,Yes,Wi-Fi 802.11 b/g,"2.1, A2DP","Yes, with A-GPS",,"Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, compass",Removable Li-Ion 1130 mAh battery,,Gray,,,,,,,,,,,,,,,,,,,,,,,,Up to 5 h 50 min,Up to 220 h,Class 12,Class 10,,,,,,,,HTML,,,,
motorola,Motorola A1680,https://fdn2.gsmarena.com/vv/bigpic/motorola-a1680.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Handwriting recognition,HSDPA 2100,No,,,HSPA 3.6/0.384 Mbps,"2010, July. Released 2010, Q3",Discontinued,106.9 x 54.5 x 17.3 mm (4.21 x 2.15 x 0.68 in),120 g (4.23 oz),,Mini-SIM,MP3/WAV/WMA/AAC+ player MP4/H.264 player Organizer Voice memo Predictive text input,"AMOLED resistive touchscreen, 16M colors (65K effective)","3.1 inches, 27.4 cm2 (~46.9% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~301 ppi density)",Android 1.6 (Donut),,Marvell PXA935 624 MHz,,microSDHC (dedicated slot),512MB 256MB RAM,"5 MP, AF",,CIF@15fps,,,,Yes,Yes,Wi-Fi 802.11 b/g,"2.0, A2DP","Yes, with A-GPS",,"Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, compass",Removable Li-Ion battery,,Gray,,,,,,,,,,,,,,,,,,,,,,,,Up to 5 h 50 min,Up to 200 h,,,,,,,,,,HTML,,,,
motorola,Motorola Grasp WX404,https://fdn2.gsmarena.com/vv/bigpic/Motorola-Grasp-WX404.jpg,CDMA / EVDO,CDMA 800 / 1900,AWS 1700/2100,CDMA2000 1xEV-DO,No,,,"Yes, 384 kbps","2010, August. Released 2010, September",Discontinued,94 x 61 x 13 mm (3.70 x 2.40 x 0.51 in),105 g (3.70 oz),,Mini-SIM,Eco friendly materials SNS integration MP3/eAAC+/WAV/WMA player MP4/H.263 player Organizer Voice memo Predictive text input,"TFT, 65K colors","2.2 inches, 15.2 cm2 (~26.6% screen-to-body ratio)",220 x 176 pixels (~128 ppi density),,,,,microSDHC (dedicated slot),,1.3 MP,,Yes,,,,Yes,Yes,No,"2.1, A2DP",A-GPS only,,No,microUSB 2.0,,Removable Li-Ion 950 mAh battery,,Black,About 140 EUR,,,,,,,,,,,,,,1.52 W/kg (head)     1.04 W/kg (body),,,,,1.05 W/kg (head),,,,Up to 5 h 20 min,Up to 432 h,,,QWERTY,"Yes, Photocall",Yes,"SMS, MMS, Email",Yes,"Yes, MIDP 2.0",,"WAP 2.0/xHTML, HTML",,,,
motorola,Motorola Rambler,https://fdn2.gsmarena.com/vv/bigpic/Motorola-Rambler.jpg,CDMA / CDMA2000,CDMA 1900,Secondary display,CDMA2000 1x,No,,,"Yes, 384 kbps","2010, July. Released 2010, August",Discontinued,93.9 x 56.9 x 17.8 mm (3.70 x 2.24 x 0.70 in),108 g (3.81 oz),,Mini-SIM,MP3/eAAC+ player MP4/H.263 player Organizer Voice memo/dial Predictive text input,"TFT, 65K colors","2.2 inches, 15.2 cm2 (~28.5% screen-to-body ratio)",176 x 220 pixels (~128 ppi density),,,,,microSD (dedicated slot),,1.3 MP,,Yes,,,,Yes,No,No,"2.0, A2DP","Yes, with A-GPS",,No,miniUSB 2.0,,Removable Li-Ion battery,,Black,About 80 EUR,,,,,,,,,,,,,,1.29 W/kg (head)     0.64 W/kg (body),,,,,,,,,Up to 5 h,Up to 480 h,,,QWERTY,"1000 entries, Photocall",Yes,"SMS, MMS, Email, IM",Yes,"Yes, MIDP 2.0",,WAP 2.0/xHTML,,,,
