Brand,Model Name,Model Image,Technology,2G bands,,3G bands,_1,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,_1_1,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Price,256GB 8GB RAM,Quad,Models,128GB 4GB RAM,Dual,64GB 4GB RAM,Triple,Performance,Display,Camera,Loudspeaker_1,Battery life,128GB 6GB RAM,SAR,32GB 3GB RAM,32GB 2GB RAM,Protection,256GB 12GB RAM,SAR EU,Audio quality,Infrared port,Dual_1,Talk time,Stand-by,GPRS,EDGE,Keyboard,Phonebook,Call records,Messaging,Games,Java,Music play,Browser,Alert types,Languages,Clock,Alarm 
motorola,Motorola A768i,https://fdn2.gsmarena.com/vv/bigpic/moa768.gif,GSM,GSM 900 / 1800 / 1900,GSM 900 / 1800 - Motorola A768,,Handwriting and speech recognition (Chi & Eng),,,,"2004, Q1",Discontinued,"100 x 53 x 21 mm, 100 cc (3.94 x 2.09 x 0.83 in)",120 g (4.23 oz),,Mini-SIM,MP3 player Organizer Voice dial/memo,"TFT resistive touchscreen, 65K colors",,"240 x 320 pixels, 4:3 ratio",Linux,,206 MHz,,No,96MB,CIF,,QCIF,,,,No,No,No,1.1,No,,No,Proprietary,,Removable Li-Ion 780 mAh battery (77639),,Mr. black,,,,,,,,,,,,,,,,,,,,,,Yes,,Up to 6 h,Up to 180 h,Class 10,No,,,,,,,,"WAP 2.0/xHTML, HTML","Vibration; Downloadable polyphonic, MP3 ringtones",,,
motorola,Motorola A630,https://fdn2.gsmarena.com/vv/bigpic/moa630.gif,GSM,GSM 900 / 1800 / 1900,GSM 850 / 1800 / 1900 - US version,,5-way navigation Downloadable logos,,,,"2004, Q1",Discontinued,"99 x 45 x 23 mm, 82 cc (3.90 x 1.77 x 0.91 in)",100 g (3.53 oz),,Mini-SIM,Organizer Voice dial/memo,"TFT, 65K colors",,"176 x 220 pixels, 8 lines",,,,,No,5MB,VGA,,No,,,,Yes,No,No,1.1,No,,No,,,Removable Li-Ion 850 mAh battery (SNN5683),,,,,,,,,,,,,,,,,,,,,,,,,,Up to 4 h,Up to 240 h,Class 10,No,QWERTY,1000,"10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS, Email, Instant Messaging",Yes + Java downloadable,Yes,,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic, MP3 ringtones, composer",,,
motorola,Motorola C380/C385,https://fdn2.gsmarena.com/vv/bigpic/moc380.gif,GSM,GSM 900 / 1800 / 1900,Screensavers and wallpapers Downloadable logos,,No,,,,"2004, Q1",Discontinued,"107 x 44 x 20.9 mm, 80 cc (4.21 x 1.73 x 0.82 in)",80 g (2.82 oz),,Mini-SIM,Predictive text input (iTAP) Organizer,"CSTN, 65K colors",,"128 x 128 pixels, 5 lines, 1:1 ratio",,,,,No,1.8MB,,,,,,,Yes,No,No,No,No,,No,Proprietary,,Removable Li-Ion 800 mAh battery (BX200),,"Cosmic Universe Blue, Shadow Anthracite",,,,,,,,,,,,,,,,,,,,,,,,Up to 5 h,Up to 190 h,Class 10,No,,500 entries,"10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS","Hungry Fish, Skipping Stones + downloadable",Yes,,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic ringtones, composer",,,
motorola,Motorola V80,https://fdn2.gsmarena.com/vv/bigpic/mov80.gif,GSM,GSM 900 / 1800 / 1900,"Screensavers and wallpapers Downloadable logos, screensavers",,No,,,,"2003, Q4",Discontinued,"99 x 45 x 23 mm, 82 cc (3.90 x 1.77 x 0.91 in)",108 g (3.81 oz),,Mini-SIM,MP4 player Predictive text input (iTAP) Organizer,"TFT, 65K colors",,"176 x 220 pixels, 8 lines",,,,,No,5MB,VGA,,No,,,,Yes,No,No,1.1,No,,No,Proprietary,,Removable Li-Ion 820 mAh battery (BA620),,Onyx and Platinum,,,,,,,,,,,,,,,,,,,,,,,,Up to 6 h,Up to 280 h,Class 10,No,,"2000 entries, Photo call","10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS, Email, Instant Messaging","3 - Hungry Fish, Skipping Stones, SlideShow","Yes, MIDP 2.0",,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic, MP3 ringtones, composer",,,
motorola,Motorola C289,https://fdn2.gsmarena.com/vv/bigpic/moc289.gif,GSM,GSM 900 / 1800,7 colors backlight Downloadable logos,,No,,,,"2003, Q1",Discontinued,"105 x 41 x 18 mm, 79 cc (4.13 x 1.61 x 0.71 in)",89 g (3.14 oz),,Mini-SIM,Predictive text input (iTap) Organizer,Monochrome graphic,,"64 x 96 pixels, 3:2 ratio",,,,,No,,,,,,,,No,No,No,No,No,,No,,,Removable Li-Ion 540 mAh battery,,"Black, White",,,,,,,,,,,,,,,1.53 W/kg (head)     1.45 W/kg (body),,,,,,,,,Up to 3 h,Up to 120 h,No,No,,250,"10 dialed, 10 received, 10 missed calls",SMS,3,No,,WAP,Vibration; Downloadable monophonic ringtones,,,
motorola,Motorola C205,https://fdn2.gsmarena.com/vv/bigpic/moc205.gif,GSM,GSM 900 / 1800,Screensavers Green backlight,,"30 message templates (25 fixed, 5 personal)",,,,"2004, Q1",Discontinued,"105 x 44 x 20 mm, 70 cc (4.13 x 1.73 x 0.79 in)",84 g (2.96 oz),,Mini-SIM,Predictive text input (iTap) Currency converter Calculator,Monochrome graphic,,"98 x 64 pixels, 5 lines, 3:2 ratio",,,,,No,,,,,,,,No,No,No,No,No,,No,,,Removable Li-Ion 700 mAh battery (BA240),,Silver with colour lenses,,,,,,,,,,,,,,,,,,,,,,,,Up to 6 h,Up to 192 h,No,No,,100,"10 dialed, 10 received, 10 missed calls",SMS,"3 - Tetris, Snake, Box World",No,,WAP 1.1,Vibration; Downloadable monophonic ringtones,,,
motorola,Motorola V400p,https://fdn2.gsmarena.com/vv/bigpic/mov400p.gif,GSM,GSM 850 / 900 / 1800 / 1900,"Second display (96 x 32 pixels), 2 lines Downloadable screensavers, wallpapers and ringtones",,No,,,,"2004, Q1",Discontinued,"89 x 49 x 24.8 mm, 86 cc (3.50 x 1.93 x 0.98 in)",123 g (4.34 oz),,Mini-SIM,Push to talk (VoIP service) Organizer Predictive text input (iTAP) Voice memo/dial,"TFT, 65K colors",,"176 x 220 pixels, 8 lines",,,,,No,5MB,VGA,,No,,,,Yes,No,No,No,No,,No,Proprietary,,Removable Li-Ion 700 mAh battery (SNN5704),,Silver,,,,,,,,,,,,,,,,,,,,,,,,Up to 8 h,Up to 210 h,Class 10,No,,"500 entries, Photo call","10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS, Email",Yes,"Yes, MIDP 2.0",,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic, MP3, WAV ringtones",,,
motorola,Motorola V220,https://fdn2.gsmarena.com/vv/bigpic/mov220.gif,GSM,GSM 900 / 1800 / 1900,Second external display 96 x 32 pixels   Screensavers and wallpapers Downloadable logos,,No,,,,"2003, Q4",Discontinued,"85.5 x 44 x 24 mm, 80 cc (3.37 x 1.73 x 0.94 in)",100 g (3.53 oz),,Mini-SIM,Predictive text input(iTAP) Organizer Voice mail,"CSTN, 65K colors",,"128 x 128 pixels, 1:1 ratio",,,,,No,1.8MB,VGA,,No,,,,Yes,No,No,No,No,,No,Proprietary,,Removable Li-Ion 860 mAh battery (BX200),,Silver,,,,,,,,,,,,,,,,,,,,,,,,Up to 5 h,Up to 216 h,Class 10,No,,"500 entries, Photo call","10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS","Hungry Fish, OptItOut","Yes, MIDP 2.0",,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic, MP3 ringtones, composer",,,
motorola,Motorola V180,https://fdn2.gsmarena.com/vv/bigpic/mov180.gif,GSM,GSM 900 / 1800 / 1900,GSM 850 / 1800 / 1900 - US version,,Second external B/W display 96 x 65 pixels   Screensavers and wallpapers Downloadable logos,,,,"2004, Q1",Discontinued,"86 x 45 x 25 mm, 79 cc (3.39 x 1.77 x 0.98 in)",92 g (3.25 oz),,Mini-SIM,MP4 player  Predictive text input (iTAP) Organizer,"CSTN, 65K colors",,"128 x 128 pixels, 1:1 ratio",,,,,No,1.5MB,,,,,,,Yes,No,No,No,No,,No,miniUSB,,Removable Li-Ion 860 mAh battery (BX200),,"Piano Black, Midnight Blue, Dark Cherry Red, and Purple",,,,,,,,,,,,,,,,,,,,,,,,Up to 5 h,Up to 216 h,Class 10,No,,Yes,"10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS, Instant Messaging","Hungry Fish, Skipping Stones + Java dwnloadable","Yes, MIDP 2.0",,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic, MP3 ringtones, composer","English, Russian, Hebrew, Arabic, Simple Chinese,",,
motorola,Motorola V878,https://fdn2.gsmarena.com/vv/bigpic/mov878.gif,GSM,GSM 900 / 1800 / 1900,Second LCD display (96 x 64 pixels) Screensavers and wallpapers Downloadable logos,,No,,,,"2003, Q4",Discontinued,82 x 42 x 21.5 mm (3.23 x 1.65 x 0.85 in),85 g (3.00 oz),,Mini-SIM,Predictive text input (iTAP) Organizer Voice memo/dial,"TFT, 65K colors",,128 x 160 pixels,,,,,No,,VGA,LED flash,Yes,,,,No,No,No,No,No,,No,,,Removable Li-Ion 640 mAh battery,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 6 h,Up to 200 h,Yes,No,,"300 entries, contact groups, Photo call","20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS","2 - BombHunt , SpaceFighter + Java downloadable",Yes,,WAP 2.0/xHTML,Vibration; Downloadable polyphonic ringtones,,,
motorola,Motorola A925,https://fdn2.gsmarena.com/vv/bigpic/moa925.gif,GSM / UMTS,GSM 900 / 1800 / 1900,MP3/MP4 player Organizer Predictive text input Sync ML Voice memo,UMTS 2100,,,,"Yes, 384 kbps","2003, Q4",Discontinued,"148 x 60 x 24 mm, 175 cc (5.83 x 2.36 x 0.94 in)",210 g (7.41 oz),,Mini-SIM,,"TFT resistive touchscreen, 65K colors",,"208 x 320 pixels, 3:2 ratio","Symbian 7.0, UIQ 2.0",TI OMAP 1510,168 MHz ARM925T,,"MMC/SD, 32 MB SD included",12MB,VGA,,Yes,Yes,,,No,No,No,1.1,Yes,,No,Proprietary,,Removable Li-Po 1050 mAh battery (BA680),,,,,,,,,,,,,,,,,,,,,,,,Yes,,Up to 2 h,Up to 160 h,,,,,,,,,,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic, MP3 , WAV ringtones",,,
motorola,Motorola A920,https://fdn2.gsmarena.com/vv/bigpic/moa920.gif,GSM / UMTS,GSM 900 / 1800 / 1900,"MIDI, AMR ringtones",UMTS 2100,MP3/MP4 player Predictive text input Organizer Sync ML Voice memo,,,"Yes, 384 kbps",2003,Discontinued,"148 x 60 x 24 mm, 175 cc (5.83 x 2.36 x 0.94 in)",212 g (7.48 oz),,Mini-SIM,,"TFT resistive touchscreen, 65K colors",,"208 x 320 pixels, 3:2 ratio","Symbian 7.0, UIQ 2.0",TI OMAP 1510,168 MHz ARM925T,,"MMC/SD, 32 MB SD included",8MB,VGA,,Yes,Yes,,,No,No,No,Yes,Yes,,No,Proprietary,,Removable Li-Po 1050 mAh battery (BA680),,,,,,,,,,,,,,,,,,,,,,,,,,Up to 2 h,Up to 160 h,,,,,,,,,,"WAP 2.0/xHTML, HTML (Opera)","Vibration; Downloadable polyphonic, MP3, WAV ringtones",,,
motorola,Motorola V750,https://fdn2.gsmarena.com/vv/bigpic/mov750.gif,GSM,GSM 900 / 1800 / 1900,"Second external display (96 x 26) , monochrome, 1 line + icons Four-way navigation Wallpapers",,No,,,,"2003, Q3",Discontinued,94 x 49 x 27 mm (3.70 x 1.93 x 1.06 in),110 g (3.88 oz),,Mini-SIM,Predictive text input Organizer Voice memo,"TFT, 65k colors",,"120 x 160 pixels, 4:3 ratio",,,,,No,,CIF,,No,,,,No,No,No,No,No,,No,,,Removable Li-Ion battery,,Grey,,,,,,,,,,,,,,,,,,,,,,Yes,,Up to 3 h 30 min,Up to 110 h,Yes,No,,"500 entries, Photo call","10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS, Email","4 - PK Game, Collection Hunter, Ice Hockey  & Geoblaster+ Java",Yes,,WAP 1.2.1,"Vibration; Polyphonic ringtones, composer",,,
motorola,Motorola MPx200,https://fdn2.gsmarena.com/vv/bigpic/mov700.gif,GSM,GSM 900 / 1800 / 1900,Second display (80 x 48 pixels) Downloadable wallpapers and screensavers,,No,,,,"2003, Q3",Discontinued,"89 x 48 x 27 mm, 96 cc (3.50 x 1.89 x 1.06 in)",118 g (4.16 oz),,Mini-SIM,MP3/AAC/AAC+/WMA/OGG/AMR player WMV/MP4 player Predictive text input Sync ML Voice dial,"TFT, 65k colors","2.2 inches, 35 x 44 mm, 15.2 cm2 (~35.7% screen-to-body ratio)","176 x 220 pixels, 9 lines (~128 ppi density)",Microsoft Smartphone 2002,TI OMAP 710,133 MHz ARM925,,MMC/SD (1 GB max),8MB,,,,,,,Yes,No,No,No,No,,No,miniUSB,,Removable Li-Ion 860 mAh battery (BA520),,Liquorice Black,,,,,,,,,,,,,,,,,,,,,,Yes,,Up to 4 h,Up to 96 h,Class 8,No,,,,,,,,"WAP 1.2.1, HTML (PocketIE)","Vibration; Downloadable polyphonic, WAV ringtones",,,
motorola,Motorola V690,https://fdn2.gsmarena.com/vv/bigpic/mov690.gif,GSM,GSM 900 / 1800 / 1900,Second external display mono LCD (96 x 16 pixels) Downloadable logos,,No,,,,"2003, Q3",Discontinued,"90 x 47 x 23 mm, 80 cc (3.54 x 1.85 x 0.91 in)",93 g (3.28 oz),,Mini-SIM,Predictive text input Organizer Nokia Smart Messaging,"TFT, 65K colors",,"128 x 160 pixels, 9 lines",,,,,No,,VGA,LED flash,No,,,,No,No,No,No,No,,No,,,Removable Li-Ion battery,,"Gold, Orange",,,,,,,,,,,,,,,,,,,,,,,,Up to 2 h 30 min,Up to 150 h,Yes,No,,,,"SMS, EMS, MMS",Yes + Java downloadable,Yes,,WAP 2.0/xHTML,Vibration; Downloadable polyphonic ringtones,,,
motorola,Motorola V525,https://fdn2.gsmarena.com/vv/bigpic/mov525.gif,GSM,GSM 850 / 900 / 1800 / 1900,"Second display (96 x 32 pixels), 2 lines Downloadable screensavers, wallpapers and ringtones",,No,,,,"2003, Q3",Discontinued,"89 x 49 x 24.8 mm, 86 cc (3.50 x 1.93 x 0.98 in)",114 g (4.02 oz),,Mini-SIM,Organizer Predictive text input (iTAP) Voice memo/dial Nokia Smart Messaging,"TFT, 65K colors",,"176 x 220 pixels, 4 lines",,,,,No,5MB,VGA,,No,,,,Yes,No,No,1.1,No,,No,Proprietary,,Removable Li-Ion 700 mAh battery (BLS8470),,Silver,,,,,,,,,,,,,,,,,,,,,,,,Up to 5 h,Up to 160 h,Class 10,No,,"1000 entries, Photo call","10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS, Email, Instant messaging",Stuntman & Monopoly + Java downloadable,Yes,,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic, MP3 ringtones, composer",,,
motorola,Motorola V501,https://fdn2.gsmarena.com/vv/bigpic/mov501.gif,GSM,GSM 850 / 900 / 1800 / 1900,"Second display (96 x 32 pixels), 2 lines, blue light Downloadable screensavers, wallpapers and ringtones",,No,,,,"2004, Q1",Discontinued,"89 x 46 x 23.6 mm, 82 cc (3.50 x 1.81 x 0.93 in)",113 g (3.99 oz),,Mini-SIM,MP3/AAC/MP4 player  Organizer Predictive text input (iTAP) Voice memo,"TFT, 65K colors",,"176 x 220 pixels, 8 lines",,,,,No,5MB,VGA,,No,,,,No,No,No,1.1,No,,No,Proprietary,,Removable Li-Ion battery,,Silver,,,,,,,,,,,,,,,,,,,,,,,,Up to 5 h,Up to 390 h,Class 10,No,,"1000 entries, contact groups, Photo call","10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS, Email, Instant Messaging",Yes - 3D Java games,Yes,,WAP 2.0/xHTML,"Vibration; Polyphonic(32), MP3 ringtones, composer",,,
motorola,Motorola V500,https://fdn2.gsmarena.com/vv/bigpic/mov500.gif,GSM,GSM 850 / 900 / 1800 / 1900,"Second display (96 x 32 pixels), 2 lines Downloadable screensavers, wallpapers and ringtones",,No,,,,"2003, Q3",Discontinued,"89 x 49 x 24.8 mm, 86 cc (3.50 x 1.93 x 0.98 in)",123 g (4.34 oz),,Mini-SIM,Organizer Predictive text input (iTAP) Voice memo/dial Nokia Smart Messaging,"TFT, 65K colors",,"176 x 220 pixels, 8 lines",,,,,No,5MB,VGA,,No,,,,Yes,No,No,1.1,No,,No,Proprietary,,Removable Li-Ion 650 mAh battery (SNN5704),,Silver,,,,,,,,,,,,,,,,,,,,,,,,Up to 4 h,Up to 200 h,Class 10,No,,"1000 entries, Photo call","10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS, Email, Instant Messaging",Stuntman & Monopoly + Java downloadable,Yes,,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic, MP3 ringtones, composer",,Yes,Yes
motorola,Motorola V303,https://fdn2.gsmarena.com/vv/bigpic/mov303.gif,GSM,GSM 900 / 1800 / 1900,"Second display OLED(96 x 32 pixels), 2 lines Downloadable screensavers, wallpapers and ringtones",,No,,,,"2003, Q3",Discontinued,89 x 49 x 25.3 mm (3.50 x 1.93 x 1.00 in),123 g (4.34 oz),,Mini-SIM,Predictive text input (iTAP) Organizer Voice memo/dial Nokia Smart Messaging,"TFT, 65K colors",,"176 x 220 pixels, 4 lines",,,,,No,5MB,VGA,,No,,,,Yes,No,No,No,No,,No,Proprietary,,Removable Li-Ion 780 mAh battery (77639),,Blue,,,,,,,,,,,,,,,,,,,,,,,,Up to 5 h,Up to 160 h,Class 10,No,,"1000 entries, Photo call","10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS, Email, Instant Messaging",Stuntman & Monopoly + Java downloadable,Yes,,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic ringtones, composer",,,
motorola,Motorola V300,https://fdn2.gsmarena.com/vv/bigpic/mov300.gif,GSM,GSM 900 / 1800 / 1900,"Second display OLED(96 x 32 pixels), 2 lines Downloadable screensavers, wallpapers and ringtones",,No,,,,"2003, Q3",Discontinued,"89 x 49 x 24.8 mm, 86 cc (3.50 x 1.93 x 0.98 in)",122 g (4.30 oz),,Mini-SIM,Predictive text input (iTAP) Organizer Voice memo/dial Nokia Smart Messaging,"TFT, 65K colors",,"176 x 220 pixels, 8 lines",,,,,No,5MB,VGA,,No,,,,Yes,No,No,No,No,,No,Proprietary,,Removable Li-Ion 700 mAh battery (BLS8470),,Blue,,,,,,,,,,,,,,,,,,,,,,,,Up to 5 h,Up to 168 h,Class 10,No,,"1000 entries, Photo call","10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS, Email, Instant Messaging",Stuntman & Monopoly + Java downloadable,Yes,,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic ringtones, composer",,Yes,Yes
motorola,Motorola V600,https://fdn2.gsmarena.com/vv/bigpic/mov600.gif,GSM,GSM 850 / 900 / 1800 / 1900,"Second display (96 x 32 pixels), 2 lines Downloadable screensavers",,20 voice dial numbers,,,,"2003, Oct",Discontinued,"88 x 48 x 24 mm, 82 cc (3.46 x 1.89 x 0.94 in)",115 g (4.06 oz),,Mini-SIM,Predictive text input Organizer Voice memo/dial Changeable front covers,"TFT, 65K colors",,"176 x 220 pixels, 8 lines",,,,,No,5MB,VGA,,No,,,,No,No,No,1.1,No,,No,Proprietary,,Removable Li-Ion 700 mAh battery (BLS8470),,Silver,,,,,,,,,,,,,,,,,,,,,,,,Up to 5 h,Up to 160 h,Class 10,No,,"1000 entries, Photo call","10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS, Email, Instant Messaging",Downloadable,Yes,,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic ringtones, composer",,Yes,Yes
motorola,Motorola V150,https://fdn2.gsmarena.com/vv/bigpic/mov150.gif,GSM,GSM 900 / 1800,Downloadable screensavers and wallpapers,,No,,,,"2003, Q4",Discontinued,"82 x 43 x 20 mm, 73 cc (3.23 x 1.69 x 0.79 in)",75 g (2.65 oz),,Mini-SIM,Predictive text input (iTAP) Organizer,"CSTN, 4096 colors",,"96 x 65 pixels, 4 lines, 3:2 ratio",,,,,No,1MB,,,,,,,No,No,No,No,No,,No,Proprietary,,Removable Li-Ion battery,,Silver,,,,,,,,,,,,,,,,,,,,,,,,Up to 4 h 30 min,Up to 300 h,Class 8,No,,100,"10 dialed, 10 received, 10 missed calls","SMS, EMS 5.0","3 - MotoGP, AstroSmash, Snood21",No,,WAP 1.2.1,"Vibration; Downloadable polyphonic ringtones, composer",,,
motorola,Motorola E390,https://fdn2.gsmarena.com/vv/bigpic/moe390.gif,GSM,GSM 900 / 1800 / 1900,Downloadable screensavers and wallpapers,,No,,,,"2003, Q4",Cancelled,"107 x 46 x 22 mm, 100 cc (4.21 x 1.81 x 0.87 in)",100 g (3.53 oz),,Mini-SIM,Predictive text input (iTAP) Organizer Changeable front covers,"TFT, 65K colors",,176 x 220 pixels,,,,,No,,VGA,,No,,,,No,No,No,Yes,No,,No,,,Removable Li-Ion battery,,,,,,,,,,,,,,,,,,,,,,,,Yes,,5 h - 10 h,160 h - 210 h,Class 10,No,,Yes,"10 dialed, 10 received, 10 missed calls","SMS, EMS 5.0, MMS, Email, Instant Messaging",Downloadable,No,,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic, MP3 ringtones, composer",,Yes,Yes
motorola,Motorola C550,https://fdn2.gsmarena.com/vv/bigpic/moc550.gif,GSM,GSM 900 / 1800,Downloadable screensavers and wallpapers,,25 voice dial numbers,,,,"2003, Q4",Discontinued,"98 x 43 x 19 mm, 77 cc (3.86 x 1.69 x 0.75 in)",94 g (3.32 oz),,Mini-SIM,Predictive text input (iTAP) Organizer Voice dial,"CSTN, 4096 colors",,"101 x 80 pixels, 5 lines",,,,,No,1MB,VGA,,No,,,,No,No,No,No,No,,No,Proprietary,,Removable Li-Ion 600 mAh battery (BA200),,Silver,,,,,,,,,,,,,,,,,,,,,,,,Up to 4 h,Up to 190 h,Class 8,No,,"100 entries, Photo call","10 dialed, 20 received, 20 missed calls","SMS, EMS, MMS",Yes,Yes,,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic ringtones, composer",,,
motorola,Motorola C450,https://fdn2.gsmarena.com/vv/bigpic/moc450.gif,GSM,GSM 900 / 1800,Downloadable screensavers and wallpapers,,25 voice dial numbers,,,,"2003, Q4",Discontinued,"98 x 43 x 17 mm, 78 cc (3.86 x 1.69 x 0.67 in)",85 g (3.00 oz),,Mini-SIM,Predictive text input (iTAP) Organizer Voice dial,"CSTN, 4096 colors",,"96 x 65 pixels, 5 lines, 3:2 ratio",,,,,No,1MB,,,,,,,No,No,No,No,No,,No,Proprietary,,Removable Li-Ion 600 mAh battery,,"Light Blue, Dark Pearl Grey",,,,,,,,,,,,,,,,,,,,,,,,Up to 6 h,Up to 280 h,Class 8,No,,"100 entries, Photo call","10 dialed, 5 received, 5 missed calls","SMS, EMS, MMS","2 - Kick Champions, Mahki + Java downloadable",Yes,,WAP 2.0/xHTML,"Vibration; Downloadable polyphonic ringtones, composer",,,
motorola,Motorola C250,https://fdn2.gsmarena.com/vv/bigpic/moc250.gif,GSM,GSM 900 / 1800,Downloadable screensavers and wallpapers,,No,,,,"2003, Q2",Discontinued,"101 x 42 x 19 mm, 75 cc (3.98 x 1.65 x 0.75 in)",80 g (2.82 oz),,Mini-SIM,Predictive text input (iTAP) Organizer Changeable front covers,"CSTN, 4096 colors",,"96 x 65 pixels, 4 lines, 3:2 ratio",,,,,No,,,,,,,,No,No,No,No,No,,No,Proprietary,,Removable Li-Ion 750 mAh battery,,"3 - Black, Blue, Indigo",,,,,,,,,,,,,,,,,,,,,,,,Up to 5 h,Up to 210 h,Class 8,No,,100,"10 dialed, 5 received, 5 missed calls","SMS, EMS 5.0","3 - MotoGP, AstroSmash, Snood21",No,,WAP 1.2.1,Vibration; Downloadable polyphonic ringtones,,,
motorola,Motorola C230,https://fdn2.gsmarena.com/vv/bigpic/moc230.gif,GSM,GSM 900 / 1800,4 shades of grey Downloadable wallpapers and screensavers,,No,,,,"2003, Q1",Discontinued,"107 x 46 x 22 mm, 80 cc (4.21 x 1.81 x 0.87 in)",80 g (2.82 oz),,Mini-SIM,Predictive text input Calculator Currency converter Changeable housings,Grayscale graphic,,"96 x 64 pixels, 5 lines, 3:2 ratio",,,,,No,,,,,,,,No,No,No,No,No,,No,,,Removable Li-Ion 600 mAh battery,,,,,,,,,,,,,,,,,,,,,,,,,,3 h - 5 h,100 h - 250 h,Class 8,No,,100,"10 dialed, 10 received, 10 missed calls","SMS, EMS 5.0",3,No,,WAP 1.2.1,Vibration; Downloadable polyphonic ringtones,,Yes,No
motorola,Motorola C200,https://fdn2.gsmarena.com/vv/bigpic/moc200.gif,GSM,GSM 900 / 1800,Screensavers,,No,,,,"2003, Q3",Discontinued,"105 x 44 x 20 mm, 70 cc (4.13 x 1.73 x 0.79 in)",84 g (2.96 oz),,Mini-SIM,Predictive text input Currency converter Calculator,Monochrome graphic,,"98 x 64 pixels, 5 lines, 3:2 ratio",,,,,No,,,,,,,,No,No,No,No,No,,No,,,Removable Li-Ion 700 mAh battery (BA240),,"3 - White, Blue, Green",,,,,,,,,,,,,,,,,,,,,,,,Up to 6 h,Up to 192 h,No,No,,100,"10 dialed, 10 received, 10 missed calls",SMS,"3 -  Snake, Box World, 5 Stones",No,,WAP 1.1,Vibration; Downloadable monophonic ringtones,,Yes,Yes
motorola,Motorola A835,https://fdn2.gsmarena.com/vv/bigpic/moa835.gif,GSM / UMTS,GSM 900 / 1800 / 1900,Organizer MP3/MP4 player Predictive text input Sync ML,UMTS 2100,,,,"Yes, 384 kbps",2003,Discontinued,"135 x 58.2 x 24.2 mm, 134 cc (5.31 x 2.29 x 0.95 in)",157 g (5.54 oz),,Mini-SIM,,"TFT, 65K colors",,176 x 220 pixels,,,,,No,64MB,VGA,,Yes,Yes,,,No,No,No,1.1,Yes,,No,Proprietary,,Removable Li-Po 1050 mAh battery (BA680),,,,,,,,,,,,,,,,,,,,,,,,Yes,,Up to 2 h,Up to 160 h,,,,"In shared memory, Photo call",Yes,"SMS, EMS, MMS, Email","No preinstalled, downloadble",Yes,,WAP 2.0/xHTML,Vibration; Downloadable polyphonic ringtones,,,
motorola,Motorola A830,https://fdn2.gsmarena.com/vv/bigpic/moa830.gif,GSM / UMTS,GSM 900 / 1800 / 1900,No,UMTS 2100,MP3/MP4 player Predictive text input Organizer Voice memo Voice dial Optional digital camera (352 x 288),,,"Yes, 384 kbps",2003,Discontinued,"135 x 53 x 24 mm, 134 cc (5.31 x 2.09 x 0.94 in)",157 g (5.54 oz),,Mini-SIM,,"TFT, 4096 colors",,176 x 220 pixels,,,,,"MMC/SD, 32 MB SD included",2MB,VGA,,No,,,,Yes,No,No,1.1,No,,No,,,Removable Li-Po 800 mAh battery (77553),,,,,,,,,,,,,,,,,,,,,,,,Yes,,Up to 1 h 30 min,Up to 70 h,,,,Yes,Yes,"SMS, EMS, MMS, Email",Yes,Yes,,WAP 2.0/xHTML,Vibration; Downloadable polyphonic ringtones,,,
