Brand,Model Name,Model Image,Technology,2G bands,3G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,Card slot,Phonebook,Call records,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Messaging,Browser,Games,Java,,Type_1,Stand-by,Talk time,Music play,Colors,Price,GPRS,EDGE,_1,Internal,Alert types,_1_1,Protection,Infrared port,SAR EU,OS,CPU,Clock,Alarm,4G bands,Chipset,GPU,Quad,Features_1,Charging,Triple,Models,SAR,128GB 6GB RAM,128GB 8GB RAM,NFC,64GB 6GB RAM,5G bands,32GB 3GB RAM,64GB 4GB RAM,64GB 3GB RAM,Build,Dual,32GB 2GB RAM,Performance,Display,Camera,Loudspeaker_1,Battery life,256GB 12GB RAM,128GB 12GB RAM,RMA161,128GB 4GB RAM,Audio quality,256GB 8GB RAM,16GB 2GB RAM,Keyboard,Languages,8GB 1GB RAM,512GB 12GB RAM,256GB 6GB RAM,Dual_1
oppo,Oppo A72 5G,https://fdn2.gsmarena.com/vv/bigpic/oppo-a72-5g.jpg,GSM / CDMA / HSPA / EVDO / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (CA), 5G 2.3 Gbps DL","2020, July 27","Available. Released 2020, July 31",162.2 x 75 x 7.9 mm (6.39 x 2.95 x 0.31 in),175 g (6.17 oz),"Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.5 inches, 102.0 cm2 (~83.9% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~405 ppi density)",No,,,"8 MP, f/2.0, (wide)","LED flash, HDR, panorama","4K@30fps, 1080p@30/120fps, gyro-EIS",,1080p@30fps; gyro-EIS,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.1, A2DP, LE, aptX HD","Yes, with A-GPS, GLONASS, GALILEO, BDS",Unspecified,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",,,,,CDMA 800,"Li-Po 4040 mAh, non-removable",,,,"Black, Purple, Neon",$ 285.00,,,CDMA2000 1xEV-DO,128GB 8GB RAM,,UFS 2.1,,,,"Android 10, ColorOS 7.2",Octa-core (2x2.0 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),,,"1, 2, 3, 4, 5, 7, 8, 34, 38, 39, 40, 41",MediaTek MT6853V Dimensity 720 5G (7 nm),Mali-G57 MC3,,HDR,Fast charging 18W,"16 MP, f/2.2, (wide), PDAF 8 MP, f/2.2, 119˚ (ultrawide), 1/4.0"", 1.12µm 2 MP, f/2.4, (depth)",,,,$ 285.00,Yes,,"1, 41, 77, 78, 79 SA/NSA",,,,,,,,,,,,,,,,,,,,,,,,
oppo,Oppo A12s,https://fdn2.gsmarena.com/vv/bigpic/oppo-a12s.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A","2020, July 14","Available. Released 2020, July 26",155.9 x 75.5 x 8.3 mm (6.14 x 2.97 x 0.33 in),165 g (5.82 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 95.9 cm2 (~81.5% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~271 ppi density)",microSDXC,,,"5 MP, f/2.4, 1/5"", 1.12µm","LED flash, HDR, panorama",1080p@30fps,,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,,,450 nits typ. brightness (advertised),"Li-Po 4230 mAh, non-removable",,,,"Deep Blue, Flowing Silver",About 120 EUR,,,eMMC 5.1,32GB 3GB RAM,,,Corning Gorilla Glass 3,,,"Android 9.0 (Pie), ColorOS 6.1",Octa-core (4x2.35 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),,,"1, 3, 5, 8, 38, 40, 41",Mediatek MT6765 Helio P35 (12nm),PowerVR GE8320,,HDR,Charging 10W,,,,,,,,,,,,"Glass front, plastic back, plastic frame","13 MP, f/2.2, (wide), 1/3.1"", 1.12µm, PDAF 2 MP, f/2.4, (depth)",,,,,,,,,,,,,,,,,,,
oppo,Oppo Reno4 Pro 5G,https://fdn2.gsmarena.com/vv/bigpic/oppo-reno4-pro-5g.jpg,GSM / CDMA / HSPA / EVDO / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A, 5G 3.7/1.6 Gbps","2020, June 05","Available. Released 2020, June 12",159.6 x 72.5 x 7.6 mm (6.28 x 2.85 x 0.30 in),172 g (6.07 oz),"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.55 inches, 103.6 cm2 (~89.5% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~402 ppi density)",No,,,"32 MP, f/2.4, 26mm (wide), 1/2.8"", 0.8µm","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps; gyro-EIS, OIS, HDR",,"1080p@30fps, gyro-EIS","Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.1, A2DP, LE, aptX HD","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS",,"3.1, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,,,,CDMA 800 & TD-SCDMA,"Li-Po 4000 mAh, non-removable",,,,"Galactic Blue, Space Black, White, Pink, Green",$ 679.99,,,CDMA2000 1xEV-DO,"128GB 8GB RAM, 256GB 12GB RAM",,UFS 2.1,Corning Gorilla Glass 6,,,"Android 10, ColorOS 7.2",Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver),,,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 32, 38, 39, 40, 41, 42, 66 - International",Qualcomm SDM765 Snapdragon 765G (7 nm),Adreno 620,,HDR,"Fast charging 65W, 60% in 15 min, 100% in 36 min (advertised) SuperVOOC 2.0","48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF, Laser AF, OIS 13 MP, f/2.4, 52mm (telephoto), 1/3.4"", 1.0µm, PDAF, 2x optical zoom 12 MP, f/2.2, 120˚ (ultrawide), 1/2.43"", 1.4µm, AF (dedicated video camera)","PDNM00, PDNT00, CPH2089",,,$ 679.99,Yes,,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 77, 78 SA/NSA - International",,,,"Glass front (Gorilla Glass 6), glass back (Gorilla Glass 6), aluminum frame",,,,,,,,,,,,,,,,,,,,
oppo,Oppo Reno4 5G,https://fdn2.gsmarena.com/vv/bigpic/oppo-reno4-5g.jpg,GSM / CDMA / HSPA / EVDO / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A, 5G 3.7/1.6 Gbps","2020, June 05","Available. Released 2020, June 12",159.3 x 74 x 7.8 mm (6.27 x 2.91 x 0.31 in),183 g (6.46 oz),"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.43 inches, 99.8 cm2 (~84.7% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~409 ppi density)",No,,,,"LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps; gyro-EIS, HDR",,"1080p@30fps, gyro-EIS",Yes,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.1, A2DP, LE, aptX HD","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS",,"3.1, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,,,,CDMA 800 & TD-SCDMA,"Li-Po 4000 mAh, non-removable",,,,"Black, Blue, Purple",$ 549.59,,,CDMA2000 1xEV-DO,"128GB 8GB RAM, 256GB 8GB RAM",,UFS 2.1,Corning Gorilla Glass 6,,,"Android 10, ColorOS 7.2",Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver),,,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 34, 38, 39, 40, 41",Qualcomm SDM765 Snapdragon 765G (7 nm),Adreno 620,,HDR,"Fast charging 65W, 60% in 15 min, 100% in 36 min (advertised) SuperVOOC 2.0","48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF 8 MP, f/2.2, 119˚ (ultrawide), 1/4.0"", 1.12µm 2 MP, f/2.4, (depth)","PDPM00, PDPT00",,,$ 549.59,Yes,,"1, 3, 41, 77, 78, 79 SA/NSA",,,,"Glass front (Gorilla Glass 6), glass back (Gorilla Glass 6), aluminum frame","32 MP, f/2.4, 26mm (wide), 1/2.8"", 0.8µm 2 MP, f/2.4, (depth)",,,,,,,,,,,,$ 619.99,,,,,,,
oppo,Oppo A92,https://fdn2.gsmarena.com/vv/bigpic/oppo-a92-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A","2020, May 04","Available. Released 2020, May 09",162 x 75.5 x 8.9 mm (6.38 x 2.97 x 0.35 in),192 g (6.77 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.5 inches, 102.0 cm2 (~83.4% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~405 ppi density)",microSDXC (dedicated slot),,,"16 MP, f/2.0, (wide), 1/3.06, 1.0µm","LED flash, HDR, panorama","4K@30fps, 1080p@30/120fps, gyro-EIS",,1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS",Unspecified,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (side-mounted), accelerometer, proximity, compass",,,,,480 nits typ. brightness (advertised),"Li-Po 5000 mAh, non-removable",,,,"Twilight Black, Stream White, Aurora Purple",About 250 EUR,,,UFS 2.1,128GB 8GB RAM,,24-bit/192kHz audio,,,,"Android 10, ColorOS 7.1",Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),,,"1, 3, 5, 8, 38, 40, 41 - Southeast Asia",Qualcomm SM6125 Snapdragon 665 (11 nm),Adreno 610,"48 MP, f/1.7, (wide), 1/2.0"", 0.8µm, PDAF 8 MP, f/2.2, 119˚ (ultrawide), 1/4.0"", 1.12µm 2 MP, f/2.4, (depth) 2 MP B/W, f/2.4",HDR,Fast charging 18W,,CPH2059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oppo,Oppo Find X2 Neo,https://fdn2.gsmarena.com/vv/bigpic/oppo-find-x2-neo.jpg,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A, 5G 3.7/1.6 Gbps","2020, April 15","Available. Released 2020, May 21",159.4 x 72.4 x 7.7 mm (6.28 x 2.85 x 0.30 in),171 g (6.03 oz),Nano-SIM,"AMOLED capacitive touchscreen, 16M colors","6.5 inches, 103.5 cm2 (~89.7% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~402 ppi density)",No,,,"32 MP, f/2.4, 26mm (wide), 1/2.8"", 0.8µm","Dual-LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps; gyro-EIS, OIS",,1080p@30fps,"Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.1, A2DP, LE, aptX HD","Yes, with A-GPS, GLONASS, GALILEO, BDS",No,"3.1, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,,,,90Hz refresh rate 500 nits typ. brightness (advertised),"Li-Po 4025 mAh, non-removable",,,,"Moonlight Black, Starry Blue",€ 509.00 / $ 768.30 / £ 529.99,,,UFS 2.1,256GB 12GB RAM,,,Corning Gorilla Glass 5,,,"Android 10, ColorOS 7",Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver),,,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 32, 38, 39, 40, 41, 66",Qualcomm SDM765 Snapdragon 765G (7 nm),Adreno 620,"48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF, OIS 13 MP, f/2.4, 53mm (telephoto), 1/3.4"", 1.0µm, PDAF, 2x optical zoom 8 MP, f/2.2, 115˚  (ultrawide), 1/3.2"", 1.4µm 2 MP B/W, f/2.4, 1/5.0"", 1.75µm",HDR,"Fast charging 30W, 50% in 20 min (advertised) VOOC 4.0",,CPH2009,,,,Yes,,"1, 3, 5, 7, 28, 40, 78 NSA",,,,"Glass front, glass back, aluminum frame",,,AnTuTu: 308231 (v8) GeekBench: 1815(v5.1) GFXBench: 18fps (ES 3.1 onscreen),Contrast ratio: Infinite (nominal),,-25.2 LUFS (Very good),Endurance rating 100h,€ 509.00,,,,,,,,,,,,
oppo,Oppo A92s,https://fdn2.gsmarena.com/vv/bigpic/oppo-a92s.jpg,GSM / CDMA / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/11.5 Mbps, LTE-A, 5G","2020, April 20","Available. Released 2020, April 29",163.8 x 75.5 x 8.1 mm (6.45 x 2.97 x 0.32 in),184 g (6.49 oz),"Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.57 inches, 104.2 cm2 (~84.3% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~401 ppi density)",No,,,,"LED flash, HDR, panorama","4K@30fps, 1080p@30/120fps, gyro-EIS",,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",Unspecified,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",,,,,CDMA 800 & TD-SCDMA,"Li-Po 4000 mAh, non-removable",,,,"Black, White, Pink",About 290 EUR,,,120Hz refresh rate 480 nits typ. value (advertised),"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",,24-bit/192kHz audio,,,,"Android 10, ColorOS 7.1",Octa-core (4x2.0 GHz Cortex-A76 & 4x2.0 GHz Cortex-A55),,,"1, 2, 3, 4, 5, 7, 8, 34, 38, 39, 40, 41",MediaTek MT6873V Dimensity 800 5G (7 nm),Mali-G57MP4,"48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF 8 MP, f/2.2, 119˚ (ultrawide), 1/4.0"", 1.12µm 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)",HDR,Fast charging 18W,,PDKM00,,,,Yes,,"1, 41, 78, 79 SA/NSA",,,,,"16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm 2 MP, f/2.4, (depth)",,,,,,,,,,,,,,,,,,,
oppo,Oppo A72,https://fdn2.gsmarena.com/vv/bigpic/oppo-a72.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A","2020, April 21","Available. Released 2020, April 29",162 x 75.5 x 8.9 mm (6.38 x 2.97 x 0.35 in),192 g (6.77 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.5 inches, 102.0 cm2 (~83.4% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~405 ppi density)",microSDXC (dedicated slot),,,"16 MP, f/2.0, (wide), 1/3.06, 1.0µm","LED flash, HDR, panorama","4K@30fps, 1080p@30/120fps, gyro-EIS",,1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS",Unspecified,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (side-mounted), accelerometer, proximity, compass",,,,,480 nits typ. brightness (advertised),"Li-Po 5000 mAh, non-removable",,,,"Twilight Black, Stream White, Sky Blue, Aurora Purple",€ 229.00 / $ 306.66 / £ 210.00,,,UFS 2.1,"128GB 4GB RAM, 128GB 8GB RAM",,24-bit/192kHz audio,Corning Gorilla Glass 3,,0.48 W/kg (head)     0.92 W/kg (body),"Android 10, ColorOS 7.1",Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),,,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 38, 39, 40, 41, 66 - Global",Qualcomm SM6125 Snapdragon 665 (11 nm),Adreno 610,"48 MP, f/1.7, (wide), 1/2.0"", 0.8µm, PDAF 8 MP, f/2.2, 119˚ (ultrawide), 1/4.0"", 1.12µm 2 MP, f/2.4, (depth) 2 MP B/W, f/2.4",HDR,Fast charging 18W,,CPH2067,,,,Yes,,,,,,,,,,,,,,,,,€ 229.00,,,,,,,,,
oppo,Oppo A52,https://fdn2.gsmarena.com/vv/bigpic/oppo-a52.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A","2020, April 20","Available. Released 2020, April 20",162 x 75.5 x 8.9 mm (6.38 x 2.97 x 0.35 in),192 g (6.77 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.5 inches, 102.0 cm2 (~83.4% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~405 ppi density)",microSDXC (uses shared SIM slot),,,"16 MP, f/2.0, (wide), 1/3.06"", 1.0µm - Global or 8 MP, f/2.0, (wide) - China only","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps, gyro-EIS",,1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS",FM radio,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (side-mounted), accelerometer, proximity, compass",,,,,"1, 3, 5, 7, 8, 38, 40, 41 - Version 2","Li-Po 5000 mAh, non-removable",,,,"Twilight Black, Stream White","€ 173.79 / £ 189.68 / ₹ 16,990",,,"1, 3, 5, 8, 38, 40, 41 - Version 3","64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM",,24-bit/192kHz audio,,,,"Android 10, ColorOS 7.1",Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),,,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - Version 1",Qualcomm SM6125 Snapdragon 665 (11 nm),Adreno 610,"12 MP, f/1.7, (wide), 1/2.8"", 1.25µm, PDAF 8 MP, f/2.2, 119˚ (ultrawide), 1/4.0"", 1.12µm 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)",HDR,Fast charging 18W,,"CPH2061, CPH2069, PADM00, PDAM10",,"₹ 16,990","₹ 18,990",,,,,€ 173.79,,,,,,,,,,,,,,,,,,,,,,
oppo,Oppo A12,https://fdn2.gsmarena.com/vv/bigpic/oppo-a12.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A","2020, April 20","Available. Released 2020, April 20",155.9 x 75.5 x 8.3 mm (6.14 x 2.97 x 0.33 in),165 g (5.82 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.22 inches, 96.6 cm2 (~82.0% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~270 ppi density)",microSDXC,,,"5 MP, f/2.0, 1/5"", 1.12µm","LED flash, HDR, panorama",1080p@30fps,,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,,,450 nits typ. brightness (advertised),"Li-Po 4230 mAh, non-removable",,,,"Blue, Black","€ 141.11 / £ 159.99 / ₹ 9,990",,,eMMC 5.1,"32GB 3GB RAM, 64GB 4GB RAM",,,Corning Gorilla Glass 3,,,"Android 9.0 (Pie), ColorOS 6.1",Octa-core (4x2.35 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),,,"1, 3, 5, 8, 38, 40, 41",Mediatek MT6765 Helio P35 (12nm),PowerVR GE8320,,HDR,,,"CPH2083, CPH2077",,,,,,,€ 141.11,"₹ 11,490",,"Glass front, plastic back, plastic frame","13 MP, f/2.2, (wide), 1/3.1"", 1.12µm, PDAF 2 MP, f/2.4, (depth)",,,,,,,,,,,,,,,,,,,
oppo,Oppo K7 5G,https://fdn2.gsmarena.com/vv/bigpic/oppo-k7-5g.jpg,GSM / CDMA / HSPA / EVDO / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A, 5G (1.9 Gbps DL)","2020, August 04","Available. Released 2020, August 11",160.3 x 74.3 x 8 mm (6.31 x 2.93 x 0.31 in),180 g (6.35 oz),"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.4 inches, 98.9 cm2 (~83.0% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~411 ppi density)",No,,,"32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm","LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps; gyro-EIS",,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot","5.1, A2DP, LE","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS",Unspecified,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,,,,CDMA 800 & TD-SCDMA,"Li-Po 4025 mAh, non-removable",,,,"Moonlight Black, Pearl White, Blue, Blue/Red",About 240 EUR,,,CDMA2000 1xEV-DO,"128GB 8GB RAM, 256GB 8GB RAM",,UFS 2.1,Corning Gorilla Glass 5,,,"Android 10, ColorOS 7",Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver),,,LTE,Qualcomm SDM765 Snapdragon 765G (7 nm),Adreno 620,"48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF 8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm 2 MP B/W, f/2.4, 1/5.0"", 1.75µm 2 MP, f/2.4, (depth)",HDR,"Fast charging 30W, 50% in 20 min (advertised) VOOC 4.0",,,,,,Yes,,SA/NSA,,,,"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame",,,,,,,,,,,,,,,,,,,,
oppo,Oppo Find X2 Lite,https://fdn2.gsmarena.com/vv/bigpic/oppo-find-x2-lite.jpg,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A, 5G (1.9 Gbps DL)","2020, April 20","Available. Released 2020, May 21",160.3 x 74.3 x 8 mm (6.31 x 2.93 x 0.31 in),180 g (6.35 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.4 inches, 100.4 cm2 (~84.3% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~408 ppi density)",No,,,"32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm","LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps; gyro-EIS",,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot","5.1, A2DP, LE","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS",Unspecified,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,,,,430 nits typ. brightness (advertised),"Li-Po 4025 mAh, non-removable",,,,"Moonlight Black, Pearl White",€ 424.84 / $ 548.47 / £ 399.00,,,UFS 2.1,128GB 8GB RAM,,,Corning Gorilla Glass 5,,,"Android 10, ColorOS 7",Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver),,,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 38, 39, 40, 41, 66",Qualcomm SDM765 Snapdragon 765G (7 nm),Adreno 620,"48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF 8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm 2 MP B/W, f/2.4, 1/5.0"", 1.75µm 2 MP, f/2.4, (depth)",HDR,"Fast charging 30W, 50% in 20 min (advertised) VOOC 4.0",,CPH2005,,,€ 424.84,Yes,,"1, 3, 5, 7, 28, 40, 78 SA/NSA",,,,"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame",,,,,,,,,,,,,,,,,,,,
