Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Type_1,Charging,Colors,Price,Chipset,,Triple,Stand-by,Talk time,Features_1,Dual,Protection,_1,_1_1,Models,Build,GPRS,EDGE,Phonebook,Call records,Messaging,Games,Java,Dual_1,NFC,Music play,Infrared port,Keyboard,Browser,SAR EU
bq,BQ Aquaris U Lite,https://fdn2.gsmarena.com/vv/bigpic/bq-aquaris-u.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 7, 20","HSPA 42.2/5.76 Mbps, LTE","2016, September","Available. Released 2016, October",145 x 71.5 x 8.3 mm (5.71 x 2.81 x 0.33 in),140 g (4.94 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat)",Quad-core 1.4 GHz Cortex-A53,Adreno 308,microSDXC (uses shared SIM slot),16GB 2GB RAM,"8 MP, f/2.0, AF","LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.4",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, gyro, proximity, compass","Li-Po 3080 mAh, non-removable",,Black,About 160 EUR,Qualcomm MSM8917 Snapdragon 425 (28 nm),eMMC 5.1,,,,,,Dinorex glass,,,,,,,,,,,,,,,,,,0.47 W/kg (head)     1.16 W/kg (body)
bq,BQ Aquaris U,https://fdn2.gsmarena.com/vv/bigpic/bq-aquaris-u.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 7, 20","HSPA 42.2/5.76 Mbps, LTE","2016, September","Available. Released 2016, September",145 x 71.5 x 8.3 mm (5.71 x 2.81 x 0.33 in),140 g (4.94 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat)",Octa-core 1.4 GHz Cortex-A53,Adreno 505,microSDXC (uses shared SIM slot),16GB 2GB RAM,"13 MP, f/2.2, PDAF","LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.4",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, gyro, proximity, compass","Li-Po 3080 mAh, non-removable",,Black,About 190 EUR,Qualcomm MSM8937 Snapdragon 430 (28 nm),eMMC 5.1,,,,,,Dinorex glass,,,,,,,,,,,,,Yes,,,,,0.47 W/kg (head)     1.16 W/kg (body)
bq,BQ Aquaris U Plus,https://fdn2.gsmarena.com/vv/bigpic/bq-aquaris-u-plus.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,"1, 3, 7, 20","HSPA 42.2/5.76 Mbps, LTE","2016, September","Available. Released 2016, September",143.2 x 72.2 x 8.7 mm (5.64 x 2.84 x 0.34 in),139 g (4.90 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat)",Octa-core 1.4 GHz Cortex-A53,Adreno 505,microSDXC (uses shared SIM slot),"16GB 2GB RAM, 32GB 3GB RAM","16 MP, f/2.0, PDAF","LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.4",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 3050 mAh, non-removable",,"Black, Gold",About 220 EUR,Qualcomm MSM8937 Snapdragon 430 (28 nm),eMMC 5.1,,,,,,Dinorex glass,,,,,,,,,,,,,,,,,,0.60 W/kg (head)     1.45 W/kg (body)
bq,BQ Aquaris X5 Plus,https://fdn2.gsmarena.com/vv/bigpic/bq-aquaris-x5-plus.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,"1, 3, 7, 20","HSPA 42.2/5.76 Mbps, LTE","2016, July","Available. Released 2016, July",145 x 70 x 7.7 mm (5.71 x 2.76 x 0.30 in),145 g (5.11 oz),"Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.9% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)","Android 6.0.1 (Marshmallow), upgradable to 7.1.1 (Nougat)",Octa-core (4x1.8 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53),Adreno 510,microSDXC,"16GB 2GB RAM, 32GB 3GB RAM","16 MP, f/2.0, 1/2.8"", 1.12µm, PDAF","Dual-LED dual-tone flash, panorama",4K@30fps,"8 MP, f/2.0, 1/4""",,Yes,Yes,"Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.1, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 3200 mAh, non-removable",,"Black, White/Rose Gold",About 300 EUR,Qualcomm MSM8976 Snapdragon 652 (28 nm),eMMC 5.1,,,,,,Dinorex glass,24-bit/96kHz,,Aquaris X5 Plus,,,,,,,,,,Yes,,,,,0.25 W/kg (head)     1.48 W/kg (body)
bq,BQ Aquaris E5s,https://fdn2.gsmarena.com/vv/bigpic/bq-e5s.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,"3, 7, 20","HSPA, LTE",2015. Released 2015,Discontinued,143.2 x 72.2 x 8.7 mm (5.64 x 2.84 x 0.34 in),139 g (4.90 oz),"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 5.1.1 (Lollipop),Quad-core 1.4 GHz Cortex-A53,Adreno 306,microSD,16GB 2GB RAM,"13 MP, f/1.8, 1/3.1"", 1.12µm, AF","Dual-LED flash, panorama, HDR",1080p@60fps,"5 MP, f/2.2",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, gyro, proximity, compass","Li-Po 2850 mAh, non-removable",,"Black, White",About 210 EUR,Qualcomm MSM8916T Snapdragon 412 (28 nm),eMMC 4.5,,,,,,Asahi Dragontrail Glass,,,,,,,,,,,,,,,,,,0.78 W/kg (head)     0.57 W/kg (body)
bq,BQ Aquaris X5,https://fdn2.gsmarena.com/vv/bigpic/bq-x5.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,"1, 3, 7, 20","HSPA, LTE",2015. Released 2015,Discontinued,144.4 x 70.5 x 7.5 mm (5.69 x 2.78 x 0.30 in),148 g (5.22 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Android 5.1 (Lollipop), upgradable to 7.0 (Nougat)",Quad-core 1.4 GHz Cortex-A53,Adreno 306,microSDHC,"16GB 2GB RAM, 32GB 3GB RAM","13 MP, f/2.0, 1/3.1"", 1.12µm, AF","Dual-LED flash, panorama, HDR",1080p@30fps,"5 MP, f/2.0",,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, gyro, proximity, compass","Li-Po 2900 mAh, non-removable",,"Black, White, Rose Gold",About 230 EUR,Qualcomm MSM8916T Snapdragon 412 (28 nm),eMMC 4.5,,,,LED flash,,Asahi Dragontrail Glass,,,,,,,,,,,,,,,,,,0.49 W/kg (head)     0.76 W/kg (body)
bq,BQ Aquaris M5,https://fdn2.gsmarena.com/vv/bigpic/bq-m5.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,"1, 3, 7, 20","HSPA, LTE",2015. Released 2015,Discontinued,143 x 69.4 x 8.4 mm (5.63 x 2.73 x 0.33 in),144 g (5.08 oz),"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~69.4% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)","Android 5.1.1 (Lollipop), upgradable to 7.0 (Nougat)",Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Adreno 405,microSDXC,"16GB 2GB RAM, 32GB 2GB RAM, 32GB 3GB RAM","13 MP, f/2.0, 1/3.1"", 1.12µm, AF","Dual-LED flash, panorama, HDR",1080p@30fps,"5 MP, f/2.0",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, gyro, proximity, compass","Li-Po 3120 mAh, non-removable",,"Black, White",About 260 EUR,Qualcomm MSM8939 Snapdragon 615 (28 nm),eMMC 4.5,,,,LED flash,,Asahi Dragontrail Glass,,,Aquaris M5,,,,,,,,,,Yes,,,,,0.45 W/kg (head)     0.44 W/kg (body)
bq,BQ Aquaris M5.5,https://fdn2.gsmarena.com/vv/bigpic/bq-m55.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,"1, 3, 7, 20","HSPA, LTE",2015. Released 2015,Discontinued,151.8 x 75.5 x 8.4 mm (5.98 x 2.97 x 0.33 in),162 g (5.71 oz),"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~72.8% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Android 5.1.1 (Lollipop), upgradable to 7.0 (Nougat)",Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Adreno 405,microSDXC,"16GB 2GB RAM, 16GB 3GB RAM, 32GB 3GB RAM","13 MP, f/2.0, 1/3.1"", 1.12µm, AF","Dual-LED flash, panorama, HDR",1080p@30fps,"5 MP, f/2.0",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, gyro, proximity, compass","Li-Po 3620 mAh, non-removable",,"Black, White",About 300 EUR,Qualcomm MSM8939 Snapdragon 615 (28 nm),eMMC 4.5,,,,LED flash,,Asahi Dragontrail Glass,,,,,,,,,,,,,Yes,,,,,0.40 W/kg (head)     0.80 W/kg (body)
bq,BQ Aquaris M4.5,https://fdn2.gsmarena.com/vv/bigpic/bq-m45.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,"1, 3, 7, 20","HSPA, LTE",2015. Released 2015,Discontinued,131.8 x 63.5 x 8.8 mm (5.19 x 2.5 x 0.35 in),115 g (4.06 oz),"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~66.7% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)",Android 5.1.1 (Lollipop),Quad-core 1.0 GHz Cortex-A53,Mali-T720MP2,microSDXC,"8GB 1GB RAM, 16GB 1GB RAM, , 16GB 2GB RAM","8 MP, f/2.0, 1/3.2"", AF","Dual-LED flash, panorama, HDR",720p@30fps,"5 MP, f/2.0",,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, gyro, proximity, compass","Li-Po 2470 mAh, non-removable",,"Black, White",About 180 EUR,Mediatek MT6735M (28 nm),,,,,LED flash,,Asahi Dragontrail Glass,,,,,,,,,,,,,,,,,,0.33 W/kg (head)     0.60 W/kg (body)
bq,BQ  Aquaris M10,https://fdn2.gsmarena.com/vv/bigpic/bq-m10.jpg,No cellular connectivity,N/A,,,,2015. Released 2015,Discontinued,246 x 171 x 8.2 mm (9.69 x 6.73 x 0.32 in),470 g (1.04 lb),No,"IPS LCD capacitive touchscreen, 16M colors","10.1 inches, 295.8 cm2 (~70.3% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~149 ppi density)",Android 5.1 (Lollipop),Quad-core 1.3 GHz Cortex-A53,Mali-T720MP2,microSDXC (dedicated slot),16GB 2GB RAM,5 MP,,1080p@30fps,2 MP,,"Yes, with stereo speakers",Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP",Yes,FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, compass","Li-Po 7280 mAh, non-removable",,"Black, White",About 230 EUR,Mediatek MT8163B,HDMI port,,,Up to 10 h (multimedia),,,,,,,,No,No,,,,,,,,Up to 60 h,,,,1.03 W/kg (body)
